organism	gene	uniprot	length	pdb_id	method	resolution_A	chains	coverage_frac
human	BCL2L1	Q07817	233	4AQ3	X-ray	2.40	A/B/C/D/E/F=29-44	0.069
human	BCL2L1	Q07817	233	4BPK	X-ray	1.76	A/B=1-209	0.897
human	BCL2L1	Q07817	233	4C52	X-ray	2.05	A/B=1-209	0.897
human	BCL2L1	Q07817	233	4C5D	X-ray	2.30	A/B=1-209	0.897
human	BCL2L1	Q07817	233	4CIN	X-ray	2.69	A/B=1-209, C/D=79-102	0.897
human	BCL2L1	Q07817	233	4EHR	X-ray	2.09	A=1-209	0.897
human	BCL2L1	Q07817	233	4HNJ	X-ray	2.90	A/B=1-209	0.897
human	BCL2L1	Q07817	233	4IEH	X-ray	2.10	A=29-44	0.069
human	BCL2L1	Q07817	233	4PPI	X-ray	2.85	A=1-209	0.897
human	BCL2L1	Q07817	233	4QVE	X-ray	2.05	A=1-209	0.897
human	BCL2L1	Q07817	233	4QVF	X-ray	1.53	A=1-209	0.897
human	BCL2L1	Q07817	233	4QVX	X-ray	2.10	A/B=1-23, A/B=83-209	0.644
human	BCL2L1	Q07817	233	4TUH	X-ray	1.80	A/B/C/D/E/F/G/H=1-209	0.897
human	BCL2L1	Q07817	233	4Z9V	X-ray	2.10	A/B=1-208	0.893
human	BCL2L1	Q07817	233	5AGW	X-ray	2.69	A/B=29-44	0.069
human	BCL2L1	Q07817	233	5AGX	X-ray	2.24	A/B=29-44	0.069
human	BCL2L1	Q07817	233	5B1Z	X-ray	2.15	A/B=1-209	0.897
human	BCL2L1	Q07817	233	5C3G	X-ray	2.45	A=83-209	0.545
human	BCL2L1	Q07817	233	5FMJ	X-ray	2.43	A=1-209	0.897
human	BCL2L1	Q07817	233	5FMK	X-ray	1.73	A=1-209	0.897
human	BCL2L1	Q07817	233	5VAY	X-ray	1.80	A/B/C/D=29-44	0.069
human	BCL2L1	Q07817	233	5VX3	X-ray	1.95	A/C/E/G=1-209	0.897
human	BCL2L1	Q07817	233	6BF2	NMR		A=1-209	0.897
human	BCL2L1	Q07817	233	6DCN	X-ray	2.44	A/B=1-26, A/B=83-208	0.652
human	BCL2L1	Q07817	233	6DCO	X-ray	2.20	A/B=1-26, A/B=83-208	0.652
human	BCL2L1	Q07817	233	6F46	NMR		A=202-233	0.137
human	BCL2L1	Q07817	233	6HJL	X-ray	2.20	A=83-197, B/E/F=83-195	0.494
human	BCL2L1	Q07817	233	6IJQ	NMR		B=1-209	0.897
human	BCL2L1	Q07817	233	6LHD	X-ray	2.50	A/B=2-201	0.858
human	BCL2L1	Q07817	233	6O0K	X-ray	1.62	A=29-44	0.069
human	BCL2L1	Q07817	233	6O0L	X-ray	2.20	A/C=29-44	0.069
human	BCL2L1	Q07817	233	6O0M	X-ray	1.75	A=29-44	0.069
human	BCL2L1	Q07817	233	6O0O	X-ray	2.00	A/C=29-44	0.069
human	BCL2L1	Q07817	233	6O0P	X-ray	1.80	A=29-44	0.069
human	BCL2L1	Q07817	233	6RNU	X-ray	2.40	A/B=1-209	0.897
human	BCL2L1	Q07817	233	6ST2	X-ray	1.79	A/B=1-209	0.897
human	BCL2L1	Q07817	233	6UVC	X-ray	1.90	A/B=1-209	0.897
human	BCL2L1	Q07817	233	6UVD	X-ray	2.15	A/B=1-209	0.897
human	BCL2L1	Q07817	233	6UVE	X-ray	2.87	A/B/C=1-209	0.897
human	BCL2L1	Q07817	233	6UVF	X-ray	2.24	A/B/C/D/E/F/G/H/I/J/K/L=1-209	0.897
human	BCL2L1	Q07817	233	6UVG	X-ray	2.10	A/B/C/D/E/F/G/H/I/J/K/L=1-209	0.897
human	BCL2L1	Q07817	233	6UVH	X-ray	2.19	A/B/C/D=1-209	0.897
human	BCL2L1	Q07817	233	6VWC	X-ray	1.60	A/B=1-25, A/B=83-209	0.652
human	BCL2L1	Q07817	233	6X7I	Other		A=206-233	0.120
human	BCL2L1	Q07817	233	6YLI	X-ray	1.90	A/C=1-209	0.897
human	BCL2L1	Q07817	233	6ZHC	X-ray	1.92	DDD=1-209	0.897
human	BCL2L1	Q07817	233	7CA4	X-ray	2.70	A=1-211	0.906
human	BCL2L1	Q07817	233	7JGV	X-ray	2.05	A/B=1-209	0.897
human	BCL2L1	Q07817	233	7JGW	X-ray	1.30	A=1-209	0.897
human	BCL2L1	Q07817	233	7LH7	X-ray	1.41	A/B=1-25, A/B=83-209	0.652
human	BCL2L1	Q07817	233	7XGF	X-ray	1.90	B/C/E/F=1-209	0.897
human	BCL2L1	Q07817	233	7XGG	X-ray	1.90	B/C/E/F=1-209	0.897
human	BCL2L1	Q07817	233	7Y8D	X-ray	2.00	A=1-196	0.841
human	BCL2L1	Q07817	233	7YAA	X-ray	1.40	A=1-196	0.841
human	BCL2L1	Q07817	233	8FY0	X-ray	2.94	D=1-212	0.910
human	BCL2L1	Q07817	233	8IQK	X-ray	2.88	A/C/E/G=1-209	0.897
human	BCL2L1	Q07817	233	8IQL	X-ray	2.96	A/C=29-44	0.069
human	BCL2L1	Q07817	233	8U27	NMR		A=29-44	0.069
human	BCL2L1	Q07817	233	8VWX	X-ray	1.77	A=29-44	0.069
human	BCL2L1	Q07817	233	8VWZ	X-ray	2.33	A=29-44	0.069
human	BCL2L1	Q07817	233	8VXM	X-ray	2.10	A=29-44	0.069
human	BCL2L1	Q07817	233	8VXN	X-ray	2.09	A=29-44	0.069
human	BCL2L1	Q07817	233	8WLS	NMR		A=1-196	0.841
human	BCL2L1	Q07817	233	8XP5	X-ray	2.55	A/B=2-201	0.858
human	BCL2L1	Q07817	233	8ZEB	X-ray	1.95	A/B=1-196	0.841
human	BCL2L1	Q07817	233	9AQZ	X-ray	1.96	A=1-25, A=83-209	0.652
human	BECN1	Q14457	450	2P1L	X-ray	2.50	B/D/F/H=107-135	0.064
human	BECN1	Q14457	450	2PON	NMR		A=106-128	0.051
human	BECN1	Q14457	450	3DVU	X-ray	2.50	C/D=105-130	0.058
human	BECN1	Q14457	450	4DDP	X-ray	1.55	A=241-450	0.467
human	BECN1	Q14457	450	4MI8	X-ray	2.10	C/D=107-130	0.053
human	BECN1	Q14457	450	5EFM	X-ray	1.95	A=141-171	0.069
human	BECN1	Q14457	450	5HHE	X-ray	1.46	A/D=175-265	0.202
human	BECN1	Q14457	450	5VAU	X-ray	1.75	E/F/G/H=105-130	0.058
human	BECN1	Q14457	450	5VAX	X-ray	2.00	E/F/G/H=105-130	0.058
human	BECN1	Q14457	450	5VAY	X-ray	1.80	E/F/G/H=105-130	0.058
human	BECN1	Q14457	450	6DCN	X-ray	2.44	C/D=105-130	0.058
human	BECN1	Q14457	450	6DCO	X-ray	2.20	C/D=105-130	0.058
human	BECN1	Q14457	450	6HOI	X-ray	1.14	F/G=93-102	0.022
human	BECN1	Q14457	450	6HOJ	X-ray	1.51	A/B/C=93-105	0.029
human	BECN1	Q14457	450	6HOK	X-ray	1.61	A=93-105	0.029
human	BECN1	Q14457	450	7BL1	EM	9.80	EEE=1-450	1.000
human	BECN1	Q14457	450	8SOR	EM	3.96	D=1-450	1.000
human	BECN1	Q14457	450	9C82	EM	6.84	D=1-450	1.000
human	BECN1	Q14457	450	9MHF	EM	2.73	D=1-450	1.000
human	BECN1	Q14457	450	9MHG	EM	3.20	D=1-450	1.000
human	BECN1	Q14457	450	9MHH	EM	4.50	D=1-450	1.000
human	BECN2	A8MW95	431	5K7B	X-ray	2.30	A/B/C/D=158-250	0.216
human	BECN2	A8MW95	431	5K9L	X-ray	2.52	A/B/C/D=158-250	0.216
human	BECN2	A8MW95	431	8GT9	X-ray	2.00	A/B/C/D=157-248	0.213
human	BECN2	A8MW95	431	8GU7	X-ray	2.60	C/D=157-248	0.213
human	BICC1	Q9H694	974	4RQM	X-ray	1.75	A/B/C=870-939	0.072
human	BICC1	Q9H694	974	4RQN	X-ray	2.00	A/B/C=870-939	0.072
human	BICC1	Q9H694	974	6GY4	X-ray	1.99	A/B/C/D=47-130	0.086
human	BIRC5	O15392	142	1E31	X-ray	2.71	A/B=1-142	1.000
human	BIRC5	O15392	142	1F3H	X-ray	2.58	A/B=1-142	1.000
human	BIRC5	O15392	142	1XOX	NMR		A/B=1-117	0.824
human	BIRC5	O15392	142	2QFA	X-ray	1.40	A=1-142	1.000
human	BIRC5	O15392	142	2RAW	X-ray	2.40	A=1-142	1.000
human	BIRC5	O15392	142	2RAX	X-ray	3.30	A/E/X=1-120	0.845
human	BIRC5	O15392	142	3UEC	X-ray	2.18	A=1-142	1.000
human	BIRC5	O15392	142	3UED	X-ray	2.70	A/C=1-142	1.000
human	BIRC5	O15392	142	3UEE	X-ray	2.61	A/C=1-142	1.000
human	BIRC5	O15392	142	3UEF	X-ray	2.45	A/C=1-142	1.000
human	BIRC5	O15392	142	3UEG	X-ray	2.80	A/B=1-142	1.000
human	BIRC5	O15392	142	3UEH	X-ray	2.60	A/B=1-142	1.000
human	BIRC5	O15392	142	3UEI	X-ray	2.70	A/B=1-142	1.000
human	BIRC5	O15392	142	3UIG	X-ray	2.40	A/B=1-142	1.000
human	BIRC5	O15392	142	3UIH	X-ray	2.40	A/B=1-142	1.000
human	BIRC5	O15392	142	3UII	X-ray	2.60	A/B=1-142	1.000
human	BIRC5	O15392	142	3UIJ	X-ray	2.70	A/B=1-142	1.000
human	BIRC5	O15392	142	3UIK	X-ray	2.70	A/B=1-142	1.000
human	BIRC5	O15392	142	4A0I	X-ray	2.60	A/B=1-142	1.000
human	BIRC5	O15392	142	4A0J	X-ray	2.80	A/B=1-142	1.000
human	BIRC5	O15392	142	4A0N	X-ray	2.74	A=1-142	1.000
human	BIRC5	O15392	142	6SHO	X-ray	3.20	A/B=1-142	1.000
human	BIRC5	O15392	142	6YIE	X-ray	3.49	A/D=1-142	1.000
human	BIRC5	O15392	142	6YIF	X-ray	1.81	A=1-142	1.000
human	BIRC5	O15392	142	6YIH	X-ray	2.55	A=1-142	1.000
human	BIRC5	O15392	142	7LBK	X-ray	2.70	A/B=1-142	1.000
human	BIRC5	O15392	142	7LBO	X-ray	2.50	A/B=1-142	1.000
human	BIRC5	O15392	142	7LBP	X-ray	2.60	A/C=1-142	1.000
human	BIRC5	O15392	142	7LBQ	X-ray	2.69	A=1-142	1.000
human	BIRC5	O15392	142	8RUP	EM	2.42	K=1-142	1.000
human	BIRC6	Q9NR09	4857	3CEG	X-ray	2.01	A/B=4498-4820	0.067
human	BIRC6	Q9NR09	4857	8ATM	EM	3.30	A/B=1-4857	1.000
human	BIRC6	Q9NR09	4857	8ATO	EM	3.00	A/B=1-4857	1.000
human	BIRC6	Q9NR09	4857	8ATU	EM	3.30	A/B=1-4857	1.000
human	BIRC6	Q9NR09	4857	8ATX	EM	7.00	A/B=1-4857	1.000
human	BIRC6	Q9NR09	4857	8AUK	EM	6.20	A/B=1-4857	1.000
human	BIRC6	Q9NR09	4857	8AUW	EM	7.20	A/B=1-4857	1.000
human	BIRC6	Q9NR09	4857	8E2D	EM	2.07	A/B=1-4857	1.000
human	BIRC6	Q9NR09	4857	8E2E	EM	1.98	A/B=1-4857	1.000
human	BIRC6	Q9NR09	4857	8E2F	EM	2.47	A=1-4857	1.000
human	BIRC6	Q9NR09	4857	8E2G	EM	2.99	A=1-4857	1.000
human	BIRC6	Q9NR09	4857	8E2H	EM	2.30	A=1-4857	1.000
human	BIRC6	Q9NR09	4857	8E2I	EM	3.04	A/B=1-4857	1.000
human	BIRC6	Q9NR09	4857	8E2K	EM	3.21	A/B=1-4857	1.000
human	BOLA3	Q53S33	107	2NCL	NMR		A=27-107	0.757
human	BRAF	P15056	766	1UWH	X-ray	2.95	A/B=448-723	0.360
human	BRAF	P15056	766	1UWJ	X-ray	3.50	A/B=448-723	0.360
human	BRAF	P15056	766	2FB8	X-ray	2.90	A/B=445-723	0.364
human	BRAF	P15056	766	2L05	NMR		A=149-232	0.110
human	BRAF	P15056	766	3C4C	X-ray	2.57	A/B=444-721	0.363
human	BRAF	P15056	766	3D4Q	X-ray	2.80	A/B=433-726	0.384
human	BRAF	P15056	766	3IDP	X-ray	2.70	A/B=434-727	0.384
human	BRAF	P15056	766	3II5	X-ray	2.79	A/B=432-726	0.385
human	BRAF	P15056	766	3NY5	X-ray	1.99	A/B/C/D=153-237	0.111
human	BRAF	P15056	766	3OG7	X-ray	2.45	A/B=448-720	0.356
human	BRAF	P15056	766	3PPJ	X-ray	3.70	A/B=432-726	0.385
human	BRAF	P15056	766	3PPK	X-ray	3.00	A/B=432-726	0.385
human	BRAF	P15056	766	3PRF	X-ray	2.90	A/B=432-726	0.385
human	BRAF	P15056	766	3PRI	X-ray	3.50	A/B=432-726	0.385
human	BRAF	P15056	766	3PSB	X-ray	3.40	A/B=433-726	0.384
human	BRAF	P15056	766	3PSD	X-ray	3.60	A/B=433-726	0.384
human	BRAF	P15056	766	3Q4C	X-ray	3.20	A/B=432-726	0.385
human	BRAF	P15056	766	3Q96	X-ray	3.10	A/B=446-727	0.368
human	BRAF	P15056	766	3SKC	X-ray	3.20	A/B=432-726	0.385
human	BRAF	P15056	766	3TV4	X-ray	3.40	A/B=432-726	0.385
human	BRAF	P15056	766	3TV6	X-ray	3.30	A/B=432-726	0.385
human	BRAF	P15056	766	4CQE	X-ray	2.30	A/B=448-723	0.360
human	BRAF	P15056	766	4DBN	X-ray	3.15	A/B=445-726	0.368
human	BRAF	P15056	766	4E26	X-ray	2.55	A/B=432-726	0.385
human	BRAF	P15056	766	4E4X	X-ray	3.60	A/B=432-726	0.385
human	BRAF	P15056	766	4EHE	X-ray	3.30	A/B=432-726	0.385
human	BRAF	P15056	766	4EHG	X-ray	3.50	A/B=432-726	0.385
human	BRAF	P15056	766	4FC0	X-ray	2.95	A/B=445-726	0.368
human	BRAF	P15056	766	4FK3	X-ray	2.65	A/B=444-723	0.366
human	BRAF	P15056	766	4G9C	X-ray	3.50	A/B=432-726	0.385
human	BRAF	P15056	766	4G9R	X-ray	3.20	A/B=432-726	0.385
human	BRAF	P15056	766	4H58	X-ray	3.10	A/B/C=448-722	0.359
human	BRAF	P15056	766	4JVG	X-ray	3.09	A/B/C/D=444-723	0.366
human	BRAF	P15056	766	4KSP	X-ray	2.93	A/B=445-726	0.368
human	BRAF	P15056	766	4KSQ	X-ray	3.30	A/B=445-726	0.368
human	BRAF	P15056	766	4MBJ	X-ray	3.60	A/B=432-723	0.381
human	BRAF	P15056	766	4MNE	X-ray	2.85	B/C/F/G=432-726	0.385
human	BRAF	P15056	766	4MNF	X-ray	2.80	A/B=432-736	0.398
human	BRAF	P15056	766	4PP7	X-ray	3.40	A/B=432-726	0.385
human	BRAF	P15056	766	4R5Y	X-ray	3.50	A/B=444-723	0.366
human	BRAF	P15056	766	4RZV	X-ray	2.99	A/B=443-723	0.367
human	BRAF	P15056	766	4RZW	X-ray	3.49	A/B=443-723	0.367
human	BRAF	P15056	766	4WO5	X-ray	2.83	A/B=444-723	0.366
human	BRAF	P15056	766	4XV1	X-ray	2.47	A/B=444-705	0.342
human	BRAF	P15056	766	4XV2	X-ray	2.50	A/B=444-705	0.342
human	BRAF	P15056	766	4XV3	X-ray	2.80	A/B=444-705	0.342
human	BRAF	P15056	766	4XV9	X-ray	2.00	A=442-705	0.345
human	BRAF	P15056	766	4YHT	X-ray	3.05	A/B=449-720	0.355
human	BRAF	P15056	766	5C9C	X-ray	2.70	A/B=432-726	0.385
human	BRAF	P15056	766	5CSW	X-ray	2.66	A/B=442-721	0.366
human	BRAF	P15056	766	5CSX	X-ray	2.51	A=442-721	0.366
human	BRAF	P15056	766	5CT7	X-ray	3.17	A/B=445-723	0.364
human	BRAF	P15056	766	5FD2	X-ray	2.89	A/B=433-726	0.384
human	BRAF	P15056	766	5HI2	X-ray	2.51	A=444-737	0.384
human	BRAF	P15056	766	5HID	X-ray	2.50	A/B=444-737	0.384
human	BRAF	P15056	766	5HIE	X-ray	3.00	A/B/C/D=432-726	0.385
human	BRAF	P15056	766	5ITA	X-ray	1.95	A/B=448-723	0.360
human	BRAF	P15056	766	5J17	NMR		A=151-232	0.107
human	BRAF	P15056	766	5J18	NMR		A=151-232	0.107
human	BRAF	P15056	766	5J2R	NMR		A=151-232	0.107
human	BRAF	P15056	766	5JRQ	X-ray	2.29	A/B=448-723	0.360
human	BRAF	P15056	766	5JSM	X-ray	2.19	A/B/C/D=448-723	0.360
human	BRAF	P15056	766	5JT2	X-ray	2.70	A/B/C/D=448-723	0.360
human	BRAF	P15056	766	5VAL	X-ray	2.26	A/B=445-723	0.364
human	BRAF	P15056	766	5VAM	X-ray	2.10	A/B=445-723	0.364
human	BRAF	P15056	766	5VR3	X-ray	2.10	A=36-114	0.103
human	BRAF	P15056	766	5VYK	X-ray	1.75	A/C=36-110	0.098
human	BRAF	P15056	766	6B8U	X-ray	2.68	A/B=445-723	0.364
human	BRAF	P15056	766	6CAD	X-ray	2.55	A/B=444-723	0.366
human	BRAF	P15056	766	6N0P	X-ray	2.37	A/B=449-721	0.356
human	BRAF	P15056	766	6N0Q	X-ray	2.04	A/B=445-723	0.364
human	BRAF	P15056	766	6NSQ	X-ray	3.05	A/B=444-723	0.366
human	BRAF	P15056	766	6NYB	EM	4.10	A=1-766	1.000
human	BRAF	P15056	766	6P3D	X-ray	2.11	A=448-721	0.358
human	BRAF	P15056	766	6P7G	X-ray	2.65	A/B/C/D=448-723	0.360
human	BRAF	P15056	766	6PP9	X-ray	2.59	A=445-723	0.364
human	BRAF	P15056	766	6Q0J	EM	4.90	A/B=1-766	1.000
human	BRAF	P15056	766	6Q0K	EM	6.80	A/B=1-766	1.000
human	BRAF	P15056	766	6Q0T	EM	5.70	A/B=1-766	1.000
human	BRAF	P15056	766	6U2G	X-ray	2.89	B=432-726	0.385
human	BRAF	P15056	766	6U2H	X-ray	2.50	C/D=447-735	0.377
human	BRAF	P15056	766	6UAN	EM	3.90	B/C=1-766	1.000
human	BRAF	P15056	766	6UUO	X-ray	3.29	A/B=444-723	0.366
human	BRAF	P15056	766	6V2U	X-ray	3.78	A/B=445-723	0.364
human	BRAF	P15056	766	6V2W	X-ray	3.12	A=445-723	0.364
human	BRAF	P15056	766	6V34	X-ray	3.15	A/B=448-721	0.358
human	BRAF	P15056	766	6XAG	X-ray	3.30	C/D=447-735	0.377
human	BRAF	P15056	766	6XFP	X-ray	2.00	A=442-721	0.366
human	BRAF	P15056	766	6XLO	X-ray	2.49	A/B=442-721	0.366
human	BRAF	P15056	766	7K0V	X-ray	1.93	A/B/C/D=444-723	0.366
human	BRAF	P15056	766	7M0T	X-ray	3.19	A=445-723	0.364
human	BRAF	P15056	766	7M0U	X-ray	3.09	A=445-723	0.364
human	BRAF	P15056	766	7M0V	X-ray	3.16	A=445-723	0.364
human	BRAF	P15056	766	7M0W	X-ray	3.09	A=445-723	0.364
human	BRAF	P15056	766	7M0X	X-ray	2.47	A=445-723	0.364
human	BRAF	P15056	766	7M0Y	X-ray	3.45	A=445-723	0.364
human	BRAF	P15056	766	7M0Z	X-ray	3.12	A=445-723	0.364
human	BRAF	P15056	766	7MFD	EM	3.66	A=1-766	1.000
human	BRAF	P15056	766	7MFE	EM	4.07	A=1-766	1.000
human	BRAF	P15056	766	7MFF	EM	3.89	A/B=1-766	1.000
human	BRAF	P15056	766	7P3V	X-ray	2.37	A/B=448-719	0.355
human	BRAF	P15056	766	7SHV	X-ray	2.88	A/B=432-726	0.385
human	BRAF	P15056	766	7ZR0	EM	3.40	K=1-766	1.000
human	BRAF	P15056	766	7ZR5	EM	3.90	K=1-766	1.000
human	BRAF	P15056	766	7ZR6	EM	4.20	K=1-766	1.000
human	BRAF	P15056	766	8C7X	X-ray	1.65	A/B=444-721	0.363
human	BRAF	P15056	766	8C7Y	X-ray	1.65	A/B=444-721	0.363
human	BRAF	P15056	766	8DGS	EM	4.30	A=1-766	1.000
human	BRAF	P15056	766	8DGT	EM	3.90	A=1-766	1.000
human	BRAF	P15056	766	8F7O	X-ray	3.54	A/B=441-723	0.369
human	BRAF	P15056	766	8F7P	X-ray	2.74	A/B=441-723	0.369
human	BRAF	P15056	766	8QQG	X-ray	2.98	A/B/C=448-722	0.359
human	BRAF	P15056	766	8VSO	X-ray	1.50	P=361-369	0.012
human	BRAF	P15056	766	8VYO	EM	3.74	A=1-766	1.000
human	BRAF	P15056	766	8VYP	EM	3.29	C=1-766	1.000
human	BRAF	P15056	766	8VYQ	EM	4.43	C=360-734	0.490
human	BRAF	P15056	766	8VYR	EM	4.32	A=1-766	1.000
human	BRAF	P15056	766	8VYS	EM	3.06	A=1-766	1.000
human	BRAF	P15056	766	8VYU	EM	4.07	A=1-766	1.000
human	BRAF	P15056	766	8VYV	EM	5.86	C=1-766	1.000
human	BRAF	P15056	766	8VYW	EM	4.76	C=360-734	0.490
human	BRAF	P15056	766	9AXX	X-ray	2.07	B/D=445-723	0.364
human	BRAF	P15056	766	9AXY	X-ray	3.60	A=445-723	0.364
human	BRAF	P15056	766	9BFB	X-ray	1.92	A=445-723	0.364
human	BRAF	P15056	766	9BP8	X-ray	1.73	A=445-723	0.364
human	BRAF	P15056	766	9EW6	X-ray	1.65	P=361-369	0.012
human	BRAF	P15056	766	9F35	X-ray	2.30	B=360-370	0.014
human	BRCA1	P38398	1863	1JM7	NMR		A=1-110	0.059
human	BRCA1	P38398	1863	1JNX	X-ray	2.50	X=1646-1859	0.115
human	BRCA1	P38398	1863	1N5O	X-ray	2.80	X=1646-1859	0.115
human	BRCA1	P38398	1863	1OQA	NMR		A=1755-1863	0.059
human	BRCA1	P38398	1863	1T15	X-ray	1.85	A=1646-1859	0.115
human	BRCA1	P38398	1863	1T29	X-ray	2.30	A=1646-1859	0.115
human	BRCA1	P38398	1863	1T2U	X-ray	2.80	A=1646-1859	0.115
human	BRCA1	P38398	1863	1T2V	X-ray	3.30	A/B/C/D/E=1646-1859	0.115
human	BRCA1	P38398	1863	1Y98	X-ray	2.50	A=1646-1859	0.115
human	BRCA1	P38398	1863	2ING	X-ray	3.60	X=1649-1859	0.113
human	BRCA1	P38398	1863	3COJ	X-ray	3.21	A/B/C/D/E/F/G/X=1646-1859	0.115
human	BRCA1	P38398	1863	3K0H	X-ray	2.70	A=1646-1859	0.115
human	BRCA1	P38398	1863	3K0K	X-ray	2.70	A=1646-1859	0.115
human	BRCA1	P38398	1863	3K15	X-ray	2.80	A=1646-1859	0.115
human	BRCA1	P38398	1863	3K16	X-ray	3.00	A=1646-1859	0.115
human	BRCA1	P38398	1863	3PXA	X-ray	2.55	A=1646-1859	0.115
human	BRCA1	P38398	1863	3PXB	X-ray	2.50	A=1646-1859	0.115
human	BRCA1	P38398	1863	3PXC	X-ray	2.80	X=1646-1859	0.115
human	BRCA1	P38398	1863	3PXD	X-ray	2.80	A=1646-1859	0.115
human	BRCA1	P38398	1863	3PXE	X-ray	2.85	A/B/C/D=1646-1859	0.115
human	BRCA1	P38398	1863	4IFI	X-ray	2.20	A=1646-1859	0.115
human	BRCA1	P38398	1863	4IGK	X-ray	1.75	A/B=1646-1859	0.115
human	BRCA1	P38398	1863	4JLU	X-ray	3.50	A=1649-1859	0.113
human	BRCA1	P38398	1863	4OFB	X-ray	3.05	A=1646-1859	0.115
human	BRCA1	P38398	1863	4U4A	X-ray	3.51	A/B/C=1646-1859	0.115
human	BRCA1	P38398	1863	4Y18	X-ray	3.50	A/B/C/D/E/F/G/H=1646-1859	0.115
human	BRCA1	P38398	1863	4Y2G	X-ray	2.50	A=1646-1859	0.115
human	BRCA1	P38398	1863	6G2I	EM	5.90	H/K/M/O/S/U/W/Y=1646-1859	0.115
human	BRCA1	P38398	1863	7JZV	EM	3.90	A=2-104	0.055
human	BRCA1	P38398	1863	7LYB	EM	3.28	M=1-100	0.054
human	BRCA1	P38398	1863	8GRQ	EM	3.87	K=6-97	0.049
human	BRCA2	P51587	3418	1N0W	X-ray	1.70	B=1517-1551	0.010
human	BRCA2	P51587	3418	3EU7	X-ray	2.20	X=21-39	0.006
human	BRCA2	P51587	3418	6GY2	X-ray	3.11	C/D=194-210	0.005
human	BRCA2	P51587	3418	6HQU	X-ray	1.97	I/J/K/L/M/N=1226-1253, O=2054-2064	0.011
human	BRCA2	P51587	3418	7BDX	X-ray	2.60	E/F=2291-2343	0.016
human	BRCA2	P51587	3418	7LDG	X-ray	2.56	B/D=2271-2335	0.019
human	BRCA2	P51587	3418	8BR9	X-ray	1.63	B=1226-1263	0.011
human	BRCA2	P51587	3418	8C3J	X-ray	3.02	C/J=1226-1244	0.006
human	BRCA2	P51587	3418	8C3N	X-ray	1.21	B=1215-1243	0.008
human	BRCA2	P51587	3418	8PBC	EM	2.61	L/M/N/O/P/Q/R/S/T/U=3260-3308	0.014
human	BRCA2	P51587	3418	8PBD	EM	2.83	K/L/M/N/O/P/Q/R/S=3260-3308	0.014
human	BRCA2	P51587	3418	8QQE	X-ray	3.46	C/D=2398-2417	0.006
human	BRCA2	P51587	3418	8R2G	X-ray	3.45	I/J/K/L/M/N/O=2400-2413	0.004
human	BRCA2	P51587	3418	8UVW	X-ray	2.73	B=1518-1547, D=3270-3305	0.019
human	BTF3	P20290	206	3LKX	X-ray	2.50	A=97-162	0.320
human	BTF3	P20290	206	3MCB	X-ray	1.90	B=97-154	0.282
human	BTF3	P20290	206	7QWQ	EM	2.83	u=45-206	0.786
human	BTF3	P20290	206	7QWR	EM	2.90	u=45-206	0.786
human	BTF3	P20290	206	9F1B	EM	3.01	Cu=45-206	0.786
human	BTF3	P20290	206	9F1C	EM	3.78	Cu=45-206	0.786
human	BTF3	P20290	206	9F1D	EM	3.26	Cu=45-206	0.786
human	BTF3	P20290	206	9FQ0	EM	4.67	D=1-206	1.000
human	BTF3	P20290	206	9MR4	EM	2.65	EF=45-206	0.786
human	BTF3	P20290	206	9NDP	EM	2.82	EF=45-206	0.786
human	BTF3	P20290	206	9QQA	EM	2.80	Nu=45-206	0.786
human	BTF3	P20290	206	9QQB	EM	3.43	Nu=45-206	0.786
human	BTN3A3	O00478	584	4F8T	X-ray	2.38	A=30-246	0.372
human	BTN3A3	O00478	584	5ZZ3	X-ray	3.00	A=328-584	0.440
human	BTN3A3	O00478	584	6J0G	X-ray	1.60	A/B/C/D=328-515	0.322
human	BTN3A3	O00478	584	6J0K	X-ray	2.00	A/B=328-515	0.322
human	BTN3A3	O00478	584	6J0L	X-ray	1.95	A/B=328-515	0.322
human	C1QBP	Q07021	282	1P32	X-ray	2.25	A/B/C=74-282	0.741
human	C1QBP	Q07021	282	3RPX	X-ray	2.65	A/B/C=96-282	0.663
human	C1QBP	Q07021	282	6SZW	X-ray	3.14	A/B/C=74-282	0.741
human	C1QBP	Q07021	282	7TE3	X-ray	2.20	A=75-282	0.738
human	CACNB2	Q08289	660	8HLP	EM	3.50	C=41-660	0.939
human	CACNB2	Q08289	660	8HMA	EM	3.40	H=41-660	0.939
human	CACNB2	Q08289	660	8HMB	EM	3.30	C=41-660	0.939
human	CACYBP	Q9HB71	228	1X5M	NMR		A=63-176	0.500
human	CACYBP	Q9HB71	228	2A25	X-ray	2.20	B=58-70	0.057
human	CACYBP	Q9HB71	228	2A26	X-ray	1.20	A/B/C=1-47	0.206
human	CALCA	P01258	141	2JXZ	NMR		A=85-116	0.227
human	CALCA	P01258	141	7TYH	EM	3.30	P=85-116	0.227
human	CALCA	P01258	141	7TYO	EM	2.70	P=85-116	0.227
human	CALCOCO2	Q13137	446	2MXP	NMR		A=414-446	0.074
human	CALCOCO2	Q13137	446	3VVV	X-ray	1.35	A=21-141	0.271
human	CALCOCO2	Q13137	446	3VVW	X-ray	2.50	A=21-141	0.271
human	CALCOCO2	Q13137	446	4GXL	X-ray	2.02	B=368-381	0.031
human	CALCOCO2	Q13137	446	4HAN	X-ray	2.55	C/D=372-385	0.031
