gene_product	gene_label	model_id	model_title	taxon	activity_id	molecular_function	mf_label	biological_process	bp_label	cellular_component	cc_label
MGI:MGI:1916142	Urah Mmus	60418ffa00000414	Adenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000414/60418ffa00000450	GO:0033971	hydroxyisourate hydrolase activity	GO:0006154	adenosine catabolic process	GO:0005777	peroxisome
MGI:MGI:87916	Ada Mmus	60418ffa00000414	Adenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000414/60418ffa00000418	GO:0004000	adenosine deaminase activity	GO:0006154	adenosine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00000811	Inosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000811/60418ffa00000817	GO:0070674	hypoxanthine dehydrogenase activity	GO:0006148	inosine catabolic process	GO:0005829	cytosol
MGI:MGI:97365	Pnp Mmus	60418ffa00000811	Inosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000811/60418ffa00000813	GO:0004731	purine-nucleoside phosphorylase activity	GO:0006148	inosine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00000811	Inosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000811/60418ffa00000823	GO:0004855	xanthine oxidase activity	GO:0006148	inosine catabolic process	GO:0005829	cytosol
MGI:MGI:3647519	Urad Mmus	60418ffa00000811	Inosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000811/60418ffa00000831	GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	GO:0006148	inosine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00000811	Inosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000811/60418ffa00000819	GO:0070675	hypoxanthine oxidase activity	GO:0006148	inosine catabolic process	GO:0005829	cytosol
MGI:MGI:98907	Uox Mmus	60418ffa00000811	Inosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000811/60418ffa00000827	GO:0004846	urate oxidase activity	GO:0006148	inosine catabolic process	GO:0005777	peroxisome
MGI:MGI:1916142	Urah Mmus	60418ffa00000811	Inosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000811/60418ffa00000829	GO:0033971	hydroxyisourate hydrolase activity	GO:0006148	inosine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00000811	Inosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000811/60418ffa00000821	GO:0004854	xanthine dehydrogenase activity	GO:0006148	inosine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00000811	Inosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00000811/60418ffa00000824	GO:0004855	xanthine oxidase activity	GO:0006148	inosine catabolic process	GO:0005777	peroxisome
ZFIN:ZDB-GENE-070424-110	nlrp3 Drer	60418ffa00001019	NLRP3 inflammasome in pyroptosis via nlrp3, caspa, caspb etc. (D. rerio)	NCBITaxon:7955	gomodel:60418ffa00001019/60418ffa00001020	GO:0003674	molecular_function	GO:0044546	NLRP3 inflammasome complex assembly		
ZFIN:ZDB-GENE-020812-1	caspb Drer	60418ffa00001019	NLRP3 inflammasome in pyroptosis via nlrp3, caspa, caspb etc. (D. rerio)	NCBITaxon:7955	gomodel:60418ffa00001019/60418ffa00001076	GO:0003674	molecular_function	GO:0043067	regulation of programmed cell death		
ZFIN:ZDB-GENE-120215-186	gsdmea Drer	60418ffa00001019	NLRP3 inflammasome in pyroptosis via nlrp3, caspa, caspb etc. (D. rerio)	NCBITaxon:7955	gomodel:60418ffa00001019/60418ffa00001059	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-020812-1	caspb Drer	60418ffa00001019	NLRP3 inflammasome in pyroptosis via nlrp3, caspa, caspb etc. (D. rerio)	NCBITaxon:7955	gomodel:60418ffa00001019/60418ffa00001085	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-030131-7662	gsdmeb Drer	60418ffa00001019	NLRP3 inflammasome in pyroptosis via nlrp3, caspa, caspb etc. (D. rerio)	NCBITaxon:7955	gomodel:60418ffa00001019/60418ffa00001064	GO:0003674	molecular_function				
GO:0072559	NLRP3 inflammasome complex	60418ffa00001019	NLRP3 inflammasome in pyroptosis via nlrp3, caspa, caspb etc. (D. rerio)	NCBITaxon:7955	gomodel:60418ffa00001019/60418ffa00001044	GO:0003674	molecular_function				
GO:0072559	NLRP3 inflammasome complex	60418ffa00001019	NLRP3 inflammasome in pyroptosis via nlrp3, caspa, caspb etc. (D. rerio)	NCBITaxon:7955	gomodel:60418ffa00001019/60418ffa00001041	GO:0003674	molecular_function				
ZFIN:ZDB-GENE-070424-110	nlrp3 Drer	60418ffa00001019	NLRP3 inflammasome in pyroptosis via nlrp3, caspa, caspb etc. (D. rerio)	NCBITaxon:7955	gomodel:60418ffa00001019/60418ffa00001069	GO:0003674	molecular_function	GO:0043067	regulation of programmed cell death		
MGI:MGI:98973	Xdh Mmus	60418ffa00001124	Hypoxanthine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001124/60418ffa00001134	GO:0004854	xanthine dehydrogenase activity	GO:0009114	hypoxanthine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00001124	Hypoxanthine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001124/60418ffa00001130	GO:0070675	hypoxanthine oxidase activity	GO:0009114	hypoxanthine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00001124	Hypoxanthine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001124/60418ffa00001136	GO:0004855	xanthine oxidase activity	GO:0009114	hypoxanthine catabolic process	GO:0005777	peroxisome
MGI:MGI:3647519	Urad Mmus	60418ffa00001124	Hypoxanthine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001124/60418ffa00001144	GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	GO:0009114	hypoxanthine catabolic process	GO:0005777	peroxisome
MGI:MGI:98907	Uox Mmus	60418ffa00001124	Hypoxanthine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001124/60418ffa00001146	GO:0004846	urate oxidase activity	GO:0009114	hypoxanthine catabolic process	GO:0005777	peroxisome
MGI:MGI:1916142	Urah Mmus	60418ffa00001124	Hypoxanthine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001124/60418ffa00001142	GO:0033971	hydroxyisourate hydrolase activity	GO:0009114	hypoxanthine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00001124	Hypoxanthine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001124/60418ffa00001126	GO:0070674	hypoxanthine dehydrogenase activity	GO:0009114	hypoxanthine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00001124	Hypoxanthine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001124/60418ffa00001132	GO:0004855	xanthine oxidase activity	GO:0009114	hypoxanthine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00001200	Guanine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001200/60418ffa00001206	GO:0004854	xanthine dehydrogenase activity	GO:0006147	guanine catabolic process	GO:0005829	cytosol
MGI:MGI:3647519	Urad Mmus	60418ffa00001200	Guanine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001200/60418ffa00001229	GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	GO:0006147	guanine catabolic process	GO:0005777	peroxisome
MGI:MGI:98907	Uox Mmus	60418ffa00001200	Guanine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001200/60418ffa00001212	GO:0004846	urate oxidase activity	GO:0006147	guanine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00001200	Guanine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001200/60418ffa00001208	GO:0004855	xanthine oxidase activity	GO:0006147	guanine catabolic process	GO:0005777	peroxisome
MGI:MGI:1916142	Urah Mmus	60418ffa00001200	Guanine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001200/60418ffa00001214	GO:0033971	hydroxyisourate hydrolase activity	GO:0006147	guanine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00001200	Guanine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001200/60418ffa00001209	GO:0004855	xanthine oxidase activity	GO:0006147	guanine catabolic process	GO:0005829	cytosol
MGI:MGI:95678	Gda Mmus	60418ffa00001200	Guanine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001200/60418ffa00001202	GO:0008892	guanine deaminase activity	GO:0006147	guanine catabolic process	GO:0005829	cytosol
MGI:MGI:87916	Ada Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001304	GO:0046936	2'-deoxyadenosine deaminase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005829	cytosol
MGI:MGI:3647519	Urad Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001288	GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005777	peroxisome
MGI:MGI:1916142	Urah Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001286	GO:0033971	hydroxyisourate hydrolase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005777	peroxisome
MGI:MGI:97365	Pnp Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001314	GO:0004731	purine-nucleoside phosphorylase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005829	cytosol
MGI:MGI:98907	Uox Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001260	GO:0004846	urate oxidase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001322	GO:0004854	xanthine dehydrogenase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001316	GO:0070674	hypoxanthine dehydrogenase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001325	GO:0004855	xanthine oxidase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001324	GO:0004855	xanthine oxidase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00001258	Deoxyadenosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001258/60418ffa00001319	GO:0070675	hypoxanthine oxidase activity	GO:0006157	deoxyadenosine catabolic process	GO:0005829	cytosol
MGI:MGI:3647519	Urad Mmus	60418ffa00001536	Deoxyguanosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001536/60418ffa00001569	GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	GO:0006161	deoxyguanosine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00001536	Deoxyguanosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001536/60418ffa00001587	GO:0004855	xanthine oxidase activity	GO:0006161	deoxyguanosine catabolic process		
MGI:MGI:97365	Pnp Mmus	60418ffa00001536	Deoxyguanosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001536/60418ffa00001634	GO:0004731	purine-nucleoside phosphorylase activity	GO:0006161	deoxyguanosine catabolic process	GO:0005829	cytosol
MGI:MGI:95678	Gda Mmus	60418ffa00001536	Deoxyguanosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001536/60418ffa00001622	GO:0008892	guanine deaminase activity	GO:0006161	deoxyguanosine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00001536	Deoxyguanosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001536/60418ffa00001581	GO:0004855	xanthine oxidase activity	GO:0006161	deoxyguanosine catabolic process	GO:0005777	peroxisome
MGI:MGI:98907	Uox Mmus	60418ffa00001536	Deoxyguanosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001536/60418ffa00001563	GO:0004846	urate oxidase activity	GO:0006161	deoxyguanosine catabolic process	GO:0005777	peroxisome
MGI:MGI:1916142	Urah Mmus	60418ffa00001536	Deoxyguanosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001536/60418ffa00001567	GO:0033971	hydroxyisourate hydrolase activity	GO:0006161	deoxyguanosine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00001536	Deoxyguanosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001536/60418ffa00001609	GO:0004854	xanthine dehydrogenase activity	GO:0006161	deoxyguanosine catabolic process	GO:0005829	cytosol
MGI:MGI:98973	Xdh Mmus	60418ffa00001643	Deoxyinosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001643/60418ffa00001734	GO:0070674	hypoxanthine dehydrogenase activity	GO:0006149	deoxyinosine catabolic process		
MGI:MGI:98973	Xdh Mmus	60418ffa00001643	Deoxyinosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001643/60418ffa00001689	GO:0004854	xanthine dehydrogenase activity	GO:0006149	deoxyinosine catabolic process		
MGI:MGI:1916142	Urah Mmus	60418ffa00001643	Deoxyinosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001643/60418ffa00001665	GO:0033971	hydroxyisourate hydrolase activity	GO:0006149	deoxyinosine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00001643	Deoxyinosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001643/60418ffa00001736	GO:0070675	hypoxanthine oxidase activity	GO:0006149	deoxyinosine catabolic process		
MGI:MGI:3647519	Urad Mmus	60418ffa00001643	Deoxyinosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001643/60418ffa00001672	GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	GO:0006149	deoxyinosine catabolic process	GO:0005777	peroxisome
MGI:MGI:98973	Xdh Mmus	60418ffa00001643	Deoxyinosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001643/60418ffa00001685	GO:0004855	xanthine oxidase activity	GO:0006149	deoxyinosine catabolic process	GO:0005777	peroxisome
MGI:MGI:97365	Pnp Mmus	60418ffa00001643	Deoxyinosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001643/60418ffa00001759	GO:0004731	purine-nucleoside phosphorylase activity	GO:0006149	deoxyinosine catabolic process		
MGI:MGI:98973	Xdh Mmus	60418ffa00001643	Deoxyinosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001643/60418ffa00001686	GO:0004855	xanthine oxidase activity	GO:0006149	deoxyinosine catabolic process		
MGI:MGI:98907	Uox Mmus	60418ffa00001643	Deoxyinosine catabolic process (Mouse)	NCBITaxon:10090	gomodel:60418ffa00001643/60418ffa00001656	GO:0004846	urate oxidase activity	GO:0006149	deoxyinosine catabolic process	GO:0005777	peroxisome
FB:FBgn0003371	sgg Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/60ad85f700001189	GO:0004674	protein serine/threonine kinase activity	GO:0090090	negative regulation of canonical Wnt signaling pathway	GO:0005829	cytosol
FB:FBgn0026597	Axn Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/60897d8500000138	GO:0008013	beta-catenin binding	GO:0090090	negative regulation of canonical Wnt signaling pathway		
FB:FBgn0000117	arm Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/60897d8500000051	GO:0003713	transcription coactivator activity	GO:0060070	canonical Wnt signaling pathway	GO:0005634	nucleus
FB:FBgn0025638	Roc1a Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/60ad85f700001768	GO:0061630	ubiquitin protein ligase activity	GO:0090090	negative regulation of canonical Wnt signaling pathway		
FB:FBgn0026598	Apc2 Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/60ad85f700001752	GO:0060090	molecular adaptor activity	GO:0090090	negative regulation of canonical Wnt signaling pathway		
FB:FBgn0284084	wg Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/6086f4f200000224	GO:0048018	receptor ligand activity	GO:0060070	canonical Wnt signaling pathway	GO:0005576	extracellular region
FB:FBgn0003371	sgg Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/60ad85f700001180	GO:0004674	protein serine/threonine kinase activity	GO:0090090	negative regulation of canonical Wnt signaling pathway	GO:0005829	cytosol
FB:FBgn0000499	dsh Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/60ad85f700001717	GO:0030159	signaling receptor complex adaptor activity	GO:0060070	canonical Wnt signaling pathway		
FB:FBgn0000119	arr Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/6086f4f200000278	GO:0015026	coreceptor activity	GO:0060070	canonical Wnt signaling pathway	GO:0005886	plasma membrane
FB:FBgn0016797	fz2 Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/6086f4f200000231	GO:0042813	Wnt receptor activity	GO:0060070	canonical Wnt signaling pathway	GO:0005886	plasma membrane
FB:FBgn0015024	CkIalpha Dmel	6086f4f200000223	canonical Wnt signaling pathway via wg-fz2 (D.mel)	NCBITaxon:7227	gomodel:6086f4f200000223/60897d8500001340	GO:0004674	protein serine/threonine kinase activity	GO:0090090	negative regulation of canonical Wnt signaling pathway		
UniProtKB:P56962	STX17 Hsap	6086f4f200000298	SARS-CoV-2/autophagy	NCBITaxon:9606	gomodel:6086f4f200000298/60897d8500000001	GO:0005484	SNAP receptor activity	GO:0061909	autophagosome-lysosome fusion	GO:0000421	autophagosome membrane
UniProtKB:Q96JC1	VPS39 Hsap	6086f4f200000298	SARS-CoV-2/autophagy	NCBITaxon:9606	gomodel:6086f4f200000298/60897d8500000034	GO:0060090	molecular adaptor activity	GO:0061909	autophagosome-lysosome fusion	GO:0005770	late endosome
UniProtKB:P0DTC3	ORF3a Scov2	6086f4f200000298	SARS-CoV-2/autophagy	NCBITaxon:9606	gomodel:6086f4f200000298/6994852c00001872	GO:0140311	protein sequestering activity			GO:0005770	late endosome
MGI:MGI:1096344	Ampd3 Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000505	GO:0003876	AMP deaminase activity	GO:0032264	IMP salvage		
MGI:MGI:88016	Ampd2 Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000502	GO:0003876	AMP deaminase activity	GO:0032264	IMP salvage		
MGI:MGI:88015	Ampd1 Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000501	GO:0003876	AMP deaminase activity	GO:0032264	IMP salvage		
MGI:MGI:96217	Hprt1 Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000519	GO:0004422	hypoxanthine phosphoribosyltransferase activity	GO:0032264	IMP salvage	GO:0005829	cytosol
MGI:MGI:1917903	Gmpr2 Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60ad85f700002377	GO:0003920	GMP reductase activity	GO:0032264	IMP salvage		
MGI:MGI:1354954	Nt5c Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60ad85f700000707	GO:0008253	5'-nucleotidase activity	GO:0032264	IMP salvage		
MGI:MGI:2178563	Nt5c2 Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000521	GO:0008253	5'-nucleotidase activity	GO:0032264	IMP salvage		
MGI:MGI:87930	Adk Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000512	GO:0004001	adenosine kinase activity	GO:0032264	IMP salvage		
MGI:MGI:1913605	Gmpr Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000496	GO:0003920	GMP reductase activity	GO:0032264	IMP salvage		
MGI:MGI:87916	Ada Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000515	GO:0046936	2'-deoxyadenosine deaminase activity	GO:0032264	IMP salvage		
MGI:MGI:97365	Pnp Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000517	GO:0004731	purine-nucleoside phosphorylase activity	GO:0032264	IMP salvage	GO:0005829	cytosol
MGI:MGI:88061	Aprt Mmus	60897d8500000494	IMP salvage (Mouse)	NCBITaxon:10090	gomodel:60897d8500000494/60897d8500000509	GO:0003999	adenine phosphoribosyltransferase activity	GO:0032264	IMP salvage		
