set	gene	taxon	term_id	term_label	action	negated	has_replacement	aspect	file
uniprot_panther (GO_REF:0000120, PANTHER with/from)	leuS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004823	leucine-tRNA ligase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/leuS/leuS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	leuS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006429	leucyl-tRNA aminoacylation	ACCEPT	False	False	biological_process	genes/PSEPK/leuS/leuS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	ligA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003911	DNA ligase (NAD+) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/ligA/ligA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lolA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0042953	lipoprotein transport	ACCEPT	False	False	biological_process	genes/PSEPK/lolA/lolA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lolA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0044874	lipoprotein localization to outer membrane	ACCEPT	False	False	biological_process	genes/PSEPK/lolA/lolA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lolD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/PSEPK/lolD/lolD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lolD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0044874	lipoprotein localization to outer membrane	ACCEPT	False	False	biological_process	genes/PSEPK/lolD/lolD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lolD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0089705	protein localization to outer membrane	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/lolD/lolD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lpd	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004148	dihydrolipoyl dehydrogenase (NADH) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/lpd/lpd-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lpd	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050660	flavin adenine dinucleotide binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/lpd/lpd-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lpdG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004148	dihydrolipoyl dehydrogenase (NADH) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/lpdG/lpdG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lpdG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050660	flavin adenine dinucleotide binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/lpdG/lpdG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lpdV	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004148	dihydrolipoyl dehydrogenase (NADH) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/lpdV/lpdV-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lpdV	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050660	flavin adenine dinucleotide binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/lpdV/lpdV-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lysS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004824	lysine-tRNA ligase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/lysS/lysS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lysS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	KEEP_AS_NON_CORE	False	False	cellular_component	genes/PSEPK/lysS/lysS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	lysS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006430	lysyl-tRNA aminoacylation	ACCEPT	False	False	biological_process	genes/PSEPK/lysS/lysS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mazG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0047429	nucleoside triphosphate diphosphatase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/mazG/mazG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mccB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004485	methylcrotonoyl-CoA carboxylase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/mccB/mccB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019346	transsulfuration	ACCEPT	False	False	biological_process	genes/PSEPK/metB/metB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030170	pyridoxal phosphate binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/metB/metB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004489	methylenetetrahydrofolate reductase [NAD(P)H] activity	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/metF/metF-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005829	cytosol	ACCEPT	False	False	cellular_component	genes/PSEPK/metF/metF-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metF	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0035999	tetrahydrofolate interconversion	ACCEPT	False	False	biological_process	genes/PSEPK/metF/metF-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004825	methionine-tRNA ligase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/metG/metG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006431	methionyl-tRNA aminoacylation	ACCEPT	False	False	biological_process	genes/PSEPK/metG/metG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008705	methionine synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/metH/metH-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metXS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004414	homoserine O-acetyltransferase activity	REMOVE	False	False	molecular_function	genes/PSEPK/metXS/metXS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metZ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0019346	transsulfuration	MARK_AS_OVER_ANNOTATED	False	False	biological_process	genes/PSEPK/metZ/metZ-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	metZ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030170	pyridoxal phosphate binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/metZ/metZ-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mexB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/PSEPK/mexB/mexB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mlaE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/PSEPK/mlaE/mlaE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	moaA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006777	Mo-molybdopterin cofactor biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/moaA/moaA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	moaA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0061798	GTP 3',8'-cyclase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/moaA/moaA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	moaD	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006777	Mo-molybdopterin cofactor biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/moaD/moaD-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mobA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016779	nucleotidyltransferase activity	MODIFY	False	True	molecular_function	genes/PSEPK/mobA/mobA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	moeA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006777	Mo-molybdopterin cofactor biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/moeA/moeA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	moeA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0061599	molybdopterin molybdotransferase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/moeA/moeA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mraY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/PSEPK/mraY/mraY-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mraY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008963	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/mraY/mraY-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mraY	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016780	phosphotransferase activity, for other substituted phosphate groups	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/mraY/mraY-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mrcA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008955	peptidoglycan glycosyltransferase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/mrcA/mrcA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mrcA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009252	peptidoglycan biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/mrcA/mrcA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mscL	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008381	mechanosensitive monoatomic ion channel activity	ACCEPT	False	False	molecular_function	genes/PSEPK/mscL/mscL-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mscL	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016020	membrane	MARK_AS_OVER_ANNOTATED	False	False	cellular_component	genes/PSEPK/mscL/mscL-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	murB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008762	UDP-N-acetylmuramate dehydrogenase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/murB/murB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	murB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050660	flavin adenine dinucleotide binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/murB/murB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	murG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0050511	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/murG/murG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	murJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005886	plasma membrane	ACCEPT	False	False	cellular_component	genes/PSEPK/murJ/murJ-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	murJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009252	peptidoglycan biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/murJ/murJ-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	murJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015648	lipid-linked peptidoglycan transporter activity	ACCEPT	False	False	molecular_function	genes/PSEPK/murJ/murJ-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	murJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0015836	lipid-linked peptidoglycan transport	ACCEPT	False	False	biological_process	genes/PSEPK/murJ/murJ-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mutS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006298	mismatch repair	ACCEPT	False	False	biological_process	genes/PSEPK/mutS/mutS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mutS	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0030983	mismatched DNA binding	ACCEPT	False	False	molecular_function	genes/PSEPK/mutS/mutS-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	mvaB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004419	hydroxymethylglutaryl-CoA lyase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/mvaB/mvaB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nadA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008987	quinolinate synthetase A activity	ACCEPT	False	False	molecular_function	genes/PSEPK/nadA/nadA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nadA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0051539	4 iron, 4 sulfur cluster binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/nadA/nadA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nadB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008734	L-aspartate oxidase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/nadB/nadB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nadC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	ACCEPT	False	False	molecular_function	genes/PSEPK/nadC/nadC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nadC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0009435	NAD+ biosynthetic process	ACCEPT	False	False	biological_process	genes/PSEPK/nadC/nadC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nicR	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006355	regulation of DNA-templated transcription	MODIFY	False	True	biological_process	genes/PSEPK/nicR/nicR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nicT	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016020	membrane	KEEP_AS_NON_CORE	False	False	cellular_component	genes/PSEPK/nicT/nicT-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nicT	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0022857	transmembrane transporter activity	ACCEPT	False	False	molecular_function	genes/PSEPK/nicT/nicT-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nuoA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008137	NADH dehydrogenase (ubiquinone) activity	MODIFY	False	True	molecular_function	genes/PSEPK/nuoA/nuoA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nuoB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008137	NADH dehydrogenase (ubiquinone) activity	MODIFY	False	True	molecular_function	genes/PSEPK/nuoB/nuoB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	nuoG	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016020	membrane	MODIFY	False	True	cellular_component	genes/PSEPK/nuoG/nuoG-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	oxyR	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003700	DNA-binding transcription factor activity	ACCEPT	False	False	molecular_function	genes/PSEPK/oxyR/oxyR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	oxyR	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0006355	regulation of DNA-templated transcription	ACCEPT	False	False	biological_process	genes/PSEPK/oxyR/oxyR-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	paaA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0010124	phenylacetate catabolic process	ACCEPT	False	False	biological_process	genes/PSEPK/paaA/paaA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	paaC	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0010124	phenylacetate catabolic process	ACCEPT	False	False	biological_process	genes/PSEPK/paaC/paaC-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	paaE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016491	oxidoreductase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/paaE/paaE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	paaE	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0051537	2 iron, 2 sulfur cluster binding	KEEP_AS_NON_CORE	False	False	molecular_function	genes/PSEPK/paaE/paaE-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	paaH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0008691	3-hydroxybutyryl-CoA dehydrogenase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/paaH/paaH-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	paaH	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0016491	oxidoreductase activity	MARK_AS_OVER_ANNOTATED	False	False	molecular_function	genes/PSEPK/paaH/paaH-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	paaJ	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003988	acetyl-CoA C-acyltransferase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/paaJ/paaJ-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	pabA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0004049	anthranilate synthase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/pabA/pabA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	pabA	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0046820	aminodeoxychorismate synthase activity	UNDECIDED	False	False	molecular_function	genes/PSEPK/pabA/pabA-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	panB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	ACCEPT	False	False	molecular_function	genes/PSEPK/panB/panB-ai-review.yaml
uniprot_panther (GO_REF:0000120, PANTHER with/from)	panB	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	GO:0005737	cytoplasm	ACCEPT	False	False	cellular_component	genes/PSEPK/panB/panB-ai-review.yaml
