#gene_systematic_id	gene_name	aspect	term_id	term_name	reference	evidence	extension	comment
SPAC1002.03c	gls2	molecular_function	GO:0106407	Glc2Man9GlcNAc2 oligosaccharide glucosidase activity	PMID:19605557	IDA		
SPCC736.12c	mmi1	molecular_function	GO:0140517	protein-RNA adaptor activity	PMID:26670050	IPI	has_input(PomBase:SPAC25B8.14)	
SPCC736.12c	mmi1	molecular_function	GO:0140517	protein-RNA adaptor activity	PMID:26670050	IPI	has_input(PomBase:SPBC27B12.07)	
SPCC736.12c	mmi1	molecular_function	GO:0140517	protein-RNA adaptor activity	PMID:26670050	IPI	has_input(PomBase:SPAC1834.06c)	
SPCC736.12c	mmi1	molecular_function	GO:0140517	protein-RNA adaptor activity	PMID:26670050	IPI	has_input(PomBase:SPBP8B7.16c)	
SPCC736.14	dis1	cellular_component	GO:0005881	cytoplasmic microtubule	PMID:11369198	IDA	exists_during(GO:0051329)	Movie 1A
SPCC736.14	dis1	cellular_component	GO:0000776	kinetochore	PMID:11369198	IDA	exists_during(GO:0000089)	(Fig. 2B)
SPCC736.14	dis1	cellular_component	GO:0000776	kinetochore	PMID:34080538	IDA	exists_during(GO:0000236)	(Fig. 5) (
SPCC736.14	dis1	cellular_component	GO:0000776	kinetochore	PMID:16920624	IDA	exists_during(GO:0000089)	Fig3A The Dis1WT-GFP signals are seen as the kinetochore dots in metaphase. AND 4b
SPCC736.14	dis1	cellular_component	GO:0072686	mitotic spindle	PMID:16920624	IDA	exists_during(GO:0000090)	In anaphase, Dis1WT-GFP signals abruptly increased along the spindle and at the SPBs despite being absent from the central zone.
SPCC736.14	dis1	cellular_component	GO:1990537	mitotic spindle polar microtubule	PMID:34080538	IDA	exists_during(GO:0000092)	(Fig. 5)
SPCC736.14	dis1	cellular_component	GO:0097431	mitotic spindle pole	PMID:34080538	IDA	exists_during(GO:0000092)	(Fig. 5)
SPCC736.14	dis1	cellular_component	GO:0044732	mitotic spindle pole body	PMID:11369198	IDA	exists_during(GO:0000090)	(Fig. 2B)
SPCC736.14	dis1	cellular_component	GO:0044732	mitotic spindle pole body	PMID:16920624	IDA	exists_during(GO:0000090)	Because Dis1WT, Dis16A, and Dis16E all associated with anaphase SPBs, this association was independent of modification of the molecule on the Cdc2 phosphorylation sites.
SPCC736.14	dis1	cellular_component	GO:0099070	static microtubule bundle	PMID:26124291	IDA	exists_during(GO:0044838)	(Fig. 4 C)
SPCC736.14	dis1	molecular_function	GO:0170060	microtubule destabilizing activity	PMID:36435910	IDA	part_of(GO:0070462)	
SPCC736.14	dis1	molecular_function	GO:0051010	microtubule plus-end binding	PMID:36435910	EXP	part_of(GO:0070462)	
SPCC736.14	dis1	molecular_function	GO:0005515	protein binding	PMID:27872152	IPI		(Fig. 2A) (Fig. 2B; Fig. S2B).
SPCC736.15	pil1	cellular_component	GO:0036286	eisosome filament	PMID:28659415	IDA		
SPCC736.15	pil1	biological_process	GO:0070941	eisosome assembly	PMID:28659415	IDA		
SPCC74.02c	ppn1	cellular_component	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	PMID:24945319	IPI		
SPCC74.03c	ssp2	cellular_component	GO:0031588	nucleotide-activated protein kinase complex	PMID:22375066	IDA		These results indicated that Ssp2 interacts physically with Amk2 and Cbs2 in vivo, showing that AMPK is indeed a αβγ heterotrimer and that these three subunits interact even under optimal growth conditions.
SPCC74.03c	ssp2	cellular_component	GO:0005634	nucleus	PMID:22140232	IDA	exists_during(GO:0042149)	(Fig. 2A). We found that Ssp2-GFP mainly localized in the nucleus both in glucose-starved cells and in cells grown in glucose-rich medium
SPCC74.03c	ssp2	cellular_component	GO:0005634	nucleus	PMID:22140232	IDA	exists_during(GO:0071333)	(Fig. 2A). We found that Ssp2-GFP mainly localized in the nucleus both in glucose-starved cells and in cells grown in glucose-rich medium
SPCC74.03c	ssp2	biological_process	GO:0010514	induction of conjugation with cellular fusion	PMID:22375066	EXP		AMPK is required for proper advance entry into mitosis in nitrogen-starved cells and arrest in G1 before Start.
SPCC74.03c	ssp2	biological_process	GO:0140648	positive regulation of cell cycle switching, mitotic to meiotic cell cycle	PMID:22375066	EXP		AMPK is required for proper advance entry into mitosis in nitrogen-starved cells and arrest in G1 before Start.
SPCC74.03c	ssp2	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:22375066	EXP	happens_during(GO:0006995),occurs_in(GO:0005634),part_of(GO:0140648)	This finding suggested that inactive AMPK is excluded from the nucleus and, upon activation by glucose or nitrogen starvation, part of the AMPK moves into the nucleus.
SPCC74.03c	ssp2	molecular_function	GO:0004674	protein serine/threonine kinase activity	PMID:22375066	EXP	happens_during(GO:0042149),occurs_in(GO:0005634),part_of(GO:0110044)	This result shows that Ssp2 phosphorylation by Ssp1 is required to trigger the nuclear accumulation of the former upon nitrogen or glucose starvation, and that if Ssp2 is not phosphorylated it remains in a cytoplasmic localization, regardless of the nutritional conditions of the cell.
SPCC74.05	rpl2702	cellular_component	GO:0030684	preribosome	PMID:36423630	IDA		The structure of state 1 shows an early assembly intermediate with 23 ribosomal proteins and 19 biogenesis factors (Figure 2A; Table S2).
SPCC757.03c	hsp3101	molecular_function	GO:0019172	glyoxalase III activity	PMID:24758716	IDA		
SPCC757.09c	rnc1	molecular_function	GO:0005515	protein binding	PMID:31911490	IPI	happens_during(GO:0033554),part_of(GO:1903753)	(Fig. 4B)
SPCC777.05	gtr2	cellular_component	GO:0000329	fungal-type vacuole membrane	PMID:22344254	EXP		The observed pattern was identical, regardless of the presence or not of amino acids in the medium. To confirm the localization to the vacuole membrane, we stained the gtr1-gfp cells with the lipophilic vacuolar membrane fluorescent dye FM4-64. As shown in Fig. 2B, Gtr1-GFP colocalized with FM4-64 staining, indicating that Gtr1-GFP is concentrated at the membranes of vacuoles in S. pombe.
SPCC777.05	gtr2	molecular_function	GO:0043539	protein serine/threonine kinase activator activity	PMID:22344254	EXP	happens_during(GO:0043200),has_input(PomBase:SPBC216.07c),occurs_in(GO:0000329),part_of(GO:1904263)	the Gtr1-Gtr2 heterodimer and TORC1 are located in the vacuolar membrane independently of the presence of amino acids. However, only when amino acids are present in the medium does the Gtr1-Gtr2 heterodimer interact physically with TORC1 and activate the TOR pathway to induce cell growth and repress sexual differentiation.
SPCC777.08c	bit61	molecular_function	GO:0019887	protein kinase regulator activity	PMID:21035342	EXP		
SPCC777.09c	arg1	biological_process	GO:0042450	L-arginine biosynthetic process via ornithine	PMID:32896087	EXP		genes detected in screen Figure EV2
SPCC777.14	prp4	biological_process	GO:1905746	positive regulation of mRNA cis splicing, via spliceosome	PMID:26730850	IMP		
SPCC790.03	rbd2	cellular_component	GO:0000139	Golgi membrane	PMID:27655872	EXP		(Fig. 1E)
SPCC790.03	rbd2	molecular_function	GO:0005515	protein binding	PMID:27655872	IPI		(Fig. 7A, lanes 4-6)
SPCC794.08	efr3	cellular_component	GO:0005886	plasma membrane	PMID:28784611	IDA		(Figure 1B)
SPCC794.08	efr3	biological_process	GO:1903475	mitotic actomyosin contractile ring assembly	PMID:28784611	IMP		
SPCC794.08	efr3	biological_process	GO:0007009	plasma membrane organization	PMID:28784611	IMP		
SPCC794.11c	ent3	cellular_component	GO:0005802	trans-Golgi network	PMID:31341193	EXP		
SPCC794.11c	ent3	biological_process	GO:0006895	Golgi to endosome transport	PMID:31341193	IMP	has_input(PomBase:SPAC24C9.08),has_input(PomBase:SPBC16C6.06)	(Fig. 1)
SPCC794.11c	ent3	biological_process	GO:0042147	retrograde transport, endosome to Golgi	PMID:31341193	IMP	has_input(PomBase:SPBC16C6.06)	(Fig. 1)
SPCC825.02	gbs1	molecular_function	GO:0140767	enzyme-substrate adaptor activity	PMID:23609449	EXP		
SPCC825.03c	psy1	cellular_component	GO:0032153	cell division site	PMID:27082518	IDA	exists_during(GO:0000087)	(Fig. 1 C-E)
SPCC825.03c	psy1	cellular_component	GO:0005768	endosome	PMID:21832151	IDA	exists_during(GO:0044844)	
SPCC825.03c	psy1	cellular_component	GO:0005886	plasma membrane	PMID:19202289	IDA		(Fig. 2D)
SPCC825.03c	psy1	cellular_component	GO:0005628	prospore membrane	PMID:19202289	IDA		(Fig. 2D)
SPCC825.03c	psy1	biological_process	GO:0032120	ascospore-type prospore membrane formation	PMID:19202289	IMP		(Fig. 2B)
SPCC825.04c	naa40	molecular_function	GO:1990189	protein N-terminal-serine acetyltransferase activity	PMID:25619998	EXP		(Figure S2)
SPCC825.04c	naa40	molecular_function	GO:1990189	protein N-terminal-serine acetyltransferase activity	PMID:25619998	EXP	has_input(PomBase:SPAC1834.03c)	(Figure S2)
SPCC825.04c	naa40	molecular_function	GO:1990189	protein N-terminal-serine acetyltransferase activity	PMID:25619998	EXP	has_input(PomBase:SPBC8D2.03c)	(Figure S2)
SPCC825.05c	pwi1	biological_process	GO:0045292	mRNA cis splicing, via spliceosome	PMID:36095128	IMP		(Figure S13C)
SPCC830.08c	yop1	cellular_component	GO:0032153	cell division site	PMID:20434336	IDA	exists_during(GO:0000087)	(Fig. 1)
SPCC830.08c	yop1	cellular_component	GO:0032541	cortical endoplasmic reticulum	PMID:20434336	IDA	exists_during(GO:0051329)	(Fig. 1)
SPCC830.08c	yop1	cellular_component	GO:0032541	cortical endoplasmic reticulum	PMID:20434336	IDA	exists_during(GO:0000087)	(Fig. 1)
SPCC830.08c	yop1	cellular_component	GO:0098826	endoplasmic reticulum tubular network membrane	PMID:37553386	EXP	exists_during(GO:0072690)	(Fig. 1B)
SPCC830.08c	yop1	cellular_component	GO:0005635	nuclear envelope	PMID:20434336	IDA		(Fig. 1)
SPCC830.08c	yop1	molecular_function	GO:0180020	membrane bending activity	PMID:37553386	IDA	occurs_in(GO:0071782),part_of(GO:0071786)	Assayed using S. japonicus yop1 in vitro. Fig. 4
SPCC895.05	for3	cellular_component	GO:0051285	cell cortex of cell tip	PMID:11696322	IDA	exists_during(GO:0051329)	(Figure 5a)
SPCC895.05	for3	cellular_component	GO:0031097	medial cortex	PMID:11696322	IDA	exists_during(GO:0000089)	(Figure 5b,c)
SPCC895.05	for3	cellular_component	GO:0036391	medial cortex septin ring	PMID:11696322	IDA	exists_during(GO:0000090)	(Figure 5e)
SPCC895.05	for3	cellular_component	GO:0110085	mitotic actomyosin contractile ring	PMID:24127216	IDA	exists_during(GO:0000091)	
SPCC895.05	for3	cellular_component	GO:0110085	mitotic actomyosin contractile ring	PMID:24127216	IDA	exists_during(GO:0000092)	
SPCC895.07	alp14	cellular_component	GO:1904511	cytoplasmic microtubule plus-end	PMID:22696680	IDA	exists_during(GO:0051329)	(Fig. 1A)
SPCC895.07	alp14	cellular_component	GO:0000776	kinetochore	PMID:23770679	IDA	exists_during(GO:0007128)	
SPCC895.07	alp14	cellular_component	GO:0072686	mitotic spindle	PMID:22696680	IDA	exists_during(GO:0000087)	(Fig. 1A)
SPCC895.07	alp14	cellular_component	GO:1990498	mitotic spindle microtubule	PMID:14742702	IDA	exists_during(GO:0000087)	(Figure 1D)
SPCC895.07	alp14	cellular_component	GO:0044732	mitotic spindle pole body	PMID:14742702	IDA	exists_during(GO:0000087)	(Figure 2A)
SPCC895.07	alp14	cellular_component	GO:0044732	mitotic spindle pole body	PMID:22696680	IDA	exists_during(GO:0000087)	(Fig. 1A)
SPCC895.07	alp14	cellular_component	GO:0000940	outer kinetochore	PMID:11432827	IDA		
SPCC895.07	alp14	cellular_component	GO:0099070	static microtubule bundle	PMID:26124291	IDA	exists_during(GO:0044838)	(Fig. 4 C)
SPCC895.07	alp14	cellular_component	GO:0070850	TACC/TOG complex	PMID:14742702	IDA		(Figure 5A, lane 4)
SPCC895.07	alp14	biological_process	GO:1990571	meiotic centromere clustering	PMID:23770679	IMP		The Alp7-Alp14 complex localises to kinetochores prior to meiosis I independently of microtubules, which does not seem to occur in mitosis.
SPCC895.07	alp14	biological_process	GO:0140210	protein transport along microtubule to kinetochore	PMID:25472718	IMP	has_input(PomBase:SPBC1685.15c),has_input(PomBase:SPBC2F12.13)	In any case, the results shown here imply that Klp5-Klp6 localises to the kinetochores through interaction with the Alp7-Alp14 complex.
SPCC895.07	alp14	molecular_function	GO:0061863	microtubule plus end polymerase activity	PMID:22696680	IDA		(Figure 3) Supplemental Table S2, and Supplemental Figure S4
SPCC895.07	alp14	molecular_function	GO:0005515	protein binding	PMID:14742702	IPI		(Figure 6A)
SPCC962.01	tcb1	cellular_component	GO:0032541	cortical endoplasmic reticulum	PMID:39239853	IDA		Live-cell imaging revealed that they all localized either uniformly or in a punctate pattern along the lateral cell cortex and, all but Ist2 lacked any detectable localization at the cell division site (Fig. 3A)
SPCC962.01	tcb1	cellular_component	GO:0140268	endoplasmic reticulum-plasma membrane contact site	PMID:40629316	IDA		Tcb1 and Tcb3 were mainly enriched at ER-PM contacts in both protoplasts and walled cells. (Fig. 3C and Addi- tional file 1: Fig. S3A)
SPCC962.01	tcb1	cellular_component	GO:0140268	endoplasmic reticulum-plasma membrane contact site	PMID:39239853	IDA		Live-cell imaging revealed that they all localized either uniformly or in a punctate pattern along the lateral cell cortex and, all but Ist2 lacked any detectable localization at the cell division site (Fig. 3A)
SPCC962.01	tcb1	biological_process	GO:0071476	cellular hypotonic response	PMID:40629316	EXP		Taken together, our results suggest that extracellular Ca2+influx controlled by MscS-like mechanosensitive channels is
SPCC962.01	tcb1	molecular_function	GO:0120013	lipid transfer activity	PMID:40629316	IMP	happens_during(GO:0071476)	The reduced PM sur- face increase in tcb1wwtcb3www background implies that Tcb1/3-mediated lipid transfer may also contribute to expanding the PM. In line with this, raising the amount of Tcb1/3 resulted in a ~ 5% more PM surface area expan- sion and a~18.2% higher survival rate during the shock (Fig. 3F and Additional file 1: Fig. S3D).
SPCC962.02c	bir1	cellular_component	GO:0000776	kinetochore	PMID:16199877	IDA	exists_during(GO:0000089)	(Fig. 3C)
SPCC962.02c	bir1	cellular_component	GO:0000776	kinetochore	PMID:11861551	IDA	exists_during(GO:0000089)	(Fig. 1a)
SPCC962.02c	bir1	cellular_component	GO:1990385	meiotic spindle midzone	PMID:11861551	IDA	exists_during(GO:0007133)	(Fig. 3)
SPCC962.02c	bir1	cellular_component	GO:1990385	meiotic spindle midzone	PMID:11861551	IDA	exists_during(GO:0007138)	(Fig. 3)
SPCC962.02c	bir1	cellular_component	GO:0072686	mitotic spindle	PMID:16199877	IDA	exists_during(GO:0000090)	(Fig. 3C)
SPCC962.02c	bir1	cellular_component	GO:1990023	mitotic spindle midzone	PMID:16824200	IDA	exists_during(GO:0000092)	
SPCC962.02c	bir1	cellular_component	GO:1990023	mitotic spindle midzone	PMID:11861551	IDA	exists_during(GO:0000092)	(Fig. 1)
SPCC962.02c	bir1	cellular_component	GO:0005634	nucleus	PMID:11861551	IDA		(Fig. 1a)
SPCC962.02c	bir1	molecular_function	GO:0005515	protein binding	PMID:20739936	IPI	part_of(GO:1990758)	Supplementary Fig. 8a)
SPCC962.03c	cut15	cellular_component	GO:0034399	nuclear periphery	PMID:15937127	IDA		(Figure 3F-3)
SPCC962.03c	cut15	cellular_component	GO:0005634	nucleus	PMID:15937127	IDA		(Figure 3F-3)
SPCC962.03c	cut15	biological_process	GO:0006606	protein import into nucleus	PMID:15937127	IDA		(Fig. 2)
SPCC962.03c	cut15	molecular_function	GO:0061608	nuclear import signal receptor activity	PMID:15937127	IDA	has_input(PomBase:SPAC1783.07c),part_of(GO:0006606)	(Fig. 2)
SPCC962.03c	cut15	molecular_function	GO:0008139	nuclear localization sequence binding	PMID:9740803	IDA		
SPCC962.06c	bpb1	cellular_component	GO:0005681	spliceosomal complex	PMID:24014766	IDA		(Table 1)
SPCC970.01	rad16	biological_process	GO:0007131	reciprocal meiotic recombination	PMID:15654094	IMP		
SPCC970.05	rpl3601	cellular_component	GO:0030684	preribosome	PMID:36423630	IDA		The structure of state 1 shows an early assembly intermediate with 23 ribosomal proteins and 19 biogenesis factors (Figure 2A; Table S2).
SPCC970.07c	raf2	cellular_component	GO:0031934	mating-type region heterochromatin	PMID:18345014	IDA		(Fig. 1)
SPCC970.07c	raf2	cellular_component	GO:0005721	pericentric heterochromatin	PMID:18345014	IDA		(Fig. 1)
SPCC970.07c	raf2	cellular_component	GO:0033553	rDNA heterochromatin	PMID:18345014	IDA		(Fig. 1)
SPCC970.07c	raf2	cellular_component	GO:0140720	subtelomeric heterochromatin	PMID:18345014	IDA		(Fig. 1)
SPCC970.09	sec8	cellular_component	GO:1902716	cell cortex of growing cell tip	PMID:29930085	IDA	exists_during(GO:0051329)	(Figure 1)
SPCC970.09	sec8	cellular_component	GO:0090619	meiotic spindle pole	PMID:27630265	IDA	exists_during(GO:0098765)	Supplemental Figure S11
SPCC970.09	sec8	cellular_component	GO:0110085	mitotic actomyosin contractile ring	PMID:29930085	IDA		(Figure 1)
SPCC970.09	sec8	biological_process	GO:0032120	ascospore-type prospore membrane formation	PMID:27630265	IMP	happens_during(GO:0098765)	Supplemental Figure S11
SPCC970.09	sec8	molecular_function	GO:0005515	protein binding	PMID:11854409	IPI		(Figure 5B)
SPCC970.09	sec8	molecular_function	GO:0005515	protein binding	PMID:11854409	IPI		(Figure 5C)
SPCC970.10c	brl2	cellular_component	GO:0033503	HULC complex	PMID:17363370	IDA		(Fig. 1C)
SPCC970.10c	brl2	biological_process	GO:0007535	donor selection	PMID:35908934	IMP		We propose that the resultant chromatin organization is at least in part responsible for the altered donor choices in HULC and Set1C mutants (Fig. 7).
SPCC970.10c	brl2	biological_process	GO:0007535	donor selection	PMID:29852001	IDA		In summary, our observations suggest that the factors, Clr4, Sir2, Swd1 and Clr3 probably work in the same pathway as Swi6, but Brl2, Pof3, Cbp1 and Swi2 have an effect on donor selection through Swi6-dependent and -independent mechanisms.
SPCC970.10c	brl2	molecular_function	GO:0140850	histone H2B C-terminal K residue ubiquitin ligase activity	PMID:17363370	EXP	has_input(PomBase:SPCC622.09)	HULC revealed that slower migrating band representing ubH2B was missing in cells lacking either Bre1 homologs (i.e. Rfp1 or Rfp2) or Shf1. These analyses suggest that components of HULC are required for ubiquitination of H2B.
SPCC970.12	mis18	cellular_component	GO:0098654	CENP-A recruiting complex	PMID:29804820	IDA		
SPCP1E11.05c	are2	cellular_component	GO:0032541	cortical endoplasmic reticulum	PMID:26990381	IDA		This was especially true in the case of Are1p. mYFP-Are1p and mYFP-Are2p were both localized throughout the nuclear and cortical/peripheral ER (Figure 2A,B). We repeated these experiments in wild-type genetic backgrounds and saw qualitatively similar YFP signal patterns (Figure 2C,D). Thus, the localizations of these two enzymes do not provide evidence to explain polarized lipid droplet formation in either cdc25-22 or wild-type fission yeast cells
SPCP1E11.05c	are2	cellular_component	GO:0097038	perinuclear endoplasmic reticulum	PMID:26990381	IDA		This was especially true in the case of Are1p. mYFP-Are1p and mYFP-Are2p were both localized throughout the nuclear and cortical/peripheral ER (Figure 2A,B). We repeated these experiments in wild-type genetic backgrounds and saw qualitatively similar YFP signal patterns (Figure 2C,D). Thus, the localizations of these two enzymes do not provide evidence to explain polarized lipid droplet formation in either cdc25-22 or wild-type fission yeast cells
