organism	gene	uniprot	go_id	go_label	evidence_type	negated	action	readout_class	proximity	convergence	matched	snippet	file
human	AGK	Q53H12	GO:0005743	mitochondrial inner membrane	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	The TIM22 cryo-EM/ComplexPortal row supports mitochondrial inner-membrane localization. The human	genes/human/AGK/AGK-ai-review.yaml
human	AGK	Q53H12	GO:0042721	TIM22 mitochondrial import inner membrane insertion complex	IPI	False	ACCEPT	DIRECT_BINDING	molecular	low	Cryo-EM	supported by independent TIM22 studies plus structural/ComplexPortal curation. Cryo-EM structure of the human mitochondrial translocase TIM22 complex we have identifi	genes/human/AGK/AGK-ai-review.yaml
human	AGO1	Q9UL18	GO:0090625	siRNA-mediated gene silencing by mRNA destabilization	IDA	True	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	activity is associated with AGO2, not AGO1. UniProt also states that AGO1 lacks endonuclease activity and does not appear to cleave target mRNAs. Purification of the FLAG/HA-epitope	genes/human/AGO1/AGO1-ai-review.yaml
human	AGO1	Q9UL18	GO:0035279	miRNA-mediated gene silencing by mRNA destabilization	IDA	True	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	reporter assay	tion of individual Ago members in combination with a sensitive positive-readout reporter assay. Lacks endonuclease activity and does not appear to cleave target mRNAs.	genes/human/AGO1/AGO1-ai-review.yaml
human	AGO1	Q9UL18	GO:0035279	miRNA-mediated gene silencing by mRNA destabilization	IDA	True	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	members in combination with a sensitive positive-readout reporter assay. Lacks endonuclease activity and does not appear to cleave target mRNAs.	genes/human/AGO1/AGO1-ai-review.yaml
human	AGO2	Q9UKV8	GO:0004521	RNA endonuclease activity	IBA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	RNA endonuclease activity is appropriate for AGO2 catalytic slicer activity. AGO2 is the principal human	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO2	Q9UKV8	GO:0016891	RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism	IEA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism is appropriate for AGO2 ca	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO2	Q9UKV8	GO:0070551	endoribonuclease activity, cleaving siRNA-paired mRNA	IEA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	endoribonuclease activity, cleaving siRNA-paired mRNA is appropriate for AGO2 catalytic slicer activity.	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO2	Q9UKV8	GO:0004521	RNA endonuclease activity	IEA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	RNA endonuclease activity is appropriate for AGO2 catalytic slicer activity. AGO2 is the principal human	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO2	Q9UKV8	GO:0004521	RNA endonuclease activity	TAS	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	RNA endonuclease activity is appropriate for AGO2 catalytic slicer activity. AGO2 is the principal human	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO2	Q9UKV8	GO:0090624	endoribonuclease activity, cleaving miRNA-paired mRNA	IMP	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	endoribonuclease activity, cleaving miRNA-paired mRNA is appropriate for AGO2 catalytic slicer activity.	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO2	Q9UKV8	GO:0090624	endoribonuclease activity, cleaving miRNA-paired mRNA	IDA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	endoribonuclease activity, cleaving miRNA-paired mRNA is appropriate for AGO2 catalytic slicer activity.	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO2	Q9UKV8	GO:0070551	endoribonuclease activity, cleaving siRNA-paired mRNA	IDA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	endoribonuclease activity, cleaving siRNA-paired mRNA is appropriate for AGO2 catalytic slicer activity.	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO2	Q9UKV8	GO:0004521	RNA endonuclease activity	IDA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	RNA endonuclease activity is appropriate for AGO2 catalytic slicer activity. AGO2 is the principal human	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO2	Q9UKV8	GO:0070551	endoribonuclease activity, cleaving siRNA-paired mRNA	IDA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	endoribonuclease activity, cleaving siRNA-paired mRNA is appropriate for AGO2 catalytic slicer activity.	genes/human/AGO2/AGO2-ai-review.yaml
human	AGO3	Q9H9G7	GO:0004521	RNA endonuclease activity	IBA	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	RNA endonuclease activity is supported for AGO3 as a conditional, guide-dependent slicer activity. AGO3 i	genes/human/AGO3/AGO3-ai-review.yaml
human	AGO3	Q9H9G7	GO:0004521	RNA endonuclease activity	IMP	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	RNA endonuclease activity is supported for AGO3 as a conditional, guide-dependent slicer activity. AGO3 i	genes/human/AGO3/AGO3-ai-review.yaml
human	AGO3	Q9H9G7	GO:0090624	endoribonuclease activity, cleaving miRNA-paired mRNA	IMP	False	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	endoribonuclease activity, cleaving miRNA-paired mRNA is supported for AGO3 as a conditional, guide-depen	genes/human/AGO3/AGO3-ai-review.yaml
human	AGO3	Q9H9G7	GO:0090625	siRNA-mediated gene silencing by mRNA destabilization	IDA	True	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	e-tagged Ago containing complexes from different human cell lines revealed that endonuclease activity is exclusively associated with Ago2. Historically, mammalian **AGO2** was regar	genes/human/AGO3/AGO3-ai-review.yaml
human	AGO3	Q9H9G7	GO:0035279	miRNA-mediated gene silencing by mRNA destabilization	IDA	True	REMOVE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	reporter assay	tion of individual Ago members in combination with a sensitive positive-readout reporter assay. recombinant AGO3 loaded with miR-20a cleaves complementary target RNAs, wherea	genes/human/AGO3/AGO3-ai-review.yaml
human	AGO4	Q9HCK5	GO:0004521	RNA endonuclease activity	IBA	False	REMOVE	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	RNA endonuclease activity is not supported as a physiological activity for AGO4. AGO4 is best supported a	genes/human/AGO4/AGO4-ai-review.yaml
human	AGO4	Q9HCK5	GO:0090625	siRNA-mediated gene silencing by mRNA destabilization	IDA	True	ACCEPT	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	e-tagged Ago containing complexes from different human cell lines revealed that endonuclease activity is exclusively associated with Ago2. A long-standing view is that among the fou	genes/human/AGO4/AGO4-ai-review.yaml
human	AGO4	Q9HCK5	GO:0035279	miRNA-mediated gene silencing by mRNA destabilization	IDA	True	ACCEPT	TRANSCRIPTIONAL_REPORTER	phenotypic	high	reporter assay	tion of individual Ago members in combination with a sensitive positive-readout reporter assay. A long-standing view is that among the four human paralogs, **AGO2** is the ca	genes/human/AGO4/AGO4-ai-review.yaml
human	AGR2	O95994	GO:1903895	negative regulation of IRE1-mediated unfolded protein response	IC	False	NEW	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	inding to IRE1β disrupts IRE1β oligomerization, thereby blocking its downstream endonuclease activity. Depletion of endogenous AGR2 from goblet cells induces spontaneous IRE1β activ	genes/human/AGR2/AGR2-ai-review.yaml
human	AGRN	O00468	GO:0030297	transmembrane receptor protein tyrosine kinase activator activity	IBA	False	ACCEPT	KINASE_ACTIVITY_ASSAY	molecular	low	autophosphorylat	agrin binding to LRP4 brings two MuSK receptors into close proximity for trans-autophosphorylation. This is the core molecular function of neural agrin at NMJ. Agrin binding t	genes/human/AGRN/AGRN-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0110076	negative regulation of ferroptosis	IBA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	enzyme The RNF126-FSP1-CoQ10 pathway plays a pivotal role in suppressing phospholipid peroxidation and ferroptosis both in vivo and in vitro	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0004174	electron-transferring-flavoprotein dehydrogenase activity	IBA	False	MODIFY	IN_VITRO_ENZYME	molecular	low	specific activity	This GO term (GO:0004174) refers to the specific activity of electron transfer from electron-transferring flavoprotein (ETF) to ubiquinon	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0005634	nucleus	IEA	False	KEEP_AS_NON_CORE	LIPID_PEROXIDATION	phenotypic	high	4-hydroxynonenal	ative stress signaling (PMID:26689472). Upon oxidative stress, FSP1 modified by 4-hydroxynonenal translocates to the nucleus. This is not the primary localization. Nuclear loca	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0005811	lipid droplet	IEA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	forms its anti-ferroptotic function by regenerating reduced quinones to prevent lipid peroxidation.	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:1900407	regulation of cellular response to oxidative stress	IEA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	FSP1 regulates oxidative stress response through its role in preventing lipid peroxidation. This is consistent with its function as a radical-trapping antioxidant regener	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	IDA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	ssor protein-1 (FSP1), as the second ferroptosis mainstay, efficiently prevents lipid peroxidation via NAD(P)H-dependent reduction of quinones	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0042373	vitamin K metabolic process	IDA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	s hydroquinone, a potent radical-trapping antioxidant and inhibitor of (phospho)lipid peroxidation	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0110076	negative regulation of ferroptosis	IDA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	ssor protein-1 (FSP1), as the second ferroptosis mainstay, efficiently prevents lipid peroxidation via NAD(P)H-dependent reduction of quinones	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	IDA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	or protein 1 (hFSP1), which utilizes 6-OH-FAD as the primary cofactor, prevents lipid peroxidation by oxidizing NAD(P)H	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0110076	negative regulation of ferroptosis	IDA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	dent non-canonical vitamin K cycle can act to protect cells against detrimental lipid peroxidation and ferroptosis	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:1990748	cellular detoxification	IDA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	ating radical-trapping antioxidants (ubiquinol, VKH2), FSP1 protects cells from lipid peroxidation, which can be considered a form of detoxification. FSP1's function in preventin	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:1900407	regulation of cellular response to oxidative stress	ISS	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	hrough its anti-ferroptotic function. Consistent with FSP1's role in preventing lipid peroxidation.	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIFM2	Q9BRQ8	GO:0006743	ubiquinone metabolic process	IDA	False	ACCEPT	LIPID_PEROXIDATION	phenotypic	high	lipid peroxidation	CoQ10): the reduced form, ubiquinol, traps lipid peroxyl radicals that mediate lipid peroxidation, whereas FSP1 catalyses the regeneration of CoQ10 using NAD(P)H	genes/human/AIFM2/AIFM2-ai-review.yaml
human	AIMP1	Q12904	GO:0042803	protein homodimerization activity	IDA	False	ACCEPT	DIRECT_BINDING	molecular	low	Crystal structure	The EMAP-II domain structure shows it exists as a homodimer. Crystal structures confirm this dimeric arrangement. Homodimerization is a documented property of	genes/human/AIMP1/AIMP1-ai-review.yaml
human	AIMP2	Q13155	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex	IBA	False	ACCEPT	DIRECT_BINDING	molecular	low	cryo-EM	312579), X-ray crystallography of AIMP2-KARS1 and AIMP2-EPRS1 subcomplexes, and cryo-EM structure of the full complex (PMID:32644155). This is a core function of AIMP2	genes/human/AIMP2/AIMP2-ai-review.yaml
human	AIP	O00170	GO:0045893	positive regulation of DNA-templated transcription	IEA	False	KEEP_AS_NON_CORE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	luciferase reporter	dogenous murine and human AhR complexes to activate a dioxin-responsive element-luciferase reporter twofold, following transient expression of XAP2 in Hepa 1c1c7 and HeLa cells.	genes/human/AIP/AIP-ai-review.yaml
human	AIP	O00170	GO:0003712	transcription coregulator activity	IEA	False	KEEP_AS_NON_CORE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	luciferase reporter	dogenous murine and human AhR complexes to activate a dioxin-responsive element-luciferase reporter twofold, following transient expression of XAP2 in Hepa 1c1c7 and HeLa cells.	genes/human/AIP/AIP-ai-review.yaml
human	AIP	O00170	GO:0003713	transcription coactivator activity	TAS	False	MARK_AS_OVER_ANNOTATED	TRANSCRIPTIONAL_REPORTER	phenotypic	high	luciferase reporter	dogenous murine and human AhR complexes to activate a dioxin-responsive element-luciferase reporter twofold, following transient expression of XAP2 in Hepa 1c1c7 and HeLa cells. I	genes/human/AIP/AIP-ai-review.yaml
human	AIRE	O43918	GO:0045944	positive regulation of transcription by RNA polymerase II	IBA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K4me3	on assay in vivo AIRE binds to and activates promoters containing low levels of H3K4me3	genes/human/AIRE/AIRE-ai-review.yaml
human	AIRE	O43918	GO:0003682	chromatin binding	IBA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K4me3	otation. in vivo AIRE binds to and activates promoters containing low levels of H3K4me3 The structure reveals a detailed network of interactions between the protein an	genes/human/AIRE/AIRE-ai-review.yaml
human	AIRE	O43918	GO:0045944	positive regulation of transcription by RNA polymerase II	IEA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K4me3	on assay in vivo AIRE binds to and activates promoters containing low levels of H3K4me3	genes/human/AIRE/AIRE-ai-review.yaml
human	AIRE	O43918	GO:0045893	positive regulation of DNA-templated transcription	IMP	False	MODIFY	HISTONE_MARK	phenotypic	high	H3K4me3	e manner in vivo AIRE binds to and activates promoters containing low levels of H3K4me3	genes/human/AIRE/AIRE-ai-review.yaml
human	AIRE	O43918	GO:0045944	positive regulation of transcription by RNA polymerase II	IMP	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K4me3	on assay in vivo AIRE binds to and activates promoters containing low levels of H3K4me3	genes/human/AIRE/AIRE-ai-review.yaml
human	AIRE	O43918	GO:0003682	chromatin binding	IDA	False	ACCEPT	HISTONE_MARK	phenotypic	high	H3K4me3	otation. in vivo AIRE binds to and activates promoters containing low levels of H3K4me3 The structure reveals a detailed network of interactions between the protein an	genes/human/AIRE/AIRE-ai-review.yaml
human	AIRE	O43918	GO:0006355	regulation of DNA-templated transcription	IDA	False	MODIFY	HISTONE_MARK	phenotypic	high	H3K4me3	ription. in vivo AIRE binds to and activates promoters containing low levels of H3K4me3	genes/human/AIRE/AIRE-ai-review.yaml
human	AIRE	O43918	GO:0045893	positive regulation of DNA-templated transcription	IDA	False	MODIFY	HISTONE_MARK	phenotypic	high	H3K4me3	e manner in vivo AIRE binds to and activates promoters containing low levels of H3K4me3	genes/human/AIRE/AIRE-ai-review.yaml
human	AKIRIN1	Q9H9L7	GO:1902723	negative regulation of skeletal muscle satellite cell proliferation	IBA	False	MARK_AS_OVER_ANNOTATED	CELL_DIFFERENTIATION	phenotypic	high	myogenic differentiation	KIRIN1 expression promotes satellite-cell activity, myoblast proliferation, and myogenic differentiation. This negative-regulation term therefore overstates the biology for human AKIRI	genes/human/AKIRIN1/AKIRIN1-ai-review.yaml
human	AKT1	P31749	GO:0032079	positive regulation of endodeoxyribonuclease activity	IDA	False	KEEP_AS_NON_CORE	NUCLEASE_ACTIVITY	molecular	low	ribonuclease activity	positive regulation of endodeoxyribonuclease activity is a supported pathway, substrate, interaction, localization, or phenotype cont	genes/human/AKT1/AKT1-ai-review.yaml
human	AKT1	P31749	GO:0045861	negative regulation of proteolysis	IMP	False	KEEP_AS_NON_CORE	TRANSCRIPTIONAL_REPORTER	phenotypic	high	reporter assay	his broad proteolysis term reflects AKT1-mediated autophagy regulation from the reporter assay, but it is less informative than autophagy or CMA regulation. Keep as non-core	genes/human/AKT1/AKT1-ai-review.yaml
human	ANAPC2	Q9UJX6	GO:0005515	protein binding	IPI	False	MARK_AS_OVER_ANNOTATED	IN_VITRO_ENZYME	molecular	low	specific activity	core molecular-function annotation. Protein binding does not describe ANAPC2's specific activity; the informative function is cullin-like APC/C scaffold activity and contributi	genes/human/ANAPC2/ANAPC2-ai-review.yaml
human	ANG	P03950	GO:0004519	endonuclease activity	TAS	False	MARK_AS_OVER_ANNOTATED	NUCLEASE_ACTIVITY	molecular	low	endonuclease activity	. Use RNA endonuclease and tRNA-specific ribonuclease terms rather than generic endonuclease activity.	genes/human/ANG/ANG-ai-review.yaml
