gene_symbol	gene_name	pn_code	branch	class	group	type	subtype	mapping_file	mapping_subject_level	mapping_subject_code	mapping_scope	target_go_id	target_go_label	representative_genes	conditions	goa_status	supporting_goa_terms	rationale	notes	references
HSPB8		Mitochondrial proteostasis|Chaperone|small HSP	Mitochondrial proteostasis	Chaperone	small HSP			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|small HSP	ok_for_propagation_to_go	GO:0044183	protein folding chaperone	HSPB1;HSPB2;HSPB3;CRYAB;HSPB8		new_to_goa		This PN group denotes mitochondrial small heat-shock chaperones. Protein folding chaperone is the appropriate shared molecular-function term.		proteostasis-workbook-2024; proteostasis-ms1
CLPB		Mitochondrial proteostasis|Chaperone|HSP100 disaggregase	Mitochondrial proteostasis	Chaperone	HSP100 disaggregase			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|HSP100 disaggregase	ok_for_propagation_to_go	GO:0140545	ATP-dependent protein disaggregase activity	CLPB		already_in_goa_exact	GO:0140545 ATP-dependent protein disaggregase activity	This PN group denotes mitochondrial HSP100/LON-family disaggregase activity. The GO ATP-dependent protein disaggregase activity term is the closest molecular-function target.		proteostasis-workbook-2024; proteostasis-ms1
TIMM8A		Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	Mitochondrial proteostasis	Chaperone	Small intermembrane space chaperone			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	ok_for_propagation_to_go	GO:0042719	mitochondrial intermembrane space chaperone complex	TIMM8A;TIMM8B;TIMM9;TIMM10;TIMM10B		already_in_goa_exact	GO:0042719 mitochondrial intermembrane space chaperone complex	This PN group captures the small intermembrane-space chaperone system that stabilizes imported proteins in the mitochondrial intermembrane space. The GO cellular-component term for the mitochondrial intermembrane space chaperone complex is an appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms1
TIMM8B		Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	Mitochondrial proteostasis	Chaperone	Small intermembrane space chaperone			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	ok_for_propagation_to_go	GO:0042719	mitochondrial intermembrane space chaperone complex	TIMM8A;TIMM8B;TIMM9;TIMM10;TIMM10B		already_in_goa_exact	GO:0042719 mitochondrial intermembrane space chaperone complex	This PN group captures the small intermembrane-space chaperone system that stabilizes imported proteins in the mitochondrial intermembrane space. The GO cellular-component term for the mitochondrial intermembrane space chaperone complex is an appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms1
TIMM9		Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	Mitochondrial proteostasis	Chaperone	Small intermembrane space chaperone			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	ok_for_propagation_to_go	GO:0042719	mitochondrial intermembrane space chaperone complex	TIMM8A;TIMM8B;TIMM9;TIMM10;TIMM10B		already_in_goa_exact	GO:0042719 mitochondrial intermembrane space chaperone complex	This PN group captures the small intermembrane-space chaperone system that stabilizes imported proteins in the mitochondrial intermembrane space. The GO cellular-component term for the mitochondrial intermembrane space chaperone complex is an appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms1
TIMM10		Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	Mitochondrial proteostasis	Chaperone	Small intermembrane space chaperone			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	ok_for_propagation_to_go	GO:0042719	mitochondrial intermembrane space chaperone complex	TIMM8A;TIMM8B;TIMM9;TIMM10;TIMM10B		already_in_goa_exact	GO:0042719 mitochondrial intermembrane space chaperone complex	This PN group captures the small intermembrane-space chaperone system that stabilizes imported proteins in the mitochondrial intermembrane space. The GO cellular-component term for the mitochondrial intermembrane space chaperone complex is an appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms1
TIMM10B		Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	Mitochondrial proteostasis	Chaperone	Small intermembrane space chaperone			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	ok_for_propagation_to_go	GO:0042719	mitochondrial intermembrane space chaperone complex	TIMM8A;TIMM8B;TIMM9;TIMM10;TIMM10B		already_in_goa_exact	GO:0042719 mitochondrial intermembrane space chaperone complex	This PN group captures the small intermembrane-space chaperone system that stabilizes imported proteins in the mitochondrial intermembrane space. The GO cellular-component term for the mitochondrial intermembrane space chaperone complex is an appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms1
TIMM13		Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	Mitochondrial proteostasis	Chaperone	Small intermembrane space chaperone			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Chaperone|Small intermembrane space chaperone	ok_for_propagation_to_go	GO:0042719	mitochondrial intermembrane space chaperone complex	TIMM8A;TIMM8B;TIMM9;TIMM10;TIMM10B		already_in_goa_exact	GO:0042719 mitochondrial intermembrane space chaperone complex	This PN group captures the small intermembrane-space chaperone system that stabilizes imported proteins in the mitochondrial intermembrane space. The GO cellular-component term for the mitochondrial intermembrane space chaperone complex is an appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms1
CHCHD4		Mitochondrial proteostasis|Folding enzyme|Protein disulfide isomerases	Mitochondrial proteostasis	Folding enzyme	Protein disulfide isomerases			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Folding enzyme|Protein disulfide isomerases	ok_for_propagation_to_go	GO:0160203	mitochondrial disulfide relay system	CHCHD4;GFER		already_in_goa_exact	GO:0160203 mitochondrial disulfide relay system	This PN group contains CHCHD4/GFER mitochondrial disulfide-relay factors. The GO mitochondrial disulfide relay system process captures the shared mitochondrial folding chemistry better than a generic PDI label.		proteostasis-workbook-2024; proteostasis-ms1
GFER		Mitochondrial proteostasis|Folding enzyme|Protein disulfide isomerases	Mitochondrial proteostasis	Folding enzyme	Protein disulfide isomerases			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Folding enzyme|Protein disulfide isomerases	ok_for_propagation_to_go	GO:0160203	mitochondrial disulfide relay system	CHCHD4;GFER		already_in_goa_exact	GO:0160203 mitochondrial disulfide relay system	This PN group contains CHCHD4/GFER mitochondrial disulfide-relay factors. The GO mitochondrial disulfide relay system process captures the shared mitochondrial folding chemistry better than a generic PDI label.		proteostasis-workbook-2024; proteostasis-ms1
PPIF		Mitochondrial proteostasis|Folding enzyme|Peptidyl-prolyl isomerases	Mitochondrial proteostasis	Folding enzyme	Peptidyl-prolyl isomerases			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Folding enzyme|Peptidyl-prolyl isomerases	ok_for_propagation_to_go	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	PPIF		already_in_goa_exact	GO:0003755 peptidyl-prolyl cis-trans isomerase activity	This PN group is the mitochondrial peptidyl-prolyl isomerase branch. The matching GO molecular-function term is appropriate for propagation.		proteostasis-workbook-2024; proteostasis-ms1
SAMM50		Mitochondrial proteostasis|Membrane protein folding|Sorting and assembly machinery outer membrane	Mitochondrial proteostasis	Membrane protein folding	Sorting and assembly machinery outer membrane			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|Sorting and assembly machinery outer membrane	ok_for_propagation_to_go	GO:0005741	mitochondrial outer membrane	SAMM50;MTX1;MTX2;MTX3		already_in_goa_exact	GO:0005741 mitochondrial outer membrane	This PN group denotes the SAM outer-membrane assembly system. The GO mitochondrial outer membrane cellular-component term is a conservative propagation target for this assembly-focused bucket.		proteostasis-workbook-2024; proteostasis-ms1
MTX1		Mitochondrial proteostasis|Membrane protein folding|Sorting and assembly machinery outer membrane	Mitochondrial proteostasis	Membrane protein folding	Sorting and assembly machinery outer membrane			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|Sorting and assembly machinery outer membrane	ok_for_propagation_to_go	GO:0005741	mitochondrial outer membrane	SAMM50;MTX1;MTX2;MTX3		already_in_goa_exact	GO:0005741 mitochondrial outer membrane	This PN group denotes the SAM outer-membrane assembly system. The GO mitochondrial outer membrane cellular-component term is a conservative propagation target for this assembly-focused bucket.		proteostasis-workbook-2024; proteostasis-ms1
MTX2		Mitochondrial proteostasis|Membrane protein folding|Sorting and assembly machinery outer membrane	Mitochondrial proteostasis	Membrane protein folding	Sorting and assembly machinery outer membrane			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|Sorting and assembly machinery outer membrane	ok_for_propagation_to_go	GO:0005741	mitochondrial outer membrane	SAMM50;MTX1;MTX2;MTX3		already_in_goa_exact	GO:0005741 mitochondrial outer membrane	This PN group denotes the SAM outer-membrane assembly system. The GO mitochondrial outer membrane cellular-component term is a conservative propagation target for this assembly-focused bucket.		proteostasis-workbook-2024; proteostasis-ms1
MTX3		Mitochondrial proteostasis|Membrane protein folding|Sorting and assembly machinery outer membrane	Mitochondrial proteostasis	Membrane protein folding	Sorting and assembly machinery outer membrane			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|Sorting and assembly machinery outer membrane	ok_for_propagation_to_go	GO:0005741	mitochondrial outer membrane	SAMM50;MTX1;MTX2;MTX3		already_in_goa_exact	GO:0005741 mitochondrial outer membrane	This PN group denotes the SAM outer-membrane assembly system. The GO mitochondrial outer membrane cellular-component term is a conservative propagation target for this assembly-focused bucket.		proteostasis-workbook-2024; proteostasis-ms1
MTCH1		Mitochondrial proteostasis|Membrane protein folding|Insertase for helical proteins into the outer membrane	Mitochondrial proteostasis	Membrane protein folding	Insertase for helical proteins into the outer membrane			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|Insertase for helical proteins into the outer membrane	ok_for_propagation_to_go	GO:0045040	protein insertion into mitochondrial outer membrane	MTCH1;MTCH2		already_in_goa_exact	GO:0045040 protein insertion into mitochondrial outer membrane	This PN group covers the machinery that inserts helical membrane proteins into the mitochondrial outer membrane. The corresponding GO process term protein insertion into mitochondrial outer membrane is an appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms1
MTCH2		Mitochondrial proteostasis|Membrane protein folding|Insertase for helical proteins into the outer membrane	Mitochondrial proteostasis	Membrane protein folding	Insertase for helical proteins into the outer membrane			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|Insertase for helical proteins into the outer membrane	ok_for_propagation_to_go	GO:0045040	protein insertion into mitochondrial outer membrane	MTCH1;MTCH2		already_in_goa_exact	GO:0045040 protein insertion into mitochondrial outer membrane	This PN group covers the machinery that inserts helical membrane proteins into the mitochondrial outer membrane. The corresponding GO process term protein insertion into mitochondrial outer membrane is an appropriate propagation target.		proteostasis-workbook-2024; proteostasis-ms1
IMMT		Mitochondrial proteostasis|Membrane protein folding|MICOS complex	Mitochondrial proteostasis	Membrane protein folding	MICOS complex			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|MICOS complex	ok_for_propagation_to_go	GO:0061617	MICOS complex	IMMT;CHCHD6;CHCHD3;MICOS13;APOO		already_in_goa_exact	GO:0061617 MICOS complex	This PN group denotes MICOS-complex components. The GO MICOS complex cellular-component term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
CHCHD6		Mitochondrial proteostasis|Membrane protein folding|MICOS complex	Mitochondrial proteostasis	Membrane protein folding	MICOS complex			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|MICOS complex	ok_for_propagation_to_go	GO:0061617	MICOS complex	IMMT;CHCHD6;CHCHD3;MICOS13;APOO		already_in_goa_exact	GO:0061617 MICOS complex	This PN group denotes MICOS-complex components. The GO MICOS complex cellular-component term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
CHCHD3		Mitochondrial proteostasis|Membrane protein folding|MICOS complex	Mitochondrial proteostasis	Membrane protein folding	MICOS complex			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|MICOS complex	ok_for_propagation_to_go	GO:0061617	MICOS complex	IMMT;CHCHD6;CHCHD3;MICOS13;APOO		already_in_goa_exact	GO:0061617 MICOS complex	This PN group denotes MICOS-complex components. The GO MICOS complex cellular-component term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
MICOS13		Mitochondrial proteostasis|Membrane protein folding|MICOS complex	Mitochondrial proteostasis	Membrane protein folding	MICOS complex			mitochondrial_proteostasis.yaml	group	Mitochondrial proteostasis|Membrane protein folding|MICOS complex	ok_for_propagation_to_go	GO:0061617	MICOS complex	IMMT;CHCHD6;CHCHD3;MICOS13;APOO		already_in_goa_exact	GO:0061617 MICOS complex	This PN group denotes MICOS-complex components. The GO MICOS complex cellular-component term is the direct target.		proteostasis-workbook-2024; proteostasis-ms1
