organism	gene_symbol	gene_id	reference_id	title	relevance	correctness	is_invalid	review_notes	source_file
human	ATXN3	P54252	PMID:12297501	Ataxin-3 is a histone-binding protein with two independent transcriptional corepressor activities.	MEDIUM	VERIFIED		Abstract-only cache. Cited to source the histone-binding/transcriptional corepressor clause of the description. Not used to support any GO annotation in this review - no GOA row cites it - so it is background for the description rather than annotation evidence.	genes/human/ATXN3/ATXN3-ai-review.yaml
human	ATXN3	P54252	PMID:28445460	Polyglutamine tracts regulate beclin 1-dependent autophagy.	MEDIUM	VERIFIED		Full text available. Cited to source the BECN1/autophagy clause of the description, which was previously asserted without a reference in this file. Not used to support any GO annotation - no GOA row cites it.	genes/human/ATXN3/ATXN3-ai-review.yaml
human	ATXN3	P54252	PMID:30994454	Mutant huntingtin impairs PNKP and ATXN3, disrupting DNA repair and transcription.	HIGH	VERIFIED		Full text (eLife) read; establishes the transcription-coupled DNA repair (TCR) complex containing ATXN3, POLR2A, PNKP and CBP, and that ATXN3 activity protects CBP from ubiquitination/degradation. Supports the NEW double-strand break repair annotation.	genes/human/ATXN3/ATXN3-ai-review.yaml
human	ATXN3	P54252	PMID:32205441	Deficiency in classical nonhomologous end-joining-mediated repair of transcribed genes is linked to SCA3 pathogenesis.	HIGH	VERIFIED		Full text (PNAS) read; wild-type ATXN3 associates with RNAP II, PNKP and LIG4 and is required for error-free, PNKP-mediated transcription-coupled classical NHEJ of transcribed genes. Primary support for the NEW double-strand break repair via nonhomologous end joining annotation.	genes/human/ATXN3/ATXN3-ai-review.yaml
human	ATXN3	P54252	PMID:36971114	ATXN3 controls DNA replication and transcription by regulating chromatin structure.	HIGH	VERIFIED		Full text (Nucleic Acids Research) read; ATXN3 regulates chromatin organization, DNA replication timing and HDAC3 chromatin recruitment in a catalytic (deubiquitinase)-independent manner. Support for the NEW chromatin organization annotation.	genes/human/ATXN3/ATXN3-ai-review.yaml
human	AUH	Q13825	PMID:16640564	Biochemical characterization of human 3-methylglutaconyl-CoA hydratase and its role in leucine metabolism.	HIGH	VERIFIED		PubMed-verified; abstract-only cache (full_text_available: false). Directly establishes AUH as the physiological 3-methylglutaconyl-CoA hydratase and its role in leucine catabolism; supports the IDA and IMP annotations.	genes/human/AUH/AUH-ai-review.yaml
human	AUH	Q13825	PMID:29056341	The Human Knockout Gene CLYBL Connects Itaconate to Vitamin B(12).	MEDIUM	VERIFIED		Full text available and grep-verified. The paper is primarily about CLYBL (citramalyl-CoA lyase) but explicitly attributes the itaconyl-CoA to citramalyl-CoA hydration to AUH; supports the secondary (non-core) itaconyl-CoA hydratase and toxic-metabolite-repair annotations.	genes/human/AUH/AUH-ai-review.yaml
human	AUH	Q13825	PMID:34800366	Quantitative high-confidence human mitochondrial proteome and its dynamics in cellular context.	LOW	VERIFIED		High-throughput mitochondrial proteome dataset supporting mitochondrial localization (HTP). AUH is not present in the cached prose (dataset in supplementary tables); localization corroborated by UniProt and Reactome.	genes/human/AUH/AUH-ai-review.yaml
human	AUH	Q13825	PMID:7892223	AUH, a gene encoding an AU-specific RNA binding protein with intrinsic enoyl-CoA hydratase activity.	HIGH	VERIFIED		PubMed-verified; abstract-only cache. Foundational paper establishing the moonlighting ARE-RNA-binding function of AUH alongside its crotonase-family enzymatic activity.	genes/human/AUH/AUH-ai-review.yaml
human	AZI2	Q9H6S1	PMID:14560022	Identification of NAP1, a regulatory subunit of IkappaB kinase-related kinases that potentiates NF-kappaB signaling.	HIGH	VERIFIED		Full text available. Foundational identification of NAP1 as a TBK1/IKBKE adaptor and activator; source of the core adaptor function and cytoplasmic localization (EXP).	genes/human/AZI2/AZI2-ai-review.yaml
human	AZI2	Q9H6S1	PMID:14743216	A physical and functional map of the human TNF-alpha/NF-kappa B signal transduction pathway.	MEDIUM	VERIFIED		Pathway-scale interaction map; source of an IntAct NAP1-TBK1 protein binding annotation.	genes/human/AZI2/AZI2-ai-review.yaml
human	AZI2	Q9H6S1	PMID:17142768	NAK-associated protein 1 participates in both the TLR3 and the cytoplasmic pathways in type I IFN induction.	HIGH	VERIFIED		Abstract-only in cache (full_text_available false). Source of the ComplexPortal NAS annotations (defense response to virus, type I IFN signaling, ser/thr kinase complex) for the TBK1-IKKepsilon-NAP1 complex.	genes/human/AZI2/AZI2-ai-review.yaml
human	AZI2	Q9H6S1	PMID:21903422	Mapping a dynamic innate immunity protein interaction network regulating type I interferon production.	MEDIUM	VERIFIED		Innate-immunity interaction network; source of an IntAct NAP1-TBK1 protein binding annotation.	genes/human/AZI2/AZI2-ai-review.yaml
human	AZI2	Q9H6S1	PMID:21931555	Vaccinia virus protein C6 is a virulence factor that binds TBK-1 adaptor proteins and inhibits activation of IRF3 and IRF7.	MEDIUM	VERIFIED		Full text available. Source of host-virus IntAct protein binding annotations (vaccinia C6, TBK1); corroborates NAP1 as a bona fide TBK1 adaptor in antiviral signaling.	genes/human/AZI2/AZI2-ai-review.yaml
human	AZI2	Q9H6S1	PMID:22014111	Flavivirus NS3 and NS5 proteins interaction network: a high-throughput yeast two-hybrid screen.	LOW	VERIFIED		High-throughput host-virus Y2H screen; source of a bare protein binding annotation with a flavivirus protein.	genes/human/AZI2/AZI2-ai-review.yaml
human	AZI2	Q9H6S1	PMID:29251827	Quantitative Proteomics Identified TTC4 as a TBK1 Interactor and a Positive Regulator of SeV-Induced Innate Immunity.	MEDIUM	VERIFIED		TBK1/STING/MDA5 interactome study; source of an IntAct NAP1-TBK1 protein binding annotation.	genes/human/AZI2/AZI2-ai-review.yaml
human	AZI2	Q9H6S1	PMID:30459273	Mechanistic insights into the interactions of NAP1 with the SKICH domains of NDP52 and TAX1BP1.	HIGH	VERIFIED		Full text available. Structural basis for NAP1 acting as a TBK1-recruiting adaptor for autophagy cargo receptors NDP52 and TAX1BP1.	genes/human/AZI2/AZI2-ai-review.yaml
human	AZI2	Q9H6S1	PMID:32707033	Kinase Interaction Network Expands Functional and Disease Roles of Human Kinases.	LOW	VERIFIED		Kinase interaction network; source of an IntAct NAP1-TBK1 protein binding annotation.	genes/human/AZI2/AZI2-ai-review.yaml
human	AZI2	Q9H6S1	file:human/AZI2/AZI2-deep-research-falcon.md	Falcon deep research report for AZI2	HIGH	UNVERIFIED		LLM-synthesized deep-research report; treat as a lead, not as primary evidence. AZI2-SPECIFIC claims it surfaces (anchored to retrievable primary papers not in the current GOA) include: NAP1/AZI2 is required for TBK1 activation at centrosomes during mitosis/cytokinesis, with TBK1 phosphorylating NAP1 at Ser318 to trigger its degradation (Paul et al. 2023, J Cell Biol, doi:10.1083/jcb.202303082); AZI2 mediates TBK1 activation at unresolved selective-autophagy cargo-receptor complexes upon RB1CC1/FIP200 loss, driving IRF3 chemokine signaling and CD8 T-cell infiltration in breast cancer (Yeo et al. 2024, Autophagy, doi:10.1080/15548627.2023.2259775; Okamoto et al. 2020, Cancer Res); AZI2/NAP1 with SINTBAD controls mitophagy initiation/progression by tuning TBK1 recruitment to OPTN/NDP52 (Adriaenssens et al. 2024); AZI2 and TANK cooperatively recruit TBK1 to the TNF receptor to restrain RIPK1-driven cell death (Ujevic et al. 2024, Nat Commun, doi:10.1038/s41467-024-54399-4). GENERAL TBK1-PATHWAY / ADAPTOR-FAMILY inference (TBK1 as the central kinase downstream of RLR-MAVS, cGAS-STING, TLR3-TRIF; competition among NAP1/TANK/SINTBAD for TBK1) is shared pathway/family context, not necessarily AZI2-specific. The Glon et al. 2025 condensate model is a non-peer-reviewed bioRxiv preprint and is treated as speculative. None of these primary papers are cited in the current GOA, so no existing-annotation action was changed on the basis of this report alone; it is recorded to flag candidate functions (mitosis/cytokinesis, selective autophagy/mitophagy, TNF-receptor cell-death checkpoint) for future curation.	genes/human/AZI2/AZI2-ai-review.yaml
human	AZIN1	O14977	PMID:17900240	Human ornithine decarboxylase paralogue (ODCp) is an antizyme inhibitor but not an arginine decarboxylase.	HIGH	VERIFIED		PubMed-verified; abstract-only in cache. The primary experimental subject is the paralog ODCp/AZIN2, but the paper defines the antizyme-inhibitor mechanism and UniProt cites it for AZIN1's FUNCTION and ubiquitination. Supports the ODC-activator and ODC-stabilization roles. The two IDA annotations sourced here (GO:0042978, GO:0042177) are biologically correct for AZIN1 even though the cached abstract foregrounds AZIN2.	genes/human/AZIN1/AZIN1-ai-review.yaml
human	AZIN1	O14977	PMID:18508777	Antizyme inhibitor 2 (AZIN2/ODCp) stimulates polyamine uptake in mammalian cells.	MEDIUM	MISCITED		PubMed-verified; abstract-only. The paper characterizes the paralog AZIN2/ODCp, not AZIN1. The IDA GO:1902269 (positive regulation of polyamine transmembrane transport) annotation on AZIN1 is sourced from an AZIN2 study, so for AZIN1 it is at best an orthology-inferred, non-core role rather than a directly demonstrated AZIN1 function.	genes/human/AZIN1/AZIN1-ai-review.yaml
human	AZIN1	O14977	PMID:25416956	A proteome-scale map of the human interactome network.	LOW	VERIFIED		"High-throughput binary interactome map; source of a bare ""protein binding"" (GO:0005515) IPI with OAZ3 (Q9UMX2). AZIN1 is not discussed in the text; interaction is in supplementary data. Corroborates antizyme binding but the bare term is uninformative."	genes/human/AZIN1/AZIN1-ai-review.yaml
human	AZIN1	O14977	PMID:26305948	Structural basis of antizyme-mediated regulation of polyamine homeostasis.	HIGH	VERIFIED		UniProt-cited structural study (PDB 4ZGZ) of AZIN1 in complex with OAZ1; directly supports AZIN1's antizyme-binding / ODC-activator mechanism. Not a direct GOA source row but grounds the core-function assignment.	genes/human/AZIN1/AZIN1-ai-review.yaml
human	AZIN1	O14977	PMID:28514442	Architecture of the human interactome defines protein communities and disease networks.	LOW	VERIFIED		"BioPlex protein-community AP-MS interactome; source of a bare ""protein binding"" IPI with OAZ3 (Q9UMX2). Non-specific binding evidence; antizyme binding better captured by GO:0042978."	genes/human/AZIN1/AZIN1-ai-review.yaml
human	AZIN1	O14977	PMID:31515488	Extensive disruption of protein interactions by genetic variants across the allele frequency spectrum in human populations.	LOW	VERIFIED		"Variant-interactome study; source of a bare ""protein binding"" IPI with OAZ3 (Q9UMX2). Non-specific binding term."	genes/human/AZIN1/AZIN1-ai-review.yaml
human	AZIN1	O14977	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		"HuRI binary interactome; records AZIN1 interactions with BMAL1 (O00327-8) and OAZ3 (Q9UMX2-2). Bare ""protein binding"" IPI; the OAZ3 hit supports antizyme binding, the BMAL1 hit is an unvalidated two-hybrid interaction."	genes/human/AZIN1/AZIN1-ai-review.yaml
human	AZIN1	O14977	PMID:33961781	Dual proteome-scale networks reveal cell-specific remodeling of the human interactome.	LOW	VERIFIED		"BioPlex 3.0 interactome; source of a bare ""protein binding"" IPI with OAZ3 (Q9UMX2). Non-specific binding term."	genes/human/AZIN1/AZIN1-ai-review.yaml
human	AZIN1	O14977	file:human/AZIN1/AZIN1-uniprot.txt	UniProt entry O14977 (AZIN1_HUMAN)	HIGH	VERIFIED		Authoritative UniProt record; the FUNCTION, SUBUNIT, SUBCELLULAR LOCATION, PTM and SIMILARITY statements ground the whole review (catalytically inactive ODC paralog / antizyme inhibitor).	genes/human/AZIN1/AZIN1-ai-review.yaml
human	B3GALNT1	O75752	PMID:10993897	Expression cloning of human globoside synthase cDNAs. Identification of beta 3Gal-T3 as UDP-N-acetylgalactosamine:globotriaosylceramide beta 1,3-N-acetylgalactosaminyltransferase.	HIGH	VERIFIED		Primary experimental identification of B3GALNT1 as globoside (Gb4) synthase; source of the EXP MF annotation and UniProt EC 2.4.1.79. Cache is abstract-only (full_text_available false), but the abstract directly supports the catalytic activity and tissue expression.	genes/human/B3GALNT1/B3GALNT1-ai-review.yaml
human	B3GALNT1	O75752	Reactome:R-HSA-8878914	B3GALNT1 transfers GalNAc to Gb3Cer to form Gb4Cer	HIGH	VERIFIED		Reactome reaction supports the Gb4 synthase MF and Golgi membrane localization.	genes/human/B3GALNT1/B3GALNT1-ai-review.yaml
human	B3GALNT1	O75752	Reactome:R-HSA-9840309	Glycosphingolipid biosynthesis	MEDIUM	VERIFIED		Pathway-level context supporting the glycosphingolipid biosynthetic process BP annotation.	genes/human/B3GALNT1/B3GALNT1-ai-review.yaml
human	B3GALNT2	Q8NCR0	PMID:14724282	A novel human beta1,3-N-acetylgalactosaminyltransferase that synthesizes a unique carbohydrate structure, GalNAcbeta1-3GlcNAc.	HIGH	VERIFIED		PubMed-verified primary characterization (Hiruma/Narimatsu 2004). Establishes the strict beta-1,3-GalNAc-T activity and acceptor specificity. Abstract-only in cache; supporting_text is a verbatim quote from the abstract.	genes/human/B3GALNT2/B3GALNT2-ai-review.yaml
human	B3GALNT2	Q8NCR0	PMID:23453667	Mutations in B3GALNT2 cause congenital muscular dystrophy and hypoglycosylation of α-dystroglycan.	HIGH	VERIFIED		PubMed-verified. Disease gene identification plus ER localization and zebrafish knockdown; underpins the IDA (ER) and IMP (glycoprotein biosynthesis) annotations. Full text available in cache.	genes/human/B3GALNT2/B3GALNT2-ai-review.yaml
human	B3GALNT2	Q8NCR0	PMID:23929950	SGK196 is a glycosylation-specific O-mannose kinase required for dystroglycan function.	HIGH	VERIFIED		PubMed-verified, full text in cache. Directly supports the IDA molecular function (acetylgalactosaminyltransferase) and the pathway context (core M3, upstream of POMK phosphorylation and matriglycan).	genes/human/B3GALNT2/B3GALNT2-ai-review.yaml
human	B3GALNT2	Q8NCR0	PMID:30898876	Identification of mammalian glycoproteins with type-I LacdiNAc structures synthesized by the glycosyltransferase B3GALNT2.	MEDIUM	VERIFIED		PubMed-verified primary glycoproteomics study (Nakane et al. 2019, JBC), full text in cache. Establishes that B3GALNT2 makes type-I LacdiNAc on N-glycans of intracellular/ER glycoproteins (LRP1, nicastrin) beyond the alpha-DG O-mannosyl glycan, and provides independent evidence that the enzyme is mainly ER- and partly Golgi-localized. Relevant to substrate scope and the ER vs Golgi localization question, but the in-vivo significance of the N-glycan activity is not yet established, so MEDIUM.	genes/human/B3GALNT2/B3GALNT2-ai-review.yaml
human	B3GALNT2	Q8NCR0	PMID:32296183	A reference map of the human binary protein interactome.	LOW	VERIFIED		PubMed-verified large-scale interactome (HuRI). The single binary interaction (TMBIM1) is not informative of catalytic function and has no established link to the alpha-DG pathway; supports only a generic protein binding annotation.	genes/human/B3GALNT2/B3GALNT2-ai-review.yaml
