rule_id,rule_type,go_id,go_label,condition_set_count
ARBA00086918,arba,GO:0006883,intracellular sodium ion homeostasis,4
ARBA00086919,arba,GO:0006882,intracellular zinc ion homeostasis,2
ARBA00086920,arba,GO:0016204,determination of muscle attachment site,1
ARBA00086921,arba,GO:0016203,muscle attachment,3
ARBA00086922,arba,GO:0031821,G protein-coupled serotonin receptor binding,1
ARBA00086923,arba,GO:0016206,catechol O-methyltransferase activity,1
ARBA00086924,arba,GO:0016208,AMP binding,1
ARBA00086925,arba,GO:0016200,synaptic target attraction,1
ARBA00086926,arba,GO:0018861,4-chlorobenzoate-CoA ligase activity,1
ARBA00086927,arba,GO:0016259,selenocysteine metabolic process,2
ARBA00086928,arba,GO:0016251,RNA polymerase II general transcription initiation factor activity,2
ARBA00086929,arba,GO:0042551,neuron maturation,5
ARBA00086930,arba,GO:0043880,crotonyl-CoA reductase activity,1
ARBA00086931,arba,GO:0043885,anaerobic carbon-monoxide dehydrogenase activity,4
ARBA00086932,arba,GO:0042552,myelination,7
ARBA00086933,arba,GO:1905207,regulation of cardiocyte differentiation,1
ARBA00086934,arba,GO:1905203,regulation of connective tissue replacement,1
ARBA00086935,arba,GO:0030552,cAMP binding,3
ARBA00086936,arba,GO:1905205,positive regulation of connective tissue replacement,1
ARBA00086937,arba,GO:0043890,N-acetylgalactosamine-6-sulfatase activity,1
ARBA00086938,arba,GO:0016263,"N-acetylgalactosaminide beta-1,3-galactosyltransferase activity",1
ARBA00086939,arba,GO:0016266,protein O-linked glycosylation via N-acetyl-galactosamine,6
ARBA00086940,arba,GO:0042564,NLS-dependent protein nuclear import complex,1
ARBA00086941,arba,GO:0042567,insulin-like growth factor ternary complex,2
ARBA00086942,arba,GO:0016260,L-selenocysteine biosynthetic process,1
ARBA00086943,arba,GO:0005583,fibrillar collagen trimer,2
ARBA00086944,arba,GO:0005581,collagen trimer,7
ARBA00086945,arba,GO:0005587,collagen type IV trimer,1
ARBA00086946,arba,GO:0030540,female genitalia development,2
ARBA00086947,arba,GO:0030547,signaling receptor inhibitor activity,1
ARBA00086948,arba,GO:0016239,positive regulation of macroautophagy,3
ARBA00086949,arba,GO:0030544,Hsp70 protein binding,1
ARBA00086950,arba,GO:0030548,acetylcholine receptor regulator activity,1
ARBA00086951,arba,GO:0042572,retinol metabolic process,7
ARBA00086952,arba,GO:0018890,cyanamide metabolic process,1
ARBA00086953,arba,GO:0042571,"immunoglobulin complex, circulating",1
ARBA00086954,arba,GO:0016233,telomere capping,3
ARBA00086955,arba,GO:0016235,aggresome,1
ARBA00086956,arba,GO:0016234,inclusion body,6
ARBA00086957,arba,GO:0030536,larval feeding behavior,1
ARBA00086958,arba,GO:1905222,atrioventricular canal morphogenesis,1
ARBA00086959,arba,GO:0030534,adult behavior,13
ARBA00086960,arba,GO:0030539,male genitalia development,2
ARBA00086961,arba,GO:0030537,larval behavior,2
ARBA00086962,arba,GO:0042583,chromaffin granule,1
ARBA00086963,arba,GO:0042584,chromaffin granule membrane,1
ARBA00086964,arba,GO:0042581,specific granule,3
ARBA00086965,arba,GO:0042582,azurophil granule,4
ARBA00086966,arba,GO:0016241,regulation of macroautophagy,6
ARBA00086967,arba,GO:0042587,glycogen granule,1
ARBA00086968,arba,GO:0042588,zymogen granule,1
ARBA00086969,arba,GO:0042589,zymogen granule membrane,1
ARBA00086970,arba,GO:0042509,regulation of tyrosine phosphorylation of STAT protein,1
ARBA00086971,arba,GO:0016297,fatty acyl-[ACP] hydrolase activity,2
ARBA00086972,arba,GO:0043843,ADP-specific glucokinase activity,1
ARBA00086973,arba,GO:0030593,neutrophil chemotaxis,3
ARBA00086974,arba,GO:0030592,DNA ADP-ribosylation,2
ARBA00086975,arba,GO:0030595,leukocyte chemotaxis,6
ARBA00086976,arba,GO:0043852,monomethylamine methyltransferase activity,1
ARBA00086977,arba,GO:0030586,[methionine synthase] reductase (NADPH) activity,1
ARBA00086978,arba,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,1
ARBA00086979,arba,GO:0042538,hyperosmotic salinity response,2
ARBA00086980,arba,GO:0030570,pectate lyase activity,2
ARBA00086981,arba,GO:0030575,nuclear body organization,1
ARBA00086982,arba,GO:0030574,collagen catabolic process,2
ARBA00086983,arba,GO:0030578,PML body organization,1
ARBA00086984,arba,GO:0016286,small conductance calcium-activated potassium channel activity,1
ARBA00086985,arba,GO:0042541,hemoglobin biosynthetic process,1
ARBA00086986,arba,GO:0042548,"regulation of photosynthesis, light reaction",2
ARBA00086987,arba,GO:0042545,cell wall modification,7
ARBA00086988,arba,GO:0042549,photosystem II stabilization,1
ARBA00086989,arba,GO:0016281,eukaryotic translation initiation factor 4F complex,2
ARBA00086990,arba,GO:0140934,histone deubiquitinase activity,2
ARBA00086991,arba,GO:0140932,5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase activity,1
ARBA00086992,arba,GO:1905273,"positive regulation of proton-transporting ATP synthase activity, rotational mechanism",1
ARBA00086993,arba,GO:0090231,regulation of spindle checkpoint,1
ARBA00086994,arba,GO:0102765,UDP-D-apiose synthase activity,1
ARBA00086995,arba,GO:0140950,histone H2A deubiquitinase activity,2
ARBA00086996,arba,GO:0090208,positive regulation of triglyceride metabolic process,3
ARBA00086997,arba,GO:0090207,regulation of triglyceride metabolic process,4
ARBA00086998,arba,GO:0090206,negative regulation of cholesterol metabolic process,1
ARBA00086999,arba,GO:0090205,positive regulation of cholesterol metabolic process,2
ARBA00087000,arba,GO:0140947,histone H3K9me2 methyltransferase activity,1
ARBA00087001,arba,GO:0140941,histone H4K20me methyltransferase activity,1
ARBA00087002,arba,GO:0090220,chromosome localization to nuclear envelope involved in homologous chromosome segregation,1
ARBA00087003,arba,GO:0140970,AIM2 inflammasome complex assembly,1
ARBA00087004,arba,GO:0102732,"inositol-1,2,3,4,6-pentakisphosphate 5-kinase activity",1
ARBA00087005,arba,GO:0042593,glucose homeostasis,16
ARBA00087006,arba,GO:0042599,lamellar body,3
ARBA00087007,arba,GO:0042596,fear response,3
ARBA00087008,arba,GO:1905243,"cellular response to 3,3',5-triiodo-L-thyronine",1
ARBA00087009,arba,GO:0140966,piRNA-mediated heterochromatin formation,2
ARBA00087010,arba,GO:0140965,secondary piRNA processing,1
ARBA00087011,arba,GO:0140962,multicellular organismal-level chemical homeostasis,4
ARBA00087012,arba,GO:1905242,"response to 3,3',5-triiodo-L-thyronine",1
ARBA00087013,arba,GO:0090201,negative regulation of release of cytochrome c from mitochondria,1
ARBA00087014,arba,GO:0090200,positive regulation of release of cytochrome c from mitochondria,1
ARBA00087015,arba,GO:0140994,RNA polymerase II CTD heptapeptide repeat modifying activity,5
ARBA00087016,arba,GO:0140991,piRNA-mediated gene silencing by mRNA destabilization,2
ARBA00087017,arba,GO:0140998,histone H2B kinase activity,1
ARBA00087018,arba,GO:0140996,histone H3 kinase activity,3
ARBA00087019,arba,GO:1905268,negative regulation of chromatin organization,2
ARBA00087020,arba,GO:0140986,G protein-coupled chemorepellent receptor signaling pathway,1
ARBA00087021,arba,GO:0140987,ATP:phosphate antiporter activity,1
ARBA00087022,arba,GO:2000300,regulation of synaptic vesicle exocytosis,2
ARBA00087023,arba,GO:2000301,negative regulation of synaptic vesicle exocytosis,1
ARBA00087024,arba,GO:0006907,pinocytosis,3
ARBA00087025,arba,GO:0006904,vesicle docking involved in exocytosis,1
ARBA00087026,arba,GO:2000319,regulation of T-helper 17 cell differentiation,2
ARBA00087027,arba,GO:2000317,negative regulation of T-helper 17 type immune response,2
ARBA00087028,arba,GO:2000316,regulation of T-helper 17 type immune response,2
ARBA00087029,arba,GO:0090292,nuclear matrix anchoring at nuclear membrane,1
ARBA00087030,arba,GO:2000322,regulation of nuclear receptor-mediated glucocorticoid signaling pathway,2
ARBA00087031,arba,GO:2000323,negative regulation of nuclear receptor-mediated glucocorticoid signaling pathway,1
ARBA00087032,arba,GO:2000320,negative regulation of T-helper 17 cell differentiation,2
ARBA00087033,arba,GO:2000329,negative regulation of T-helper 17 cell lineage commitment,1
ARBA00087034,arba,GO:2000328,regulation of T-helper 17 cell lineage commitment,1
ARBA00087035,arba,GO:2000331,regulation of terminal button organization,2
ARBA00087036,arba,GO:2000338,regulation of chemokine (C-X-C motif) ligand 1 production,1
ARBA00087037,arba,GO:0005608,laminin-121 trimer,1
ARBA00087038,arba,GO:0006939,smooth muscle contraction,4
ARBA00087039,arba,GO:0090279,regulation of calcium ion import,2
ARBA00087040,arba,GO:0090278,negative regulation of peptide hormone secretion,1
ARBA00087041,arba,GO:0005606,laminin-111 trimer,2
ARBA00087042,arba,GO:0090277,positive regulation of peptide hormone secretion,8
ARBA00087043,arba,GO:0090276,regulation of peptide hormone secretion,14
ARBA00087044,arba,GO:2000346,negative regulation of hepatocyte proliferation,1
ARBA00087045,arba,GO:2000345,regulation of hepatocyte proliferation,2
ARBA00087046,arba,GO:2000340,positive regulation of chemokine (C-X-C motif) ligand 1 production,1
ARBA00087047,arba,GO:2000347,positive regulation of hepatocyte proliferation,1
ARBA00087048,arba,GO:0090280,positive regulation of calcium ion import,2
ARBA00087049,arba,GO:0006942,regulation of striated muscle contraction,7
ARBA00087050,arba,GO:0006941,striated muscle contraction,5
ARBA00087051,arba,GO:0005616,larval serum protein complex,1
ARBA00087052,arba,GO:2000355,negative regulation of ovarian follicle development,1
ARBA00087053,arba,GO:2000354,regulation of ovarian follicle development,1
ARBA00087054,arba,GO:2000351,regulation of endothelial cell apoptotic process,3
ARBA00087055,arba,GO:2000352,negative regulation of endothelial cell apoptotic process,2
ARBA00087056,arba,GO:0090251,protein localization involved in establishment of planar polarity,1
ARBA00087057,arba,GO:0006911,"phagocytosis, engulfment",2
ARBA00087058,arba,GO:0006910,"phagocytosis, recognition",2
ARBA00087059,arba,GO:0090258,negative regulation of mitochondrial fission,1
ARBA00087060,arba,GO:2000369,regulation of clathrin-dependent endocytosis,2
ARBA00087061,arba,GO:0006929,substrate-dependent cell migration,1
ARBA00087062,arba,GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,1
ARBA00087063,arba,GO:0090263,positive regulation of canonical Wnt signaling pathway,4
ARBA00087064,arba,GO:0006730,one-carbon metabolic process,7
ARBA00087065,arba,GO:0005412,D-glucose:sodium symporter activity,1
ARBA00087066,arba,GO:0005416,amino acid:monoatomic cation symporter activity,1
ARBA00087067,arba,GO:0006747,FAD biosynthetic process,1
ARBA00087068,arba,GO:0006718,juvenile hormone biosynthetic process,1
ARBA00087069,arba,GO:0006716,juvenile hormone metabolic process,1
ARBA00087070,arba,GO:0006714,sesquiterpenoid metabolic process,4
ARBA00087071,arba,GO:0018708,thiol S-methyltransferase activity,1
ARBA00087072,arba,GO:0043708,cell adhesion involved in biofilm formation,3
ARBA00087073,arba,GO:0043709,cell adhesion involved in single-species biofilm formation,3
ARBA00087074,arba,GO:0006729,tetrahydrobiopterin biosynthetic process,2
ARBA00087075,arba,GO:0043710,cell adhesion involved in multi-species biofilm formation,1
ARBA00087076,arba,GO:0006722,triterpenoid metabolic process,8
ARBA00087077,arba,GO:0006771,riboflavin metabolic process,9
ARBA00087078,arba,GO:0004112,cyclic-nucleotide phosphodiesterase activity,13
ARBA00087079,arba,GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodiesterase activity",1
ARBA00087080,arba,GO:0004111,creatine kinase activity,1
ARBA00087081,arba,GO:0004117,"calmodulin-activated dual specificity 3',5'-cyclic-GMP, 3',5'-cyclic-AMP phosphodiesterase activity",1
ARBA00087082,arba,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",10
ARBA00087083,arba,GO:0006777,Mo-molybdopterin cofactor biosynthetic process,1
ARBA00087084,arba,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",7
ARBA00087085,arba,GO:0004123,cystathionine gamma-lyase activity,1
ARBA00087086,arba,GO:0004124,cysteine synthase activity,2
ARBA00087087,arba,GO:0006784,heme A biosynthetic process,1
ARBA00087088,arba,GO:0005452,solute:inorganic anion antiporter activity,7
ARBA00087089,arba,GO:0016104,triterpenoid biosynthetic process,8
ARBA00087090,arba,GO:0016107,sesquiterpenoid catabolic process,1
ARBA00087091,arba,GO:0016106,sesquiterpenoid biosynthetic process,3
ARBA00087092,arba,GO:0016102,diterpenoid biosynthetic process,11
ARBA00087093,arba,GO:0005459,UDP-galactose transmembrane transporter activity,1
ARBA00087094,arba,GO:0006787,porphyrin-containing compound catabolic process,2
ARBA00087095,arba,GO:0006751,glutathione catabolic process,2
ARBA00087096,arba,GO:0018738,S-formylglutathione hydrolase activity,1
ARBA00087097,arba,GO:0090091,positive regulation of extracellular matrix disassembly,1
ARBA00087098,arba,GO:0004102,choline O-acetyltransferase activity,1
ARBA00087099,arba,GO:0031701,angiotensin receptor binding,1
ARBA00087100,arba,GO:0004105,choline-phosphate cytidylyltransferase activity,2
ARBA00087101,arba,GO:0004103,choline kinase activity,1
ARBA00087102,arba,GO:0004109,coproporphyrinogen oxidase activity,1
ARBA00087103,arba,GO:0004108,obsolete citrate (Si)-synthase activity,2
ARBA00087104,arba,GO:0005483,soluble NSF attachment protein activity,1
ARBA00087105,arba,GO:0004150,dihydroneopterin aldolase activity,1
ARBA00087106,arba,GO:0004151,dihydroorotase activity,1
ARBA00087107,arba,GO:1905314,semi-lunar valve development,4
ARBA00087108,arba,GO:0004155,"6,7-dihydropteridine reductase activity",1
ARBA00087109,arba,GO:0016138,glycoside biosynthetic process,14
ARBA00087110,arba,GO:0030448,hyphal growth,1
ARBA00087111,arba,GO:0030446,hyphal cell wall,2
ARBA00087112,arba,GO:0016139,glycoside catabolic process,1
ARBA00087113,arba,GO:0030445,yeast-form cell wall,1
ARBA00087114,arba,GO:0016132,brassinosteroid biosynthetic process,3
ARBA00087115,arba,GO:0016131,brassinosteroid metabolic process,4
ARBA00087116,arba,GO:0016135,saponin biosynthetic process,6
ARBA00087117,arba,GO:0042438,melanin biosynthetic process,5
ARBA00087118,arba,GO:0042439,obsolete ethanolamine-containing compound metabolic process,2
ARBA00087119,arba,GO:0004163,diphosphomevalonate decarboxylase activity,1
ARBA00087120,arba,GO:0004161,dimethylallyltranstransferase activity,1
ARBA00087121,arba,GO:0004167,dopachrome isomerase activity,1
ARBA00087122,arba,GO:0005499,vitamin D binding,1
ARBA00087123,arba,GO:0030432,peristalsis,1
ARBA00087124,arba,GO:0031762,follicle-stimulating hormone receptor binding,2
ARBA00087125,arba,GO:0030431,sleep,3
ARBA00087126,arba,GO:0030430,host cell cytoplasm,2
ARBA00087127,arba,GO:0005496,steroid binding,13
ARBA00087128,arba,GO:0030437,ascospore formation,4
ARBA00087129,arba,GO:0016149,"translation release factor activity, codon specific",1
ARBA00087130,arba,GO:1905323,telomerase holoenzyme complex assembly,1
ARBA00087131,arba,GO:0004160,dihydroxy-acid dehydratase activity,1
ARBA00087132,arba,GO:0043771,cytidine kinase activity,1
ARBA00087133,arba,GO:0016144,S-glycoside biosynthetic process,3
ARBA00087134,arba,GO:0042443,phenylethylamine metabolic process,1
ARBA00087135,arba,GO:0004131,cytosine deaminase activity,1
ARBA00087136,arba,GO:0004134,4-alpha-glucanotransferase activity,1
ARBA00087137,arba,GO:0030422,siRNA processing,6
ARBA00087138,arba,GO:0004135,"amylo-alpha-1,6-glucosidase activity",1
ARBA00087139,arba,GO:0031752,D5 dopamine receptor binding,1
ARBA00087140,arba,GO:0030421,defecation,1
ARBA00087141,arba,GO:0030426,growth cone,11
ARBA00087142,arba,GO:1905332,positive regulation of morphogenesis of an epithelium,4
ARBA00087143,arba,GO:0030429,kynureninase activity,1
ARBA00087144,arba,GO:0030428,cell septum,6
ARBA00087145,arba,GO:1905330,regulation of morphogenesis of an epithelium,7
ARBA00087146,arba,GO:0042451,purine nucleoside biosynthetic process,2
ARBA00087147,arba,GO:0042450,L-arginine biosynthetic process via ornithine,1
ARBA00087148,arba,GO:0042455,ribonucleoside biosynthetic process,3
ARBA00087149,arba,GO:0004138,deoxyguanosine kinase activity,1
ARBA00087150,arba,GO:0004136,deoxyadenosine kinase activity,1
ARBA00087151,arba,GO:0004137,deoxycytidine kinase activity,2
ARBA00087152,arba,GO:0004141,dethiobiotin synthase activity,1
ARBA00087153,arba,GO:1904019,epithelial cell apoptotic process,1
ARBA00087154,arba,GO:0004142,diacylglycerol cholinephosphotransferase activity,2
ARBA00087155,arba,GO:0005471,ATP:ADP antiporter activity,1
ARBA00087156,arba,GO:0004140,dephospho-CoA kinase activity,1
ARBA00087157,arba,GO:0004145,diamine N-acetyltransferase activity,2
ARBA00087158,arba,GO:1905347,endodeoxyribonuclease complex,3
ARBA00087159,arba,GO:1904016,response to Thyroglobulin triiodothyronine,2
ARBA00087160,arba,GO:1904017,cellular response to Thyroglobulin triiodothyronine,1
