suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords	gene_key	primary_bucket_id	primary_bucket_label	primary_bucket_type	primary_bucket_source	primary_module_area	assignment_reason	specific_kegg_pathway_ids	specific_kegg_pathway_names	overview_kegg_pathway_ids
PP_1134	false	Q88NS1	Q88NS1_PSEPK	PP_1134	PP_1134	PP_1134	NAD(P)/FAD-dependent oxidoreductase	unreviewed	1.0	535			IPR059480;IPR028348;IPR049516;IPR036188;	PF28550;PF21688;	PTHR42842;PTHR42842:SF3;	ppu:PP_1134;	PPUT160488:G1G01-1212-MONOMER;		WP_010952294.1;	Reference proteome	ppu:PP_1134	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1136	false	Q88NR9	Q88NR9_PSEPK	PP_1136	PP_1136	PP_1136	Delta-60 repeat domain-containing protein	unreviewed	1.0	433			IPR013431;	PF17164;		ppu:PP_1136;	PPUT160488:G1G01-1214-MONOMER;		WP_010952296.1;	Reference proteome	ppu:PP_1136	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1143	false	Q88NR2	Q88NR2_PSEPK	PP_1143	PP_1143	PP_1143	3-hydroxyisobutyrate dehydrogenase family protein	unreviewed	1.0	295		GO:0016491; GO:0050661; GO:0051287	IPR008927;IPR013328;IPR006115;IPR029154;IPR015815;IPR036291;	PF14833;PF03446;	PTHR43060;PTHR43060:SF15;	ppu:PP_1143;	PPUT160488:G1G01-1221-MONOMER;		WP_010952301.1;	NAD;Oxidoreductase;Reference proteome	ppu:PP_1143	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1163	false	Q88NP4	Q88NP4_PSEPK	PP_1163	PP_1163	PP_1163	Oxidoreductase, FAD-binding	unreviewed	1.0	678		GO:0016491; GO:0051537	IPR036010;IPR001041;IPR006058;IPR012675;IPR008333;IPR017927;IPR001709;IPR039261;IPR001433;IPR011576;IPR017938;IPR012349;	PF00970;PF00111;PF00175;PF01243;	PTHR42815;PTHR42815:SF2;	ppu:PP_1163;	PPUT160488:G1G01-1246-MONOMER;		WP_010952318.1;	2Fe-2S;Iron;Iron-sulfur;Metal-binding;Reference proteome	ppu:PP_1163	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
gnl	false	Q88NN7	Q88NN7_PSEPK	gnl	PP_1170	gnl PP_1170	Gluconolactonase (EC 3.1.1.-, EC 3.1.1.17)	unreviewed	2.0	293	3.1.1.-; 3.1.1.17	GO:0004341; GO:0005509; GO:0019853	IPR011042;IPR013658;IPR005511;	PF08450;	PTHR10907;PTHR10907:SF47;	ppu:PP_1170;	PPUT160488:G1G01-1253-MONOMER;		WP_010952324.1;	Hydrolase;Metal-binding;Reference proteome;Zinc	ppu:PP_1170	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_1184	false	Q88NM3	Q88NM3_PSEPK	PP_1184	PP_1184	PP_1184	Dienelactone hydrolase family protein	unreviewed	1.0	265		GO:0016787	IPR029058;IPR002925;IPR050261;	PF01738;	PTHR22946:SF0;PTHR22946;	ppu:PP_1184;	PPUT160488:G1G01-1266-MONOMER;			Hydrolase;Reference proteome;Signal	ppu:PP_1184	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1189	false	Q88NL8	Q88NL8_PSEPK	PP_1189	PP_1189	PP_1189	TsaA-like domain-containing protein	unreviewed	1.0	232		GO:0089715	IPR023370;IPR041369;IPR023368;IPR040372;IPR036413;IPR036414;	PF18389;PF01980;	PTHR12818;PTHR12818:SF0;	ppu:PP_1189;	PPUT160488:G1G01-1271-MONOMER;			Reference proteome;S-adenosyl-L-methionine	ppu:PP_1189	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1192	false	Q88NL5	Q88NL5_PSEPK	PP_1192	PP_1192	PP_1192	Acetyltransferase, GNAT family	unreviewed	1.0	162		GO:0016747	IPR016181;IPR000182;	PF13673;	PTHR43800;PTHR43800:SF1;	ppu:PP_1192;	PPUT160488:G1G01-1274-MONOMER;			Acyltransferase;Reference proteome;Transferase	ppu:PP_1192	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1199	false	Q88NK8	Q88NK8_PSEPK	PP_1199	PP_1199	PP_1199	Toxin-antitoxin system, higB toxin like	unreviewed	1.0	111			IPR009387;			ppu:PP_1199;	PPUT160488:G1G01-1281-MONOMER;			Reference proteome	ppu:PP_1199	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1201	false	Q88NK6	Q88NK6_PSEPK	PP_1201	PP_1201	PP_1201	Bacterial virulence domain-containing protein	unreviewed	1.0	430			IPR029058;IPR011225;IPR010333;	PF06057;		ppu:PP_1201;	PPUT160488:G1G01-1283-MONOMER;		WP_010952354.1;	Reference proteome	ppu:PP_1201	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1207	false	Q88NK0	Q88NK0_PSEPK	PP_1207	PP_1207	PP_1207	HIT domain-containing protein	unreviewed	1.0	139		GO:0003824	IPR011146;IPR036265;IPR026026;	PF01230;		ppu:PP_1207;	PPUT160488:G1G01-1292-MONOMER;		WP_010952360.1;	Reference proteome	ppu:PP_1207	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
slyX	false	Q88NJ9	SLYX_PSEPK	slyX	PP_1208	slyX PP_1208	Protein SlyX homolog	reviewed	1.0	68			IPR007236;	PF04102;	PTHR36508;PTHR36508:SF1;	ppu:PP_1208;	PPUT160488:G1G01-1293-MONOMER;		WP_010952361.1;	Reference proteome	ppu:PP_1208	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1211	false	Q88NJ6	Q88NJ6_PSEPK	PP_1211	PP_1211	PP_1211	Ribbon-helix-helix domain-containing protein	unreviewed	1.0	112			IPR027373;IPR038268;	PF13467;		ppu:PP_1211;	PPUT160488:G1G01-1296-MONOMER;			Reference proteome	ppu:PP_1211	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1212	false	Q88NJ5	Q88NJ5_PSEPK	PP_1212	PP_1212	PP_1212	Putative regulatory protein FmdB zinc ribbon domain-containing protein	unreviewed	1.0	73			IPR013429;	PF09723;	PTHR34404:SF2;PTHR34404;	ppu:PP_1212;	PPUT160488:G1G01-1297-MONOMER;		WP_010952365.1;	Reference proteome	ppu:PP_1212	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1214	false	Q88NJ3	Y1214_PSEPK	PP_1214	PP_1214	PP_1214	Probable transcriptional regulatory protein PP_1214	reviewed	2.0	248		GO:0003677; GO:0005829; GO:0006351; GO:0006355	IPR017856;IPR048300;IPR049083;IPR002876;IPR026564;IPR029072;	PF20772;PF01709;	PTHR12532:SF6;PTHR12532;	ppu:PP_1214;	PPUT160488:G1G01-1299-MONOMER;		WP_003254770.1;	Cytoplasm;DNA-binding;Reference proteome;Transcription;Transcription regulation	ppu:PP_1214	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1239	false	Q88NH0	Q88NH0_PSEPK	PP_1239	PP_1239	PP_1239	Metallo-beta-lactamase family protein	unreviewed	1.0	252		GO:0004527	IPR001279;IPR036866;IPR058121;IPR052533;	PF12706;	PTHR47619:SF1;PTHR47619;	ppu:PP_1239;	PPUT160488:G1G01-1325-MONOMER;		WP_010952377.1;	Reference proteome	ppu:PP_1239	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1241	false	Q88NG8	Q88NG8_PSEPK	PP_1241	PP_1241	PP_1241	Addiction module antidote protein	unreviewed	1.0	116		GO:0003677	IPR014057;IPR010982;	PF21716;	PTHR40275;PTHR40275:SF1;	ppu:PP_1241;	PPUT160488:G1G01-1328-MONOMER;		WP_010952378.1;	Reference proteome	ppu:PP_1241	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1245	false	Q88NG4	Q88NG4_PSEPK	PP_1245	PP_1245	PP_1245	SH3b domain-containing protein	unreviewed	1.0	296			IPR039567;IPR003646;	PF13488;PF08239;		ppu:PP_1245;	PPUT160488:G1G01-1332-MONOMER;			Reference proteome;Signal	ppu:PP_1245	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
xenA	false	Q88NF7	Q88NF7_PSEPK	xenA	PP_1254	xenA PP_1254	XenA (EC 1.6.99.1)	unreviewed	1.0	363	1.6.99.1	GO:0003959; GO:0010181; GO:0050661	IPR013785;IPR001155;IPR044152;	PF00724;	PTHR43303;PTHR43303:SF4;	ppu:PP_1254;	PPUT160488:G1G01-1341-MONOMER;		WP_010952388.1;	3D-structure;Flavoprotein;FMN;NADP;Nucleotide-binding;Oxidoreductase;Reference proteome	ppu:PP_1254	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
yhaV	false	Q88NE5	Q88NE5_PSEPK	yhaV	PP_1267	yhaV PP_1267	Toxin endoribonuclease of toxin antitoxin system SohB(PrlF)-YhaV (EC 3.1.26.1)	unreviewed	1.0	155	3.1.26.1	GO:0008419; GO:0110001	IPR021679;	PF11663;		ppu:PP_1267;	PPUT160488:G1G01-1354-MONOMER;		WP_010952397.1;	Hydrolase;Reference proteome	ppu:PP_1267	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
PP_1268	false	Q88NE4	Q88NE4_PSEPK	PP_1268	PP_1268	PP_1268	HtrA suppressor protein sohA	unreviewed	1.0	129		GO:0001558; GO:0003677; GO:0003700; GO:0097351	IPR031848;IPR007159;IPR037914;	PF15937;		ppu:PP_1268;	PPUT160488:G1G01-1355-MONOMER;			Reference proteome;Signal	ppu:PP_1268	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1274	false	Q88ND8	Q88ND8_PSEPK	PP_1274	PP_1274	PP_1274	Oxidoreductase, short-chain dehydrogenase/reductase family	unreviewed	1.0	270		GO:0016491	IPR057326;IPR036291;IPR020904;IPR002347;	PF00106;	PTHR44169;PTHR44169:SF6;	ppu:PP_1274;	PPUT160488:G1G01-1361-MONOMER;		WP_010952404.1;	Oxidoreductase;Reference proteome	ppu:PP_1274	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1290	false	Q88NC2	Q88NC2_PSEPK	PP_1290	PP_1290	PP_1290	Polysaccharide deacetylase family protein	unreviewed	1.0	375		GO:0005975; GO:0016810	IPR011330;IPR002509;IPR050248;	PF01522;	PTHR10587:SF137;PTHR10587;	ppu:PP_1290;	PPUT160488:G1G01-1377-MONOMER;		WP_049587329.1;	Reference proteome;Signal	ppu:PP_1290	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1291	false	Q88NC1	Q88NC1_PSEPK	PP_1291	PP_1291	PP_1291	PhoH family protein	unreviewed	1.0	464		GO:0005524; GO:0005829	IPR027417;IPR003714;IPR051451;IPR029060;IPR002716;	PF02562;PF13638;	PTHR30473:SF2;PTHR30473;	ppu:PP_1291;	PPUT160488:G1G01-1378-MONOMER;		WP_003251772.1;	ATP-binding;Nucleotide-binding;Reference proteome	ppu:PP_1291	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
estB	false	Q88NB6	Q88NB6_PSEPK	estB	PP_1296	estB PP_1296	Carboxylesterase 2 (EC 3.1.1.1)	unreviewed	1.0	218	3.1.1.1	GO:0106435	IPR029058;IPR050565;IPR003140;	PF02230;	PTHR10655:SF17;PTHR10655;	ppu:PP_1296;	PPUT160488:G1G01-1383-MONOMER;		WP_010952423.1;	Hydrolase;Reference proteome	ppu:PP_1296	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
ybgI	false	Q88NB0	Q88NB0_PSEPK	ybgI	PP_1302	ybgI PP_1302	GTP cyclohydrolase 1 type 2 homolog	unreviewed	2.0	252		GO:0005737; GO:0016787; GO:0046872	IPR002678;IPR036069;	PF01784;	PTHR13799:SF14;PTHR13799;	ppu:PP_1302;	PPUT160488:G1G01-1389-MONOMER;		WP_010952428.1;	Hydrolase;Metal-binding;Reference proteome	ppu:PP_1302	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
imm	false	Q88NA7	Q88NA7_PSEPK	imm	PP_1305	imm PP_1305	Colicin-E7 immunity protein	unreviewed	1.0	87		GO:0015643; GO:0030153	IPR035900;IPR000290;	PF01320;		ppu:PP_1305;	PPUT160488:G1G01-1392-MONOMER;		WP_010952429.1;	Bacteriocin immunity;Reference proteome	ppu:PP_1305	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1310	false	Q88NA2	Q88NA2_PSEPK	PP_1310	PP_1310	PP_1310	Serine aminopeptidase S33 domain-containing protein	unreviewed	1.0	211			IPR029058;IPR022742;	PF12146;	PTHR42103:SF2;PTHR42103;	ppu:PP_1310;	PPUT160488:G1G01-1397-MONOMER;		WP_010952433.1;	Reference proteome	ppu:PP_1310	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
tas	false	Q88N98	Q88N98_PSEPK	tas	PP_1314	tas PP_1314	Protein tas	unreviewed	1.0	346		GO:0016491	IPR020471;IPR050523;IPR036812;IPR023210;	PF00248;	PTHR43364:SF4;PTHR43364;	ppu:PP_1314;	PPUT160488:G1G01-1401-MONOMER;		WP_010952437.1;	NADP;Oxidoreductase;Reference proteome	ppu:PP_1314	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
sspA	false	Q88N92	Q88N92_PSEPK	sspA	PP_1320	sspA PP_1320	Stringent starvation protein A	unreviewed	1.0	207		GO:0005737	IPR010987;IPR036282;IPR040079;IPR004045;IPR004046;IPR050983;IPR034342;IPR034341;IPR036249;	PF00043;PF13409;	PTHR43968;PTHR43968:SF6;	ppu:PP_1320;	PPUT160488:G1G01-1407-MONOMER;		WP_010952440.1;	3D-structure;Reference proteome	ppu:PP_1320	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1352	false	P59560	Y1352_PSEPK	PP_1352	PP_1352	PP_1352	Nucleotide-binding protein PP_1352	reviewed	1.0	161		GO:0000166; GO:0005829	IPR035571;IPR035570;IPR036183;IPR007551;	PF04461;	PTHR30476;PTHR30476:SF0;	ppu:PP_1352;	PPUT160488:G1G01-1440-MONOMER;		WP_003251890.1;	Nucleotide-binding;Reference proteome	ppu:PP_1352	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1356	false	Q88N60	Q88N60_PSEPK	PP_1356	PP_1356	PP_1356	Methylated-DNA-[protein]-cysteine S-methyltransferase DNA binding domain-containing protein	unreviewed	1.0	117		GO:0003824; GO:0006281	IPR052520;IPR014048;IPR036217;IPR036388;	PF01035;	PTHR42942;PTHR42942:SF1;	ppu:PP_1356;	PPUT160488:G1G01-1444-MONOMER;		WP_010952470.1;	DNA damage;Reference proteome	ppu:PP_1356	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1363	false	Q88N53	Q88N53_PSEPK	PP_1363	PP_1363	PP_1363	Tetratricopeptide repeat protein	unreviewed	1.0	142			IPR011990;			ppu:PP_1363;	PPUT160488:G1G01-1452-MONOMER;			Reference proteome	ppu:PP_1363	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1364	false	Q88N52	Q88N52_PSEPK	PP_1364	PP_1364	PP_1364	PilZ domain-containing protein	unreviewed	1.0	157		GO:0035438	IPR009875;	PF07238;		ppu:PP_1364;	PPUT160488:G1G01-1453-MONOMER;			Reference proteome	ppu:PP_1364	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1370	false	Q88N46	Q88N46_PSEPK	PP_1370	PP_1370	PP_1370	Glycosyl transferase, group 1 family protein	unreviewed	1.0	373		GO:0016757	IPR028098;IPR050194;	PF13692;PF13439;	PTHR45947;PTHR45947:SF3;	ppu:PP_1370;	PPUT160488:G1G01-1460-MONOMER;		WP_010952481.1;	Reference proteome;Transferase	ppu:PP_1370	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			ppu01100
PP_1372	false	Q88N44	Q88N44_PSEPK	PP_1372	PP_1372	PP_1372	AAA+ ATPase domain-containing protein	unreviewed	1.0	491			IPR003593;IPR033186;IPR027417;IPR051162;	PF05872;	PTHR30121:SF6;PTHR30121;	ppu:PP_1372;	PPUT160488:G1G01-1462-MONOMER;		WP_010952483.1;	Reference proteome	ppu:PP_1372	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
pcaR	false	Q88N41	Q88N41_PSEPK	pcaR	PP_1375	pcaR PP_1375	Transcription regulatory protein (Pca regulon)	unreviewed	2.0	291		GO:0000976; GO:0001217; GO:0006351; GO:0032993; GO:0043565; GO:0045892; GO:0045893; GO:0046278	IPR029016;IPR050707;IPR012794;IPR014757;IPR005471;IPR036388;IPR036390;	PF09339;PF01614;	PTHR30136;PTHR30136:SF34;	ppu:PP_1375;	PPUT160488:G1G01-1465-MONOMER;		WP_003251938.1;	3D-structure;DNA-binding;Reference proteome;Transcription;Transcription regulation	ppu:PP_1375	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1392	false	Q88N24	Q88N24_PSEPK	PP_1392	PP_1392	PP_1392	NAD-binding protein	unreviewed	1.0	204		GO:0016646	IPR016040;IPR036291;IPR051606;	PF13460;	PTHR43355;PTHR43355:SF2;	ppu:PP_1392;	PPUT160488:G1G01-1482-MONOMER;		WP_010952500.1;	Reference proteome	ppu:PP_1392	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1396	false	Q88N20	Q88N20_PSEPK	PP_1396	PP_1396	PP_1396	ABM domain-containing protein	unreviewed	1.0	97		GO:0005829; GO:0016491	IPR007138;IPR050744;IPR011008;	PF03992;	PTHR33336:SF3;PTHR33336;	ppu:PP_1396;	PPUT160488:G1G01-1486-MONOMER;		WP_010952504.1;	Reference proteome	ppu:PP_1396	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1398	false	Q88N18	Q88N18_PSEPK	PP_1398	PP_1398	PP_1398	Flavin reductase like domain-containing protein	unreviewed	1.0	201		GO:0010181; GO:0016646	IPR002563;IPR012349;	PF01613;	PTHR43812;PTHR43812:SF2;	ppu:PP_1398;	PPUT160488:G1G01-1488-MONOMER;		WP_010952506.1;	Reference proteome	ppu:PP_1398	orphan:domain_only_no_pathway	Domain-family orphans without pathway assignment	orphan	InterPro/Pfam/PANTHER metadata	domain_family_orphan	no pathway or functional-module assignment; domain xref present			
PP_1412	false	Q88N06	Q88N06_PSEPK	PP_1412	PP_1412	PP_1412	3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)	unreviewed	1.0	368	3.1.2.4	GO:0003860; GO:0005829; GO:0006574	IPR029045;IPR045004;IPR032259;	PF16113;	PTHR43176:SF3;PTHR43176;	ppu:PP_1412;	PPUT160488:G1G01-1504-MONOMER;		WP_010952519.1;	Hydrolase;Reference proteome	ppu:PP_1412	orphan:enzyme_with_ec	Orphan enzymes with EC numbers	orphan	UniProt EC metadata	orphan_enzyme	no pathway assignment but EC number is present			
