suggested_review_name	ordered_locus	uniprot_accession	membership_source	pathway_id	pathway_name	pathway_scope	module_area	is_primary_partition
cyoE2	PP_0816	Q88PN3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
cyoE2	PP_0816	Q88PN3	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
cyoE2	PP_0816	Q88PN3	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
cyoE2	PP_0816	Q88PN3	UniPathway	UPA00834	UniPathway UPA00834	specific	unipathway	false
selD	PP_0823	P59392	KEGG	ppu00450	Selenocompound metabolism	specific	other_kegg_pathway	true
selD	PP_0823	P59392	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ptxB	PP_0824	Q88PM6	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
phnC	PP_0825	Q88PM5	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
phnE	PP_0826	Q88PM4	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
ptxC	PP_0827	Q88PM3	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
queA	PP_0832	Q88PL8	UniPathway	UPA00392	UniPathway UPA00392	specific	unipathway	false
tgt	PP_0833	Q88PL7	UniPathway	UPA00392	UniPathway UPA00392	specific	unipathway	false
yajC	PP_0834	Q88PL6	KEGG	ppu02024	Quorum sensing	specific	transport_motility_signaling	false
yajC	PP_0834	Q88PL6	KEGG	ppu03060	Protein export	specific	other_kegg_pathway	true
yajC	PP_0834	Q88PL6	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	false
secD	PP_0835	Q88PL5	KEGG	ppu03060	Protein export	specific	other_kegg_pathway	true
secD	PP_0835	Q88PL5	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	false
secF	PP_0836	Q88PL4	KEGG	ppu03060	Protein export	specific	other_kegg_pathway	true
secF	PP_0836	Q88PL4	KEGG	ppu03070	Bacterial secretion system	specific	transport_motility_signaling	false
suhB	PP_0838	Q88PL2	KEGG	ppu00521	Streptomycin biosynthesis	specific	other_kegg_pathway	false
suhB	PP_0838	Q88PL2	KEGG	ppu00562	Inositol phosphate metabolism	specific	other_kegg_pathway	true
suhB	PP_0838	Q88PL2	KEGG	ppu01100	Metabolic pathways	overview	overview	false
suhB	PP_0838	Q88PL2	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
cysE	PP_0840	Q88PL0	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	false
cysE	PP_0840	Q88PL0	KEGG	ppu00543	Exopolysaccharide biosynthesis	specific	other_kegg_pathway	true
cysE	PP_0840	Q88PL0	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	false
cysE	PP_0840	Q88PL0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
cysE	PP_0840	Q88PL0	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
cysE	PP_0840	Q88PL0	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
cysE	PP_0840	Q88PL0	KEGG	ppu01200	Carbon metabolism	overview	overview	false
cysE	PP_0840	Q88PL0	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
iscS	PP_0842	Q88PK8	KEGG	ppu00730	Thiamine metabolism	specific	cofactors_vitamins_redox	true
iscS	PP_0842	Q88PK8	KEGG	ppu04122	Sulfur relay system	specific	other_kegg_pathway	false
iscS	PP_0842	Q88PK8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
iscS	PP_0842	Q88PK8	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
iscS	PP_0842	Q88PK8	UniPathway	UPA00266	UniPathway UPA00266	specific	unipathway	false
fdx	PP_0847	Q88PK3	KEGG	ppu00362	Benzoate degradation	specific	aromatic_and_xenobiotic_catabolism	true
fdx	PP_0847	Q88PK3	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
ndk	PP_0849	Q88PK1	KEGG	ppu00230	Purine metabolism	specific	nucleotide_metabolism	false
ndk	PP_0849	Q88PK1	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	true
ndk	PP_0849	Q88PK1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ndk	PP_0849	Q88PK1	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
ndk	PP_0849	Q88PK1	KEGG	ppu01232	Nucleotide metabolism	overview	overview	false
ndk	PP_0849	Q88PK1	KEGG	ppu01240	Biosynthesis of cofactors	overview	overview	false
ispG	PP_0853	Q88PJ7	KEGG	ppu00900	Terpenoid backbone biosynthesis	specific	cofactors_vitamins_redox	true
ispG	PP_0853	Q88PJ7	KEGG	ppu01100	Metabolic pathways	overview	overview	false
ispG	PP_0853	Q88PJ7	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
ispG	PP_0853	Q88PJ7	UniPathway	UPA00056	UniPathway UPA00056	specific	unipathway	false
hisS	PP_0854	Q88PJ6	KEGG	ppu00970	Aminoacyl-tRNA biosynthesis	specific	other_kegg_pathway	true
PP_0859	PP_0859	Q88PJ1	KEGG	ppu00250	Alanine, aspartate and glutamate metabolism	specific	amino_acid_metabolism	true
PP_0859	PP_0859	Q88PJ1	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0860	PP_0860	Q88PJ0	KEGG	ppu00920	Sulfur metabolism	specific	energy_respiration_inorganic_metabolism	false
PP_0860	PP_0860	Q88PJ0	KEGG	ppu01320	Sulfur cycle	specific	other_kegg_pathway	true
PP_0860	PP_0860	Q88PJ0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0860	PP_0860	Q88PJ0	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
speC	PP_0864	Q88PI6	KEGG	ppu00330	Arginine and proline metabolism	specific	amino_acid_metabolism	false
speC	PP_0864	Q88PI6	KEGG	ppu00480	Glutathione metabolism	specific	other_kegg_pathway	false
speC	PP_0864	Q88PI6	KEGG	ppu04148	Efferocytosis	specific	other_kegg_pathway	true
speC	PP_0864	Q88PI6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
speC	PP_0864	Q88PI6	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
PP_0866	PP_0866	Q88PI4	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	true
yehX	PP_0868	Q88PI2	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
yehW	PP_0869	Q88PI1	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_0870	PP_0870	Q88PI0	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_0871	PP_0871	Q88PH9	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
potF-I	PP_0873	Q88PH7	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
dppF	PP_0878	Q88PH2	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
dppD	PP_0879	Q88PH1	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
dppC	PP_0880	Q88PH0	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
dppB	PP_0881	Q88PG9	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
dppA-I	PP_0882	Q88PG8	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
dppA-I	PP_0882	Q88PG8	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	true
dppA-II	PP_0884	Q88PG6	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
dppA-II	PP_0884	Q88PG6	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	true
dppA-III	PP_0885	Q88PG5	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	false
dppA-III	PP_0885	Q88PG5	KEGG	ppu02030	Bacterial chemotaxis	specific	transport_motility_signaling	true
PP_0887	PP_0887	Q88PG3	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	true
regA	PP_0888	Q88PG2	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	true
PP_0892	PP_0892	Q88PF8	KEGG	ppu00564	Glycerophospholipid metabolism	specific	lipid_cell_envelope_metabolism	true
PP_0892	PP_0892	Q88PF8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0897	PP_0897	Q88PF3	KEGG	ppu00020	Citrate cycle (TCA cycle)	specific	central_carbon	true
PP_0897	PP_0897	Q88PF3	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	false
PP_0897	PP_0897	Q88PF3	KEGG	ppu00720	Other carbon fixation pathways	specific	central_carbon	false
PP_0897	PP_0897	Q88PF3	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0897	PP_0897	Q88PF3	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
PP_0897	PP_0897	Q88PF3	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
PP_0897	PP_0897	Q88PF3	KEGG	ppu01200	Carbon metabolism	overview	overview	false
PP_0906	PP_0906	Q88PE4	KEGG	ppu01501	beta-Lactam resistance	specific	lipid_cell_envelope_metabolism	true
PP_0906	PP_0906	Q88PE4	KEGG	ppu01503	Cationic antimicrobial peptide (CAMP) resistance	specific	other_kegg_pathway	false
PP_0907	PP_0907	Q88PE3	KEGG	ppu01501	beta-Lactam resistance	specific	lipid_cell_envelope_metabolism	true
PP_0907	PP_0907	Q88PE3	KEGG	ppu01503	Cationic antimicrobial peptide (CAMP) resistance	specific	other_kegg_pathway	false
PP_0914	PP_0914	Q88PD6	KEGG	ppu02025	Biofilm formation - Pseudomonas aeruginosa	specific	transport_motility_signaling	true
sodB	PP_0915	Q88PD5	KEGG	ppu04146	Peroxisome	specific	other_kegg_pathway	true
PP_0922	PP_0922	Q88PC8	KEGG	ppu00770	Pantothenate and CoA biosynthesis	specific	cofactors_vitamins_redox	true
PP_0922	PP_0922	Q88PC8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gatB	PP_0930	Q88PC0	KEGG	ppu00970	Aminoacyl-tRNA biosynthesis	specific	other_kegg_pathway	true
gatB	PP_0930	Q88PC0	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gatA	PP_0931	Q88PB9	KEGG	ppu00970	Aminoacyl-tRNA biosynthesis	specific	other_kegg_pathway	true
gatA	PP_0931	Q88PB9	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gatC	PP_0932	Q88PB8	KEGG	ppu00970	Aminoacyl-tRNA biosynthesis	specific	other_kegg_pathway	true
gatC	PP_0932	Q88PB8	KEGG	ppu01100	Metabolic pathways	overview	overview	false
maf-1	PP_0936	Q88PB4	KEGG	ppu00240	Pyrimidine metabolism	specific	nucleotide_metabolism	true
maf-1	PP_0936	Q88PB4	KEGG	ppu01100	Metabolic pathways	overview	overview	false
maf-1	PP_0936	Q88PB4	KEGG	ppu01232	Nucleotide metabolism	overview	overview	false
fumC-I	PP_0944	Q88PA6	KEGG	ppu00020	Citrate cycle (TCA cycle)	specific	central_carbon	true
fumC-I	PP_0944	Q88PA6	KEGG	ppu00620	Pyruvate metabolism	specific	central_carbon	false
fumC-I	PP_0944	Q88PA6	KEGG	ppu00720	Other carbon fixation pathways	specific	central_carbon	false
fumC-I	PP_0944	Q88PA6	KEGG	ppu01100	Metabolic pathways	overview	overview	false
fumC-I	PP_0944	Q88PA6	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
fumC-I	PP_0944	Q88PA6	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
fumC-I	PP_0944	Q88PA6	KEGG	ppu01200	Carbon metabolism	overview	overview	false
fumC-I	PP_0944	Q88PA6	UniPathway	UPA00223	UniPathway UPA00223	specific	unipathway	false
sodA	PP_0946	Q88PA4	KEGG	ppu04146	Peroxisome	specific	other_kegg_pathway	true
ptsH	PP_0948	Q88PA2	KEGG	ppu02060	Phosphotransferase system (PTS)	specific	transport_motility_signaling	true
ptsN	PP_0950	Q88PA0	KEGG	ppu02060	Phosphotransferase system (PTS)	specific	transport_motility_signaling	true
rpoN	PP_0952	P0A171	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	false
rpoN	PP_0952	P0A171	KEGG	ppu02040	Flagellar assembly	specific	transport_motility_signaling	true
lptB	PP_0953	Q88P99	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
kdsC	PP_0956	Q88P96	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	specific	nucleotide_metabolism	true
kdsC	PP_0956	Q88P96	KEGG	ppu01100	Metabolic pathways	overview	overview	false
kdsC	PP_0956	Q88P96	KEGG	ppu01250	Biosynthesis of nucleotide sugars	overview	overview	false
kdsD	PP_0957	Q88P95	KEGG	ppu00541	Biosynthesis of various nucleotide sugars	specific	nucleotide_metabolism	true
kdsD	PP_0957	Q88P95	KEGG	ppu01100	Metabolic pathways	overview	overview	false
kdsD	PP_0957	Q88P95	KEGG	ppu01250	Biosynthesis of nucleotide sugars	overview	overview	false
mlaF	PP_0958	Q88P94	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
mlaE	PP_0959	Q88P93	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
mlaD	PP_0960	Q88P92	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
ttg2D	PP_0961	Q88P91	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
ttg2E	PP_0962	Q88P90	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
murA	PP_0964	Q88P88	KEGG	ppu00520	Amino sugar and nucleotide sugar metabolism	specific	nucleotide_metabolism	false
murA	PP_0964	Q88P88	KEGG	ppu00550	Peptidoglycan biosynthesis	specific	lipid_cell_envelope_metabolism	true
murA	PP_0964	Q88P88	KEGG	ppu01100	Metabolic pathways	overview	overview	false
murA	PP_0964	Q88P88	KEGG	ppu01250	Biosynthesis of nucleotide sugars	overview	overview	false
murA	PP_0964	Q88P88	UniPathway	UPA00219	UniPathway UPA00219	specific	unipathway	false
hisG	PP_0965	Q88P87	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hisG	PP_0965	Q88P87	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hisG	PP_0965	Q88P87	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hisG	PP_0965	Q88P87	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisG	PP_0965	Q88P87	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
hisD	PP_0966	P59400	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	true
hisD	PP_0966	P59400	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hisD	PP_0966	P59400	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hisD	PP_0966	P59400	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisD	PP_0966	P59400	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
hisC	PP_0967	Q88P86	KEGG	ppu00340	Histidine metabolism	specific	amino_acid_metabolism	false
hisC	PP_0967	Q88P86	KEGG	ppu00350	Tyrosine metabolism	specific	amino_acid_metabolism	false
hisC	PP_0967	Q88P86	KEGG	ppu00360	Phenylalanine metabolism	specific	amino_acid_metabolism	false
hisC	PP_0967	Q88P86	KEGG	ppu00400	Phenylalanine, tyrosine and tryptophan biosynthesis	specific	amino_acid_metabolism	false
hisC	PP_0967	Q88P86	KEGG	ppu00401	Novobiocin biosynthesis	specific	other_kegg_pathway	true
hisC	PP_0967	Q88P86	KEGG	ppu01100	Metabolic pathways	overview	overview	false
hisC	PP_0967	Q88P86	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
hisC	PP_0967	Q88P86	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
hisC	PP_0967	Q88P86	UniPathway	UPA00031	UniPathway UPA00031	specific	unipathway	false
valS	PP_0977	Q88P76	KEGG	ppu00970	Aminoacyl-tRNA biosynthesis	specific	other_kegg_pathway	true
holC	PP_0979	Q88P74	KEGG	ppu03030	DNA replication	specific	other_kegg_pathway	true
holC	PP_0979	Q88P74	KEGG	ppu03430	Mismatch repair	specific	other_kegg_pathway	false
holC	PP_0979	Q88P74	KEGG	ppu03440	Homologous recombination	specific	other_kegg_pathway	false
pepA	PP_0980	Q88P73	KEGG	ppu00480	Glutathione metabolism	specific	other_kegg_pathway	true
pepA	PP_0980	Q88P73	KEGG	ppu01100	Metabolic pathways	overview	overview	false
PP_0982	PP_0982	Q88P71	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
PP_0983	PP_0983	Q88P70	KEGG	ppu02010	ABC transporters	specific	transport_motility_signaling	true
gcvT-I	PP_0986	Q88P67	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
gcvT-I	PP_0986	Q88P67	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
gcvT-I	PP_0986	Q88P67	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	false
gcvT-I	PP_0986	Q88P67	KEGG	ppu00785	Lipoic acid metabolism	specific	cofactors_vitamins_redox	true
gcvT-I	PP_0986	Q88P67	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gcvT-I	PP_0986	Q88P67	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
gcvT-I	PP_0986	Q88P67	KEGG	ppu01200	Carbon metabolism	overview	overview	false
tdcG-II	PP_0987	Q88P66	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
tdcG-II	PP_0987	Q88P66	KEGG	ppu00270	Cysteine and methionine metabolism	specific	amino_acid_metabolism	true
tdcG-II	PP_0987	Q88P66	KEGG	ppu01100	Metabolic pathways	overview	overview	false
tdcG-II	PP_0987	Q88P66	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
tdcG-II	PP_0987	Q88P66	KEGG	ppu01200	Carbon metabolism	overview	overview	false
tdcG-II	PP_0987	Q88P66	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
gcvP1	PP_0988	Q88P65	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
gcvP1	PP_0988	Q88P65	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
gcvP1	PP_0988	Q88P65	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	false
gcvP1	PP_0988	Q88P65	KEGG	ppu00785	Lipoic acid metabolism	specific	cofactors_vitamins_redox	true
gcvP1	PP_0988	Q88P65	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gcvP1	PP_0988	Q88P65	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
gcvP1	PP_0988	Q88P65	KEGG	ppu01200	Carbon metabolism	overview	overview	false
gcvH1	PP_0989	Q88P64	KEGG	ppu00260	Glycine, serine and threonine metabolism	specific	amino_acid_metabolism	false
gcvH1	PP_0989	Q88P64	KEGG	ppu00630	Glyoxylate and dicarboxylate metabolism	specific	central_carbon	false
gcvH1	PP_0989	Q88P64	KEGG	ppu00670	One carbon pool by folate	specific	cofactors_vitamins_redox	false
gcvH1	PP_0989	Q88P64	KEGG	ppu00785	Lipoic acid metabolism	specific	cofactors_vitamins_redox	true
gcvH1	PP_0989	Q88P64	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gcvH1	PP_0989	Q88P64	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
gcvH1	PP_0989	Q88P64	KEGG	ppu01200	Carbon metabolism	overview	overview	false
arcC	PP_0999	Q88P54	KEGG	ppu00220	Arginine biosynthesis	specific	amino_acid_metabolism	false
arcC	PP_0999	Q88P54	KEGG	ppu00230	Purine metabolism	specific	nucleotide_metabolism	false
arcC	PP_0999	Q88P54	KEGG	ppu00910	Nitrogen metabolism	specific	energy_respiration_inorganic_metabolism	true
arcC	PP_0999	Q88P54	KEGG	ppu01100	Metabolic pathways	overview	overview	false
arcC	PP_0999	Q88P54	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
arcC	PP_0999	Q88P54	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
arcC	PP_0999	Q88P54	KEGG	ppu01200	Carbon metabolism	overview	overview	false
arcB	PP_1000	Q88P53	KEGG	ppu00220	Arginine biosynthesis	specific	amino_acid_metabolism	true
arcB	PP_1000	Q88P53	KEGG	ppu01100	Metabolic pathways	overview	overview	false
arcB	PP_1000	Q88P53	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
arcB	PP_1000	Q88P53	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
arcB	PP_1000	Q88P53	UniPathway	UPA00254	UniPathway UPA00254	specific	unipathway	false
arcA	PP_1001	Q88P52	KEGG	ppu00220	Arginine biosynthesis	specific	amino_acid_metabolism	true
arcA	PP_1001	Q88P52	KEGG	ppu01100	Metabolic pathways	overview	overview	false
arcA	PP_1001	Q88P52	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
arcA	PP_1001	Q88P52	UniPathway	UPA00254	UniPathway UPA00254	specific	unipathway	false
hemO	PP_1005	Q88P48	KEGG	ppu00860	Porphyrin metabolism	specific	cofactors_vitamins_redox	true
hemO	PP_1005	Q88P48	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
PP_1007	PP_1007	Q88P46	KEGG	ppu02020	Two-component system	specific	transport_motility_signaling	true
gapA	PP_1009	Q88P44	KEGG	ppu00010	Glycolysis / Gluconeogenesis	specific	central_carbon	false
gapA	PP_1009	Q88P44	KEGG	ppu00710	Carbon fixation by Calvin cycle	specific	central_carbon	true
gapA	PP_1009	Q88P44	KEGG	ppu01100	Metabolic pathways	overview	overview	false
gapA	PP_1009	Q88P44	KEGG	ppu01110	Biosynthesis of secondary metabolites	overview	overview	false
gapA	PP_1009	Q88P44	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
gapA	PP_1009	Q88P44	KEGG	ppu01200	Carbon metabolism	overview	overview	false
gapA	PP_1009	Q88P44	KEGG	ppu01230	Biosynthesis of amino acids	overview	overview	false
edd	PP_1010	Q88P43	KEGG	ppu00030	Pentose phosphate pathway	specific	central_carbon	true
edd	PP_1010	Q88P43	KEGG	ppu01100	Metabolic pathways	overview	overview	false
edd	PP_1010	Q88P43	KEGG	ppu01120	Microbial metabolism in diverse environments	overview	overview	false
