suggested_review_name	review_name_collision	uniprot_accession	entry_name	primary_gene	ordered_locus	all_gene_names	protein_name	reviewed	annotation_score	length	ec_numbers	go_ids	interpro_ids	pfam_ids	panther_ids	kegg_ids	biocyc_ids	unipathway_ids	refseq_ids	keywords
PP_0357	false	Q88QX7	Q88QX7_PSEPK	PP_0357	PP_0357	PP_0357	Glycine cleavage system transcriptional repressor	unreviewed	1.0	172		GO:0005737; GO:0006351; GO:0006355	IPR045865;IPR002912;IPR016867;IPR050990;	PF13740;	PTHR34875;PTHR34875:SF6;	ppu:PP_0357;	PPUT160488:G1G01-391-MONOMER;		WP_010951709.1;	Cytoplasm;Reference proteome;Repressor;Transcription
PP_0358	false	Q88QX6	Q88QX6_PSEPK	PP_0358	PP_0358	PP_0358	EamA domain-containing protein	unreviewed	1.0	295		GO:0005886	IPR000620;IPR037185;IPR004626;	PF00892;	PTHR22911;PTHR22911:SF137;	ppu:PP_0358;	PPUT160488:G1G01-392-MONOMER;		WP_010951710.1;	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
srkA	false	Q88QX5	Q88QX5_PSEPK	srkA	PP_0359	srkA rdoA PP_0359	Stress response kinase A (EC 2.7.11.1) (Serine/threonine-protein kinase SrkA)	unreviewed	3.0	335	2.7.11.1	GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0106310	IPR002575;IPR011009;IPR032882;	PF01636;	PTHR39573;PTHR39573:SF1;	ppu:PP_0359;	PPUT160488:G1G01-393-MONOMER;			ATP-binding;Cytoplasm;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Stress response;Transferase
modR	false	Q88QX4	Q88QX4_PSEPK	modR	PP_0360	modR PP_0360	Molybdate transport regulator	unreviewed	1.0	254		GO:0003700; GO:0015689; GO:0030151	IPR000847;IPR008995;IPR016462;IPR003725;IPR051815;IPR004606;IPR005116;IPR036388;IPR036390;	PF00126;PF03459;	PTHR30432:SF1;PTHR30432;	ppu:PP_0360;	PPUT160488:G1G01-394-MONOMER;		WP_010951712.1;	Molybdenum;Reference proteome;Repeat;Transport
PP_0361	false	Q88QX3	Q88QX3_PSEPK	PP_0361	PP_0361	PP_0361	Competence protein ComF	unreviewed	1.0	243			IPR051910;IPR029057;IPR000836;	PF00156;	PTHR47505;PTHR47505:SF1;	ppu:PP_0361;	PPUT160488:G1G01-395-MONOMER;		WP_010951713.1;	Reference proteome
bioB	false	Q88QX2	BIOB_PSEPK	bioB	PP_0362	bioB PP_0362 PP0362	Biotin synthase (EC 2.8.1.6)	reviewed	3.0	352	2.8.1.6	GO:0004076; GO:0005506; GO:0009102; GO:0051537; GO:0051539	IPR013785;IPR010722;IPR002684;IPR024177;IPR006638;IPR007197;IPR058240;	PF06968;PF04055;	PTHR22976;PTHR22976:SF2;	ppu:PP_0362;	PPUT160488:G1G01-396-MONOMER;	UPA00078;	WP_010951714.1;	2Fe-2S;4Fe-4S;Biotin biosynthesis;Iron;Iron-sulfur;Metal-binding;Reference proteome;S-adenosyl-L-methionine;Transferase
bioF	false	Q88QX1	BIOF_PSEPK	bioF	PP_0363	bioF PP_0363 PP0363	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	reviewed	3.0	390	2.3.1.47	GO:0008710; GO:0009102; GO:0030170	IPR004839;IPR050087;IPR004723;IPR022834;IPR015424;IPR015421;IPR015422;	PF00155;	PTHR13693:SF100;PTHR13693;	ppu:PP_0363;	PPUT160488:G1G01-397-MONOMER;	UPA00078;	WP_010951715.1;	Biotin biosynthesis;Pyridoxal phosphate;Reference proteome;Transferase
bioH	false	Q88QX0	Q88QX0_PSEPK	bioH	PP_0364	bioH PP_0364	Pimeloyl-[acp] methyl ester esterase (EC 3.1.1.1, EC 3.1.1.85)	unreviewed	1.0	243	3.1.1.1; 3.1.1.85	GO:0090499; GO:0106435	IPR000073;IPR029058;IPR050228;	PF12697;	PTHR43194;PTHR43194:SF5;	ppu:PP_0364;	PPUT160488:G1G01-398-MONOMER;		WP_010951716.1;	Hydrolase;Reference proteome
bioC	false	Q88QW9	Q88QW9_PSEPK	bioC	PP_0365	bioC PP_0365	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	unreviewed	2.0	272	2.1.1.197	GO:0008757; GO:0009102; GO:0010340; GO:0032259; GO:0102130	IPR011814;IPR050602;IPR013216;IPR029063;	PF08241;	PTHR13090;PTHR13090:SF1;	ppu:PP_0365;	PPUT160488:G1G01-399-MONOMER;	UPA00078;	WP_010951717.1;	Biotin biosynthesis;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
bioD	false	Q88QW8	Q88QW8_PSEPK	bioD	PP_0366	bioD PP_0366	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	unreviewed	3.0	226	6.3.3.3	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102; GO:0042803	IPR004472;IPR027417;	PF13500;	PTHR43210;PTHR43210:SF5;	ppu:PP_0366;	PPUT160488:G1G01-400-MONOMER;	UPA00078;	WP_010951718.1;	ATP-binding;Biotin biosynthesis;Cytoplasm;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome
PP_0367	false	Q88QW7	Q88QW7_PSEPK	PP_0367	PP_0367	PP_0367	Pyrroloquinoline quinone biosynthesis protein PqqE	unreviewed	1.0	111						ppu:PP_0367;	PPUT160488:G1G01-401-MONOMER;			Reference proteome
PP_0368	false	Q88QW6	Q88QW6_PSEPK	PP_0368	PP_0368	PP_0368	3-methylmercaptopropionyl-CoA dehydrogenase (EC 1.3.99.41)	unreviewed	2.0	601	1.3.99.41	GO:0016627; GO:0050660	IPR025878;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052166;	PF00441;PF12806;PF02770;PF02771;	PTHR42803;PTHR42803:SF1;	ppu:PP_0368;	PPUT160488:G1G01-402-MONOMER;		WP_010951720.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome
PP_0369	false	Q88QW5	Q88QW5_PSEPK	PP_0369	PP_0369	PP_0369	diguanylate cyclase (EC 2.7.7.65)	unreviewed	2.0	427	2.7.7.65	GO:0005886; GO:0043709; GO:0052621; GO:1902201	IPR050469;IPR000160;IPR029787;IPR043128;	PF00990;	PTHR45138:SF9;PTHR45138;	ppu:PP_0369;	PPUT160488:G1G01-403-MONOMER;		WP_049587145.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_0370	false	Q88QW4	Q88QW4_PSEPK	PP_0370	PP_0370	PP_0370	3-methylmercaptopropionyl-CoA dehydrogenase (EC 1.3.99.41)	unreviewed	2.0	592	1.3.99.41	GO:0016627; GO:0050660	IPR025878;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052166;	PF00441;PF12806;PF02770;PF02771;	PTHR42803;PTHR42803:SF1;	ppu:PP_0370;	PPUT160488:G1G01-404-MONOMER;		WP_010951722.1;	FAD;Flavoprotein;Oxidoreductase;Reference proteome
PP_0371	false	Q88QW3	Q88QW3_PSEPK	PP_0371	PP_0371	PP_0371	Transcriptional regulator, LysR family	unreviewed	1.0	307		GO:0003677; GO:0003700; GO:0006351; GO:0032993	IPR000847;IPR005119;IPR036388;IPR036390;	PF00126;PF03466;	PTHR30346:SF28;PTHR30346;	ppu:PP_0371;	PPUT160488:G1G01-406-MONOMER;		WP_010951723.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
aruC	false	Q88QW2	Q88QW2_PSEPK	aruC	PP_0372	aruC PP_0372	Acetylornithine aminotransferase 2 (EC 2.6.1.11, EC 2.6.1.13)	unreviewed	2.0	426	2.6.1.11; 2.6.1.13	GO:0003992; GO:0004587; GO:0030170; GO:0042802	IPR005814;IPR049704;IPR050103;IPR015424;IPR015421;IPR015422;	PF00202;	PTHR11986:SF79;PTHR11986;	ppu:PP_0372;	PPUT160488:G1G01-407-MONOMER;		WP_010951724.1;	Aminotransferase;Pyridoxal phosphate;Reference proteome;Transferase
yqaE	false	Q88QW1	Q88QW1_PSEPK	yqaE	PP_0373	yqaE PP_0373	YqaE/Pmp3 family membrane protein	unreviewed	1.0	52		GO:0016020	IPR000612;	PF01679;	PTHR21659;PTHR21659:SF42;	ppu:PP_0373;	PPUT160488:G1G01-408-MONOMER;		WP_003177654.1;	Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_0375	false	Q88QV9	Q88QV9_PSEPK	PP_0375	PP_0375	PP_0375	Prolyl oligopeptidase family protein	unreviewed	1.0	612		GO:0006508; GO:0008236	IPR029058;IPR001375;IPR050585;	PF00326;	PTHR43056;PTHR43056:SF5;	ppu:PP_0375;	PPUT160488:G1G01-410-MONOMER;		WP_010951726.1;	Hydrolase;Reference proteome
pqqE	false	Q88QV8	PQQE_PSEPK	pqqE	PP_0376	pqqE PP_0376	PqqA peptide cyclase (EC 1.21.98.4) (Coenzyme PQQ synthesis protein E) (Pyrroloquinoline quinone biosynthesis protein E)	reviewed	3.0	376	1.21.98.4	GO:0005506; GO:0009975; GO:0016491; GO:0018189; GO:0032324; GO:0051539; GO:1904047	IPR023885;IPR013785;IPR006638;IPR000385;IPR011843;IPR017200;IPR050377;IPR007197;IPR058240;	PF04055;PF13186;	PTHR11228:SF7;PTHR11228;	ppu:PP_0376;	PPUT160488:G1G01-411-MONOMER;	UPA00539;		4Fe-4S;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;PQQ biosynthesis;Reference proteome;S-adenosyl-L-methionine
pqqD1	false	Q88QV7	PQQD1_PSEPK	pqqD1	PP_0377	pqqD1 PP_0377	PqqA binding protein 1 (Coenzyme PQQ synthesis protein D 1) (Pyrroloquinoline quinone biosynthesis protein D 1)	reviewed	3.0	91		GO:0018189; GO:0048038	IPR008792;IPR022479;IPR041881;	PF05402;		ppu:PP_0377;	PPUT160488:G1G01-412-MONOMER;	UPA00539;	WP_010951728.1;	PQQ biosynthesis;Reference proteome
pqqC	false	Q88QV6	PQQC_PSEPK	pqqC	PP_0378	pqqC PP_0378	Pyrroloquinoline-quinone synthase (EC 1.3.3.11) (Coenzyme PQQ synthesis protein C) (Pyrroloquinoline quinone biosynthesis protein C)	reviewed	2.0	251	1.3.3.11	GO:0018189; GO:0033732	IPR016084;IPR011845;IPR039068;IPR004305;	PF03070;	PTHR40279:SF3;PTHR40279;	ppu:PP_0378;	PPUT160488:G1G01-413-MONOMER;	UPA00539;	WP_003255592.1;	Oxidoreductase;PQQ biosynthesis;Reference proteome
pqqB	false	Q88QV5	PQQB_PSEPK	pqqB	PP_0379	pqqB PP_0379	Coenzyme PQQ synthesis protein B (Pyrroloquinoline quinone biosynthesis protein B)	reviewed	2.0	303		GO:0018189	IPR001279;IPR011842;IPR036866;	PF12706;	PTHR42663:SF7;PTHR42663;	ppu:PP_0379;	PPUT160488:G1G01-414-MONOMER;	UPA00539;	WP_010951729.1;	3D-structure;PQQ biosynthesis;Reference proteome;Transport
pqqA	false	Q88QV4	PQQA_PSEPK	pqqA	PP_0380	pqqA PP_0380	Coenzyme PQQ synthesis protein A (Pyrroloquinoline quinone biosynthesis protein A)	reviewed	2.0	23		GO:0018189	IPR011725;	PF08042;		ppu:PP_0380;	PPUT160488:G1G01-415-MONOMER;	UPA00539;	WP_003243383.1;	PQQ biosynthesis;Reference proteome
pqqF	false	Q88QV3	PQQF_PSEPK	pqqF	PP_0381	pqqF PP_0381	Coenzyme PQQ synthesis protein F (EC 3.4.24.-) (Pyrroloquinoline quinone biosynthesis protein F)	reviewed	2.0	766	3.4.24.-	GO:0004222; GO:0006508; GO:0008270; GO:0018189	IPR011249;IPR011765;IPR001431;IPR050626;IPR011844;IPR054734;IPR054733;	PF00675;PF22456;PF22455;	PTHR43690:SF18;PTHR43690;	ppu:PP_0381;	PPUT160488:G1G01-416-MONOMER;	UPA00539;	WP_010951730.1;	Hydrolase;Metal-binding;Metalloprotease;PQQ biosynthesis;Protease;Reference proteome;Zinc
davA	false	Q88QV2	Q88QV2_PSEPK	davA	PP_0382	davA PP_0382	5-aminopentanamidase (EC 3.5.1.30)	unreviewed	1.0	264	3.5.1.30	GO:0033388; GO:0047588; GO:0050126	IPR050345;IPR003010;IPR036526;IPR044083;IPR001110;	PF00795;	PTHR43674:SF2;PTHR43674;	ppu:PP_0382;	MetaCyc:MONOMER-12325;PPUT160488:G1G01-417-MONOMER;		WP_010951731.1;	Hydrolase;Reference proteome
davB	false	Q88QV1	Q88QV1_PSEPK	davB	PP_0383	davB PP_0383	Tryptophan 2-monooxygenase (EC 1.13.12.3)	unreviewed	2.0	560	1.13.12.3	GO:0009851; GO:0050361	IPR002937;IPR036188;IPR050281;	PF01593;	PTHR10742;PTHR10742:SF410;	ppu:PP_0383;	PPUT160488:G1G01-418-MONOMER;		WP_010951732.1;	Auxin biosynthesis;Oxidoreductase;Reference proteome
PP_0384	false	Q88QV0	Q88QV0_PSEPK	PP_0384	PP_0384	PP_0384	Transcriptional regulator, AsnC family	unreviewed	1.0	153		GO:0005829; GO:0006351; GO:0043200; GO:0043565	IPR000485;IPR011008;IPR019888;IPR019887;IPR036388;IPR036390;	PF01037;PF13404;	PTHR30154:SF53;PTHR30154;	ppu:PP_0384;	PPUT160488:G1G01-419-MONOMER;		WP_010951733.1;	DNA-binding;Reference proteome;Transcription;Transcription regulation
PP_0385	false	Q88QU9	Q88QU9_PSEPK	PP_0385	PP_0385	PP_0385	Serine acetyltransferase (EC 2.3.1.30)	unreviewed	1.0	184	2.3.1.30	GO:0009001	IPR045304;IPR011004;		PTHR42811;	ppu:PP_0385;	PPUT160488:G1G01-420-MONOMER;		WP_003255582.1;	Acyltransferase;Reference proteome;Transferase
PP_0386	false	Q88QU8	Q88QU8_PSEPK	PP_0386	PP_0386	PP_0386	cyclic-guanylate-specific phosphodiesterase (EC 3.1.4.52)	unreviewed	2.0	1247	3.1.4.52	GO:0005886; GO:0071111; GO:0071732	IPR052155;IPR001633;IPR035919;IPR000160;IPR029787;IPR001610;IPR000014;IPR000700;IPR035965;IPR013655;IPR043128;IPR001638;	PF00563;PF00990;PF08447;PF13426;PF00497;	PTHR44757:SF2;PTHR44757;	ppu:PP_0386;	PPUT160488:G1G01-423-MONOMER;		WP_010951734.1;	c-di-GMP;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix
rpoD	false	Q88QU7	Q88QU7_PSEPK	rpoD	PP_0387	rpoD PP_0387	RNA polymerase sigma factor RpoD (Sigma-70)	unreviewed	2.0	616		GO:0003677; GO:0005737; GO:0006352; GO:0016987	IPR014284;IPR000943;IPR009042;IPR007627;IPR007624;IPR007630;IPR007631;IPR007127;IPR042189;IPR013325;IPR013324;IPR012760;IPR050239;IPR028630;IPR036388;	PF04546;PF03979;PF00140;PF04542;PF04539;PF04545;	PTHR30603;PTHR30603:SF60;	ppu:PP_0387;	PPUT160488:G1G01-424-MONOMER;		WP_003255578.1;	Cytoplasm;DNA-binding;Reference proteome;Sigma factor;Transcription;Transcription regulation
dnaG	false	P0A118	DNAG_PSEPK	dnaG	PP_0388	dnaG PP_0388	DNA primase (EC 2.7.7.101)	reviewed	3.0	660	2.7.7.101	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006269; GO:0008270; GO:1990077	IPR016136;IPR037068;IPR019475;IPR006295;IPR013173;IPR036977;IPR030846;IPR013264;IPR050219;IPR034151;IPR006171;IPR002694;	PF10410;PF08278;PF08275;PF13662;PF01807;	PTHR30313;PTHR30313:SF2;	ppu:PP_0388;	PPUT160488:G1G01-425-MONOMER;		WP_010951735.1;	DNA replication;DNA-binding;DNA-directed RNA polymerase;Magnesium;Metal-binding;Nucleotidyltransferase;Primosome;Reference proteome;Transcription;Transferase;Zinc;Zinc-finger
rpsU	false	P0A165	RS21_PSEPK	rpsU	PP_0389	rpsU PP_0389	Small ribosomal subunit protein bS21 (30S ribosomal protein S21)	reviewed	2.0	71		GO:0003735; GO:0005840; GO:0006412; GO:1990904	IPR001911;IPR018278;IPR038380;	PF01165;	PTHR21109;PTHR21109:SF22;	ppu:PP_0389;	PPUT160488:G1G01-426-MONOMER;		WP_003255575.1;	Reference proteome;Ribonucleoprotein;Ribosomal protein
tsaD	false	Q88QU6	TSAD_PSEPK	tsaD	PP_0390	tsaD gcp PP_0390	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	reviewed	3.0	341	2.3.1.234	GO:0002949; GO:0005506; GO:0005737; GO:0061711	IPR043129;IPR000905;IPR017861;IPR022450;	PF00814;	PTHR11735;PTHR11735:SF6;	ppu:PP_0390;	PPUT160488:G1G01-427-MONOMER;		WP_010951736.1;	Acyltransferase;Cytoplasm;Iron;Metal-binding;Reference proteome;Transferase;tRNA processing
plsY	false	Q88QU5	PLSY_PSEPK	plsY	PP_0391	plsY PP_0391	Glycerol-3-phosphate acyltransferase (Acyl-PO4 G3P acyltransferase) (Acyl-phosphate--glycerol-3-phosphate acyltransferase) (G3P acyltransferase) (GPAT) (EC 2.3.1.275) (Lysophosphatidic acid synthase) (LPA synthase)	reviewed	3.0	189	2.3.1.275	GO:0005886; GO:0008654; GO:0043772	IPR003811;	PF02660;	PTHR30309:SF0;PTHR30309;	ppu:PP_0391;	PPUT160488:G1G01-428-MONOMER;	UPA00085;	WP_010951737.1;	Cell inner membrane;Cell membrane;Lipid biosynthesis;Lipid metabolism;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase;Transmembrane;Transmembrane helix
folB	false	Q88QU4	Q88QU4_PSEPK	folB	PP_0392	folB PP_0392	7,8-dihydroneopterin aldolase (EC 4.1.2.25)	unreviewed	2.0	118	4.1.2.25	GO:0004150; GO:0005737; GO:0016853; GO:0046654; GO:0046656	IPR006156;IPR006157;IPR043133;	PF02152;	PTHR42844;PTHR42844:SF1;	ppu:PP_0392;	PPUT160488:G1G01-429-MONOMER;	UPA00077;	WP_004576188.1;	Folate biosynthesis;Isomerase;Lyase;Reference proteome
PP_0393	false	Q88QU3	Q88QU3_PSEPK	PP_0393	PP_0393	PP_0393	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase (EC 2.7.6.3)	unreviewed	2.0	169	2.7.6.3	GO:0003848; GO:0005524; GO:0016301; GO:0046654; GO:0046656	IPR000550;IPR035907;	PF01288;	PTHR43071;PTHR43071:SF2;	ppu:PP_0393;	PPUT160488:G1G01-430-MONOMER;	UPA00077;	WP_010951738.1;	ATP-binding;Folate biosynthesis;Kinase;Nucleotide-binding;Reference proteome;Transferase
cca	false	Q88QU2	CCA_PSEPK	cca	PP_0394	cca PP_0394	Multifunctional CCA protein [Includes: CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl-transferase) (tRNA nucleotidyltransferase) (tRNA-NT); 2'-nucleotidase (EC 3.1.3.-); 2',3'-cyclic phosphodiesterase (EC 3.1.4.-); Phosphatase (EC 3.1.3.-)]	reviewed	3.0	368	2.7.7.72; 3.1.3.-; 3.1.4.-	GO:0000049; GO:0000287; GO:0001680; GO:0004112; GO:0004810; GO:0005524; GO:0016791; GO:0042245; GO:0160016	IPR012006;IPR043519;IPR002646;IPR032828;IPR050124;	PF01743;PF12627;	PTHR47545;PTHR47545:SF1;	ppu:PP_0394;	PPUT160488:G1G01-431-MONOMER;		WP_010951739.1;	ATP-binding;Hydrolase;Magnesium;Metal-binding;Multifunctional enzyme;Nickel;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;RNA repair;RNA-binding;Transferase;tRNA processing
ycgB	false	Q88QU1	Q88QU1_PSEPK	ycgB	PP_0395	ycgB PP_0395	Type IV piliation protein	unreviewed	1.0	522			IPR007390;IPR057008;IPR056174;IPR057270;	PF04293;PF24755;	PTHR30029;PTHR30029:SF2;	ppu:PP_0395;	PPUT160488:G1G01-432-MONOMER;		WP_010951740.1;	Reference proteome
PP_0396	false	P59351	Y396_PSEPK	PP_0396	PP_0396	PP_0396	UPF0229 protein PP_0396	reviewed	1.0	423			IPR006698;	PF04285;	PTHR30510;PTHR30510:SF2;	ppu:PP_0396;	PPUT160488:G1G01-433-MONOMER;		WP_003255564.1;	Reference proteome
yeaG	false	Q88QU0	Q88QU0_PSEPK	yeaG	PP_0397	yeaG PP_0397	Protein kinase (EC 2.7.11.1)	unreviewed	1.0	640	2.7.11.1	GO:0004674	IPR027417;IPR013153;IPR016230;IPR010650;IPR057741;	PF08298;PF06798;	PTHR30267;PTHR30267:SF2;	ppu:PP_0397;	PPUT160488:G1G01-434-MONOMER;		WP_003255563.1;	Kinase;Reference proteome;Transferase
glpE	false	Q88QT9	GLPE_PSEPK	glpE	PP_0398	glpE PP_0398	Thiosulfate sulfurtransferase GlpE (EC 2.8.1.1)	reviewed	2.0	110	2.8.1.1	GO:0004792; GO:0005737; GO:0103041	IPR050229;IPR001763;IPR036873;IPR023695;	PF00581;	PTHR43031;PTHR43031:SF6;	ppu:PP_0398;	PPUT160488:G1G01-435-MONOMER;		WP_010951742.1;	Cytoplasm;Reference proteome;Transferase
apaH	false	Q88QT8	APAH_PSEPK	apaH	PP_0399	apaH PP_0399	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41) (Ap4A hydrolase) (Diadenosine 5',5'''-P1,P4-tetraphosphate pyrophosphohydrolase) (Diadenosine tetraphosphatase)	reviewed	2.0	288	3.6.1.41	GO:0008803	IPR004617;IPR004843;IPR029052;	PF00149;	PTHR40942;PTHR40942:SF4;	ppu:PP_0399;	PPUT160488:G1G01-436-MONOMER;		WP_004576191.1;	Hydrolase;Reference proteome
apaG	false	Q88QT7	APAG_PSEPK	apaG	PP_0400	apaG PP_0400	Protein ApaG	reviewed	1.0	126		GO:0070987	IPR007474;IPR036767;IPR023065;	PF04379;	PTHR14289;PTHR14289:SF16;	ppu:PP_0400;	PPUT160488:G1G01-437-MONOMER;		WP_003255559.1;	Reference proteome
rsmA	false	Q88QT6	RSMA_PSEPK	rsmA	PP_0401	rsmA ksgA PP_0401	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	reviewed	3.0	267	2.1.1.182	GO:0003723; GO:0005829; GO:0052908	IPR001737;IPR023165;IPR020596;IPR020598;IPR011530;IPR029063;	PF00398;	PTHR11727;PTHR11727:SF7;	ppu:PP_0401;	PPUT160488:G1G01-438-MONOMER;		WP_003255558.1;	Cytoplasm;Methyltransferase;Reference proteome;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase
pdxA	false	Q88QT5	PDXA_PSEPK	pdxA	PP_0402	pdxA PP_0402	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase)	reviewed	3.0	329	1.1.1.262	GO:0000287; GO:0005737; GO:0008270; GO:0008615; GO:0042823; GO:0050570; GO:0050897; GO:0051287	IPR037510;IPR005255;	PF04166;	PTHR30004;PTHR30004:SF5;	ppu:PP_0402;	PPUT160488:G1G01-439-MONOMER;	UPA00244;	WP_003255557.1;	Cobalt;Cytoplasm;Magnesium;Metal-binding;NAD;NADP;Oxidoreductase;Pyridoxine biosynthesis;Reference proteome;Zinc
surA	false	Q88QT4	SURA_PSEPK	surA	PP_0403	surA PP_0403	Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA)	reviewed	3.0	427	5.2.1.8	GO:0003755; GO:0006457; GO:0030288; GO:0042277; GO:0043165; GO:0050821; GO:0051082	IPR050280;IPR046357;IPR000297;IPR023034;IPR015391;IPR027304;	PF00639;PF13616;PF09312;	PTHR47637;PTHR47637:SF1;	ppu:PP_0403;				Chaperone;Isomerase;Periplasm;Reference proteome;Repeat;Rotamase;Signal
lptD	false	A0A140FVZ0	A0A140FVZ0_PSEPK	lptD	PP_0404	lptD PP_0404	LPS-assembly protein LptD	unreviewed	2.0	940		GO:0009279; GO:0015920; GO:0043165; GO:1990351	IPR020889;IPR050218;IPR007543;IPR005653;	PF04453;PF03968;	PTHR30189;PTHR30189:SF1;	ppu:PP_0404;	PPUT160488:G1G01-441-MONOMER;		WP_049587154.1;	Cell outer membrane;Membrane;Reference proteome;Signal
amgK	false	Q88QT3	AMGK_PSEPK	amgK	PP_0405	amgK PP_0405	N-acetylmuramate/N-acetylglucosamine kinase (MurNAc/GlcNAc kinase) (EC 2.7.1.221) (Anomeric sugar kinase)	reviewed	4.0	339	2.7.1.221	GO:0005524; GO:0008360; GO:0009252; GO:0009254; GO:0019200; GO:0046677; GO:0071555; GO:0097172	IPR002575;IPR011009;	PF01636;	PTHR33540:SF1;PTHR33540;	ppu:PP_0405;	MetaCyc:G1G01-442-MONOMER;PPUT160488:G1G01-442-MONOMER;	UPA00544;	WP_010951744.1;	Antibiotic resistance;ATP-binding;Carbohydrate metabolism;Cell shape;Cell wall biogenesis/degradation;Kinase;Nucleotide-binding;Peptidoglycan synthesis;Reference proteome;Transferase
murU	false	Q88QT2	MURU_PSEPK	murU	PP_0406	murU PP_0406	N-acetylmuramate alpha-1-phosphate uridylyltransferase (MurNAc-1P uridylyltransferase) (MurNAc-alpha-1P uridylyltransferase) (EC 2.7.7.99)	reviewed	5.0	223	2.7.7.99	GO:0000287; GO:0002134; GO:0008360; GO:0009252; GO:0009254; GO:0046677; GO:0070569; GO:0071555; GO:0097172; GO:0097367	IPR050065;IPR054790;IPR005835;IPR029044;	PF00483;	PTHR43584:SF8;PTHR43584;	ppu:PP_0406;	MetaCyc:G1G01-443-MONOMER;PPUT160488:G1G01-443-MONOMER;	UPA00544;	WP_010951745.1;	3D-structure;Antibiotic resistance;Carbohydrate metabolism;Cell shape;Cell wall biogenesis/degradation;Magnesium;Metal-binding;Nucleotidyltransferase;Peptidoglycan synthesis;Reference proteome;Transferase
djlA	false	Q88QT1	Q88QT1_PSEPK	djlA	PP_0407	djlA PP_0407	DnaJ-like protein DjlA	unreviewed	1.0	255			IPR007791;IPR001623;IPR036869;IPR029024;	PF27507;PF00226;PF05099;		ppu:PP_0407;	PPUT160488:G1G01-444-MONOMER;		WP_010951746.1;	Chaperone;Membrane;Reference proteome;Transmembrane;Transmembrane helix
PP_0408	false	Q88QT0	Q88QT0_PSEPK	PP_0408	PP_0408	PP_0408	Hydrolase or acyltransferase	unreviewed	1.0	332			IPR029058;IPR022529;	PF12048;		ppu:PP_0408;	PPUT160488:G1G01-445-MONOMER;		WP_010951747.1;	Reference proteome;Signal
