Entry	Entry Name	Gene Names	Protein names	Organism (ID)	Length	Reviewed	Annotation	Function [CC]	EC number	Gene Ontology IDs	InterPro	Pfam	PANTHER	KEGG	BioCyc	UniPathway	RefSeq	Keywords
Q88LD5	Q88LD5_PSEPK	purF PP_2000	Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase)	160488	501	unreviewed	3.0	FUNCTION: Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine. {ECO:0000256|HAMAP-Rule:MF_01931}.	2.4.2.14	GO:0000287; GO:0004044; GO:0006189; GO:0009113	IPR017932;IPR029055;IPR029057;IPR000836;IPR005854;IPR035584;	PF13522;PF00156;	PTHR11907;	ppu:PP_2000;	PPUT160488:G1G01-2130-MONOMER;	UPA00074;	WP_003247207.1;	Coiled coil;Glutamine amidotransferase;Glycosyltransferase;Magnesium;Metal-binding;Purine biosynthesis;Reference proteome;Transferase
Q88MA2	Q88MA2_PSEPK	cobO PP_1672	Corrinoid adenosyltransferase (EC 2.5.1.17) (Cob(II)alamin adenosyltransferase) (Cob(II)yrinic acid a,c-diamide adenosyltransferase)	160488	203	unreviewed	3.0	FUNCTION: Required for both de novo synthesis of the corrin ring for the assimilation of exogenous corrinoids. Participates in the adenosylation of a variety of incomplete and complete corrinoids. {ECO:0000256|ARBA:ARBA00024929, ECO:0000256|PIRNR:PIRNR015617}.	2.5.1.17	GO:0005524; GO:0005737; GO:0006779; GO:0008817; GO:0009236	IPR003724;IPR025826;IPR027417;	PF12557;PF02572;	PTHR46638;PTHR46638:SF1;	ppu:PP_1672;	PPUT160488:G1G01-1770-MONOMER;	UPA00148;	WP_003252448.1;	ATP-binding;Cobalamin biosynthesis;Cytoplasm;Nucleotide-binding;Porphyrin biosynthesis;Reference proteome;Transferase
Q88N67	Q88N67_PSEPK	PP_1348	8-oxo-dGTP diphosphatase (EC 3.6.1.55) (7,8-dihydro-8-oxoguanine-triphosphatase) (Mutator protein MutT) (dGTP pyrophosphohydrolase)	160488	314	unreviewed	3.0		3.6.1.55	GO:0006260; GO:0006281; GO:0008413; GO:0035539; GO:0044715; GO:0044716; GO:0046872	IPR013785;IPR003561;IPR047127;IPR029119;IPR020476;IPR015797;IPR020084;IPR000086;IPR036206;IPR022998;	PF14815;PF02581;	PTHR47707;PTHR47707:SF1;	ppu:PP_1348;	PPUT160488:G1G01-1436-MONOMER;		WP_010952463.1;	DNA damage;DNA repair;DNA replication;Hydrolase;Magnesium;Metal-binding;Mutator protein;Reference proteome
Q88N82	Q88N82_PSEPK	ftsI PP_1331	Peptidoglycan D,D-transpeptidase FtsI (EC 3.4.16.4) (Penicillin-binding protein 3) (PBP-3)	160488	582	unreviewed	3.0	FUNCTION: Catalyzes cross-linking of the peptidoglycan cell wall at the division septum. {ECO:0000256|HAMAP-Rule:MF_02080}.	3.4.16.4	GO:0000917; GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0008955; GO:0009002; GO:0009252; GO:0043093; GO:0071555	IPR050515;IPR012338;IPR037532;IPR005311;IPR036138;IPR001460;	PF03717;PF00905;	PTHR30627;PTHR30627:SF1;	ppu:PP_1331;	PPUT160488:G1G01-1418-MONOMER;	UPA00219;		Carboxypeptidase;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Hydrolase;Membrane;Peptidoglycan synthesis;Protease;Reference proteome;Septation;Transmembrane;Transmembrane helix
Q88NS9	Q88NS9_PSEPK	dinG PP_1125	ATP-dependent DNA helicase DinG (EC 5.6.2.3) (DNA 5'-3' helicase DinG)	160488	714	unreviewed	3.0	FUNCTION: DNA-dependent ATPase and 5'-3' DNA helicase. Unwinds D-loops, R-loops, forked DNA and G-quadruplex DNA. {ECO:0000256|HAMAP-Rule:MF_02205}.	5.6.2.3	GO:0003677; GO:0005524; GO:0006281; GO:0009432; GO:0016887; GO:0033677; GO:0043139; GO:0046872; GO:0051539	IPR006555;IPR011545;IPR045028;IPR039000;IPR014013;IPR027417;	PF00270;PF13307;	PTHR11472:SF59;PTHR11472;	ppu:PP_1125;	PPUT160488:G1G01-1203-MONOMER;		WP_003254889.1;	4Fe-4S;ATP-binding;DNA-binding;Helicase;Hydrolase;Iron;Iron-sulfur;Isomerase;Metal-binding;Nucleotide-binding;Reference proteome
Q88P43	Q88P43_PSEPK	edd PP_1010	Phosphogluconate dehydratase (EC 4.2.1.12)	160488	608	unreviewed	3.0	FUNCTION: Catalyzes the dehydration of 6-phospho-D-gluconate to 2-dehydro-3-deoxy-6-phospho-D-gluconate. {ECO:0000256|HAMAP-Rule:MF_02094}.	4.2.1.12	GO:0004456; GO:0005829; GO:0009255; GO:0019521; GO:0046872; GO:0051539	IPR004786;IPR042096;IPR020558;IPR056740;IPR000581;IPR037237;	PF24877;PF00920;	PTHR43661;PTHR43661:SF1;	ppu:PP_1010;	PPUT160488:G1G01-1083-MONOMER;	UPA00226;	WP_003255057.1;	4Fe-4S;Carbohydrate metabolism;Gluconate utilization;Iron;Iron-sulfur;Lyase;Metal-binding;Reference proteome
Q88P95	Q88P95_PSEPK	kdsD PP_0957	Arabinose 5-phosphate isomerase (API) (EC 5.3.1.13)	160488	324	unreviewed	3.0		5.3.1.13	GO:0005975; GO:0019146; GO:0046872; GO:0097367; GO:1901135	IPR000644;IPR046342;IPR050986;IPR004800;IPR001347;IPR046348;IPR035474;	PF00571;PF01380;	PTHR42745;PTHR42745:SF1;	ppu:PP_0957;	PPUT160488:G1G01-1031-MONOMER;		WP_010952149.1;	CBS domain;Isomerase;Metal-binding;Reference proteome;Repeat;Zinc
Q88PV6	Q88PV6_PSEPK	PP_0742	Renalase (EC 1.6.3.5)	160488	328	unreviewed	3.0	FUNCTION: Catalyzes the oxidation of the 1,2-dihydro- and 1,6-dihydro- isomeric forms of beta-NAD(P) back to beta-NAD(P)+. May serve to protect primary metabolism dehydrogenases from inhibition by the 1,2-dihydro- and 1,6-dihydro-beta-NAD(P) isomers. {ECO:0000256|HAMAP-Rule:MF_02074}.	1.6.3.5	GO:0050660; GO:0050661; GO:0050664; GO:0051287	IPR002937;IPR034721;IPR036188;	PF01593;PF13450;	PTHR16128;PTHR16128:SF5;	ppu:PP_0742;	PPUT160488:G1G01-817-MONOMER;		WP_010951987.1;	FAD;Flavoprotein;NAD;NADP;Nucleotide-binding;Oxidoreductase;Reference proteome
Q88Q93	Q88Q93_PSEPK	ribF PP_0602	Riboflavin biosynthesis protein [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)]	160488	316	unreviewed	3.0	FUNCTION: Catalyzes the phosphorylation of riboflavin to FMN followed by the adenylation of FMN to FAD. {ECO:0000256|ARBA:ARBA00002121}.	2.7.1.26; 2.7.7.2	GO:0003919; GO:0005524; GO:0006747; GO:0008531; GO:0009231; GO:0009398	IPR015864;IPR023468;IPR002606;IPR015865;IPR023465;IPR014729;	PF06574;PF01687;	PTHR22749:SF6;PTHR22749;	ppu:PP_0602;	PPUT160488:G1G01-659-MONOMER;	UPA00276;UPA00277;	WP_010951868.1;	ATP-binding;FAD;Flavoprotein;FMN;Kinase;Multifunctional enzyme;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase
Q88QF1	Q88QF1_PSEPK	eutB PP_0543	Ethanolamine ammonia-lyase large subunit (EAL large subunit) (EC 4.3.1.7)	160488	464	unreviewed	3.0	FUNCTION: Catalyzes the deamination of various vicinal amino-alcohols to oxo compounds. Allows this organism to utilize ethanolamine as the sole source of nitrogen and carbon in the presence of vitamin B12. {ECO:0000256|HAMAP-Rule:MF_00861}.	4.3.1.7	GO:0005829; GO:0006520; GO:0008851; GO:0009350; GO:0031419; GO:0031471; GO:0046336	IPR013785;IPR010628;IPR044939;IPR044941;	PF06751;	PTHR39329;PTHR39329:SF1;	ppu:PP_0543;	PPUT160488:G1G01-593-MONOMER;	UPA00560;	WP_010951821.1;	Bacterial microcompartment;Cobalamin;Cobalt;Lyase;Reference proteome
Q88QQ1	Q88QQ1_PSEPK	birA PP_0437	Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)	160488	319	unreviewed	3.0	FUNCTION: Acts both as a biotin--[acetyl-CoA-carboxylase] ligase and a biotin-operon repressor. In the presence of ATP, BirA activates biotin to form the BirA-biotinyl-5'-adenylate (BirA-bio-5'-AMP or holoBirA) complex. HoloBirA can either transfer the biotinyl moiety to the biotin carboxyl carrier protein (BCCP) subunit of acetyl-CoA carboxylase, or bind to the biotin operator site and inhibit transcription of the operon. {ECO:0000256|HAMAP-Rule:MF_00978}.	6.3.4.15	GO:0003677; GO:0004077; GO:0005524; GO:0005737; GO:0006351; GO:0006355	IPR045864;IPR030855;IPR004408;IPR004143;IPR013196;IPR008988;IPR036388;IPR036390;	PF03099;PF08279;	PTHR12835;PTHR12835:SF5;	ppu:PP_0437;	PPUT160488:G1G01-476-MONOMER;		WP_010951770.1;	ATP-binding;Biotin;DNA-binding;Ligase;Nucleotide-binding;Reference proteome;Repressor;Transcription;Transcription regulation
Q88QQ7	Q88QQ7_PSEPK	PP_0431	Protoporphyrinogen IX oxidase (PPO) (EC 1.3.99.-)	160488	141	unreviewed	3.0	FUNCTION: Catalyzes the oxidation of protoporphyrinogen IX to protoporphyrin IX. {ECO:0000256|HAMAP-Rule:MF_02239, ECO:0000256|PIRNR:PIRNR004638}.	1.3.99.-	GO:0005886; GO:0006782; GO:0046872; GO:0070818	IPR005265;	PF03653;	PTHR40255:SF1;PTHR40255;	ppu:PP_0431;	PPUT160488:G1G01-467-MONOMER;	UPA00251;	WP_010951764.1;	Cell membrane;Heme;Iron;Membrane;Metal-binding;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix
Q88QW8	Q88QW8_PSEPK	bioD PP_0366	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	160488	226	unreviewed	3.0	FUNCTION: Catalyzes a mechanistically unusual reaction, the ATP-dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA, also called 7,8-diammoniononanoate) to form a ureido ring. {ECO:0000256|HAMAP-Rule:MF_00336}.	6.3.3.3	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102; GO:0042803	IPR004472;IPR027417;	PF13500;	PTHR43210;PTHR43210:SF5;	ppu:PP_0366;	PPUT160488:G1G01-400-MONOMER;	UPA00078;	WP_010951718.1;	ATP-binding;Biotin biosynthesis;Cytoplasm;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome
A0A140FWS4	A0A140FWS4_PSEPK	ubiB PP_5013	Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB)	160488	540	unreviewed	3.0	FUNCTION: Is probably a protein kinase regulator of UbiI activity which is involved in aerobic coenzyme Q (ubiquinone) biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00414}.	2.7.-.-	GO:0004672; GO:0005524; GO:0005886; GO:0006744; GO:0010795; GO:0016491	IPR004147;IPR011009;IPR010232;IPR045308;IPR050154;	PF03109;PF27517;PF27536;	PTHR10566;PTHR10566:SF113;	ppu:PP_5013;	PPUT160488:G1G01-5358-MONOMER;	UPA00232;	WP_049587492.1;	ATP-binding;Cell inner membrane;Cell membrane;Kinase;Membrane;Nucleotide-binding;Oxidoreductase;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Ubiquinone biosynthesis
Q88C31	Q88C31_PSEPK	uvrD PP_5352	DNA helicase II (EC 5.6.2.4) (DNA 3'-5' helicase II)	160488	728	unreviewed	3.0		5.6.2.4	GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0006260; GO:0016887; GO:0033202; GO:0042802; GO:0043138	IPR013986;IPR014017;IPR000212;IPR027417;IPR014016;	PF00580;PF13361;	PTHR11070:SF2;PTHR11070;	ppu:PP_5352;	PPUT160488:G1G01-5708-MONOMER;		WP_010955837.1;	ATP-binding;DNA damage;DNA repair;DNA replication;DNA-binding;Helicase;Hydrolase;Isomerase;Nucleotide-binding;Reference proteome
Q88C32	Q88C32_PSEPK	zwf PP_5351	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	160488	485	unreviewed	3.0	FUNCTION: Catalyzes the oxidation of glucose 6-phosphate to 6-phosphogluconolactone. {ECO:0000256|HAMAP-Rule:MF_00966}.	1.1.1.49	GO:0004345; GO:0005829; GO:0006006; GO:0009051; GO:0050661	IPR001282;IPR019796;IPR022675;IPR022674;IPR036291;	PF02781;PF00479;	PTHR23429:SF0;PTHR23429;	ppu:PP_5351;	PPUT160488:G1G01-5707-MONOMER;	UPA00115;		Carbohydrate metabolism;Glucose metabolism;NADP;Oxidoreductase;Reference proteome
Q88CR9	Q88CR9_PSEPK	ftsY PP_5111	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	160488	494	unreviewed	3.0	FUNCTION: Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC). Interaction with SRP-RNC leads to the transfer of the RNC complex to the Sec translocase for insertion into the membrane, the hydrolysis of GTP by both Ffh and FtsY, and the dissociation of the SRP-FtsY complex into the individual components. {ECO:0000256|ARBA:ARBA00053570, ECO:0000256|HAMAP-Rule:MF_00920}.	3.6.5.4	GO:0003924; GO:0005047; GO:0005525; GO:0005737; GO:0005886; GO:0006614	IPR003593;IPR027417;IPR013822;IPR004390;IPR036225;IPR000897;IPR042101;	PF00448;PF02881;	PTHR43134;PTHR43134:SF1;	ppu:PP_5111;	PPUT160488:G1G01-5455-MONOMER;		WP_010955649.1;	Cell inner membrane;Cell membrane;Cytoplasm;GTP-binding;Hydrolase;Membrane;Nucleotide-binding;Receptor;Reference proteome
Q88CY1	Q88CY1_PSEPK	glnG ntrC PP_5048	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I))	160488	478	unreviewed	3.0	FUNCTION: Member of the two-component regulatory system NtrB/NtrC, which controls expression of the nitrogen-regulated (ntr) genes in response to nitrogen limitation. Phosphorylated NtrC binds directly to DNA and stimulates the formation of open promoter-sigma54-RNA polymerase complexes. {ECO:0000256|RuleBase:RU365013}.		GO:0000156; GO:0000976; GO:0001216; GO:0001217; GO:0005524; GO:0005737; GO:0006351; GO:0006808; GO:0032993; GO:0045892	IPR003593;IPR058031;IPR011006;IPR009057;IPR002197;IPR027417;IPR001789;IPR002078;IPR025662;IPR025943;IPR010114;	PF25601;PF02954;PF00072;PF00158;	PTHR32071:SF95;PTHR32071;	ppu:PP_5048;	PPUT160488:G1G01-5393-MONOMER;		WP_010955601.1;	Activator;ATP-binding;Cytoplasm;DNA-binding;Nitrogen fixation;Nucleotide-binding;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Two-component regulatory system
Q88D44	Q88D44_PSEPK	bioA PP_4984	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	160488	468	unreviewed	3.0	FUNCTION: Catalyzes the transfer of the alpha-amino group from S-adenosyl-L-methionine (SAM) to 7-keto-8-aminopelargonic acid (KAPA) to form 7,8-diaminopelargonic acid (DAPA). It is the only aminotransferase known to utilize SAM as an amino donor. {ECO:0000256|HAMAP-Rule:MF_00834}.	2.6.1.62	GO:0004015; GO:0005737; GO:0009102; GO:0030170	IPR005814;IPR049704;IPR005815;IPR015424;IPR015421;IPR015422;	PF00202;	PTHR42684;PTHR42684:SF17;	ppu:PP_4984;	PPUT160488:G1G01-5329-MONOMER;	UPA00078;	WP_010955554.1;	Aminotransferase;Biotin biosynthesis;Cytoplasm;Pyridoxal phosphate;Reference proteome;S-adenosyl-L-methionine;Transferase
Q88D82	Q88D82_PSEPK	rlmJ PP_4945	Ribosomal RNA large subunit methyltransferase J (EC 2.1.1.266) (23S rRNA (adenine(2030)-N6)-methyltransferase) (23S rRNA m6A2030 methyltransferase)	160488	278	unreviewed	3.0	FUNCTION: Specifically methylates the adenine in position 2030 of 23S rRNA. {ECO:0000256|HAMAP-Rule:MF_00934}.	2.1.1.266	GO:0003723; GO:0005829; GO:0036307; GO:0070475	IPR007473;IPR029063;	PF04378;	PTHR37426;PTHR37426:SF1;	ppu:PP_4945;	PPUT160488:G1G01-5288-MONOMER;		WP_010955521.1;	Methyltransferase;Reference proteome;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Transferase
Q88DB5	Q88DB5_PSEPK	parC PP_4912	DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)	160488	752	unreviewed	3.0	FUNCTION: Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule. {ECO:0000256|HAMAP-Rule:MF_00936}.	5.6.2.2	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0006265; GO:0007059; GO:0009330; GO:0019897	IPR006691;IPR035516;IPR013760;IPR013758;IPR013757;IPR002205;IPR005742;IPR050220;	PF03989;PF00521;	PTHR43493;PTHR43493:SF1;	ppu:PP_4912;	PPUT160488:G1G01-5254-MONOMER;		WP_010955494.1;	3D-structure;Cell membrane;DNA-binding;Isomerase;Membrane;Reference proteome;Topoisomerase
Q88DF2	Q88DF2_PSEPK	dnaB PP_4873	Replicative DNA helicase (EC 5.6.2.3)	160488	465	unreviewed	3.0	FUNCTION: The main replicative DNA helicase, it participates in initiation and elongation during chromosome replication. Travels ahead of the DNA replisome, separating dsDNA into templates for DNA synthesis. A processive ATP-dependent 5'-3' DNA helicase it has DNA-dependent ATPase activity. {ECO:0000256|ARBA:ARBA00044932, ECO:0000256|RuleBase:RU362085}.	5.6.2.3	GO:0003677; GO:0005524; GO:0005829; GO:0006269; GO:0016887; GO:0042802; GO:0043139; GO:1990077	IPR036185;IPR007692;IPR007694;IPR007693;IPR016136;IPR027417;	PF00772;PF03796;	PTHR30153:SF2;PTHR30153;	ppu:PP_4873;	PPUT160488:G1G01-5213-MONOMER;		WP_010955472.1;	ATP-binding;DNA replication;DNA-binding;Helicase;Hydrolase;Isomerase;Nucleotide-binding;Primosome;Reference proteome
Q88DX1	Q88DX1_PSEPK	pcnB PP_4697	Poly(A) polymerase I (PAP I) (EC 2.7.7.19)	160488	460	unreviewed	3.0	FUNCTION: Adds poly(A) tail to the 3' end of many RNAs, which usually targets these RNAs for decay. Plays a significant role in the global control of gene expression, through influencing the rate of transcript degradation, and in the general RNA quality control. {ECO:0000256|HAMAP-Rule:MF_00957}.	2.7.7.19	GO:0003723; GO:0005524; GO:0006351; GO:0006397; GO:0043633; GO:1990817	IPR043519;IPR002646;IPR010206;IPR025866;IPR032828;IPR052191;	PF01743;PF12626;PF12627;	PTHR43051;PTHR43051:SF1;	ppu:PP_4697;	PPUT160488:G1G01-5018-MONOMER;		WP_010955347.1;	ATP-binding;mRNA processing;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;RNA-binding;Transcription;Transferase
Q88DY9	Q88DY9_PSEPK	ilvH PP_4679	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	160488	163	unreviewed	3.0	FUNCTION: Catalyzes the conversion of 2 pyruvate molecules into acetolactate in the first common step of the biosynthetic pathway of the branched-amino acids such as leucine, isoleucine, and valine. {ECO:0000256|RuleBase:RU368092}.	2.2.1.6	GO:0003984; GO:0005829; GO:0009097; GO:0009099; GO:1990610	IPR004789;IPR027271;IPR019455;IPR045865;IPR002912;IPR039557;IPR054480;	PF22629;PF10369;	PTHR30239;PTHR30239:SF0;	ppu:PP_4679;	PPUT160488:G1G01-4997-MONOMER;	UPA00047;UPA00049;	WP_003250040.1;	Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Reference proteome;Transferase
Q88F35	Q88F35_PSEPK	hemN PP_4264	Coproporphyrinogen-III oxidase (EC 1.3.98.3)	160488	460	unreviewed	3.0		1.3.98.3	GO:0004109; GO:0005737; GO:0006782; GO:0046872; GO:0051539; GO:0051989	IPR004558;IPR034505;IPR006638;IPR010723;IPR007197;IPR058240;	PF06969;PF04055;	PTHR13932;PTHR13932:SF6;	ppu:PP_4264;	PPUT160488:G1G01-4537-MONOMER;	UPA00251;	WP_010955013.1;	4Fe-4S;Cytoplasm;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Porphyrin biosynthesis;Reference proteome;S-adenosyl-L-methionine
Q88FC3	Q88FC3_PSEPK	fabB PP_4175	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (3-oxoacyl-[acyl-carrier-protein] synthase I) (Beta-ketoacyl-ACP synthase I)	160488	406	unreviewed	3.0		2.3.1.41	GO:0004315; GO:0005524; GO:0005829; GO:0006633; GO:0016301	IPR000794;IPR018201;IPR014031;IPR014030;IPR020841;IPR023000;IPR016039;	PF00109;PF02801;	PTHR11712:SF306;PTHR11712;	ppu:PP_4175;	PPUT160488:G1G01-4441-MONOMER;	UPA00094;	WP_010954940.1;	Acyltransferase;ATP-binding;Cytoplasm;Fatty acid biosynthesis;Fatty acid metabolism;Kinase;Lipid biosynthesis;Lipid metabolism;Nucleotide-binding;Reference proteome;Transferase
Q88FP7	Q88FP7_PSEPK	zwfB zwf PP_4042	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	160488	501	unreviewed	3.0	FUNCTION: Catalyzes the oxidation of glucose 6-phosphate to 6-phosphogluconolactone. {ECO:0000256|HAMAP-Rule:MF_00966}.	1.1.1.49	GO:0004345; GO:0005829; GO:0006006; GO:0009051; GO:0050661	IPR001282;IPR019796;IPR022675;IPR022674;IPR036291;	PF02781;PF00479;	PTHR23429:SF0;PTHR23429;	ppu:PP_4042;	PPUT160488:G1G01-4307-MONOMER;	UPA00115;	WP_010954837.1;	Carbohydrate metabolism;Glucose metabolism;NADP;Oxidoreductase;Reference proteome
Q88H30	Q88H30_PSEPK	PP_3535	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	160488	596	unreviewed	3.0		2.3.2.2; 3.4.19.13	GO:0006750; GO:0006751; GO:0036374; GO:0103068	IPR051792;IPR043138;IPR000101;IPR043137;IPR029055;	PF01019;	PTHR43199;PTHR43199:SF1;	ppu:PP_3535;	PPUT160488:G1G01-3771-MONOMER;	UPA00204;	WP_010954392.1;	Acyltransferase;Glutathione biosynthesis;Hydrolase;Reference proteome;Signal;Transferase;Zymogen
Q88I47	Q88I47_PSEPK	pagL-II PP_3154	Lipid A deacylase (EC 3.1.1.77) (LPS 3-O-deacylase) (Outer membrane enzyme)	160488	173	unreviewed	3.0	FUNCTION: Has lipid A 3-O-deacylase activity. Hydrolyzes the ester bond at the 3 position of lipid A, a bioactive component of lipopolysaccharide (LPS), thereby releasing the primary fatty acyl moiety. {ECO:0000256|PIRNR:PIRNR029681}.	3.1.1.77	GO:0009279; GO:0050528	IPR018550;	PF09411;		ppu:PP_3154;	PPUT160488:G1G01-3373-MONOMER;		WP_020193020.1;	Cell outer membrane;Hydrolase;Membrane;Reference proteome;Signal
Q88K34	Q88K34_PSEPK	rbsK PP_2458	Ribokinase (RK) (EC 2.7.1.15)	160488	302	unreviewed	3.0	FUNCTION: Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5-phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway. {ECO:0000256|HAMAP-Rule:MF_01987}.	2.7.1.15	GO:0004747; GO:0005524; GO:0005829; GO:0019303; GO:0046872	IPR002173;IPR011611;IPR002139;IPR011877;IPR029056;	PF00294;	PTHR10584:SF166;PTHR10584;	ppu:PP_2458;	PPUT160488:G1G01-2628-MONOMER;	UPA00916;	WP_010953405.1;	ATP-binding;Carbohydrate metabolism;Cytoplasm;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Potassium;Reference proteome;Transferase
Q88KF6	Q88KF6_PSEPK	prpB mmgF PP_2334	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	160488	296	unreviewed	3.0	FUNCTION: Catalyzes the thermodynamically favored C-C bond cleavage of (2R,3S)-2-methylisocitrate to yield pyruvate and succinate. {ECO:0000256|RuleBase:RU361121}.; FUNCTION: Involved in the catabolism of short chain fatty acids (SCFA) via the 2-methylcitrate cycle (propionate degradation route). Catalyzes the thermodynamically favored C-C bond cleavage of (2R,3S)-2-methylisocitrate to yield pyruvate and succinate via an alpha-carboxy-carbanion intermediate. {ECO:0000256|HAMAP-Rule:MF_01939}.; FUNCTION: Involved in the catabolism of short chain fatty acids (SCFA) via the 2-methylcitrate cycle I (propionate degradation route). Catalyzes the thermodynamically favored C-C bond cleavage of (2R,3S)-2-methylisocitrate to yield pyruvate and succinate via an alpha-carboxy-carbanion intermediate. {ECO:0000256|ARBA:ARBA00057039}.	4.1.3.30	GO:0000287; GO:0019629; GO:0046421	IPR039556;IPR018523;IPR012695;IPR015813;IPR040442;	PF13714;	PTHR42905:SF5;PTHR42905;	ppu:PP_2334;	PPUT160488:G1G01-2495-MONOMER;	UPA00946;	WP_010953298.1;	Lyase;Magnesium;Metal-binding;Reference proteome
