gene_product_id	symbol	taxon_id	taxon_name	go_term	go_label	go_branch	qualifier	reference	assigned_by	global_term_frequency	gene_iep_load
Q6XMI3	BSMT1	3702	Arabidopsis thaliana	GO:0051707	response to other organism	response to stimulus	acts_upstream_of_or_within	PMID:14617060	TAIR	21	3
Q9SJC4	NUDT6	3702	Arabidopsis thaliana	GO:0051707	response to other organism	response to stimulus	acts_upstream_of_or_within	PMID:16531493	TAIR	21	2
URS00006FEFE5_10090	Mus musculus (house mouse) microRNA mmu-mir-223 precursor	10090	Mus musculus	GO:0036294	cellular response to decreased oxygen levels	response to stimulus	acts_upstream_of_or_within	PMID:19147652	MGI	21	3
URS000075DAE3_10090	Mus musculus (house mouse) microRNA mmu-mir-204 precursor	10090	Mus musculus	GO:0036294	cellular response to decreased oxygen levels	response to stimulus	acts_upstream_of_or_within	PMID:19147652	MGI	21	3
URS000075C46E_10090	Mus musculus (house mouse) microRNA mmu-mir-17 precursor	10090	Mus musculus	GO:0036294	cellular response to decreased oxygen levels	response to stimulus	acts_upstream_of_or_within	PMID:19147652	MGI	21	5
P26453	Bsg	10116	Rattus norvegicus	GO:0042475	odontogenesis of dentin-containing tooth	developmental process	involved_in	PMID:17684756	RGD	20	6
Q62968	Scn10a	10116	Rattus norvegicus	GO:0042475	odontogenesis of dentin-containing tooth	developmental process	involved_in	PMID:21640979	RGD	20	1
A0A0G2K1L0	Tnc	10116	Rattus norvegicus	GO:0042475	odontogenesis of dentin-containing tooth	developmental process	involved_in	PMID:12971948	RGD	20	7
P35859	Igfals	10116	Rattus norvegicus	GO:0071364	cellular response to epidermal growth factor stimulus	response to stimulus	involved_in	PMID:8070348	RGD	20	5
Q6GMN2	Baiap2	10116	Rattus norvegicus	GO:0071364	cellular response to epidermal growth factor stimulus	response to stimulus	involved_in	PMID:17855387	RGD	20	5
P12841	Fos	10116	Rattus norvegicus	GO:0071364	cellular response to epidermal growth factor stimulus	response to stimulus	involved_in	PMID:8603605	RGD	20	32
P97826	Star	10116	Rattus norvegicus	GO:0060992	response to fungicide	response to stimulus	involved_in	PMID:16214947	RGD	20	43
P19493	Gria4	10116	Rattus norvegicus	GO:0060992	response to fungicide	response to stimulus	involved_in	PMID:19591855	RGD	20	1
A0A0G2K3N6	Kdm5b	10116	Rattus norvegicus	GO:0060992	response to fungicide	response to stimulus	involved_in	PMID:22496781	RGD	20	3
Q6PCU2	Atp6v1e1	10116	Rattus norvegicus	GO:0098850	extrinsic component of synaptic vesicle membrane	cellular component	is_active_in	PMID:32165585	SynGO	20	1
P09951	Syn1	10116	Rattus norvegicus	GO:0098850	extrinsic component of synaptic vesicle membrane	cellular component	is_active_in	PMID:6404912	SynGO	20	2
P10096	GAPDH	9913	Bos taurus	GO:0098850	extrinsic component of synaptic vesicle membrane	cellular component	is_active_in	PMID:12488440	SynGO	20	2
Q07257	Tgfb2	10116	Rattus norvegicus	GO:0048839	inner ear development	developmental process	involved_in	PMID:16479080	RGD	20	15
Q90Z45	Q90Z45	9031	Gallus gallus	GO:0048839	inner ear development	developmental process	involved_in	PMID:18213576	AgBase	20	4
Q9UBR4	LHX3	9606	Homo sapiens	GO:0048839	inner ear development	developmental process	involved_in	PMID:18407919	UniProt	20	1
A0ABK0LGW0	Ep300	10116	Rattus norvegicus	GO:0032025	response to cobalt ion	response to stimulus	involved_in	PMID:18586071	RGD	20	23
P02237	LB1	3847	Glycine max	GO:0032025	response to cobalt ion	response to stimulus	involved_in	PMID:18838253	UniProt	20	2
Q9JHX4	Casp8	10116	Rattus norvegicus	GO:0032025	response to cobalt ion	response to stimulus	involved_in	PMID:18598848	RGD	20	5
P07171	Calb1	10116	Rattus norvegicus	GO:0010996	response to auditory stimulus	response to stimulus	involved_in	PMID:22428005	RGD	20	3
P18088	Gad1	10116	Rattus norvegicus	GO:0010996	response to auditory stimulus	response to stimulus	involved_in	PMID:22428005	RGD	20	13
G3V7B8	Ercc8	10116	Rattus norvegicus	GO:0010996	response to auditory stimulus	response to stimulus	involved_in	PMID:22900489	RGD	20	2
A0ABK0M473	Bcl2	10116	Rattus norvegicus	GO:0048709	oligodendrocyte differentiation	developmental process	involved_in	PMID:12787069	RGD	20	38
P32577	Csk	10116	Rattus norvegicus	GO:0048709	oligodendrocyte differentiation	developmental process	involved_in	PMID:15504915	RGD	20	2
A7VJC2	Hnrnpa2b1	10116	Rattus norvegicus	GO:0048709	oligodendrocyte differentiation	developmental process	involved_in	PMID:14991837	RGD	20	8
Q811G0	Bbs9	10090	Mus musculus	GO:0045444	fat cell differentiation	developmental process	involved_in	PMID:17379567	BHF-UCL	20	1
Q9CWF6	Bbs2	10090	Mus musculus	GO:0045444	fat cell differentiation	developmental process	involved_in	PMID:17379567	BHF-UCL	20	1
Q8CH72	Trim32	10090	Mus musculus	GO:0045444	fat cell differentiation	developmental process	involved_in	PMID:17379567	BHF-UCL	20	2
Q5B912	ipp1	227321	Aspergillus nidulans FGSC A4	GO:0071470	cellular response to osmotic stress	response to stimulus	acts_upstream_of_or_within	PMID:17258477	AspGD	20	1
Q5ASN8	prxA	227321	Aspergillus nidulans FGSC A4	GO:0071470	cellular response to osmotic stress	response to stimulus	acts_upstream_of_or_within	PMID:17258477	AspGD	20	2
Q5ASP0	AN8690	227321	Aspergillus nidulans FGSC A4	GO:0071470	cellular response to osmotic stress	response to stimulus	acts_upstream_of_or_within	PMID:17258477	AspGD	20	1
P33154	At2g14610	3702	Arabidopsis thaliana	GO:0009627	systemic acquired resistance	response to stimulus	acts_upstream_of_or_within	PMID:1392589	TAIR	20	4
P28493	At1g75040	3702	Arabidopsis thaliana	GO:0009627	systemic acquired resistance	response to stimulus	acts_upstream_of_or_within	PMID:1392589	TAIR	20	5
O04496	AED3	3702	Arabidopsis thaliana	GO:0009627	systemic acquired resistance	response to stimulus	acts_upstream_of_or_within	PMID:24755512	TAIR	20	1
F1M2B7	Gli2	10116	Rattus norvegicus	GO:0030850	prostate gland development	developmental process	involved_in	PMID:15328011	RGD	19	2
D3ZHM5	Hoxa10	10116	Rattus norvegicus	GO:0030850	prostate gland development	developmental process	involved_in	PMID:17138648	RGD	19	3
D3ZWL5	Hoxb13	10116	Rattus norvegicus	GO:0030850	prostate gland development	developmental process	involved_in	PMID:17138648	RGD	19	3
Q9C8C9	At1g66180	3702	Arabidopsis thaliana	GO:0033591	response to L-ascorbic acid	response to stimulus	acts_upstream_of_or_within	PMID:21421703	TAIR	19	2
P16598	Il1a	10116	Rattus norvegicus	GO:0033591	response to L-ascorbic acid	response to stimulus	involved_in	PMID:18983910	RGD	19	9
P22071	Hsd3b1	10116	Rattus norvegicus	GO:0033591	response to L-ascorbic acid	response to stimulus	involved_in	PMID:17280759	RGD	19	39
F4K4R6	GEX2	3702	Arabidopsis thaliana	GO:0048235	pollen sperm cell differentiation	developmental process	acts_upstream_of_or_within	PMID:21285328	TAIR	19	1
Q9FJD1	OPT8	3702	Arabidopsis thaliana	GO:0048235	pollen sperm cell differentiation	developmental process	acts_upstream_of_or_within	PMID:21285328	TAIR	19	1
F4JP36	HAP2	3702	Arabidopsis thaliana	GO:0048235	pollen sperm cell differentiation	developmental process	acts_upstream_of_or_within	PMID:21285328	TAIR	19	1
P05622	Pdgfrb	10090	Mus musculus	GO:0048568	embryonic organ development	developmental process	involved_in	PMID:10375497	UniProt	19	3
Q90998	Q90998	9031	Gallus gallus	GO:0048568	embryonic organ development	developmental process	involved_in	PMID:8167376	AgBase	19	10
P18113	Thrb	10116	Rattus norvegicus	GO:0048568	embryonic organ development	developmental process	involved_in	PMID:17496154	RGD	19	1
A0A8J0TUC3	ern1.L	8355	Xenopus laevis	GO:0031016	pancreas development	developmental process	involved_in	PMID:24683410	Xenbase	19	1
P54316	Pnliprp1	10116	Rattus norvegicus	GO:0031016	pancreas development	developmental process	involved_in	PMID:8203536	RGD	19	3
Q1MTB5	shha	7955	Danio rerio	GO:0031016	pancreas development	developmental process	acts_upstream_of_or_within	PMID:17289013	ZFIN	19	1
O65684	CIF2	3702	Arabidopsis thaliana	GO:0009860	pollen tube growth	developmental process	acts_upstream_of_or_within	PMID:19714218	TAIR	19	1
Q9LT10	CXE18	3702	Arabidopsis thaliana	GO:0009860	pollen tube growth	developmental process	acts_upstream_of_or_within	PMID:19714218	TAIR	19	1
A0A1P8AR38	At1g63530	3702	Arabidopsis thaliana	GO:0009860	pollen tube growth	developmental process	acts_upstream_of_or_within	PMID:19714218	TAIR	19	1
Q06496	Slc34a1	10116	Rattus norvegicus	GO:0071374	cellular response to parathyroid hormone stimulus	response to stimulus	involved_in	PMID:16767692	RGD	19	20
Q6P6W3	Hdac3	10116	Rattus norvegicus	GO:0071374	cellular response to parathyroid hormone stimulus	response to stimulus	involved_in	PMID:20097749	RGD	19	5
Q8JZQ0	Csf1	10116	Rattus norvegicus	GO:0071374	cellular response to parathyroid hormone stimulus	response to stimulus	involved_in	PMID:8304053	RGD	19	4
Q8C4U3	Sfrp1	10090	Mus musculus	GO:0001756	somitogenesis	developmental process	involved_in	PMID:10654605	BHF-UCL	19	2
Q62181	Sema3c	10090	Mus musculus	GO:0001756	somitogenesis	developmental process	involved_in	PMID:19666519	BHF-UCL	19	6
A0AC58JI50	pxna	7955	Danio rerio	GO:0001756	somitogenesis	developmental process	acts_upstream_of_or_within	PMID:12925747	ZFIN	19	2
Q02388	COL7A1	9606	Homo sapiens	GO:0035987	endodermal cell differentiation	developmental process	involved_in	PMID:23154389	UniProt	19	1
Q13683	ITGA7	9606	Homo sapiens	GO:0035987	endodermal cell differentiation	developmental process	involved_in	PMID:23154389	UniProt	19	1
P08572	COL4A2	9606	Homo sapiens	GO:0035987	endodermal cell differentiation	developmental process	involved_in	PMID:23154389	UniProt	19	1
Q9W2S2	Atg8a	7227	Drosophila melanogaster	GO:0006909	phagocytosis	localization	involved_in	PMID:37248218	FlyBase	19	2
O96623	arcB	44689	Dictyostelium discoideum	GO:0006909	phagocytosis	localization	acts_upstream_of_or_within	PMID:21190565	dictyBase	19	2
O96622	arcA	44689	Dictyostelium discoideum	GO:0006909	phagocytosis	localization	acts_upstream_of_or_within	PMID:21190565	dictyBase	19	2
Q8R0S2	Iqsec1	10090	Mus musculus	GO:0098685	Schaffer collateral - CA1 synapse	cellular component	is_active_in	PMID:20547133	SynGO	19	3
D4A7P2	Lrrtm2	10116	Rattus norvegicus	GO:0098685	Schaffer collateral - CA1 synapse	cellular component	is_active_in	PMID:19285470	SynGO	19	10
P70211	Dcc	10090	Mus musculus	GO:0098685	Schaffer collateral - CA1 synapse	cellular component	is_active_in	PMID:23291093	SynGO	19	2
P11715	Cyp17a1	10116	Rattus norvegicus	GO:0034698	response to gonadotropin	response to stimulus	involved_in	PMID:17291543	RGD	19	24
P49134	Itgb1	10116	Rattus norvegicus	GO:0034698	response to gonadotropin	response to stimulus	involved_in	PMID:20189708	RGD	19	10
Q00238	Icam1	10116	Rattus norvegicus	GO:0034698	response to gonadotropin	response to stimulus	involved_in	PMID:20591976	RGD	19	25
Q9FN29	ATHB-52	3702	Arabidopsis thaliana	GO:0009637	response to blue light	response to stimulus	acts_upstream_of_or_within	PMID:16055682	TAIR	19	2
Q9SYK4	IP5P13	3702	Arabidopsis thaliana	GO:0009637	response to blue light	response to stimulus	acts_upstream_of_or_within	PMID:18252844	TAIR	19	3
Q8GYP5	MYB60	3702	Arabidopsis thaliana	GO:0009637	response to blue light	response to stimulus	involved_in	PMID:16005291	UniProt	19	13
P11506	Atp2b2	10116	Rattus norvegicus	GO:0003407	neural retina development	developmental process	involved_in	PMID:16079002	RGD	19	1
Q62634	Slc17a7	10116	Rattus norvegicus	GO:0003407	neural retina development	developmental process	involved_in	PMID:18482716	RGD	19	2
O96019	ACTL6A	9606	Homo sapiens	GO:0003407	neural retina development	developmental process	involved_in	PMID:18816825	BHF-UCL	19	1
P13640	MT1G	9606	Homo sapiens	GO:0071294	cellular response to zinc ion	response to stimulus	involved_in	PMID:11168427	UniProt	19	9
P04732	MT1E	9606	Homo sapiens	GO:0071294	cellular response to zinc ion	response to stimulus	involved_in	PMID:8119276	UniProt	19	3
P09551	argT	83333	Escherichia coli K-12	GO:0071294	cellular response to zinc ion	response to stimulus	acts_upstream_of_or_within	PMID:17122063	EcoCyc	19	3
P20789	Ntsr1	10116	Rattus norvegicus	GO:0006950	response to stress	response to stimulus	involved_in	PMID:24831231	RGD	19	2
Q9FMJ1	NAC103	3702	Arabidopsis thaliana	GO:0006950	response to stress	response to stimulus	involved_in	PMID:37063182	TAIR	19	1
P0AAC0	uspE	83333	Escherichia coli K-12	GO:0006950	response to stress	response to stimulus	acts_upstream_of_or_within	PMID:11849540	EcoCyc	19	2
A0A8I6ATW0	Abcb4	10116	Rattus norvegicus	GO:0033762	response to glucagon	response to stimulus	involved_in	PMID:28842383	RGD	18	38
P56720	Srebf1	10116	Rattus norvegicus	GO:0033762	response to glucagon	response to stimulus	involved_in	PMID:10207099	RGD	18	18
A0A0G2JVY9	Ccna2	10116	Rattus norvegicus	GO:0033762	response to glucagon	response to stimulus	involved_in	PMID:10405333	RGD	18	12
Q68FP1	Gsn	10116	Rattus norvegicus	GO:0051593	response to folic acid	response to stimulus	involved_in	PMID:12899944	RGD	18	4
P05197	Eef2	10116	Rattus norvegicus	GO:0051593	response to folic acid	response to stimulus	involved_in	PMID:12899944	RGD	18	13
P45352	Tyms	10116	Rattus norvegicus	GO:0051593	response to folic acid	response to stimulus	involved_in	PMID:9528665	RGD	18	16
P15337	Creb1	10116	Rattus norvegicus	GO:1902065	response to L-glutamate	response to stimulus	involved_in	PMID:19365572	RGD	18	17
A0A9K3Y745	Abcb1a	10116	Rattus norvegicus	GO:1902065	response to L-glutamate	response to stimulus	involved_in	PMID:15234189	RGD	18	38
P23363	Bdnf	10116	Rattus norvegicus	GO:1902065	response to L-glutamate	response to stimulus	involved_in	PMID:12654519	RGD	18	28
P08010	Gstm2	10116	Rattus norvegicus	GO:0033595	response to genistein	response to stimulus	involved_in	PMID:19451092	RGD	18	3
P06399	Fga	10116	Rattus norvegicus	GO:0033595	response to genistein	response to stimulus	involved_in	PMID:20838740	RGD	18	14
P11598	Pdia3	10116	Rattus norvegicus	GO:0033595	response to genistein	response to stimulus	involved_in	PMID:21254785	RGD	18	11
A4GTP4	Elk1	10116	Rattus norvegicus	GO:0071394	cellular response to testosterone stimulus	response to stimulus	involved_in	PMID:14766003	RGD	18	2
F1M707	Ncf1	10116	Rattus norvegicus	GO:0071394	cellular response to testosterone stimulus	response to stimulus	involved_in	PMID:25512346	RGD	18	2
P08542	Ugt2b17	10116	Rattus norvegicus	GO:0071394	cellular response to testosterone stimulus	response to stimulus	involved_in	PMID:10100302	RGD	18	5
A0AC58H216	runx3	7955	Danio rerio	GO:0030097	hemopoiesis	developmental process	acts_upstream_of_or_within	PMID:14579373	ZFIN	18	1
Q96AQ6	PBXIP1	9606	Homo sapiens	GO:0030097	hemopoiesis	developmental process	involved_in	PMID:10825160	UniProt	18	1
Q7KTI8	Pvr	7227	Drosophila melanogaster	GO:0030097	hemopoiesis	developmental process	involved_in	PMID:11677054	FlyBase	18	1
Q62351	Tfrc	10090	Mus musculus	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	biological regulation	involved_in	PMID:26880306	SynGO	18	2
F1M7Y5	Prkci	10116	Rattus norvegicus	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	biological regulation	involved_in	PMID:23511975	SynGO	18	4
Q3UHD6	Snx27	10090	Mus musculus	GO:0099072	regulation of postsynaptic membrane neurotransmitter receptor levels	biological regulation	involved_in	PMID:23524343	SynGO	18	4
Q9Z2J9	Runx2	10116	Rattus norvegicus	GO:0034224	cellular response to zinc ion starvation	response to stimulus	involved_in	PMID:21893222	RGD	18	11
P29288	Acp5	10116	Rattus norvegicus	GO:0034224	cellular response to zinc ion starvation	response to stimulus	involved_in	PMID:21893222	RGD	18	12
P04640	Bglap	10116	Rattus norvegicus	GO:0034224	cellular response to zinc ion starvation	response to stimulus	involved_in	PMID:21893222	RGD	18	22
Q62059	Vcan	10090	Mus musculus	GO:0001657	ureteric bud development	developmental process	involved_in	PMID:16545622	UniProt	18	1
P26260	Sdc1	10116	Rattus norvegicus	GO:0001657	ureteric bud development	developmental process	involved_in	PMID:15282150	RGD	18	7
O08691	Arg2	10090	Mus musculus	GO:0001657	ureteric bud development	developmental process	involved_in	PMID:16545622	UniProt	18	1
P11685	Sftpc	10116	Rattus norvegicus	GO:0071732	cellular response to nitric oxide	response to stimulus	involved_in	PMID:15640287	RGD	17	13
P48199	Crp	10116	Rattus norvegicus	GO:0071732	cellular response to nitric oxide	response to stimulus	involved_in	PMID:9704587	RGD	17	9
Q9SGH6	DOX1	3702	Arabidopsis thaliana	GO:0071732	cellular response to nitric oxide	response to stimulus	involved_in	PMID:12060227	UniProt	17	5
P01143	Crh	10116	Rattus norvegicus	GO:0021854	hypothalamus development	developmental process	involved_in	PMID:20002962	RGD	17	16
P24008	Srd5a1	10116	Rattus norvegicus	GO:0021854	hypothalamus development	developmental process	involved_in	PMID:8770891	RGD	17	31
A0A8I6GLM3	Ncoa1	10116	Rattus norvegicus	GO:0021854	hypothalamus development	developmental process	involved_in	PMID:12551846	RGD	17	10
Q6IN02	Ppp1r15a	10116	Rattus norvegicus	GO:0030968	endoplasmic reticulum unfolded protein response	response to stimulus	involved_in	PMID:18266951	RGD	17	17
O64503	UTR1	3702	Arabidopsis thaliana	GO:0030968	endoplasmic reticulum unfolded protein response	response to stimulus	involved_in	PMID:19906043	UniProt	17	1
A0ABK0LY65	Fgf21	10116	Rattus norvegicus	GO:0030968	endoplasmic reticulum unfolded protein response	response to stimulus	involved_in	PMID:23123503	RGD	17	9
Q9WU82	Ctnnb1	10116	Rattus norvegicus	GO:0007494	midgut development	developmental process	involved_in	PMID:17356920	RGD	17	14
P58751	Reln	10116	Rattus norvegicus	GO:0007494	midgut development	developmental process	involved_in	PMID:19946030	RGD	17	20
Q63639	Aldh1a2	10116	Rattus norvegicus	GO:0007494	midgut development	developmental process	involved_in	PMID:15964596	RGD	17	6
P21588	Nt5e	10116	Rattus norvegicus	GO:0010044	response to aluminum ion	response to stimulus	involved_in	PMID:17686601	RGD	17	2
Q9SYD6	DTX42	3702	Arabidopsis thaliana	GO:0010044	response to aluminum ion	response to stimulus	involved_in	PMID:22413742	UniProt	17	2
