citation	species	family_stem	n_members	members
PMID:21179020	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:37968396	yeast	SSA	3	SSA1;SSA2;SSA4
PMID:37968396	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:24769239	yeast	HSP	3	HSP10;HSP26;HSP60
PMID:24769239	yeast	TIM	3	TIM10;TIM22;TIM9
PMID:11914276	yeast	CCT	3	CCT2;CCT7;CCT8
PMID:22984289	yeast	COX	3	COX17;COX19;COX23
PMID:14660704	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:15282295	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:27122604	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:3297920	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:9122169	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:9501103	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:9710643	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:1913809	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:19217406	yeast	SIR	3	SIR2;SIR3;SIR4
PMID:11163188	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:1339306	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:17496903	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:18644858	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:28249159	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:32188938	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:3542227	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:8016655	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:8127913	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:8159677	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:8668146	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:9726966	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:10745074	yeast	SSA	3	SSA1;SSA2;SSA3
PMID:6436497	yeast	SWI	3	SWI1;SWI2;SWI3
PMID:10648604	yeast	TIM	3	TIM10;TIM22;TIM9
Reactome:R-SCE-1252259	yeast	TIM	3	TIM10;TIM22;TIM9
