species	gene	citation	correctness	source	relevance	cited_title	review_notes
DICDI	chlA	PMID:36252029	MISCITED	GOA	LOW	Yellow polyketide pigment suppresses premature hatching in social amoeba.	Cited for the dibenzofuran metabolic process (GO:0018893) annotation, but the cached full text concerns the PKS5-derived yellow pigment and premature hatching and does not mention ChlA, DIF-1, or dibenzofuran; the citation does not appear to support that annotation.
DICDI	cotB	PMID:7713325	MISCITED	GOA	MEDIUM	Protein kinase A is a positive regulator of spore coat gene transcription in Dictyostelium.	Paper is correctly identified but does not support DNA binding by the SP70 product; the DNA-binding activity it describes is a separate trans-acting factor regulating cotB transcription.
DICDI	ctnA	PMID:25858552	MISCITED	GOA	LOW	Response of Dictyostelium discoideum to UV-C and involvement of poly (ADP-ribose) polymerase.	ctnA appears only as an expression marker reduced by UV-C; the paper does not show CtnA functions in the UV-C response, so the response to UV-C annotation over-interprets this readout.
DICDI	ctnA	PMID:37921687	MISCITED	GOA	LOW	Collective signalling drives rapid jumping between cell states.	ctnA is a cAMP-responsive expression marker here; the paper does not establish CtnA as a participant in the adenylate cyclase-activating cAMP receptor signaling pathway.
DICDI	gpaB	PMID:9647646	MISCITED	GOA	MEDIUM	G protein beta subunit-null mutants are impaired in phagocytosis and chemotaxis due to inappropriate regulation of the actin cytoskeleton.	This is a Gβ-null study; it explicitly reports that Gα2-null mutants are NOT impaired in phagocytosis, so it does not support a Gα2 phagocytosis annotation (the phagocytosis phenotype is Gβ-specific).
DICDI	pkaR	PMID:14695060	MISCITED	GOA	LOW	Surrogate hosts: protozoa and invertebrates as models for studying pathogen-host interactions.	This review of protozoan/invertebrate surrogate hosts does not document a pkaR sporulation phenotype and does not appear to support the GO:0030435 sporulation annotation it is cited for; likely a mis-attributed reference.
DICDI	srfA	PMID:25887420	MISCITED	GOA	LOW	Leaps and lulls in the developmental transcriptome of Dictyostelium discoideum.	Genome-wide developmental transcriptome study that does not specifically discuss srfA in the cached full text. It is cited as the IEP source for a culmination annotation, but srfA cannot be verified from this reference.
DICDI	stlB	PMID:36252029	MISCITED	GOA	LOW	Yellow polyketide pigment suppresses premature hatching in social amoeba.	This paper is about PKS5/dictyodenes and does not characterize dibenzofuran metabolism by StlB; it references StlB only for DIF-1 synthesis. It does not support the dibenzofuran metabolic process annotation.
DROME	Egm	PMID:18666829	MISCITED	GOA	LOW	Proteomics reveals novel Drosophila seminal fluid proteins transferred at mating.	PubMed-verified seminal-fluid proteomics screen. Egm's presence in seminal fluid is an expression/ proteomic detection (HEP); it does not establish a functional role in insemination, so the GO:0007320 annotation is treated as an over-annotation.
DROME	caps	PMID:12508275	MISCITED	GOA	LOW	Size isn't everything.	Abstract-only Bioessays review on tissue size/shape control; the abstract does not mention caps or cell migration. It is the TAS basis for GO:0016477 but is only background/contextual for caps - the real support for a migration role comes from the tracheal study (PMID:16764850).
DROME	caps	PMID:12717815	MISCITED	GOA	LOW	Pattern formation in the Drosophila wing: The development of the veins.	Abstract-only Bioessays review on wing-vein patterning; the abstract does not mention caps. Cited as NAS support for GO:0007155 (cell adhesion); the general adhesion function is correct for caps but is not directly supported by this review - a weak/likely-inappropriate NAS citation, adjudicated identically in the trn review, which carries the same GOA row.
DROME	hairy	PMID:12593813	MISCITED	GOA	LOW	Tube morphogenesis: no pipe dream in Drosophila.	Current Biology dispatch on tube lumen size and vesicle transport; does not describe a Hairy molecular function. Basis of the over-annotated membrane organization TAS for Hairy.
DROME	trn	PMID:12508275	MISCITED	GOA	LOW	Size isn't everything.	Short BioEssays commentary on tissue size/shape and cell affinity; the abstract does not mention trn or cell migration. It is the TAS basis for GO:0016477 but is only background/contextual for trn - the real support for a migration role comes from the tracheal study (PMID:16764850).
DROME	trn	PMID:12717815	MISCITED	GOA	LOW	Pattern formation in the Drosophila wing: The development of the veins.	Wing-vein-patterning review whose abstract does not discuss trn or cell adhesion; a weak/likely-inappropriate NAS citation for GO:0007155 cell adhesion, although the adhesion annotation itself is biologically correct and supported elsewhere.
ECOLI	DnaJ	PMID:9103205	MISCITED	GOA	NONE	Crystal structure of the nucleotide exchange factor GrpE bound to the ATPase domain of the molecular chaperone DnaK.	The cached record is abstract-only, but its title and abstract explicitly describe a GrpE-DnaK structure and contain no DnaJ. It does not support any of the five CAFA-assigned DnaJ annotations that cite it.
EMENI	wA	PMID:7050088	MISCITED	GOA	MEDIUM	Purification and characterization of the conidial laccase of Aspergillus nidulans.	The identifier resolves to the intended paper, so this is MISCITED rather than WRONG_IDENTIFIER - the paper characterizes the conidial LACCASE (the yA activity), not the wA PKS, so it does not support the GO:0052716 annotation made on wA, which is a cross-attribution.
MAIZE	A0A804UIX9	file:MAIZE/A0A804UIX9/A0A804UIX9-deep-research-falcon.md	MISCITED	review-only	MEDIUM	Deep research report for A0A804UIX9	The falcon deep research report incorrectly interprets the PGG domain as being characteristic of the PGIP (polygalacturonase-inhibiting protein) family. PGIPs are completely extracellular LRR proteins lacking transmembrane domains, whereas A0A804UIX9 has six predicted transmembrane helices and is classified by PANTHER in the CASKIN family (PTHR24177), not in a PGIP family. The citations about PGIP biology (Protsenko et al. 2008, Murmu et al. 2025, etc.) are about a different protein family and should not be applied to this protein. The report provides useful general context on plant defense and cell wall biology but its central functional inference is incorrect.
MYCMD	RCO1	GO_REF:0000033	MISCITED	GOA	LOW	Annotation inferences using phylogenetic trees	IBA propagated carotenoid dioxygenase activity and carotene catabolic process to Rco1, a resveratrol cleaver experimentally shown to lack carotenoid activity - the same substrate-class over-annotation as cao-1.
NEUCR	cao-1	GO_REF:0000033	MISCITED	GOA	LOW	Annotation inferences using phylogenetic trees	The phylogenetic (IBA) inferences derived carotenoid dioxygenase activity and carotene catabolic process, both of which are experimentally refuted for CAO-1. Useful only as the source of the annotations being corrected here.
NOVAD	Saro_0802	GO_REF:0000118	MISCITED	GOA	LOW	TreeGrafter-generated GO annotations	TreeGrafter propagated carotenoid dioxygenase activity and carotene catabolic process onto NOV1, a stilbene cleavage oxygenase - a substrate-class over-annotation from the mixed CCO family. The InterPro2GO dioxygenase term is fine; the two carotenoid terms are the error.
NOVAD	Saro_2809	GO_REF:0000118	MISCITED	GOA	LOW	TreeGrafter-generated GO annotations	TreeGrafter propagated carotenoid dioxygenase activity and carotene catabolic process to NOV2, a stilbene cleavage oxygenase - the same substrate-class over-annotation seen on NOV1, LSD-III, and cao-1.
PSEPK	PP_0375	file:PSEPK/PP_0375/PP_0375-deep-research-openscientist.md	MISCITED	review-only	MEDIUM	OpenScientist gene research for PP_0375 (Q88QV9)	The report retrieves the correct S9-family identity, PQQ-locus context, and Pseudomonas PqqH/PqqM homologs, but it overstates the PA1990 extracellular-PQQ phenotype as proof that synthesis is intact and assigns PP_0375 a distinct excretion role. It also reports exact AlphaFold, STRING, and pairwise-alignment measurements without retaining their underlying inputs or analyses. Only the independently reproduced orthology and the report's explicit substrate uncertainty were retained.
PSEPK	PP_0431	file:PSEPK/PP_0431/PP_0431-deep-research-openscientist.md	MISCITED	review-only	HIGH	OpenScientist research report for PSEPK PP_0431	The report correctly identifies the HemJ-family reaction, membrane architecture, and lack of direct KT2440 enzymology. It overextends ortholog evidence by calling PP_0431 essential and the sole KT2440 protoporphyrinogen oxidase, and it treats oxygen independence, the native electron acceptor, and lateral-transfer history as established for this protein. Those target-specific conclusions were not retained.
PSEPK	PP_1969	file:PSEPK/PP_1969/PP_1969-deep-research-openscientist.md	MISCITED	review-only	HIGH	OpenScientist gene research for PP_1969	The report is miscited for target-level curation: it declares the divergent Q88LG4 protein a canonical GTP 3',8'-cyclase without a target assay, mislabels PP_1294 (moaE) as moaB and PP_3457 (mobA) as mogA, and presents unsaved motif/residue analysis as verified. None of its catalytic, core-function, locus, or residue claims are propagated; only its explicit statement that no PP_1969-specific biochemical study was found is retained as a limitation.
PSEPK	PP_2482	file:PSEPK/PP_2482/PP_2482-deep-research-openscientist.md	MISCITED	review-only	HIGH	OpenScientist gene research for PP_2482	The report is miscited for target-level curation: it declares Q88K11 the essential, nonredundant canonical GTP 3',8'-cyclase despite the distinct reviewed canonical KT2440 MoaA Q88E69 and the unresolved three-paralog relationship. It also presents unsaved residue, motif, neighborhood, and target-sequence analyses as decisive. None of its catalytic, essentiality, or residue-level claims are propagated; only its explicit no-target-assay limitation is retained.
