# UniProtKB entries with a CARD cross-reference (snapshot for the annotation-gain report).
# Source: https://rest.uniprot.org/uniprotkb/stream?query=database:card  fields=accession,xref_card,go_id
# Fetched: 2026-06-12
Entry	CARD	Gene Ontology IDs
A0A2I8ANJ9	ARO:3006606;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANK0	ARO:3006607;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANK3	ARO:3005262;	GO:0008800; GO:0030655; GO:0046677
A0A2I8ANK6	ARO:3006608;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANK7	ARO:3006614;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANK8	ARO:3006610;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANK9	ARO:3005304;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANL1	ARO:3006619;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANL2	ARO:3004347;ARO:3006615;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANL3	ARO:3006616;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANL4	ARO:3005143;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANL6	ARO:3006620;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANL7	ARO:3006617;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANL8	ARO:3006611;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANL9	ARO:3006624;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANM0	ARO:3005261;	GO:0008800; GO:0030655; GO:0046677
A0A2I8ANM3	ARO:3006625;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANM4	ARO:3006626;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANM7	ARO:3006621;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANM9	ARO:3006613;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANN3	ARO:3006622;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2I8ANN5	ARO:3006612;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2J0PZB8	ARO:3006265;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2J4Z656	ARO:3002390;	GO:0008800; GO:0030655; GO:0046677
A0A2K8IAD7	ARO:3005182;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2K9RA24	ARO:3005504;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A2L1BU15	ARO:3005049;	GO:0005886; GO:0046872; GO:0062054; GO:0140114
A0A2L1VE46	ARO:3008060;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2M9H4U4	ARO:3006899;	GO:0008800; GO:0030655; GO:0046677
A0A2P0N9N9	ARO:3005768;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2P1DXF0	ARO:3005478;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A2P1H1P0	ARO:3004863;	GO:0008800; GO:0042597; GO:0046677
A0A2P4RB44	ARO:3001417;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2P5GGN0	ARO:3002576;	GO:0046677; GO:0047663
A0A2P5GGR5	ARO:3002596;	GO:0019290; GO:0046677; GO:0047663
A0A2P9DUS6	ARO:3000875;	GO:0008800; GO:0030655; GO:0046677
A0A2P9E069	ARO:3001063;	GO:0008800; GO:0030655; GO:0046677
A0A2R2V0K7	ARO:3006866;	GO:0008800; GO:0030655; GO:0046677
A0A2R2V0K8	ARO:3006867;	GO:0008800; GO:0030655; GO:0046677
A0A2R3SK13	ARO:3005632;	GO:0008800; GO:0030655; GO:0046677
A0A2R3SK14	ARO:3005631;	GO:0008800; GO:0030655; GO:0046677
A0A2R3SK16	ARO:3006468;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2R3SK19	ARO:3005633;	GO:0008800; GO:0030655; GO:0046677
A0A2R3SK21	ARO:3005634;	GO:0008800; GO:0030655; GO:0046677
A0A2R3SK22	ARO:3006474;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2R3SK24	ARO:3005187;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2R3SK35	ARO:3006467;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2R3SK36	ARO:3005635;	GO:0008800; GO:0030655; GO:0046677
A0A2R4A8Y7	ARO:3004854;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2R4G6X4	ARO:3005637;	GO:0008800; GO:0030655; GO:0046677
A0A2R4PHC7	ARO:3004559;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A2R8G1S5	ARO:3005263;	GO:0008800; GO:0030655; GO:0046677
A0A2S0RHY5	ARO:3005333;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S0T1U0	ARO:3005096;	GO:0008800; GO:0030655; GO:0046677
A0A2S1CWP7	ARO:3005840;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWP9	ARO:3005858;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWQ2	ARO:3005856;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWQ6	ARO:3005857;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWQ7	ARO:3005841;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWQ9	ARO:3005860;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWR1	ARO:3005854;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWR5	ARO:3005844;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWR6	ARO:3005829;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWR7	ARO:3005851;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWS0	ARO:3005800;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWS1	ARO:3005824;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWS3	ARO:3005816;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWS4	ARO:3005832;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWS5	ARO:3005813;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWS6	ARO:3005799;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWS7	ARO:3005804;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWS8	ARO:3005812;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWS9	ARO:3005802;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT0	ARO:3005801;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT1	ARO:3005807;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT2	ARO:3005806;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT3	ARO:3005830;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT4	ARO:3005818;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT5	ARO:3005798;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT6	ARO:3005805;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT7	ARO:3005809;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT8	ARO:3005817;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWT9	ARO:3005822;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWU0	ARO:3005831;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWU1	ARO:3005808;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWU3	ARO:3005810;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWU4	ARO:3005833;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWU5	ARO:3005821;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWU6	ARO:3005820;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWU7	ARO:3005819;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWU8	ARO:3005814;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWU9	ARO:3005803;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWV0	ARO:3005825;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWV1	ARO:3005828;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWV3	ARO:3005823;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWV4	ARO:3005826;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWV5	ARO:3005811;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWV6	ARO:3005797;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWV7	ARO:3005838;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWV9	ARO:3005827;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWW0	ARO:3005861;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWW2	ARO:3005859;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWW3	ARO:3005834;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWW4	ARO:3005839;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWW5	ARO:3005836;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWX0	ARO:3005842;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWX4	ARO:3005875;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1CWY0	ARO:3005874;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2S1R3D7	ARO:3005264;	GO:0008800; GO:0030655; GO:0046677
A0A2S1T3M1	ARO:3006631;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3M5	ARO:3005297;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3N0	ARO:3006639;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3N6	ARO:3005296;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3P1	ARO:3005311;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3P2	ARO:3006634;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3P3	ARO:3006641;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3P4	ARO:3005213;	GO:0008800; GO:0030655; GO:0046677
A0A2S1T3P5	ARO:3006633;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3Q0	ARO:3006643;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3Q1	ARO:3006642;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3Q4	ARO:3005183;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3Q6	ARO:3005284;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3Q7	ARO:3005281;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3R2	ARO:3006648;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3R8	ARO:3006635;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3S1	ARO:3005480;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A2S1T3S3	ARO:3006644;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3S4	ARO:3006632;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3S7	ARO:3005639;	GO:0008800; GO:0030655; GO:0046677
A0A2S1T3S8	ARO:3006640;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3T0	ARO:3005641;	GO:0008800; GO:0030655; GO:0046677
A0A2S1T3T6	ARO:3006647;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3U0	ARO:3006630;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3V2	ARO:3006638;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T3V3	ARO:3004865;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A2S1T3V8	ARO:3006646;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T411	ARO:3006629;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T418	ARO:3006637;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T424	ARO:3006645;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2S1T433	ARO:3005640;	GO:0008800; GO:0030655; GO:0046677
A0A2S3XI26	ARO:3006099;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A2S5T091	ARO:3002606;	GO:0009012; GO:0046677; GO:0070566
A0A2S9M8Z7	ARO:3009008;	GO:0008800; GO:0030655; GO:0046677
A0A2T2Y7V0	ARO:3005636;	GO:0008800; GO:0030655; GO:0046677
A0A2T4PQB3	ARO:3002866;	GO:0004146; GO:0005829; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0070401
A0A2U7MZE3	ARO:3005016;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2U8T228	ARO:3002017;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2U8YKA8	ARO:3006164;	GO:0008800; GO:0030655; GO:0046677
A0A2U9IB40	ARO:3005184;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2U9IB43	ARO:3005367;	GO:0008800; GO:0030655; GO:0046677
A0A2U9NK71	ARO:3001932;	GO:0008800; GO:0030655; GO:0046677
A0A2X4NTJ5	ARO:3008581;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A2Z1CLP9	ARO:3007489;	GO:0004146; GO:0006730; GO:0009410; GO:0046654
A0A2Z2CCG4	ARO:3005204;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BU99	ARO:3006649;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUA2	ARO:3006658;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUB1	ARO:3006651;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUB2	ARO:3006652;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUB9	ARO:3006668;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUC3	ARO:3006667;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUC4	ARO:3006661;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUC5	ARO:3006660;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUC9	ARO:3006657;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUD5	ARO:3006656;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUD8	ARO:3005298;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUE2	ARO:3005307;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BUY4	ARO:3005872;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2Z4BUZ1	ARO:3006672;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BV07	ARO:3004867;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A2Z4BV56	ARO:3004866;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A2Z4BV83	ARO:3006665;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BV88	ARO:3006654;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BV97	ARO:3005643;	GO:0008800; GO:0030655; GO:0046677
A0A2Z4BVZ8	ARO:3006650;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BW09	ARO:3006659;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BW68	ARO:3005356;	GO:0008800; GO:0030655; GO:0046677
A0A2Z4BWK4	ARO:3006669;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BWL1	ARO:3005276;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BWS1	ARO:3006673;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BX58	ARO:3006664;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BX68	ARO:3006653;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BX77	ARO:3006662;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BZL2	ARO:3006671;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BZL9	ARO:3005287;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4BZR2	ARO:3006674;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4C0X5	ARO:3006666;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4C0Y1	ARO:3006655;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4C0Z0	ARO:3006663;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4C113	ARO:3005193;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4FFH3	ARO:3005506;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A2Z4TL12	ARO:3005507;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A2Z4TWA9	ARO:3006254;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4TWM6	ARO:3006857;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4TWQ4	ARO:3006252;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4TXE5	ARO:3006256;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z4TXQ8	ARO:3005644;	GO:0008800; GO:0030655; GO:0046677
A0A2Z4TYS7	ARO:3006255;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z5FPJ6	ARO:3006349;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z5FPJ7	ARO:3006351;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z5FPK0	ARO:3006352;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z5FPK6	ARO:3005876;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A2Z5FPM1	ARO:3005368;	GO:0008800; GO:0030655; GO:0046677
A0A2Z5FPN0	ARO:3006347;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z5FPP1	ARO:3006350;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z5FPS2	ARO:3006346;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A2Z5WNL3	ARO:3005630;	GO:0008800; GO:0030655; GO:0046677
A0A2Z6FKM9	ARO:3006165;	GO:0008800; GO:0030655; GO:0046677
A0A2Z6FKN6	ARO:3006166;	GO:0008800; GO:0030655; GO:0046677
A0A2Z6G7M4	ARO:3005482;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A2Z6G7R3	ARO:3005483;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A2Z6G7T2	ARO:3005481;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A2Z6IET1	ARO:3005508;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A318G5R6	ARO:3008784;	GO:0008800; GO:0030655; GO:0046677
A0A332G8M4	ARO:3001778;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A343AXU8	ARO:3005747;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A345GNY8	ARO:3006675;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A345IT58	ARO:3005935;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A345N860	ARO:3001116;	GO:0008800; GO:0030655; GO:0046677
A0A345N8B3	ARO:3006215;	GO:0008800; GO:0030655; GO:0046677
A0A345N8B5	ARO:3005584;	GO:0008800; GO:0030655; GO:0046677
A0A345N8C0	ARO:3006676;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A345N8C1	ARO:3005301;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A345N8C2	ARO:3005484;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A345N8C3	ARO:3005315;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A345T8M3	ARO:3005645;	GO:0008800; GO:0030655; GO:0046677
A0A346ARK8	ARO:3005267;	GO:0008800; GO:0030655; GO:0046677
A0A346ARK9	ARO:3005369;	GO:0008800; GO:0030655; GO:0046677
A0A346DAP7	ARO:3006898;	GO:0008800; GO:0030655; GO:0046677
A0A346MLH2	ARO:3006167;	GO:0008800; GO:0030655; GO:0046677
A0A346MLH3	ARO:3006168;	GO:0008800; GO:0030655; GO:0046677
A0A346MLH4	ARO:3006677;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A346MLH5	ARO:3006678;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A346MLH6	ARO:3006679;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A346MLH7	ARO:3006681;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A346MLH8	ARO:3006682;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A346MLH9	ARO:3006683;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A346MLI0	ARO:3005310;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A346MLI1	ARO:3006684;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A346MLI4	ARO:3005941;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A346MLI5	ARO:3005320;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A346MLI6	ARO:3005883;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A346MLI7	ARO:3005884;	GO:0005886; GO:0008658; GO:0008800; GO:0017001; GO:0046677; GO:0071555
A0A348GSU8	ARO:3005485;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A376G7M0	ARO:3005462;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A377TVL0	ARO:3001129;	GO:0008800; GO:0030655; GO:0046677
A0A377V2U7	ARO:3001086;	GO:0008800; GO:0030655; GO:0046677
A0A377X909	ARO:3005227;	GO:0008800; GO:0030655; GO:0046677
A0A384SNC5	ARO:3005501;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A384WCZ2	ARO:3005176;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A384WDR9	ARO:3005253;	GO:0008800; GO:0030655; GO:0046677
A0A384X512	ARO:3005211;	GO:0008800; GO:0030655; GO:0046677
A0A385AH63	ARO:3000413;	GO:0004156; GO:0046654; GO:0046656; GO:0046872
A0A385EKL6	ARO:3001578;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A385FUJ6	ARO:3005207;	GO:0008800; GO:0030655; GO:0046677
A0A385FUV0	ARO:3005646;	GO:0008800; GO:0030655; GO:0046677
A0A385FWW6	ARO:3004105;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A386JTA8	ARO:3005226;	GO:0008800; GO:0030655; GO:0046677
A0A386JTB7	ARO:3005215;	GO:0008800; GO:0030655; GO:0046677
A0A386JTB8	ARO:3005250;	GO:0008800; GO:0030655; GO:0046677
A0A386JTC5	ARO:3005230;	GO:0008800; GO:0030655; GO:0046677
A0A386JTC6	ARO:3005233;	GO:0008800; GO:0030655; GO:0046677
A0A386JTD5	ARO:3005252;	GO:0008800; GO:0030655; GO:0046677
A0A386JTE0	ARO:3005212;	GO:0008800; GO:0030655; GO:0046677
A0A386JTE3	ARO:3005225;	GO:0008800; GO:0030655; GO:0046677
A0A386JTE5	ARO:3005208;	GO:0008800; GO:0030655; GO:0046677
A0A386JTE9	ARO:3005231;	GO:0008800; GO:0030655; GO:0046677
A0A386JTF3	ARO:3005224;	GO:0008800; GO:0030655; GO:0046677
A0A386JTG2	ARO:3005238;	GO:0008800; GO:0030655; GO:0046677
A0A386JTG5	ARO:3005247;	GO:0008800; GO:0030655; GO:0046677
A0A386JTH5	ARO:3005251;	GO:0008800; GO:0030655; GO:0046677
A0A386JTH7	ARO:3005234;	GO:0008800; GO:0030655; GO:0046677
A0A386JTJ0	ARO:3005235;	GO:0008800; GO:0030655; GO:0046677
A0A386JTK0	ARO:3005240;	GO:0008800; GO:0030655; GO:0046677
A0A386JTL8	ARO:3005243;	GO:0008800; GO:0030655; GO:0046677
A0A3B8DM63	ARO:3005647;	GO:0008800; GO:0030655; GO:0046677
A0A3G2UL71	ARO:3004361;	GO:0004156; GO:0005829; GO:0046654; GO:0046656; GO:0046872
A0A3G3C0L1	ARO:3005509;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A3G3C0M5	ARO:3005370;	GO:0008800; GO:0030655; GO:0046677
A0A3G3C0Q6	ARO:3004870;	GO:0008800; GO:0017001; GO:0042597; GO:0046677; GO:0046872
A0A3G3C179	ARO:3006169;	GO:0008800; GO:0030655; GO:0046677
A0A3G3C2U7	ARO:3005959;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
A0A3G3MDR1	ARO:3005371;	GO:0008800; GO:0030655; GO:0046677
A0A3G5R2F7	ARO:3005987;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A3G5R5H4	ARO:3005989;	GO:0005886; GO:0008658; GO:0008800; GO:0046677; GO:0071555
A0A3G6X5P9	ARO:3006469;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A3G6X5Q5	ARO:3006687;	GO:0008800; GO:0017001; GO:0030288; GO:0046677
A0A3G8LT49	ARO:3003556;	GO:0008270; GO:0008800; GO:0017001; GO:0042597; GO:0046677
A0A3G9I8K5	ARO:3005983;	GO:0008658; GO:0008800; GO:0017001; GO:0046677
