# UniProt allergen registry (keyword KW-0020, reviewed); release 2026_02; query: keyword:KW-0020 AND reviewed:true
who_iuis_name	allergen_molecule	accession	species_code	gene	organism	taxon_id	fetch_command
Pis s 3	Pis s 3	A0A161AT60	PEA		Pisum sativum (Garden pea) (Lathyrus oleraceus)	3888	uv run ai-gene-review fetch-gene PEA A0A161AT60 -u A0A161AT60
Pla l 1	Pla l 1	P82242	PLALA		Plantago lanceolata (English plantain) (Ribwort plantain)	39414	uv run ai-gene-review fetch-gene PLALA P82242 -u P82242
Pla l 2	Pla l 2	C0HJX6	PLALA		Plantago lanceolata (English plantain) (Ribwort plantain)	39414	uv run ai-gene-review fetch-gene PLALA C0HJX6 -u C0HJX6
Pla a 1.0101	Pla a 1	Q8GT41	PLAAC		Platanus acerifolia (London plane tree) (Platanus orientalis x Platanus occidentalis)	140101	uv run ai-gene-review fetch-gene PLAAC Q8GT41 -u Q8GT41
Pla a 2.0101	Pla a 2	Q6H9K0	PLAAC	plaa2	Platanus acerifolia (London plane tree) (Platanus orientalis x Platanus occidentalis)	140101	uv run ai-gene-review fetch-gene PLAAC plaa2 -u Q6H9K0
Pla o 4	Pla o 4	P85814	PLAOI		Platanus orientalis (Oriental plane-tree)	122832	uv run ai-gene-review fetch-gene PLAOI P85814 -u P85814
Pla or 1.0101	Pla or 1	A9YUH4	PLAOI		Platanus orientalis (Oriental plane-tree)	122832	uv run ai-gene-review fetch-gene PLAOI A9YUH4 -u A9YUH4
Plo i 1	Plo i 1	Q95PM9	PLOIN	ARGK	Plodia interpunctella (Indianmeal moth)	58824	uv run ai-gene-review fetch-gene PLOIN ARGK -u Q95PM9
Poa p 9	Poa p 9	P22286	POAPR		Poa pratensis (Kentucky bluegrass) (Phalaris japonica)	4545	uv run ai-gene-review fetch-gene POAPR P22286 -u P22286
Poa p 9	Poa p 9	P22284	POAPR		Poa pratensis (Kentucky bluegrass) (Phalaris japonica)	4545	uv run ai-gene-review fetch-gene POAPR P22284 -u P22284
Poa p 9	Poa p 9	P22285	POAPR		Poa pratensis (Kentucky bluegrass) (Phalaris japonica)	4545	uv run ai-gene-review fetch-gene POAPR P22285 -u P22285
Pol a 1	Pol a 1	Q9U6W0	POLAN		Polistes annularis (Paper wasp)	27505	uv run ai-gene-review fetch-gene POLAN Q9U6W0 -u Q9U6W0
Pol a 2	Pol a 2	Q9U6V9	POLAN		Polistes annularis (Paper wasp)	27505	uv run ai-gene-review fetch-gene POLAN Q9U6V9 -u Q9U6V9
Pol a 5	Pol a 5	Q05109	POLAN		Polistes annularis (Paper wasp)	27505	uv run ai-gene-review fetch-gene POLAN Q05109 -u Q05109
Pol d 1	Pol d 1	Q6Q251	POLDO		Polistes dominula (European paper wasp) (Vespa dominula)	743375	uv run ai-gene-review fetch-gene POLDO Q6Q251 -u Q6Q251
Pol d 1	Pol d 1	Q6Q252	POLDO		Polistes dominula (European paper wasp) (Vespa dominula)	743375	uv run ai-gene-review fetch-gene POLDO Q6Q252 -u Q6Q252
Pol d 1	Pol d 1	Q6Q249	POLDO		Polistes dominula (European paper wasp) (Vespa dominula)	743375	uv run ai-gene-review fetch-gene POLDO Q6Q249 -u Q6Q249
Pol d 1	Pol d 1	Q6Q250	POLDO		Polistes dominula (European paper wasp) (Vespa dominula)	743375	uv run ai-gene-review fetch-gene POLDO Q6Q250 -u Q6Q250
Pol d 2	Pol d 2	A0ABM1IHN5	POLDO		Polistes dominula (European paper wasp) (Vespa dominula)	743375	uv run ai-gene-review fetch-gene POLDO A0ABM1IHN5 -u A0ABM1IHN5
Pol d 4	Pol d 4	Q7Z269	POLDO		Polistes dominula (European paper wasp) (Vespa dominula)	743375	uv run ai-gene-review fetch-gene POLDO Q7Z269 -u Q7Z269
Pol d 5	Pol d 5	P81656	POLDO		Polistes dominula (European paper wasp) (Vespa dominula)	743375	uv run ai-gene-review fetch-gene POLDO P81656 -u P81656
Pol e 5	Pol e 5	P35759	POLEX		Polistes exclamans (Paper wasp)	27506	uv run ai-gene-review fetch-gene POLEX P35759 -u P35759
Pol f 5	Pol f 5	P35780	POLFU		Polistes fuscatus (Paper wasp)	30207	uv run ai-gene-review fetch-gene POLFU P35780 -u P35780
Pol g 1	Pol g 1	P83542	POLGA		Polistes gallicus (Paper wasp)	34730	uv run ai-gene-review fetch-gene POLGA P83542 -u P83542
Pol g 5	Pol g 5	P83377	POLGA		Polistes gallicus (Paper wasp)	34730	uv run ai-gene-review fetch-gene POLGA P83377 -u P83377
Poly p 1	Poly p 1	A2VBC4	POLPI		Polybia paulista (Neotropical social wasp) (Swarm-founding polistine wasp)	291283	uv run ai-gene-review fetch-gene POLPI A2VBC4 -u A2VBC4
Poly p 2	Poly p 2	P86687	POLPI		Polybia paulista (Neotropical social wasp) (Swarm-founding polistine wasp)	291283	uv run ai-gene-review fetch-gene POLPI P86687 -u P86687
Poly p 5	Poly p 5	P86686	POLPI		Polybia paulista (Neotropical social wasp) (Swarm-founding polistine wasp)	291283	uv run ai-gene-review fetch-gene POLPI P86686 -u P86686
Poly p 5	Poly p 5	D4P2Y4	POLPI		Polybia paulista (Neotropical social wasp) (Swarm-founding polistine wasp)	291283	uv run ai-gene-review fetch-gene POLPI D4P2Y4 -u D4P2Y4
Pol s 5	Pol s 5	Q7Z156	POLSR		Polybia scutellaris rioplatensis (Camoati)	260979	uv run ai-gene-review fetch-gene POLSR Q7Z156 -u Q7Z156
Por p 1.0101	Por p 1	M1H607	PORPE		Portunus pelagicus (Blue swimmer crab)	80836	uv run ai-gene-review fetch-gene PORPE M1H607 -u M1H607
Pro c 2.0101	Pro c 2	H6VGI2	PROCL		Procambarus clarkii (Red swamp crayfish)	6728	uv run ai-gene-review fetch-gene PROCL H6VGI2 -u H6VGI2
Pro c 5.0101	Pro c 5	J7HCX7	PROCL	MLC1	Procambarus clarkii (Red swamp crayfish)	6728	uv run ai-gene-review fetch-gene PROCL MLC1 -u J7HCX7
Pro c 8.0101	Pro c 8	F5A6E9	PROCL		Procambarus clarkii (Red swamp crayfish)	6728	uv run ai-gene-review fetch-gene PROCL F5A6E9 -u F5A6E9
Pru ar 1	Pru ar 1	O50001	PRUAR		Prunus armeniaca (Apricot) (Armeniaca vulgaris)	36596	uv run ai-gene-review fetch-gene PRUAR O50001 -u O50001
Pur ar 3	Pur ar 3	P81651	PRUAR		Prunus armeniaca (Apricot) (Armeniaca vulgaris)	36596	uv run ai-gene-review fetch-gene PRUAR P81651 -u P81651
Pru av 1	Pru av 1	O24248	PRUAV	PRUA1	Prunus avium (Cherry) (Cerasus avium)	42229	uv run ai-gene-review fetch-gene PRUAV PRUA1 -u O24248
Pru av 2	Pru av 2	P50694	PRUAV		Prunus avium (Cherry) (Cerasus avium)	42229	uv run ai-gene-review fetch-gene PRUAV P50694 -u P50694
Pru av 3	Pru av 3	Q9M5X8	PRUAV		Prunus avium (Cherry) (Cerasus avium)	42229	uv run ai-gene-review fetch-gene PRUAV Q9M5X8 -u Q9M5X8
Pru av 4	Pru av 4	Q9XF39	PRUAV		Prunus avium (Cherry) (Cerasus avium)	42229	uv run ai-gene-review fetch-gene PRUAV Q9XF39 -u Q9XF39
Pur d 3	Pur d 3	P82534	PRUDO		Prunus domestica (Garden plum)	3758	uv run ai-gene-review fetch-gene PRUDO P82534 -u P82534
Pru du 4	Pru du 4	Q8GSL5	PRUDU		Prunus dulcis (Almond) (Amygdalus dulcis)	3755	uv run ai-gene-review fetch-gene PRUDU Q8GSL5 -u Q8GSL5
Pru du 6	Pru du 6	Q43607	PRUDU		Prunus dulcis (Almond) (Amygdalus dulcis)	3755	uv run ai-gene-review fetch-gene PRUDU Q43607 -u Q43607
Pru du 6.0101	Pru du 6	E3SH28	PRUDU		Prunus dulcis (Almond) (Amygdalus dulcis)	3755	uv run ai-gene-review fetch-gene PRUDU E3SH28 -u E3SH28
Pru du ?	Pru du ?	P82944	PRUDU		Prunus dulcis (Almond) (Amygdalus dulcis)	3755	uv run ai-gene-review fetch-gene PRUDU P82944 -u P82944
Pru du gamma-conglutin	Pru du gamma	P82952	PRUDU	Cgamma1	Prunus dulcis (Almond) (Amygdalus dulcis)	3755	uv run ai-gene-review fetch-gene PRUDU Cgamma1 -u P82952
Pru p 3	Pru p 3	P81402	PRUPE		Prunus persica (Peach) (Amygdalus persica)	3760	uv run ai-gene-review fetch-gene PRUPE P81402 -u P81402
Pru p 4.02	Pru p 4	Q8GT39	PRUPE		Prunus persica (Peach) (Amygdalus persica)	3760	uv run ai-gene-review fetch-gene PRUPE Q8GT39 -u Q8GT39
Pru p 7	Pru p 7	P86888	PRUPE		Prunus persica (Peach) (Amygdalus persica)	3760	uv run ai-gene-review fetch-gene PRUPE P86888 -u P86888
Pso o 1	Pso o 1	Q1EIQ3	PSOOV		Psoroptes ovis (Sheep scab mite)	83912	uv run ai-gene-review fetch-gene PSOOV Q1EIQ3 -u Q1EIQ3
Pso o 10.0101	Pso o 10	Q3BJY7	PSOOV		Psoroptes ovis (Sheep scab mite)	83912	uv run ai-gene-review fetch-gene PSOOV Q3BJY7 -u Q3BJY7
Pso o 2	Pso o 2	Q965E2	PSOOV	ALLA	Psoroptes ovis (Sheep scab mite)	83912	uv run ai-gene-review fetch-gene PSOOV ALLA -u Q965E2
Pun g 14	Pun g 14	G1UH28	PUNGR	PSC	Punica granatum (Pomegranate)	22663	uv run ai-gene-review fetch-gene PUNGR PSC -u G1UH28
Pun g 7	Pun g 7	C0HKC0	PUNGR		Punica granatum (Pomegranate)	22663	uv run ai-gene-review fetch-gene PUNGR C0HKC0 -u C0HKC0
Pyr c 1	Pyr c 1	O65200	PYRCO	PYRC1	Pyrus communis (Pear) (Pyrus domestica)	23211	uv run ai-gene-review fetch-gene PYRCO PYRC1 -u O65200
Pyr c 3	Pyr c 3	Q9M5X6	PYRCO		Pyrus communis (Pear) (Pyrus domestica)	23211	uv run ai-gene-review fetch-gene PYRCO Q9M5X6 -u Q9M5X6
Pyr c 4	Pyr c 4	Q9XF38	PYRCO		Pyrus communis (Pear) (Pyrus domestica)	23211	uv run ai-gene-review fetch-gene PYRCO Q9XF38 -u Q9XF38
Pyr c 5	Pyr c 5	O81355	PYRCO	PYRC5	Pyrus communis (Pear) (Pyrus domestica)	23211	uv run ai-gene-review fetch-gene PYRCO PYRC5 -u O81355
Que a 1	Que a 1	P85126	QUEAL		Quercus alba (White oak)	3513	uv run ai-gene-review fetch-gene QUEAL P85126 -u P85126
Raj c 1	Raj c 1	P02630	RAJCL		Raja clavata (Thornback ray)	7781	uv run ai-gene-review fetch-gene RAJCL P02630 -u P02630
Rat n 1	Rat n 1	P02761	RAT		Rattus norvegicus (Rat)	10116	uv run ai-gene-review fetch-gene RAT P02761 -u P02761
Rho m 1	Rho m 1	Q870B9	RHOMI	ENO	Rhodotorula mucilaginosa (Yeast) (Rhodotorula rubra)	5537	uv run ai-gene-review fetch-gene RHOMI ENO -u Q870B9
Rho m 2.0101	Rho m 2	Q32ZM1	RHOMI		Rhodotorula mucilaginosa (Yeast) (Rhodotorula rubra)	5537	uv run ai-gene-review fetch-gene RHOMI Q32ZM1 -u Q32ZM1
		B2MVK7	RHYBR		Rhynchium brunneum (Potter wasp)	522437	uv run ai-gene-review fetch-gene RHYBR B2MVK7 -u B2MVK7
Ric c 1/3	Ric c 1/3	P01089	RICCO		Ricinus communis (Castor bean)	3988	uv run ai-gene-review fetch-gene RICCO P01089 -u P01089
Sal s 1	Sal s 1	Q91483	SALSA		Salmo salar (Atlantic salmon)	8030	uv run ai-gene-review fetch-gene SALSA Q91483 -u Q91483
Sal s 1	Sal s 1	Q91482	SALSA		Salmo salar (Atlantic salmon)	8030	uv run ai-gene-review fetch-gene SALSA Q91482 -u Q91482
Sal s 2.0101	Sal s 2	B5DGQ7	SALSA	ENO3	Salmo salar (Atlantic salmon)	8030	uv run ai-gene-review fetch-gene SALSA ENO3 -u B5DGQ7
Sal s 3.0101	Sal s 3	B5DGM7	SALSA		Salmo salar (Atlantic salmon)	8030	uv run ai-gene-review fetch-gene SALSA B5DGM7 -u B5DGM7
Sal k 1	Sal k 1	P83181	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	uv run ai-gene-review fetch-gene SALKA P83181 -u P83181
Sal k 3.0101	Sal k 3	C1KEU0	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	uv run ai-gene-review fetch-gene SALKA C1KEU0 -u C1KEU0
Sal k 4.0101	Sal k 4	C6JWH0	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	uv run ai-gene-review fetch-gene SALKA C6JWH0 -u C6JWH0
Sal k 4.0201	Sal k 4	E2D0Y9	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	uv run ai-gene-review fetch-gene SALKA E2D0Y9 -u E2D0Y9
Sal k 4.0301	Sal k 4	W8P570	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	uv run ai-gene-review fetch-gene SALKA W8P570 -u W8P570
Sal k 5.0101	Sal k 5	E2D0Z0	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	uv run ai-gene-review fetch-gene SALKA E2D0Z0 -u E2D0Z0
Sal k 6	Sal k 6	W8P8Q3	SALKA		Salsola kali (Prickly saltwort) (Kali turgidum)	151250	uv run ai-gene-review fetch-gene SALKA W8P8Q3 -u W8P8Q3
Sch c 1	Sch c 1	D8Q9M3	SCHCM		Schizophyllum commune (strain H4-8 / FGSC 9210) (Split gill fungus)	578458	uv run ai-gene-review fetch-gene SCHCM D8Q9M3 -u D8Q9M3
Sco j 1	Sco j 1	P59747	SCOJP		Scomber japonicus (Chub mackerel)	13676	uv run ai-gene-review fetch-gene SCOJP P59747 -u P59747
Sco s 1	Sco s 1	D3GME4	SCOSC	pvalb	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	13677	uv run ai-gene-review fetch-gene SCOSC pvalb -u D3GME4
Scy p 2.0101	Scy p 2	H6VGI3	SCYPA		Scylla paramamosain (Mud crab)	85552	uv run ai-gene-review fetch-gene SCYPA H6VGI3 -u H6VGI3
Scy p 4.0101	Scy p 4	I2DDG2	SCYPA		Scylla paramamosain (Mud crab)	85552	uv run ai-gene-review fetch-gene SCYPA I2DDG2 -u I2DDG2
Scy p 8.0101	Scy p 8	A0A1L5YRA2	SCYPA		Scylla paramamosain (Mud crab)	85552	uv run ai-gene-review fetch-gene SCYPA A0A1L5YRA2 -u A0A1L5YRA2
Scy s 2	Scy s 2	C9EIP1	SCYSE		Scylla serrata (Mud crab)	6761	uv run ai-gene-review fetch-gene SCYSE C9EIP1 -u C9EIP1
Ses i 2.0101	Ses i 2	Q9XHP1	SESIN		Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	uv run ai-gene-review fetch-gene SESIN Q9XHP1 -u Q9XHP1
Ses i 4.0101	Ses i 4	Q9FUJ9	SESIN		Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	uv run ai-gene-review fetch-gene SESIN Q9FUJ9 -u Q9FUJ9
Ses i 5.0101	Ses i 5	Q9XHP2	SESIN		Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	uv run ai-gene-review fetch-gene SESIN Q9XHP2 -u Q9XHP2
Ses i 6.0101	Ses i 6	Q9XHP0	SESIN		Sesamum indicum (Oriental sesame) (Sesamum orientale)	4182	uv run ai-gene-review fetch-gene SESIN Q9XHP0 -u Q9XHP0
Sin a 1	Sin a 1	P15322	SINAL		Sinapis alba (White mustard) (Brassica hirta)	3728	uv run ai-gene-review fetch-gene SINAL P15322 -u P15322
Sin a 2	Sin a 2	P83908	SINAL		Sinapis alba (White mustard) (Brassica hirta)	3728	uv run ai-gene-review fetch-gene SINAL P83908 -u P83908
Sin c 1.0102	Sin c 1	A7UMC0	SINCO		Sinonovacula constricta (Razor clam)	98310	uv run ai-gene-review fetch-gene SINCO A7UMC0 -u A7UMC0
Lyc e 1	Lyc e 1	Q93YG7	SOLLC		Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081	uv run ai-gene-review fetch-gene SOLLC Q93YG7 -u Q93YG7
		P12670	SOLLC	NP24-I	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081	uv run ai-gene-review fetch-gene SOLLC NP24-I -u P12670
Sola l 6	Sola l 6	P86417	SOLLC		Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081	uv run ai-gene-review fetch-gene SOLLC P86417 -u P86417
Sola t 2	Sola t 2	P16348	SOLTU		Solanum tuberosum (Potato)	4113	uv run ai-gene-review fetch-gene SOLTU P16348 -u P16348
Sola t 4	Sola t 4	P30941	SOLTU		Solanum tuberosum (Potato)	4113	uv run ai-gene-review fetch-gene SOLTU P30941 -u P30941
Sol g 4	Sol g 4	Q9NH75	SOLGE		Solenopsis geminata (Tropical fire ant)	121131	uv run ai-gene-review fetch-gene SOLGE Q9NH75 -u Q9NH75
Sol i 1	Sol i 1	Q68KK0	SOLIN		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	13686	uv run ai-gene-review fetch-gene SOLIN Q68KK0 -u Q68KK0
Sol i 2	Sol i 2	P35775	SOLIN		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	13686	uv run ai-gene-review fetch-gene SOLIN P35775 -u P35775
Sol i 3	Sol i 3	P35778	SOLIN		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	13686	uv run ai-gene-review fetch-gene SOLIN P35778 -u P35778
Sol i 4	Sol i 4	P35777	SOLIN		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	13686	uv run ai-gene-review fetch-gene SOLIN P35777 -u P35777
Sol r 2	Sol r 2	P35776	SOLRI		Solenopsis richteri (Black imported fire ant)	30203	uv run ai-gene-review fetch-gene SOLRI P35776 -u P35776
Sol r 3	Sol r 3	P35779	SOLRI		Solenopsis richteri (Black imported fire ant)	30203	uv run ai-gene-review fetch-gene SOLRI P35779 -u P35779
Sol s 2	Sol s 2	A5X2H7	SOLSV		Solenopsis saevissima (Fire ant) (Myrmecia saevissima)	176597	uv run ai-gene-review fetch-gene SOLSV A5X2H7 -u A5X2H7
Sta c 3.0101	Sta c 3	C7E9W0	STACH		Stachybotrys chartarum (Toxic black mold) (Stilbospora chartarum)	74722	uv run ai-gene-review fetch-gene STACH C7E9W0 -u C7E9W0
Sta c SchS34	Sta c SchS34	C7E9V9	STACH		Stachybotrys chartarum (Toxic black mold) (Stilbospora chartarum)	74722	uv run ai-gene-review fetch-gene STACH C7E9V9 -u C7E9V9
Ste b 1	Ste b 1	Q5EZC5	STEBT	alta1	Stemphylium botryosum (Black stalk rot fungus) (Pleospora tarda)	120510	uv run ai-gene-review fetch-gene STEBT alta1 -u Q5EZC5
Gel m RIP	Gel m RIP	P33186	SURMU	GEL	Suregada multiflora (False lime) (Gelonium multiflorum)	3979	uv run ai-gene-review fetch-gene SURMU GEL -u P33186
Syr v 3	Syr v 3	P58171	SYRVU	SYRV3	Syringa vulgaris (Common lilac)	34270	uv run ai-gene-review fetch-gene SYRVU SYRV3 -u P58171
Tab y 1	Tab y 1	B3A0N5	TABYA	APY	Tabanus yao (Horsefly)	485572	uv run ai-gene-review fetch-gene TABYA APY -u B3A0N5
Tab y 2.0101	Tab y 2	E0XKJ9	TABYA		Tabanus yao (Horsefly)	485572	uv run ai-gene-review fetch-gene TABYA E0XKJ9 -u E0XKJ9
Tab y 5.0101	Tab y 5	E0XKJ8	TABYA		Tabanus yao (Horsefly)	485572	uv run ai-gene-review fetch-gene TABYA E0XKJ8 -u E0XKJ8
		O49065	TAROF		Taraxacum officinale (Common dandelion) (Leontodon taraxacum)	50225	uv run ai-gene-review fetch-gene TAROF O49065 -u O49065
Tha p 1	Tha p 1	E0X9F6	THAPI		Thaumetopoea pityocampa (Pine processionary moth) (Bombyx pityocampa)	208016	uv run ai-gene-review fetch-gene THAPI E0X9F6 -u E0X9F6
Tha p 2	Tha p 2	P86360	THAPI		Thaumetopoea pityocampa (Pine processionary moth) (Bombyx pityocampa)	208016	uv run ai-gene-review fetch-gene THAPI P86360 -u P86360
		P86978	THUAL	ENO3	Thunnus albacares (Yellowfin tuna) (Neothunnus macropterus)	8236	uv run ai-gene-review fetch-gene THUAL ENO3 -u P86978
Thu a 2.0101	Thu a 2	I0J1J1	THUAL	ENO1	Thunnus albacares (Yellowfin tuna) (Neothunnus macropterus)	8236	uv run ai-gene-review fetch-gene THUAL ENO1 -u I0J1J1
Thu a 3.0101	Thu a 3	P86979	THUAL	ALDOA	Thunnus albacares (Yellowfin tuna) (Neothunnus macropterus)	8236	uv run ai-gene-review fetch-gene THUAL ALDOA -u P86979
		O77463	TITSE		Tityus serrulatus (Brazilian yellow scorpion)	6887	uv run ai-gene-review fetch-gene TITSE O77463 -u O77463
		P85840	TITSE		Tityus serrulatus (Brazilian yellow scorpion)	6887	uv run ai-gene-review fetch-gene TITSE P85840 -u P85840
Tod p 1.0102	Tod p 1	Q2V0V2	TODPA	TM	Todarodes pacificus (Japanese flying squid) (Ommastrephes pacificus)	6637	uv run ai-gene-review fetch-gene TODPA TM -u Q2V0V2
Tra j 1	Tra j 1	Q3C2C4	TRAJP		Trachurus japonicus (Japanese jack mackerel)	83875	uv run ai-gene-review fetch-gene TRAJP Q3C2C4 -u Q3C2C4
Tri r 2	Tri r 2	Q9UW97	TRIRU	SUB6	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	5551	uv run ai-gene-review fetch-gene TRIRU SUB6 -u Q9UW97
Tri r 4	Tri r 4	Q9UW98	TRIRU	DPPV	Trichophyton rubrum (Athlete's foot fungus) (Epidermophyton rubrum)	5551	uv run ai-gene-review fetch-gene TRIRU DPPV -u Q9UW98
Tri m 2	Tri m 2	Q8J077	TRISH	SUB6	Trichophyton schoenleinii	34386	uv run ai-gene-review fetch-gene TRISH SUB6 -u Q8J077
Tri s 4	Tri s 4	Q8J1L4	TRISH	DPPV	Trichophyton schoenleinii	34386	uv run ai-gene-review fetch-gene TRISH DPPV -u Q8J1L4
		P80514	TRITO		Trichophyton tonsurans (Scalp ringworm fungus)	34387	uv run ai-gene-review fetch-gene TRITO P80514 -u P80514
		P59704	TRICO		Trichostrongylus colubriformis (Black scour worm)	6319	uv run ai-gene-review fetch-gene TRICO P59704 -u P59704
Trip s 1	Trip s 1	C0HJM6	TRISX		Triplochiton scleroxylon (African obeche tree) (Samba scleroxylon)	1521447	uv run ai-gene-review fetch-gene TRISX C0HJM6 -u C0HJM6
		P02863	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P02863 -u P02863
		P04721	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P04721 -u P04721
		P04722	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P04722 -u P04722
		P04723	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P04723 -u P04723
		P04724	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P04724 -u P04724
		P04725	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P04725 -u P04725
		P04726	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P04726 -u P04726
		P04727	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P04727 -u P04727
		P04728	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P04728 -u P04728
		P08819	WHEAT	CBP2	Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT CBP2 -u P08819
		P18573	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P18573 -u P18573
		P81496	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P81496 -u P81496
Tri a 17.0101	Tri a 17	P93594	WHEAT	BMY1	Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT BMY1 -u P93594
Tri a 28	Tri a 28	P01085	WHEAT		Triticum aestivum (Wheat)	4565	uv run ai-gene-review fetch-gene WHEAT P01085 -u P01085
Tur c 1	Tur c 1	Q7M3Y8	TURCO		Turbo cornutus (Horned turban) (Battilus cornutus)	63673	uv run ai-gene-review fetch-gene TURCO Q7M3Y8 -u Q7M3Y8
Tyr p 13.0101	Tyr p 13	Q66RP5	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	uv run ai-gene-review fetch-gene TYRPU Q66RP5 -u Q66RP5
Tyr p 2.0101	Tyr p 2	O02380	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	uv run ai-gene-review fetch-gene TYRPU O02380 -u O02380
Tyr p 24.0101	Tyr p 24	D2DGW3	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	uv run ai-gene-review fetch-gene TYRPU D2DGW3 -u D2DGW3
Tyr p 3.0101	Tyr p 3	C6ZDB5	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	uv run ai-gene-review fetch-gene TYRPU C6ZDB5 -u C6ZDB5
Tyr p 33	Tyr p 33	Q52PV9	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	uv run ai-gene-review fetch-gene TYRPU Q52PV9 -u Q52PV9
Tyr p 8	Tyr p 8	M1RIR6	TYRPU		Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	59818	uv run ai-gene-review fetch-gene TYRPU M1RIR6 -u M1RIR6
Vesp a 1	Vesp a 1	P0DMB5	VESAF		Vespa affinis (Lesser banded hornet)	882735	uv run ai-gene-review fetch-gene VESAF P0DMB5 -u P0DMB5
Vesp a 1	Vesp a 1	P0DMB4	VESAF		Vespa affinis (Lesser banded hornet)	882735	uv run ai-gene-review fetch-gene VESAF P0DMB4 -u P0DMB4
Vesp c 1	Vesp c 1	P0CH87	VESCR		Vespa crabro (European hornet)	7445	uv run ai-gene-review fetch-gene VESCR P0CH87 -u P0CH87
Vesp c 5.0101	Vesp c 5	P35781	VESCR		Vespa crabro (European hornet)	7445	uv run ai-gene-review fetch-gene VESCR P35781 -u P35781
Vesp c 5.0102	Vesp c 5	P35782	VESCR		Vespa crabro (European hornet)	7445	uv run ai-gene-review fetch-gene VESCR P35782 -u P35782
		P0CH47	VESMG		Vespa magnifica (Hornet)	202807	uv run ai-gene-review fetch-gene VESMG P0CH47 -u P0CH47
		P68408	VESMG	MELT	Vespa magnifica (Hornet)	202807	uv run ai-gene-review fetch-gene VESMG MELT -u P68408
Vesp ma 2	Vesp ma 2	P86875	VESMG		Vespa magnifica (Hornet)	202807	uv run ai-gene-review fetch-gene VESMG P86875 -u P86875
Vesp ma 5	Vesp ma 5	P86870	VESMG		Vespa magnifica (Hornet)	202807	uv run ai-gene-review fetch-gene VESMG P86870 -u P86870
Vesp m 5	Vesp m 5	P81657	VESMA		Vespa mandarinia (Asian giant hornet)	7446	uv run ai-gene-review fetch-gene VESMA P81657 -u P81657
		P0DPT0	VESTR		Vespa tropica (Greater banded hornet) (Sphex tropica)	7450	uv run ai-gene-review fetch-gene VESTR P0DPT0 -u P0DPT0
Ves V 2a	Ves V 2a	P0DRN5	VESTR		Vespa tropica (Greater banded hornet) (Sphex tropica)	7450	uv run ai-gene-review fetch-gene VESTR P0DRN5 -u P0DRN5
Ves V 2b	Ves V 2b	A0A9E7V465	VESTR		Vespa tropica (Greater banded hornet) (Sphex tropica)	7450	uv run ai-gene-review fetch-gene VESTR A0A9E7V465 -u A0A9E7V465
