protein_id,gene_symbol,taxon_id,taxon_label,uniprot_link,pathway_link,term_id,term_label,term_description,term_ontology,evidence_type,negated,method,original_reference_id,original_reference_title,supporting_entities,extensions,review_summary,review_action,review_reason,review_supporting_text,review_supporting_reference_ids,review_proposed_replacement_terms,review_additional_reference_ids
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0050853,B cell receptor signaling pathway,,,IDA,,Experimental,PMID:8626447,Reconstitution of B cell antigen receptor-induced signaling events in a nonlymphoid cell line by expressing the Syk protein-tyrosine kinase.,,,Duplicate annotation for core BCR signaling function with different evidence.,ACCEPT,Core function with strong experimental support. Paper shows Syk reconstitutes BCR signaling in non-lymphoid cells.,Reconstitution of B cell antigen receptor-induced signaling events in a nonlymphoid cell line by expressing the Syk protein-tyrosine kinase,PMID:8626447,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0050850,positive regulation of calcium-mediated signaling,,,IMP,,Experimental,PMID:9000133,Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells.,,,Syk activates PLCγ leading to calcium mobilization in mast cells and other immune cells.,ACCEPT,"Well-established function. Syk phosphorylates and activates PLCγ, which generates IP3 and triggers calcium release from intracellular stores. Critical for mast cell degranulation.",Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells,PMID:9000133,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0001820,serotonin secretion,,,IMP,,Experimental,PMID:9000133,Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells.,,,Syk is required for mast cell degranulation which releases serotonin among other mediators.,ACCEPT,Syk-deficient mast cells fail to degranulate and release mediators including serotonin upon FcεRI stimulation. This is a consequence of Syk essential role in mast cell activation.,"Using Syk-deficient mast cells we show that they fail to degranulate, synthesize leukotrienes and secrete cytokines when stimulated through Fc epsilon RI",PMID:9000133,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,IDA,,Experimental,PMID:9099676,Syk activation and dissociation from the B-cell antigen receptor is mediated by phosphorylation of tyrosine 130.,,,Another duplicate annotation for core kinase activity.,ACCEPT,Core enzymatic function with direct experimental evidence.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0007166,cell surface receptor signaling pathway,,,IMP,,Experimental,PMID:9000133,Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells.,,,Duplicate general annotation for receptor signaling.,ACCEPT,General but accurate term for Syk role in FcεRI and other receptor signaling.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0019370,leukotriene biosynthetic process,,,IMP,,Experimental,PMID:9000133,Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells.,,,Syk is required for leukotriene synthesis in activated mast cells.,ACCEPT,Direct evidence that Syk-deficient mast cells fail to synthesize leukotrienes upon FcεRI activation. Part of Syk role in mast cell effector functions.,"Using Syk-deficient mast cells we show that they fail to degranulate, synthesize leukotrienes and secrete cytokines when stimulated through Fc epsilon RI",PMID:9000133,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0032725,positive regulation of granulocyte macrophage colony-stimulating factor production,,,IMP,,Experimental,PMID:9000133,Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells.,,,Syk mediates GM-CSF production by activated mast cells.,ACCEPT,Part of the cytokine response downstream of FcεRI in mast cells. Syk is required for this response.,"Using Syk-deficient mast cells we show that they fail to degranulate, synthesize leukotrienes and secrete cytokines when stimulated through Fc epsilon RI",PMID:9000133,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0035556,intracellular signal transduction,,,IMP,,Experimental,PMID:9000133,Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells.,,,Duplicate general annotation for signal transduction.,ACCEPT,General but accurate - Syk is a key intracellular signal transducer.,,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0043306,positive regulation of mast cell degranulation,,,IMP,,Experimental,PMID:9000133,Critical role for the tyrosine kinase Syk in signalling through the high affinity IgE receptor of mast cells.,,,Core function. Syk is absolutely required for FcεRI-mediated mast cell degranulation.,ACCEPT,"Essential function with strong experimental support. Syk-deficient mast cells completely fail to degranulate upon FcεRI crosslinking, demonstrating Syk critical role in mast cell activation.","Using Syk-deficient mast cells we show that they fail to degranulate, synthesize leukotrienes and secrete cytokines when stimulated through Fc epsilon RI, conclusively demonstrating an essential role for Syk in Fc epsilon RI signalling",PMID:9000133,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0005524,ATP binding,,,IDA,,Experimental,PMID:8798454,Differential intrinsic enzymatic activity of Syk and Zap-70 protein-tyrosine kinases.,,,Direct evidence for ATP binding required for Syk kinase activity.,ACCEPT,"Experimental confirmation of ATP binding, essential for kinase catalytic activity.",Differential intrinsic enzymatic activity of Syk and Zap-70 protein-tyrosine kinases,PMID:8798454,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0045579,positive regulation of B cell differentiation,,,IMP,,Experimental,PMID:7477352,Perinatal lethality and blocked B-cell development in mice lacking the tyrosine kinase Syk.,,,Duplicate annotation for essential B cell development function.,ACCEPT,Core function - Syk knockout shows complete B cell developmental block.,Perinatal lethality and blocked B-cell development in mice lacking the tyrosine kinase Syk,PMID:7477352,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0045588,positive regulation of gamma-delta T cell differentiation,,,IMP,,Experimental,PMID:7477352,Perinatal lethality and blocked B-cell development in mice lacking the tyrosine kinase Syk.,,,Duplicate annotation with different reference for gamma-delta T cell function.,ACCEPT,Syk contributes to gamma-delta T cell development as shown in knockout studies.,"whereas the development of alpha beta T cells proceeded normally, Syk-deficient mice showed impaired development of thymocytes using the V gamma 3 variable region gene",PMID:7477352,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0004713,protein tyrosine kinase activity,,,IDA,,Experimental,PMID:7744830,Association of p72syk with the src homology-2 (SH2) domains of PLC gamma 1 in B lymphocytes.,,,Duplicate annotation showing Syk-PLCγ interaction and kinase activity.,ACCEPT,Core function with experimental evidence.,Association of p72syk with the src homology-2 (SH2) domains of PLC gamma 1 in B lymphocytes,PMID:7744830,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0007167,enzyme-linked receptor protein signaling pathway,,,IDA,,Experimental,PMID:7744830,Association of p72syk with the src homology-2 (SH2) domains of PLC gamma 1 in B lymphocytes.,,,General term for receptor tyrosine kinase-like signaling. Syk functions downstream of non-catalytic receptors with ITAMs.,ACCEPT,"While Syk signals downstream of non-enzymatic receptors, the signaling paradigm is similar to RTK signaling with tyrosine phosphorylation cascades.",,,,
P48025,Syk,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P48025,../genes/mouse/Syk/Syk-pathway.html,GO:0007186,G protein-coupled receptor signaling pathway,,,TAS,,TAS,PMID:11676469,Syk expression and novel function in a wide variety of tissues.,,,Syk may have crosstalk with GPCR pathways but is not a direct GPCR signaling component.,KEEP_AS_NON_CORE,"While there may be crosstalk between Syk and GPCR signaling in some contexts, this is not a primary function. Syk primarily signals through ITAM-containing immune receptors.",,,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0033617,mitochondrial cytochrome c oxidase assembly,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"Correct annotation. SURF1 is a well-established COX assembly factor across species, supporting phylogenetic inference.",ACCEPT,,,,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0005739,mitochondrion,,,IBA,,IBA,GO_REF:0000033,Annotation inferences using phylogenetic trees,,,"Correct localization, though mitochondrial inner membrane would be more specific. Keeping as supporting annotation.",KEEP_AS_NON_CORE,,,,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:1902600,proton transmembrane transport,,,IEA,,Ensembl,GO_REF:0000108,"Automatic assignment of GO terms using logical inference, based on on inter-ontology links.",,,"Over-annotation. SURF1 is a COX assembly factor, not a proton transporter. This is an indirect downstream effect of COX assembly.",REMOVE,,,,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0016020,membrane,,,IEA,,InterPro2GO,GO_REF:0000002,Gene Ontology annotation through association of InterPro records with GO terms.,,,Too general. SURF1 is specifically in the mitochondrial inner membrane.,MODIFY,,,,GO:0005743:mitochondrial inner membrane,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0031966,mitochondrial membrane,,,IEA,,UniProtKB-SubCell,GO_REF:0000044,"Gene Ontology annotation based on UniProtKB/Swiss-Prot Subcellular Location vocabulary mapping, accompanied by conservative changes to GO terms applied by UniProt.",,,Correct but could be more specific (inner membrane). Acceptable annotation from UniProt mapping.,ACCEPT,,,,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0033617,mitochondrial cytochrome c oxidase assembly,,,ISO,,ISO,GO_REF:0000119,Automated transfer of experimentally-verified manual GO annotation data to mouse-human orthologs.,,,"Correct. Based on orthology to human SURF1, which has the same function.",ACCEPT,,,,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0033617,mitochondrial cytochrome c oxidase assembly,,,IEA,,ARBA,GO_REF:0000107,Automatic transfer of experimentally verified manual GO annotation data to orthologs using Ensembl Compara.,,,Correct. Automatic transfer from human ortholog data.,ACCEPT,,,,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0004129,cytochrome-c oxidase activity,,,IMP,,Experimental,PMID:23838831,"Decreased in vitro mitochondrial function is associated with enhanced brain metabolism, blood flow, and memory in Surf1-deficient mice.",,,Misleading annotation. SURF1 enables COX activity through assembly but doesn't have COX activity itself. Should be COX assembly.,MODIFY,,,,GO:0033617:mitochondrial cytochrome c oxidase assembly,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0033617,mitochondrial cytochrome c oxidase assembly,,,ISS,,ISS,GO_REF:0000024,Manual transfer of experimentally-verified manual GO annotation data to orthologs by curator judgment of sequence similarity.,,,Correct. Based on sequence similarity to characterized orthologs.,ACCEPT,,,,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0005739,mitochondrion,,,HDA,,Experimental,PMID:18614015,A mitochondrial protein compendium elucidates complex I disease biology.,,,Correct. High-throughput proteomics confirmed mitochondrial localization.,ACCEPT,,"performed mass spectrometry, GFP tagging, and machine learning to create a mitochondrial compendium of 1098 genes",PMID:18614015,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0005739,mitochondrion,,,HDA,,Experimental,PMID:14651853,"Integrated analysis of protein composition, tissue diversity, and gene regulation in mouse mitochondria.",,,Correct. Proteomic analysis confirmed mitochondrial localization.,ACCEPT,,,,,
P09925,Surf1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/P09925,../genes/mouse/Surf1/Surf1-pathway.html,GO:0004129,cytochrome-c oxidase activity,,,IMP,,Experimental,PMID:12566387,"Constitutive knockout of Surf1 is associated with high embryonic lethality, mitochondrial disease and cytochrome c oxidase deficiency in mice.",,,"Misleading. Paper shows COX deficiency in Surf1 KO, not that SURF1 has COX activity. SURF1 is an assembly factor.",MODIFY,,,,GO:0033617:mitochondrial cytochrome c oxidase assembly,
Q02248,Ctnnb1,NCBITaxon:10090,Mus musculus,https://www.uniprot.org/uniprotkb/Q02248,../genes/mouse/Ctnnb1/Ctnnb1-pathway.html,GO:0001525,angiogenesis,,,IMP,,Experimental,PMID:28463231,Disruption of lineage specification in adult pulmonary mesenchymal progenitor cells promotes microvascular dysfunction.,,,"Beta-catenin knockout mice show disrupted vasculature development, particularly in CNS angiogenesis. The referenced PMID:28463231 demonstrates that disruption of Wnt/beta-catenin signaling affects pulmonary mesenchymal progenitor cells and microvascular dysfunction. Beta-catenin's role in angiogenesis is mediated through canonical Wnt signaling which regulates endothelial cell differentiation and vessel formation.",KEEP_AS_NON_CORE,"While beta-catenin does participate in angiogenesis through Wnt signaling in endothelial cells, this represents a downstream developmental consequence of its core signaling function rather than a direct molecular role. The protein's primary functions are cell adhesion and transcriptional co-activation; angiogenesis is a tissue-specific developmental process that utilizes these core functions.","Disruption of lineage specification in adult pulmonary mesenchymal progenitor cells promotes microvascular dysfunction | Beta-catenin also serves as a central effector in the canonical Wnt signaling pathway, which controls cell proliferation, differentiation, and fate during development and tissue homeostasis",PMID:28463231; file:mouse/Ctnnb1/Ctnnb1-deep-research.md,,
