level	code	branch	class	group	type	subtype	status	mapping_scopes	curation_files	curation_subjects	curation_statuses
type	ER proteostasis|Chaperone|HSP70 system|non-JDP HSP70 cochaperone	ER proteostasis	Chaperone	HSP70 system	non-JDP HSP70 cochaperone		no_mapping		er_proteostasis.yaml	ER proteostasis|Chaperone|HSP70 system|non-JDP HSP70 cochaperone	no_mapping
type	ER proteostasis|Chaperone|HSP90 system|HSP90	ER proteostasis	Chaperone	HSP90 system	HSP90		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	ER proteostasis|Chaperone|HSP90 system|HSP90	mapped
type	ER proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	ER proteostasis	Chaperone	HSP90 system	HSP90 cochaperone	Folding of IGM and IgA	mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Chaperone|HSP90 system|HSP90 cochaperone	mapped
type	ER proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	ER proteostasis	Folding enzyme	Peptidyl-prolyl isomerases	Cyclophilin type		mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|Cyclophilin type	mapped
type	ER proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|FKBP type	ER proteostasis	Folding enzyme	Peptidyl-prolyl isomerases	FKBP type		mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Peptidyl-prolyl isomerases|FKBP type	mapped
type	ER proteostasis|Folding enzyme|Protein disulfide isomerases|Protein disulfide isomerase reoxidation	ER proteostasis	Folding enzyme	Protein disulfide isomerases	Protein disulfide isomerase reoxidation		mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Protein disulfide isomerases|Protein disulfide isomerase reoxidation	mapped
type	ER proteostasis|Glycoproteostasis|N-glycosylation system|Lectin chaperone	ER proteostasis	Glycoproteostasis	N-glycosylation system	Lectin chaperone		no_mapping		er_proteostasis.yaml	ER proteostasis|Glycoproteostasis|N-glycosylation system|Lectin chaperone	no_mapping
type	ER proteostasis|Glycoproteostasis|N-glycosylation system|N-glycan processing	ER proteostasis	Glycoproteostasis	N-glycosylation system	N-glycan processing	Glucose trimming	no_mapping		er_proteostasis.yaml	ER proteostasis|Glycoproteostasis|N-glycosylation system|N-glycan processing	no_mapping
type	ER proteostasis|Glycoproteostasis|N-glycosylation system|Oligosaccharyl transferase complex component	ER proteostasis	Glycoproteostasis	N-glycosylation system	Oligosaccharyl transferase complex component		mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Glycoproteostasis|N-glycosylation system|Oligosaccharyl transferase complex component	mapped
type	ER proteostasis|Glycoproteostasis|O-glycosylation system|O-mannosylation	ER proteostasis	Glycoproteostasis	O-glycosylation system	O-mannosylation		mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Glycoproteostasis|O-glycosylation system|O-mannosylation	mapped
type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Cytosolic handling of ERAD substrates	ERAD-associated E2 conjugating enzyme	mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Cytosolic handling of ERAD substrates	mapped
type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|ER handling of ERAD substrates	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	ER handling of ERAD substrates		mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|ER handling of ERAD substrates	mapped
type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Retrotranslocation channel complex	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	Retrotranslocation channel complex		no_mapping		er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|Retrotranslocation channel complex	no_mapping
type	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|VCP system for retrotranslocation in ERAD	ER proteostasis	Organelle-specific protein degradation	ER associated degradation	VCP system for retrotranslocation in ERAD	VCP	mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Organelle-specific protein degradation|ER associated degradation|VCP system for retrotranslocation in ERAD	mapped
type	ER proteostasis|Protein transport|ER-Golgi trafficking|Antero- and retrograde transport	ER proteostasis	Protein transport	ER-Golgi trafficking	Antero- and retrograde transport	Cargo receptor	no_mapping		er_proteostasis.yaml	ER proteostasis|Protein transport|ER-Golgi trafficking|Antero- and retrograde transport	no_mapping
type	ER proteostasis|Protein transport|ER-Golgi trafficking|Anterograde transport	ER proteostasis	Protein transport	ER-Golgi trafficking	Anterograde transport	COPII vesicle component	mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|ER-Golgi trafficking|Anterograde transport	mapped
type	ER proteostasis|Protein transport|ER-Golgi trafficking|Retrograde transport	ER proteostasis	Protein transport	ER-Golgi trafficking	Retrograde transport	COPI vesicle component	mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|ER-Golgi trafficking|Retrograde transport	mapped
type	ER proteostasis|Protein transport|Transmembrane protein import|BOS complex component	ER proteostasis	Protein transport	Transmembrane protein import	BOS complex component		no_mapping		er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import|BOS complex component	no_mapping
type	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	ER proteostasis	Protein transport	Transmembrane protein import	EMC complex component		mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import|EMC complex component	mapped
type	ER proteostasis|Protein transport|Transmembrane protein import|GEL complex component	ER proteostasis	Protein transport	Transmembrane protein import	GEL complex component		no_mapping		er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import|GEL complex component	no_mapping
type	ER proteostasis|Protein transport|Transmembrane protein import|PAT complex component	ER proteostasis	Protein transport	Transmembrane protein import	PAT complex component		mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Protein transport|Transmembrane protein import|PAT complex component	mapped
type	Extracellular proteostasis|Chaperone|Plasma membrane, chaperone domain released by proteolysis|BRICHOS domain containing chaperone	Extracellular proteostasis	Chaperone	Plasma membrane, chaperone domain released by proteolysis	BRICHOS domain containing chaperone		no_mapping		extracellular_proteostasis.yaml	Extracellular proteostasis|Chaperone|Plasma membrane, chaperone domain released by proteolysis|BRICHOS domain containing chaperone	no_mapping
type	Mitochondrial proteostasis|Chaperone|HSP60 system|HSP10	Mitochondrial proteostasis	Chaperone	HSP60 system	HSP10		mapped	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Chaperone|HSP60 system|HSP10	mapped
type	Mitochondrial proteostasis|Chaperone|HSP60 system|HSP60	Mitochondrial proteostasis	Chaperone	HSP60 system	HSP60		mapped	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Chaperone|HSP60 system|HSP60	mapped
type	Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70	Mitochondrial proteostasis	Chaperone	HSP70 system	HSP70		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70	mapped
type	Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	Mitochondrial proteostasis	Chaperone	HSP70 system	HSP70 nucleotide exchange factor	GRPE subtype	mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Mitochondrial proteostasis|Chaperone|HSP70 system|HSP70 nucleotide exchange factor	mapped
type	Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	Mitochondrial proteostasis	Chaperone	HSP70 system	J-domain containing HSP70 cochaperone		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Mitochondrial proteostasis|Chaperone|HSP70 system|J-domain containing HSP70 cochaperone	mapped
type	Mitochondrial proteostasis|Chaperone|HSP90 system|HSP90	Mitochondrial proteostasis	Chaperone	HSP90 system	HSP90		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Mitochondrial proteostasis|Chaperone|HSP90 system|HSP90	mapped
type	Mitochondrial proteostasis|Protein transport|Inner membrane import|For assembly of inner membrane complexes	Mitochondrial proteostasis	Protein transport	Inner membrane import	For assembly of inner membrane complexes		mapped	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Protein transport|Inner membrane import|For assembly of inner membrane complexes	mapped
type	Mitochondrial proteostasis|Protein transport|Inner membrane import|TIMM17/23 complex	Mitochondrial proteostasis	Protein transport	Inner membrane import	TIMM17/23 complex		mapped	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Protein transport|Inner membrane import|TIMM17/23 complex	mapped
type	Mitochondrial proteostasis|Protein transport|Inner membrane import|TIMM22 complex	Mitochondrial proteostasis	Protein transport	Inner membrane import	TIMM22 complex		mapped	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Protein transport|Inner membrane import|TIMM22 complex	mapped
type	Mitochondrial proteostasis|Protein transport|Outer membrane import|TOMM complex	Mitochondrial proteostasis	Protein transport	Outer membrane import	TOMM complex		mapped	ok_for_propagation_to_go	mitochondrial_proteostasis.yaml	Mitochondrial proteostasis|Protein transport|Outer membrane import|TOMM complex	mapped
type	Nuclear proteostasis|Protein transport|Nuclear transport receptor|Importin, alpha type	Nuclear proteostasis	Protein transport	Nuclear transport receptor	Importin, alpha type		mapped	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport|Nuclear transport receptor|Importin, alpha type	mapped
type	Nuclear proteostasis|Protein transport|Nuclear transport receptor|Importin, beta type	Nuclear proteostasis	Protein transport	Nuclear transport receptor	Importin, beta type		mapped	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport|Nuclear transport receptor|Importin, beta type	mapped
type	Nuclear proteostasis|Protein transport|Nuclear transport receptor|Non-importin transport receptor	Nuclear proteostasis	Protein transport	Nuclear transport receptor	Non-importin transport receptor		mapped	ok_for_propagation_to_go	nuclear_proteostasis.yaml	Nuclear proteostasis|Protein transport|Nuclear transport receptor|Non-importin transport receptor	mapped
type	PN regulation|Stress response integration|Multi-stress response|HAPSTR1 modulator	PN regulation	Stress response integration	Multi-stress response	HAPSTR1 modulator		no_mapping		pn_regulation.yaml	PN regulation|Stress response integration|Multi-stress response|HAPSTR1 modulator	no_mapping
type	PN regulation|Stress response integration|Multi-stress response|Modulation of stress responses	PN regulation	Stress response integration	Multi-stress response	Modulation of stress responses		no_mapping		pn_regulation.yaml	PN regulation|Stress response integration|Multi-stress response|Modulation of stress responses	no_mapping
type	PN regulation|Transcription factor regulator|Inflammatory response|NFkB modulator	PN regulation	Transcription factor regulator	Inflammatory response	NFkB modulator		no_mapping		pn_regulation.yaml	PN regulation|Transcription factor regulator|Inflammatory response|NFkB modulator	no_mapping
type	PN regulation|Transcription factor regulator|Oxidative stress response|NFE2L2 modulator	PN regulation	Transcription factor regulator	Oxidative stress response	NFE2L2 modulator		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Transcription factor regulator|Oxidative stress response|NFE2L2 modulator	mapped
type	PN regulation|Transcription factor regulator|Proteasome recovery pathway|NFE2L1 modulator	PN regulation	Transcription factor regulator	Proteasome recovery pathway	NFE2L1 modulator		no_mapping		pn_regulation.yaml	PN regulation|Transcription factor regulator|Proteasome recovery pathway|NFE2L1 modulator	no_mapping
type	PN regulation|Transcription factor regulator|Unfolded protein response|XBP1 modulator	PN regulation	Transcription factor regulator	Unfolded protein response	XBP1 modulator		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Transcription factor regulator|Unfolded protein response|XBP1 modulator	mapped
type	PN regulation|Transcription factor|Heat shock response|Transcription of heat shock response genes	PN regulation	Transcription factor	Heat shock response	Transcription of heat shock response genes		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Transcription factor|Heat shock response|Transcription of heat shock response genes	mapped
type	PN regulation|Transcription factor|Hypoxic stress response|Transcription of hypoxic stress response genes	PN regulation	Transcription factor	Hypoxic stress response	Transcription of hypoxic stress response genes		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Transcription factor|Hypoxic stress response|Transcription of hypoxic stress response genes	mapped
type	PN regulation|Transcription factor|Inflammatory response|Transcription of xenobiotic response genes	PN regulation	Transcription factor	Inflammatory response	Transcription of xenobiotic response genes	NFkB complex component	no_mapping		pn_regulation.yaml	PN regulation|Transcription factor|Inflammatory response|Transcription of xenobiotic response genes	no_mapping
type	PN regulation|Transcription factor|Integrated stress response|Transcription of integrated stress response genes	PN regulation	Transcription factor	Integrated stress response	Transcription of integrated stress response genes		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Transcription factor|Integrated stress response|Transcription of integrated stress response genes	mapped
type	PN regulation|Transcription factor|Oxidative stress response|Transcription of oxidative response genes	PN regulation	Transcription factor	Oxidative stress response	Transcription of oxidative response genes		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Transcription factor|Oxidative stress response|Transcription of oxidative response genes	mapped
type	PN regulation|Transcription factor|Proteasome recovery pathway|Transcription of proteasome genes	PN regulation	Transcription factor	Proteasome recovery pathway	Transcription of proteasome genes		no_mapping		pn_regulation.yaml	PN regulation|Transcription factor|Proteasome recovery pathway|Transcription of proteasome genes	no_mapping
type	PN regulation|Transcription factor|Unfolded protein response|Transcription of unfolded protein response genes	PN regulation	Transcription factor	Unfolded protein response	Transcription of unfolded protein response genes		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Transcription factor|Unfolded protein response|Transcription of unfolded protein response genes	mapped
type	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	PN regulation	Translation regulator	Integrated stress response	Dephosphorylation of EIF2alpha/EIF2S1		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response|Dephosphorylation of EIF2alpha/EIF2S1	mapped
type	PN regulation|Translation regulator|Integrated stress response|EIF2AK1 modulator	PN regulation	Translation regulator	Integrated stress response	EIF2AK1 modulator		no_mapping		pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response|EIF2AK1 modulator	no_mapping
type	PN regulation|Translation regulator|Integrated stress response|EIF2AK4 modulator	PN regulation	Translation regulator	Integrated stress response	EIF2AK4 modulator		no_mapping		pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response|EIF2AK4 modulator	no_mapping
type	PN regulation|Translation regulator|Integrated stress response|Phosphorylation of EIF2alpha/EIF2S1	PN regulation	Translation regulator	Integrated stress response	Phosphorylation of EIF2alpha/EIF2S1		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Integrated stress response|Phosphorylation of EIF2alpha/EIF2S1	mapped
type	PN regulation|Translation regulator|Unfolded protein response|Phosphorylation of EIF2alpha/EIF2S1	PN regulation	Translation regulator	Unfolded protein response	Phosphorylation of EIF2alpha/EIF2S1		mapped	ok_for_propagation_to_go	pn_regulation.yaml	PN regulation|Translation regulator|Unfolded protein response|Phosphorylation of EIF2alpha/EIF2S1	mapped
type	Translation|Cytosolic translation|Nascent peptide husbandry|N-terminal acetylation of nascent peptide	Translation	Cytosolic translation	Nascent peptide husbandry	N-terminal acetylation of nascent peptide	NatA/NatE complex component	mapped	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Nascent peptide husbandry|N-terminal acetylation of nascent peptide	mapped
type	Translation|Cytosolic translation|Nascent peptide husbandry|N-terminal methionine cleavage from nascent peptide	Translation	Cytosolic translation	Nascent peptide husbandry	N-terminal methionine cleavage from nascent peptide		mapped	ok_for_propagation_to_go	translation.yaml	Translation|Cytosolic translation|Nascent peptide husbandry|N-terminal methionine cleavage from nascent peptide	mapped
