pmid	severity	flags	publication_types	comments_corrections	notice_pmids	title	journal	year	n_citing_genes	citing_genes	citation_sites	used_as_annotation_evidence	already_flagged_is_invalid	annotation_details
PMID:19188609	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:19509405;ErratumIn:		Protection of synapses against Alzheimer's-linked toxins: insulin signaling prevents the pathogenic binding of Abeta oligomers.	Proc Natl Acad Sci U S A	2009	1	human/INS	annotation;reference;supporting_text	True	False	human/INS GO:0048167 regulation of synaptic plasticity [TAS] action=KEEP_AS_NON_CORE;human/INS GO:0050890 cognition [TAS] action=KEEP_AS_NON_CORE;human/INS GO:1900273 positive regulation of long-term synaptic potentiation [TAS] action=KEEP_AS_NON_CORE;human/INS GO:1902952 positive regulation of dendritic spine maintenance [IGI] action=KEEP_AS_NON_CORE;human/INS GO:1903076 regulation of protein localization to plasma membrane [IGI] action=ACCEPT;human/INS GO:1903427 negative regulation of reactive oxygen species biosynthetic process [IGI] action=KEEP_AS_NON_CORE;human/INS GO:1990535 neuron projection maintenance [IGI] action=KEEP_AS_NON_CORE
PMID:19198597	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:19255571;ErratumIn:		Nuclear transport factor directs localization of protein synthesis during mitosis.	Nat Cell Biol	2009	1	yeast/DBP5	annotation;reference;supporting_text	True	False	yeast/DBP5 GO:0005934 cellular bud tip [IDA] action=KEEP_AS_NON_CORE
PMID:19229296	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	CommentIn:19352408;ErratumIn:		The tail sheath structure of bacteriophage T4: a molecular machine for infecting bacteria.	EMBO J	2009	1	BPT4/18	annotation;reference	True	False	BPT4/18 GO:0098027 virus tail, sheath [IDA] action=PENDING
PMID:19273858	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		S-nitrosylation of XIAP compromises neuronal survival in Parkinson's disease.	Proc Natl Acad Sci U S A	2009	1	human/CASP3	annotation;reference;supporting_text	True	False	human/CASP3 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:19286557	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:19286545;ErratumIn:		A functional genomics approach reveals CHE as a component of the Arabidopsis circadian clock.	Science	2009	2	ARATH/LHY;ARATH/TOC1	annotation;reference;supporting_text	True	False	ARATH/LHY GO:0000976 transcription cis-regulatory region binding [IDA] action=ACCEPT;ARATH/LHY GO:0003700 DNA-binding transcription factor activity [IDA] action=ACCEPT;ARATH/LHY GO:0042752 regulation of circadian rhythm [IMP] action=ACCEPT;ARATH/TOC1 GO:0000976 transcription cis-regulatory region binding [IDA] action=ACCEPT;ARATH/TOC1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;ARATH/TOC1 GO:0005634 nucleus [TAS] action=ACCEPT;ARATH/TOC1 GO:0006351 DNA-templated transcription [TAS] action=MODIFY
PMID:19304771	ERRATUM	ERRATUM	Journal Article	ErratumIn:		Evidence for allosteric interactions of antagonist binding to the smoothened receptor.	J Pharmacol Exp Ther	2009	1	human/SMO	annotation;reference;supporting_text	True	False	human/SMO GO:0005886 plasma membrane [IDA] action=ACCEPT;human/SMO GO:0007224 smoothened signaling pathway [IMP] action=ACCEPT
PMID:19339378	ERRATUM	ERRATUM	Journal Article	ErratumIn:		Human arylacetamide deacetylase is a principal enzyme in flutamide hydrolysis.	Drug Metab Dispos	2009	1	human/AADAC	annotation;reference;supporting_text	True	False	human/AADAC GO:0005789 endoplasmic reticulum membrane [IDA] action=ACCEPT
PMID:19388021	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Sequence requirement and subtype specificity in the high-affinity interaction between human frizzled and dishevelled proteins.	Protein Sci	2009	1	human/FZD7	annotation;reference;supporting_text	True	False	human/FZD7 GO:0030165 PDZ domain binding [IPI] action=ACCEPT
PMID:19416851	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural	ErratumIn:		Identification of small subunits of mammalian serine palmitoyltransferase that confer distinct acyl-CoA substrate specificities.	Proc Natl Acad Sci U S A	2009	4	human/KDSR;human/SPTLC1;human/SPTLC2;human/SPTSSA	annotation;reference;supporting_text	True	False	human/KDSR GO:0098554 cytoplasmic side of endoplasmic reticulum membrane [IDA] action=ACCEPT;human/SPTLC1 GO:0004758 serine C-palmitoyltransferase activity [IDA] action=ACCEPT;human/SPTLC1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/SPTLC1 GO:0006688 glycosphingolipid biosynthetic process [IDA] action=KEEP_AS_NON_CORE;human/SPTLC1 GO:0017059 serine palmitoyltransferase complex [IDA] action=ACCEPT;human/SPTLC1 GO:0017059 serine palmitoyltransferase complex [IPI] action=ACCEPT;human/SPTLC1 GO:0030148 sphingolipid biosynthetic process [TAS] action=ACCEPT;human/SPTLC1 GO:0046512 sphingosine biosynthetic process [IDA] action=ACCEPT;human/SPTLC1 GO:0046513 ceramide biosynthetic process [IDA] action=ACCEPT;human/SPTLC1 GO:0098554 cytoplasmic side of endoplasmic reticulum membrane [IDA] action=ACCEPT;human/SPTLC2 GO:0004758 serine C-palmitoyltransferase activity [IDA] action=ACCEPT;human/SPTLC2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/SPTLC2 GO:0006688 glycosphingolipid biosynthetic process [IDA] action=KEEP_AS_NON_CORE;human/SPTLC2 GO:0017059 serine palmitoyltransferase complex [IDA] action=ACCEPT;human/SPTLC2 GO:0017059 serine palmitoyltransferase complex [IPI] action=ACCEPT;human/SPTLC2 GO:0030148 sphingolipid biosynthetic process [TAS] action=ACCEPT;human/SPTLC2 GO:0046512 sphingosine biosynthetic process [IDA] action=ACCEPT;human/SPTLC2 GO:0046513 ceramide biosynthetic process [IDA] action=ACCEPT;human/SPTLC2 GO:0098554 cytoplasmic side of endoplasmic reticulum membrane [IDA] action=ACCEPT;human/SPTSSA GO:0004758 serine C-palmitoyltransferase activity [IDA] action=ACCEPT;human/SPTSSA GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/SPTSSA GO:0006688 glycosphingolipid biosynthetic process [IDA] action=KEEP_AS_NON_CORE;human/SPTSSA GO:0008047 enzyme activator activity [IDA] action=NEW;human/SPTSSA GO:0017059 serine palmitoyltransferase complex [IDA] action=ACCEPT;human/SPTSSA GO:0017059 serine palmitoyltransferase complex [IPI] action=ACCEPT;human/SPTSSA GO:0030148 sphingolipid biosynthetic process [TAS] action=ACCEPT;human/SPTSSA GO:0046512 sphingosine biosynthetic process [IDA] action=KEEP_AS_NON_CORE;human/SPTSSA GO:0046513 ceramide biosynthetic process [IDA] action=KEEP_AS_NON_CORE;human/SPTSSA GO:0098554 cytoplasmic side of endoplasmic reticulum membrane [IDA] action=ACCEPT
PMID:19464326	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		HSPB7 is a SC35 speckle resident small heat shock protein.	Biochim Biophys Acta	2009	8	human/CRYAA;human/CRYAB;human/HSPB2;human/HSPB3;human/HSPB6;human/HSPB7;human/HSPB8;human/HSPB9	annotation;reference;supporting_text	True	False	human/CRYAA GO:0005634 nucleus [IDA] action=KEEP_AS_NON_CORE;human/CRYAA GO:0005737 cytoplasm [IDA] action=ACCEPT;human/CRYAB GO:0005634 nucleus [IDA] action=ACCEPT;human/CRYAB GO:0005737 cytoplasm [IDA] action=ACCEPT;human/HSPB2 GO:0005634 nucleus [IDA] action=ACCEPT;human/HSPB2 GO:0005737 cytoplasm [IDA] action=ACCEPT;human/HSPB3 GO:0005634 nucleus [IDA] action=ACCEPT;human/HSPB3 GO:0005737 cytoplasm [IDA] action=ACCEPT;human/HSPB6 GO:0005634 nucleus [IDA] action=ACCEPT;human/HSPB6 GO:0005737 cytoplasm [IDA] action=ACCEPT;human/HSPB7 GO:0005634 nucleus [IDA] action=ACCEPT;human/HSPB7 GO:0005737 cytoplasm [IDA] action=ACCEPT;human/HSPB8 GO:0005634 nucleus [IDA] action=ACCEPT;human/HSPB8 GO:0005737 cytoplasm [IDA] action=ACCEPT;human/HSPB9 GO:0005634 nucleus [IDA] action=ACCEPT;human/HSPB9 GO:0005737 cytoplasm [IDA] action=ACCEPT
PMID:19474428	ERRATUM	ERRATUM	Case Reports;Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Inactivating PAPSS2 mutations in a patient with premature pubarche.	N Engl J Med	2009	1	human/PAPSS2	annotation;reference;supporting_text	True	False	human/PAPSS2 GO:0000103 sulfate assimilation [IMP] action=ACCEPT;human/PAPSS2 GO:0042445 hormone metabolic process [IMP] action=KEEP_AS_NON_CORE
PMID:19503085	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:19554044;ErratumIn:40670687	40670687	HDAC1 and HDAC2 regulate oligodendrocyte differentiation by disrupting the beta-catenin-TCF interaction.	Nat Neurosci	2009	2	mouse/Ctnnb1;mouse/Hdac1	annotation;reference;supporting_text	True	False	mouse/Ctnnb1 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;mouse/Ctnnb1 GO:0048709 oligodendrocyte differentiation [IMP] action=KEEP_AS_NON_CORE;mouse/Ctnnb1 GO:0048715 negative regulation of oligodendrocyte differentiation [IMP] action=KEEP_AS_NON_CORE;mouse/Hdac1 GO:0005515 protein binding [IPI] action=REMOVE;mouse/Hdac1 GO:0048714 positive regulation of oligodendrocyte differentiation [IGI] action=KEEP_AS_NON_CORE;mouse/Hdac1 GO:0090090 negative regulation of canonical Wnt signaling pathway [IGI] action=KEEP_AS_NON_CORE
PMID:19548878	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Inhibitory effects of kynurenic acid, a tryptophan metabolite, and its derivatives on cytosolic sulfotransferases.	Biochem J	2009	1	human/SULT1B1	annotation;reference;supporting_text	True	False	human/SULT1B1 GO:0008146 sulfotransferase activity [IDA] action=MODIFY;human/SULT1B1 GO:0051923 sulfation [IDA] action=ACCEPT
PMID:19563760	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	CommentIn:19563749;ErratumIn:		Mechanism for activation of the EGF receptor catalytic domain by the juxtamembrane segment.	Cell	2009	1	human/EGFR	annotation;reference;supporting_text	True	False	human/EGFR GO:0042802 identical protein binding [IPI] action=ACCEPT
PMID:19564905	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	CommentIn:19564901;ErratumIn:26039045	26039045	Eps8 regulates axonal filopodia in hippocampal neurons in response to brain-derived neurotrophic factor (BDNF).	PLoS Biol	2009	1	human/BAIAP2	annotation;reference;supporting_text	True	False	human/BAIAP2 GO:0005515 protein binding [IPI] action=REMOVE
PMID:19597497	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural;Research Support, Non-U.S. Gov't	CommentIn:19621038;ErratumIn:		Themis is a member of a new metazoan gene family and is required for the completion of thymocyte positive selection.	Nat Immunol	2009	1	mouse/Grb2	annotation;reference	True	False	mouse/Grb2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:19597498	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural	CommentIn:19621038;ErratumIn:		Themis, a T cell-specific protein important for late thymocyte development.	Nat Immunol	2009	1	mouse/Grb2	annotation;reference	True	False	mouse/Grb2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED
PMID:19609323	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:28673926	28673926	Structural basis for recruitment of BRCA2 by PALB2.	EMBO Rep	2009	2	human/BRCA2;human/PALB2	annotation;reference;supporting_text	True	False	human/BRCA2 GO:0005515 protein binding [IPI] action=REMOVE;human/PALB2 GO:0005515 protein binding [IPI] action=MODIFY
PMID:19631309	ERRATUM	ERRATUM	Case Reports;Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Identification of an agrin mutation that causes congenital myasthenia and affects synapse function.	Am J Hum Genet	2009	1	human/AGRN	reference	False	False	
PMID:19641205	ERRATUM	ERRATUM	Case Reports;Journal Article;Research Support, Non-U.S. Gov't	CommentIn:19907050,19968669;ErratumIn:		AGC1 deficiency associated with global cerebral hypomyelination.	N Engl J Med	2009	1	human/SLC25A12	annotation;reference;supporting_text	True	False	human/SLC25A12 GO:0000515 aspartate:glutamate, proton antiporter activity [EXP] action=ACCEPT;human/SLC25A12 GO:0005739 mitochondrion [IDA] action=KEEP_AS_NON_CORE;human/SLC25A12 GO:0005743 mitochondrial inner membrane [EXP] action=ACCEPT;human/SLC25A12 GO:0015810 aspartate transmembrane transport [IDA] action=ACCEPT;human/SLC25A12 GO:0015813 L-glutamate transmembrane transport [IDA] action=ACCEPT
PMID:19646995	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Crystal structures of alpha-crystallin domain dimers of alphaB-crystallin and Hsp20.	J Mol Biol	2009	1	human/CRYAB	annotation;reference;supporting_text	True	False	human/CRYAB GO:0042803 protein homodimerization activity [IPI] action=ACCEPT
PMID:19648921	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:35064218	35064218	Mutations in PYCR1 cause cutis laxa with progeroid features.	Nat Genet	2009	1	human/PYCR1	annotation;reference;supporting_text	True	False	human/PYCR1 GO:0005739 mitochondrion [IDA] action=ACCEPT;human/PYCR1 GO:0034599 cellular response to oxidative stress [IMP] action=KEEP_AS_NON_CORE
PMID:19690564	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		A comprehensive framework of E2-RING E3 interactions of the human ubiquitin-proteasome system.	Mol Syst Biol	2009	3	human/LRSAM1;human/RNF25;human/SYVN1	annotation;reference	True	False	human/LRSAM1 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/RNF25 GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE;human/SYVN1 GO:0005515 protein binding [IPI] action=REMOVE
PMID:19698713	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		DnaK-mediated association of ClpB to protein aggregates. A bichaperone network at the aggregate surface.	FEBS Lett	2009	1	ECOLI/DnaK	annotation;reference	True	False	ECOLI/DnaK GO:0005515 protein binding [IPI] action=MODIFY
PMID:19701182	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:39875610	39875610	An RNA-dependent RNA polymerase formed by TERT and the RMRP RNA.	Nature	2009	2	human/AGO2;human/TERT	annotation;reference;supporting_text	True	False	human/AGO2 GO:0016442 RISC complex [IDA] action=ACCEPT;human/AGO2 GO:0035197 siRNA binding [IDA] action=ACCEPT;human/AGO2 GO:0070922 RISC complex assembly [IDA] action=ACCEPT;human/TERT GO:0000333 telomerase catalytic core complex [IPI] action=ACCEPT;human/TERT GO:0001172 RNA-templated transcription [IDA] action=KEEP_AS_NON_CORE;human/TERT GO:0003723 RNA binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/TERT GO:0003968 RNA-directed RNA polymerase activity [IDA] action=KEEP_AS_NON_CORE;human/TERT GO:0005697 telomerase holoenzyme complex [IPI] action=ACCEPT;human/TERT GO:0007004 telomere maintenance via telomerase [IDA] action=ACCEPT;human/TERT GO:0030422 siRNA processing [IDA] action=KEEP_AS_NON_CORE;human/TERT GO:0031379 RNA-directed RNA polymerase complex [IPI] action=KEEP_AS_NON_CORE;human/TERT GO:0070034 telomerase RNA binding [IPI] action=ACCEPT;human/TERT GO:0098680 template-free RNA nucleotidyltransferase activity [IDA] action=KEEP_AS_NON_CORE;human/TERT GO:0140745 siRNA transcription [IDA] action=KEEP_AS_NON_CORE;human/TERT GO:1990572 TERT-RMRP complex [IDA] action=KEEP_AS_NON_CORE
PMID:19716822	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.	ErratumIn:		Phosphorylation of the Arabidopsis AtrbohF NADPH oxidase by OST1 protein kinase.	FEBS Lett	2009	1	ARATH/OST1	annotation;reference;supporting_text	True	False	ARATH/OST1 GO:0005515 protein binding [IPI] action=REMOVE
PMID:19726682	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		Metalloprotease ADAM10 is required for Notch1 site 2 cleavage.	J Biol Chem	2009	1	human/NOTCH1	reference	False	False	
PMID:19729656	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, N.I.H., Intramural	ErratumIn:		Regulation of histone acetylation in the nucleus by sphingosine-1-phosphate.	Science	2009	1	human/SPHK2	annotation;reference;supporting_text	True	False	human/SPHK2 GO:0000786 nucleosome [IDA] action=ACCEPT;human/SPHK2 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/SPHK2 GO:0005634 nucleus [EXP] action=ACCEPT;human/SPHK2 GO:0006669 sphinganine-1-phosphate biosynthetic process [IDA] action=ACCEPT;human/SPHK2 GO:0008481 sphingosine kinase activity [IDA] action=ACCEPT;human/SPHK2 GO:0042393 histone binding [IDA] action=ACCEPT;human/SPHK2 GO:0045815 transcription initiation-coupled chromatin remodeling [IDA] action=KEEP_AS_NON_CORE
PMID:19778941	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		Actin-binding rho activating protein (Abra) is essential for fluid shear stress-induced arteriogenesis.	Arterioscler Thromb Vasc Biol	2009	1	human/ABRA	reference	False	False	
PMID:19782033	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	CommentIn:19782022;ErratumIn:		Cullin mediates degradation of RhoA through evolutionarily conserved BTB adaptors to control actin cytoskeleton structure and cell movement.	Mol Cell	2009	1	human/CUL3	annotation;reference	True	False	human/CUL3 GO:0004842 ubiquitin-protein transferase activity [IDA] action=MODIFY;human/CUL3 GO:0016477 cell migration [IMP] action=KEEP_AS_NON_CORE;human/CUL3 GO:0016567 protein ubiquitination [IDA] action=ACCEPT;human/CUL3 GO:0031463 Cul3-RING ubiquitin ligase complex [IDA] action=ACCEPT;human/CUL3 GO:0035024 negative regulation of Rho protein signal transduction [IMP] action=KEEP_AS_NON_CORE;human/CUL3 GO:0043149 stress fiber assembly [IMP] action=KEEP_AS_NON_CORE;human/CUL3 GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process [IDA] action=ACCEPT;human/CUL3 GO:0160072 ubiquitin ligase complex scaffold activity [IDA] action=ACCEPT
PMID:19805025	ERRATUM	ERRATUM	Journal Article;Research Support, Non-U.S. Gov't	ErratumIn:		CIB1 functions as a Ca(2+)-sensitive modulator of stress-induced signaling by targeting ASK1.	Proc Natl Acad Sci U S A	2009	2	human/MAP3K5;human/TXN	annotation;reference;supporting_text	True	False	human/MAP3K5 GO:0005515 protein binding [IPI] action=MARK_AS_OVER_ANNOTATED;human/MAP3K5 GO:0042802 identical protein binding [IPI] action=ACCEPT;human/TXN GO:0005515 protein binding [IPI] action=KEEP_AS_NON_CORE
PMID:19805293	ERRATUM	ERRATUM	Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't	ErratumIn:		CBP and p300 are cytoplasmic E4 polyubiquitin ligases for p53.	Proc Natl Acad Sci U S A	2009	1	human/TP53	annotation;reference;supporting_text	True	False	human/TP53 GO:0005515 protein binding [IPI] action=REMOVE
