scope	accession	gene	organism	caution_pmid	n_pos	positive_mf_terms
net_new	Q9H2D1	SLC25A32	Homo sapiens (Human)	35727412	1	GO:0015230 FAD transmembrane transp(IMP)
net_new	Q9H3P2	NELFA	Homo sapiens (Human)	12612062	1	GO:0005515 protein binding(IPI)
net_new	Q9H4I9	SMDT1	Homo sapiens (Human)	27099988	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q9H4I9	SMDT1	Homo sapiens (Human)	27642048	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q9H4Z3	PCIF1	Homo sapiens (Human)	30467178	3	GO:0016422 mRNA (2'-O-methyladenosi(IDA); GO:0099122 RNA polymerase II C-term(IDA); GO:1904047 S-adenosyl-L-methionine (IDA)
net_new	Q9H4Z3	PCIF1	Homo sapiens (Human)	31279658	1	GO:0016422 mRNA (2'-O-methyladenosi(IDA)
net_new	Q9H4Z3	PCIF1	Homo sapiens (Human)	31279659	1	GO:0016422 mRNA (2'-O-methyladenosi(IDA)
net_new	Q9H5K3	POMK	Homo sapiens (Human)	23929950	1	GO:0016773 phosphotransferase activ(IDA)
net_new	Q9H792	PEAK1	Homo sapiens (Human)	20534451	4	GO:0004715 non-membrane spanning pr(IDA); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q9H792	PEAK1	Homo sapiens (Human)	29212708	1	GO:0042802 identical protein bindin(IDA)
net_new	Q9H7X0	NAA60	Homo sapiens (Human)	21750686	1	GO:0004596 protein-N-terminal amino(IDA)
net_new	Q9H7X0	NAA60	Homo sapiens (Human)	21981917	2	GO:0004596 protein-N-terminal amino(IDA); GO:0010485 histone H4 acetyltransfe(IDA)
net_new	Q9H7X0	NAA60	Homo sapiens (Human)	25732826	1	GO:0004596 protein-N-terminal amino(IDA)
net_new	Q9H7Z7	PTGES2	Homo sapiens (Human)	18198127	1	GO:0050220 prostaglandin-E synthase(EXP)
net_new	Q9H8P0	SRD5A3	Homo sapiens (Human)	20637498	1	GO:0016628 oxidoreductase activity,(IDA)
net_new	Q9H8P0	SRD5A3	Homo sapiens (Human)	38821050	2	GO:0160198 polyprenal reductase act(EXP); GO:0160198 polyprenal reductase act(IDA)
net_new	Q9H993	DCPH1	Homo sapiens (Human)	25732820	4	GO:0005515 protein binding(IPI); GO:0008757 S-adenosylmethionine-dep(IDA); GO:0019899 enzyme binding(IPI); GO:0051998 protein carboxyl O-methy(IDA)
net_new	Q9H9P5	UNKL	Homo sapiens (Human)	20148946	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q9H9T3	ELP3	Homo sapiens (Human)	11714725	3	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0016407 acetyltransferase activi(IDA)
net_new	Q9HC21	SLC25A19	Homo sapiens (Human)	11226231	1	GO:0030233 deoxynucleotide transmem(TAS)
net_new	Q9HC97	GPR35	Homo sapiens (Human)	25411203	3	GO:0004930 G protein-coupled recept(IDA); GO:0004950 chemokine receptor activ(IDA); GO:0016494 C-X-C chemokine receptor(IMP)
net_new	Q9HCE5	METTL14	Homo sapiens (Human)	24316715	4	GO:0001734 mRNA m(6)A methyltransfe(IDA); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q9HCE5	METTL14	Homo sapiens (Human)	27373337	2	GO:0003729 mRNA binding(IDA); GO:0005515 protein binding(IPI)
net_new	Q9HTQ0	dadA1	Pseudomonas aeruginosa (stra	21378189	1	GO:0008718 D-amino-acid dehydrogena(IDA)
net_new	Q9I4V0	?	Pseudomonas aeruginosa (stra	27502282	2	GO:0016491 oxidoreductase activity(IDA); GO:0050136 NADH dehydrogenase (quin(EXP)
net_new	Q9I7S6	Pde9	Drosophila melanogaster (Fru	15673286	1	GO:0004114 3',5'-cyclic-nucleotide (ISM)
net_new	Q9JHI3	Slco2b1	Rattus norvegicus (Rat)	10973807	1	GO:0022857 transmembrane transporte(IDA)
net_new	Q9JHZ9	Slc38a3	Rattus norvegicus (Rat)	10823827	3	GO:0015182 L-asparagine transmembra(IDA); GO:0015186 L-glutamine transmembran(IDA); GO:0140831 L-asparagine, sodium:pro(EXP)
net_new	Q9JHZ9	Slc38a3	Rattus norvegicus (Rat)	11742981	3	GO:0140830 L-glutamine, sodium:prot(IDA); GO:0140831 L-asparagine, sodium:pro(IDA); GO:0140832 L-histidine, sodium:prot(IDA)
net_new	Q9JIH7	Wnk1	Rattus norvegicus (Rat)	10828064	6	GO:0000287 magnesium ion binding(IMP); GO:0004674 protein serine/threonine(IDA); GO:0004674 protein serine/threonine(IDA); GO:0005524 ATP binding(IDA); GO:0005524 ATP binding(IDA); GO:0106310 protein serine kinase ac(EXP)
net_new	Q9JIH7	Wnk1	Rattus norvegicus (Rat)	12374799	1	GO:0106310 protein serine kinase ac(EXP)
net_new	Q9JJE4	Paqr4	Mus musculus (Mouse)	38961186	1	GO:0060090 molecular adaptor activi(IDA)
net_new	Q9JJJ7	Porcn	Mus musculus (Mouse)	17141155	1	GO:1990698 palmitoleoyltransferase (TAS)
net_new	Q9JJJ7	Porcn	Mus musculus (Mouse)	24798332	2	GO:0017147 Wnt-protein binding(IPI); GO:1990698 palmitoleoyltransferase (IDA)
net_new	Q9JK48	Sh3glb1	Mus musculus (Mouse)	12456676	5	GO:0005504 fatty acid binding(IDA); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0042171 lysophosphatidic acid ac(IDA)
net_new	Q9JLJ5	Elovl1	Mus musculus (Mouse)	23689133	1	GO:0009922 fatty acid elongase acti(EXP)
net_new	Q9K4Y9	argF	Moritella abyssi	12644485	1	GO:0004585 ornithine carbamoyltrans(EXP)
net_new	Q9L9E5	novW	Streptomyces niveus (Strepto	15752721	1	GO:0016853 isomerase activity(IDA)
net_new	Q9LVI4	TIFY6B	Arabidopsis thaliana (Mouse-	17637675	2	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q9M9S3	WHY1	Arabidopsis thaliana (Mouse-	15967440	1	GO:0003677 DNA binding(ISS)
net_new	Q9N0A4	PTGES2	Macaca fascicularis (Crab-ea	23426368	5	GO:0016829 lyase activity(IDA); GO:0020037 heme binding(IDA); GO:0036134 12-hydroxyheptadecatrien(EXP); GO:0043295 glutathione binding(IDA); GO:0050220 prostaglandin-E synthase(EXP)
net_new	Q9N1R6	SLC7A9	Oryctolagus cuniculus (Rabbi	10506149	2	GO:0015175 neutral L-amino acid tra(IDA); GO:0042605 peptide antigen binding(IPI)
net_new	Q9N5L4	parg-2	Caenorhabditis elegans	17188026	2	GO:0004649 poly(ADP-ribose) glycohy(IDA); GO:0004649 poly(ADP-ribose) glycohy(IMP)
net_new	Q9NP58	ABCB6	Homo sapiens (Human)	10837493	1	GO:0005524 ATP binding(IDA)
net_new	Q9NP58	ABCB6	Homo sapiens (Human)	17006453	3	GO:0015439 ABC-type heme transporte(IMP); GO:0020037 heme binding(IDA); GO:0046906 tetrapyrrole binding(IDA)
net_new	Q9NP58	ABCB6	Homo sapiens (Human)	17661442	2	GO:0015439 ABC-type heme transporte(EXP); GO:0015562 efflux transmembrane tra(IDA)
net_new	Q9NP94	SLC39A2	Homo sapiens (Human)	10681536	1	GO:0005385 zinc ion transmembrane t(TAS)
net_new	Q9NP94	SLC39A2	Homo sapiens (Human)	29791142	2	GO:0005385 zinc ion transmembrane t(IDA); GO:0046873 metal ion transmembrane (IDA)
net_new	Q9NPH0	ACP6	Homo sapiens (Human)	10506173	1	GO:0052642 lysophosphatidic acid ph(IDA)
net_new	Q9NQV8	PRDM8	Homo sapiens (Human)	22961547	1	GO:0005515 protein binding(IPI)
net_new	Q9NR45	NANS	Homo sapiens (Human)	10749855	1	GO:0047444 N-acylneuraminate-9-phos(IDA)
net_new	Q9NRM0	SLC2A9	Homo sapiens (Human)	18327257	1	GO:0015143 urate transmembrane tran(IDA)
net_new	Q9NRM0	SLC2A9	Homo sapiens (Human)	18842065	2	GO:0005353 fructose transmembrane t(IDA); GO:0055056 D-glucose transmembrane (IDA)
net_new	Q9NS56	TOPORS	Homo sapiens (Human)	11278651	1	GO:0003677 DNA binding(IDA)
net_new	Q9NSA0	SLC22A11	Homo sapiens (Human)	10660625	1	GO:0015291 secondary active transme(IDA)
net_new	Q9NSA0	SLC22A11	Homo sapiens (Human)	15037815	1	GO:0005452 solute:inorganic anion a(IDA)
net_new	Q9NSA0	SLC22A11	Homo sapiens (Human)	18501590	1	GO:0022857 transmembrane transporte(IDA)
net_new	Q9NTN3	SLC35D1	Homo sapiens (Human)	31423530	1	GO:0015297 antiporter activity(IDA)
net_new	Q9NVH0	EXD2	Homo sapiens (Human)	26807646	4	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0008310 single-stranded DNA 3'-5(IDA); GO:0008408 3'-5' exonuclease activi(IDA)
net_new	Q9NVH0	EXD2	Homo sapiens (Human)	31127291	6	GO:0000175 3'-5'-RNA exonuclease ac(IDA); GO:0000287 magnesium ion binding(IDA); GO:0008296 3'-5'-DNA exonuclease ac(IDA); GO:0008310 single-stranded DNA 3'-5(EXP); GO:0030145 manganese ion binding(IDA); GO:0042803 protein homodimerization(IDA)
net_new	Q9NVH0	EXD2	Homo sapiens (Human)	31255466	1	GO:0008408 3'-5' exonuclease activi(IMP)
net_new	Q9NWV4	CZIB	Homo sapiens (Human)	30260988	2	GO:0005515 protein binding(IPI); GO:0008270 zinc ion binding(IDA)
net_new	Q9NXS2	QPCTL	Homo sapiens (Human)	21288892	2	GO:0008270 zinc ion binding(IDA); GO:0016603 glutaminyl-peptide cyclo(IDA)
net_new	Q9NY74	ETAA1	Homo sapiens (Human)	27723717	4	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0043539 protein serine/threonine(IDA)
net_new	Q9NY74	ETAA1	Homo sapiens (Human)	27723720	4	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0043539 protein serine/threonine(IDA)
net_new	Q9NYA4	MTMR4	Homo sapiens (Human)	25659891	1	GO:0060090 molecular adaptor activi(IDA)
net_new	Q9NYA4	MTMR4	Homo sapiens (Human)	31543504	1	GO:0004438 phosphatidylinositol-3-p(IMP)
net_new	Q9NZC9	SMARCAL1	Homo sapiens (Human)	18974355	1	GO:0036310 ATP-dependent DNA/DNA an(IMP)
net_new	Q9NZC9	SMARCAL1	Homo sapiens (Human)	19793862	1	GO:0005515 protein binding(IPI)
net_new	Q9P035	HACD3	Homo sapiens (Human)	18554506	2	GO:0019899 enzyme binding(IDA); GO:0102158 very-long-chain (3R)-3-h(IDA)
net_new	Q9P0N9	TBC1D7	Homo sapiens (Human)	17658474	1	GO:0005515 protein binding(IPI)
net_new	Q9P258	RCC2	Homo sapiens (Human)	12919680	2	GO:0008017 microtubule binding(IMP); GO:0031267 small GTPase binding(IPI)
net_new	Q9P258	RCC2	Homo sapiens (Human)	25074804	7	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0019901 protein kinase binding(IPI); GO:0019904 protein domain specific (IPI)
net_new	Q9P8P2	PLB1	Cryptococcus neoformans (str	10749672	1	GO:0004622 phosphatidylcholine lyso(EXP)
net_new	Q9QUR8	Sema7a	Mus musculus (Mouse)	17377534	2	GO:0005178 integrin binding(IPI); GO:0005178 integrin binding(IPI)
net_new	Q9QYI6	Dnajb9	Mus musculus (Mouse)	11836248	2	GO:0030544 Hsp70 protein binding(IPI); GO:0051087 protein-folding chaperon(IDA)
net_new	Q9QYI6	Dnajb9	Mus musculus (Mouse)	22267725	1	GO:0005515 protein binding(IPI)
net_new	Q9QYY9	Adh4	Mus musculus (Mouse)	17279314	1	GO:0004745 all-trans-retinol dehydr(EXP)
net_new	Q9R381	?	Salmonella enteritidis	10542165	1	GO:0047663 aminoglycoside 6'-N-acet(IDA)
net_new	Q9SAY3	Cht7	Oryza sativa subsp. indica (	10890535	1	GO:0008843 endochitinase activity(EXP)
net_new	Q9SEW4	?	Juglans regia (English walnu	10589017	1	GO:0045735 nutrient reservoir activ(IDA)
net_new	Q9SEW4	?	Juglans regia (English walnu	30054513	1	GO:0045735 nutrient reservoir activ(IDA)
net_new	Q9SIA5	DTX1	Arabidopsis thaliana (Mouse-	11739388	1	GO:0015562 efflux transmembrane tra(IDA)
net_new	Q9SRQ3	PEX19-1	Arabidopsis thaliana (Mouse-	16923726	3	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0042802 identical protein bindin(IPI)
net_new	Q9TY95	SERA5	Plasmodium falciparum (isola	13679369	1	GO:0008233 peptidase activity(IDA)
net_new	Q9TY95	SERA5	Plasmodium falciparum (isola	24769454	1	GO:0008233 peptidase activity(IDA)
net_new	Q9TY95	SERA5	Plasmodium falciparum (isola	25599609	1	GO:0008234 cysteine-type peptidase (IDA)
net_new	Q9TY95	SERA5	Plasmodium falciparum (isola	29716996	2	GO:0008233 peptidase activity(IDA); GO:0019900 kinase binding(IPI)
net_new	Q9U263	set-26	Caenorhabditis elegans	24685137	2	GO:0046974 histone H3K9 methyltrans(IDA); GO:0140949 histone H3K9 trimethyltr(EXP)
net_new	Q9UBB5	MBD2	Homo sapiens (Human)	9774669	1	GO:0003696 satellite DNA binding(TAS)
net_new	Q9UBD9	CLCF1	Homo sapiens (Human)	10966616	5	GO:0005125 cytokine activity(IDA); GO:0005127 ciliary neurotrophic fac(IDA); GO:0005125 cytokine activity(IDA); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q9UBD9	CLCF1	Homo sapiens (Human)	11294841	1	GO:0005125 cytokine activity(IDA)
net_new	Q9UBD9	CLCF1	Homo sapiens (Human)	36930708	3	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q9UBR1	UPB1	Homo sapiens (Human)	11508704	1	GO:0003837 beta-ureidopropionase ac(EXP)
net_new	Q9UGC7	MTRF1L	Homo sapiens (Human)	20075246	1	GO:0003747 translation release fact(IDA)
net_new	Q9UGQ3	SLC2A6	Homo sapiens (Human)	10970791	1	GO:0055056 D-glucose transmembrane (NAS)
net_new	Q9UH77	KLHL3	Homo sapiens (Human)	22406640	1	GO:0005515 protein binding(IPI)
net_new	Q9UH77	KLHL3	Homo sapiens (Human)	23387299	1	GO:1990756 ubiquitin-like ligase-su(IDA)
net_new	Q9UHG3	PCYOX1	Homo sapiens (Human)	10585463	2	GO:0001735 prenylcysteine oxidase a(IDA); GO:0102149 farnesylcysteine lyase a(EXP)
net_new	Q9UHN6	CEMIP2	Homo sapiens (Human)	37527776	1	GO:0004415 hyalurononglucosaminidas(IDA)
net_new	Q9UHW5	GPN3	Homo sapiens (Human)	21768307	1	GO:0005515 protein binding(IPI)
net_new	Q9UHY1	NRBP1	Homo sapiens (Human)	11956649	1	GO:0005515 protein binding(IPI)
net_new	Q9UII4	HERC5	Homo sapiens (Human)	15331633	1	GO:0061630 ubiquitin protein ligase(IDA)
net_new	Q9UJA3	MCM8	Homo sapiens (Human)	23401855	3	GO:0003682 chromatin binding(IDA); GO:0005515 protein binding(IPI); GO:0019899 enzyme binding(IPI)
net_new	Q9UK39	NOCT	Homo sapiens (Human)	31147539	2	GO:0019178 NADP phosphatase activit(IDA); GO:0102757 NADPH phosphatase activi(IDA)
net_new	Q9UKK3	PARP4	Homo sapiens (Human)	10477748	1	GO:0003950 NAD+ poly-ADP-ribosyltra(IDA)
net_new	Q9UKK3	PARP4	Homo sapiens (Human)	25043379	1	GO:1990404 NAD+-protein mono-ADP-ri(IDA)
net_new	Q9UKT6	FBXL21P	Homo sapiens (Human)	10531035	1	GO:0004842 ubiquitin-protein transf(NAS)
net_new	Q9UPX6	MINAR1	Homo sapiens (Human)	29329397	1	GO:0005515 protein binding(IPI)
net_new	Q9UPX6	MINAR1	Homo sapiens (Human)	30080879	1	GO:0005515 protein binding(IPI)
net_new	Q9UQQ1	NAALADL1	Homo sapiens (Human)	25752612	4	GO:0004177 aminopeptidase activity(IDA); GO:0005509 calcium ion binding(IDA); GO:0008270 zinc ion binding(IDA); GO:0042803 protein homodimerization(IDA)
net_new	Q9URU6	exg1	Schizosaccharomyces pombe (s	20852022	1	GO:0046557 glucan endo-1,6-beta-glu(IDA)
net_new	Q9UTN2	mkt1	Schizosaccharomyces pombe (s	31822915	1	GO:0003730 mRNA 3'-UTR binding(IDA)
net_new	Q9VG74	Nans	Drosophila melanogaster (Fru	11886840	1	GO:0047444 N-acylneuraminate-9-phos(IDA)
net_new	Q9VMG0	AANATL2	Drosophila melanogaster (Fru	26476413	1	GO:0004059 aralkylamine N-acetyltra(IDA)
net_new	Q9VRJ0	Gen	Drosophila melanogaster (Fru	15576351	4	GO:0004520 DNA endonuclease activit(IDA); GO:0008310 single-stranded DNA 3'-5(IDA); GO:0008311 double-stranded DNA 3'-5(IDA); GO:0035312 5'-3' DNA exonuclease ac(IDA)
net_new	Q9VVI3	Nedd4	Drosophila melanogaster (Fru	12165468	2	GO:0004842 ubiquitin-protein transf(NAS); GO:0005515 protein binding(IPI)
net_new	Q9VW78	Ir76b	Drosophila melanogaster (Fru	23766326	2	GO:0005272 sodium channel activity(IDA); GO:0033039 ionotropic salty taste r(IMP)
net_new	Q9VW78	Ir76b	Drosophila melanogaster (Fru	27982028	1	GO:0015026 coreceptor activity(IDA)
net_new	Q9VXN2	sun	Drosophila melanogaster (Fru	15133470	2	GO:0001664 G protein-coupled recept(IPI); GO:0005515 protein binding(IPI)
net_new	Q9VY78	Clic	Drosophila melanogaster (Fru	17985355	3	GO:0005254 chloride channel activit(IDA); GO:0005509 calcium ion binding(IDA); GO:0008289 lipid binding(IDA)
net_new	Q9VZ09	sisA	Drosophila melanogaster (Fru	8370520	1	GO:0000981 DNA-binding transcriptio(ISS)
net_new	Q9WV31	Arc	Mus musculus (Mouse)	10727859	1	GO:0003779 actin binding(TAS)
net_new	Q9WYV6	?	Thermotoga maritima (strain 	20471400	1	GO:0030975 thiamine binding(IDA)
net_new	Q9Y006	PMIII	Plasmodium falciparum (isola	11782538	1	GO:0004190 aspartic-type endopeptid(IDA)
net_new	Q9Y232	CDYL	Homo sapiens (Human)	19061646	5	GO:0003714 transcription corepresso(IMP); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0030674 protein-macromolecule ad(IPI)
net_new	Q9Y232	CDYL	Homo sapiens (Human)	22009739	3	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI)
net_new	Q9Y239	NOD1	Homo sapiens (Human)	16211083	1	GO:0042834 peptidoglycan binding(IDA)
net_new	Q9Y2H2	INPP5F	Homo sapiens (Human)	11274189	1	GO:0034595 phosphatidylinositol pho(IDA)
net_new	Q9Y394	DHRS7	Homo sapiens (Human)	24246760	2	GO:0004090 carbonyl reductase (NADP(IDA); GO:0016616 oxidoreductase activity,(IDA)
net_new	Q9Y394	DHRS7	Homo sapiens (Human)	28457967	2	GO:0004090 carbonyl reductase (NADP(IDA); GO:0016616 oxidoreductase activity,(IDA)
net_new	Q9Y3A0	COQ4	Homo sapiens (Human)	38295803	1	GO:0120539 4-hydroxy-3-methoxy-5-po(IDA)
net_new	Q9Y3A0	COQ4	Homo sapiens (Human)	38425362	1	GO:0120539 4-hydroxy-3-methoxy-5-po(IDA)
net_new	Q9Y3Z3	SAMHD1	Homo sapiens (Human)	22056990	3	GO:0008832 dGTPase activity(EXP); GO:0042802 identical protein bindin(IPI); GO:0106375 deoxynucleoside triphosp(EXP)
net_new	Q9Y3Z3	SAMHD1	Homo sapiens (Human)	23601106	3	GO:0005515 protein binding(IPI); GO:0008832 dGTPase activity(IDA); GO:0106375 deoxynucleoside triphosp(IDA)
net_new	Q9Y3Z3	SAMHD1	Homo sapiens (Human)	24141705	2	GO:0032567 dGTP binding(IDA); GO:0042802 identical protein bindin(IPI)
net_new	Q9Y3Z3	SAMHD1	Homo sapiens (Human)	24217394	3	GO:0008270 zinc ion binding(IDA); GO:0008832 dGTPase activity(IDA); GO:0106375 deoxynucleoside triphosp(EXP)
net_new	Q9Y3Z3	SAMHD1	Homo sapiens (Human)	25038827	1	GO:0004540 RNA nuclease activity(IDA)
net_new	Q9Y3Z3	SAMHD1	Homo sapiens (Human)	26101257	1	GO:0106375 deoxynucleoside triphosp(EXP)
net_new	Q9Y3Z3	SAMHD1	Homo sapiens (Human)	26294762	2	GO:0008832 dGTPase activity(IDA); GO:0106375 deoxynucleoside triphosp(IDA)
net_new	Q9Y3Z3	SAMHD1	Homo sapiens (Human)	26431200	2	GO:0008832 dGTPase activity(EXP); GO:0106375 deoxynucleoside triphosp(EXP)
net_new	Q9Y4E1	WASHC2C	Homo sapiens (Human)	20498093	7	GO:0005546 phosphatidylinositol-4,5(IDA); GO:0005547 phosphatidylinositol-3,4(IDA); GO:0010314 phosphatidylinositol-5-p(IDA); GO:0032266 phosphatidylinositol-3-p(IDA); GO:0043325 phosphatidylinositol-3,4(IDA); GO:0070273 phosphatidylinositol-4-p(IDA)
net_new	Q9Y4K0	LOXL2	Homo sapiens (Human)	27735137	1	GO:0004720 protein-lysine 6-oxidase(IDA)
net_new	Q9Y5A9	YTHDF2	Homo sapiens (Human)	26046440	1	GO:1990247 N6-methyladenosine-conta(IDA)
net_new	Q9Y5A9	YTHDF2	Homo sapiens (Human)	30559377	1	GO:1990247 N6-methyladenosine-conta(IDA)
net_new	Q9Y5A9	YTHDF2	Homo sapiens (Human)	32492408	1	GO:1990247 N6-methyladenosine-conta(IDA)
net_new	Q9Y5N5	HEMK2	Homo sapiens (Human)	30017583	1	GO:0009007 site-specific DNA-methyl(IDA)
net_new	Q9Y5P4	CERT1	Homo sapiens (Human)	10212244	1	GO:0005515 protein binding(IPI)
net_new	Q9Y5X3	SNX5	Homo sapiens (Human)	15561769	1	GO:0035091 phosphatidylinositol bin(IDA)
net_new	Q9Y616	IRAK3	Homo sapiens (Human)	10383454	6	GO:0000287 magnesium ion binding(IDA); GO:0004674 protein serine/threonine(IDA); GO:0005524 ATP binding(IDA); GO:0042803 protein homodimerization(IPI); GO:0046982 protein heterodimerizati(IPI); GO:0046982 protein heterodimerizati(IPI)
net_new	Q9Y694	SLC22A7	Homo sapiens (Human)	11327718	1	GO:0015139 alpha-ketoglutarate tran(IDA)
net_new	Q9Y694	SLC22A7	Homo sapiens (Human)	18216183	1	GO:0022857 transmembrane transporte(IDA)
net_new	Q9Y694	SLC22A7	Homo sapiens (Human)	26377792	1	GO:0022857 transmembrane transporte(IDA)
net_new	Q9Y694	SLC22A7	Homo sapiens (Human)	28945155	1	GO:0022857 transmembrane transporte(IDA)
net_new	Q9Y6G3	MRPL42	Homo sapiens (Human)	11279123	1	GO:0003735 structural constituent o(NAS)
net_new	Q9Y6J8	STYXL1	Homo sapiens (Human)	20180778	2	GO:0001691 pseudophosphatase activi(IMP); GO:0005515 protein binding(IPI)
net_new	Q9Y6J8	STYXL1	Homo sapiens (Human)	23163895	1	GO:0001691 pseudophosphatase activi(IMP)
net_new	Q9Z0U5	Aox1	Rattus norvegicus (Rat)	19801639	1	GO:0016661 oxidoreductase activity,(IDA)
net_new	Q9Z0W1	Ngfr	Mus musculus (Mouse)	1317267	1	GO:0048406 nerve growth factor bind(IDA)
net_new	Q9Z2V5	Hdac6	Mus musculus (Mouse)	12606581	2	GO:0042903 tubulin deacetylase acti(IDA); GO:0048487 beta-tubulin binding(IDA)
net_new	Q9Z2V5	Hdac6	Mus musculus (Mouse)	19893491	4	GO:0005515 protein binding(IPI); GO:0005515 protein binding(IPI); GO:0008017 microtubule binding(IDA); GO:0042903 tubulin deacetylase acti(IDA)
net_new	Q9Z2V5	Hdac6	Mus musculus (Mouse)	27737934	1	GO:0005515 protein binding(IPI)
net_new	Q9Z2V5	Hdac6	Mus musculus (Mouse)	9891014	1	GO:0004407 histone deacetylase acti(IDA)
net_new	Q9Z2X8	Keap1	Mus musculus (Mouse)	24011591	1	GO:0005515 protein binding(IPI)
net_new	Q9Z311	Mecr	Rattus norvegicus (Rat)	12654921	1	GO:0141148 enoyl-[acyl-carrier-prot(ISS)
net_new	Q9Z311	Mecr	Rattus norvegicus (Rat)	9795230	1	GO:0005102 signaling receptor bindi(IDA)
net_new	Q9ZJ19	abiQ	Lactococcus lactis subsp. la	23279123	1	GO:0004521 RNA endonuclease activit(IDA)
net_new	Q9ZSY9	CYP74B2	Arabidopsis thaliana (Mouse-	16258015	1	GO:0016829 lyase activity(IDA)
net_new	Q9ZTK5	DAT	Catharanthus roseus (Madagas	2350183	1	GO:0047162 17-O-deacetylvindoline O(EXP)
net_new	Q9ZVN4	DSP1	Arabidopsis thaliana (Mouse-	35468885	2	GO:0052845 inositol-5-diphosphate-1(IDA); GO:0106211 inositol-5-diphosphate-1(EXP)
net_new	S5ZJC7	sble	Starmerella bombicola (Yeast	38937850	1	GO:0052689 carboxylic ester hydrola(IDA)
net_new	S5ZJC7	sble	Starmerella bombicola (Yeast	39143561	1	GO:0052689 carboxylic ester hydrola(IDA)
net_new	W8EFS0	?	Macrovipera lebetinus (Levan	25434533	2	GO:0008253 5'-nucleotidase activity(EXP); GO:0043262 ADP phosphatase activity(EXP)
net_new	X2JCV5	?	Cerastes cerastes (Horned de	25009089	2	GO:0001716 L-amino-acid oxidase act(EXP); GO:0106329 L-phenylalaine oxidase a(EXP)
