interpro_id	n_reviewed	n_suspect	suspect_fraction	cached	action_breakdown	example_genes	go_term_labels
IPR001647	2	2	1.00	no	KEEP_AS_NON_CORE:2	PSEPK/nicS; PSEPK/ttgR	DNA binding
IPR050109	2	2	1.00	no	MODIFY:2	PSEPK/nicS	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR002155	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/pcaF; human/HADHB	acyltransferase activity, transferring groups other than amino-acyl groups
IPR020610	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/pcaF; human/HADHB	acyltransferase activity, transferring groups other than amino-acyl groups
IPR020613	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/pcaF; human/HADHB	acyltransferase activity, transferring groups other than amino-acyl groups
IPR020615	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/pcaF; human/HADHB	acyltransferase activity, transferring groups other than amino-acyl groups
IPR020616	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/pcaF; human/HADHB	acyltransferase activity, transferring groups other than amino-acyl groups
IPR020617	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/pcaF; human/HADHB	acyltransferase activity, transferring groups other than amino-acyl groups
IPR010941	2	2	1.00	no	MODIFY:1, REMOVE:1	PSEPK/phaA; PSEPK/phaC	poly-hydroxybutyrate biosynthetic process
IPR000983	2	2	1.00	no	REMOVE:2	PSEPK/pilA	protein secretion by the type II secretion system; type II protein secretion system complex
IPR002192	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/ppsA	ATP binding; kinase activity
IPR011844	2	2	1.00	no	KEEP_AS_NON_CORE:2	PSEPK/pqqF	proteolysis; zinc ion binding
IPR002692	2	2	1.00	no	MODIFY:2	PSEPK/pvdQ	antibiotic biosynthetic process; hydrolase activity
IPR020584	2	2	1.00	no	KEEP_AS_NON_CORE:2	PSEPK/recA	DNA binding; DNA metabolic process
IPR003742	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	PSEPK/rlmH	methyltransferase activity; rRNA processing
IPR007631	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/rpoD	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR012759	2	2	1.00	no	KEEP_AS_NON_CORE:1, REMOVE:1	PSEPK/rpoH	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR012727	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	PSEPK/thiO	flavin adenine dinucleotide binding; oxidoreductase activity
IPR006143	2	2	1.00	no	MODIFY:1, REMOVE:1	PSEPK/ttgA	membrane; transmembrane transporter activity
IPR015340	2	2	1.00	no	KEEP_AS_NON_CORE:1, REMOVE:1	SCHPO/aah1	calcium ion binding; carbohydrate catabolic process
IPR010031	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	SCHPO/alo1; mouse/Gulo	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor
IPR006940	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	SCHPO/cut2	chromosome organization; cytoplasm
IPR007246	2	2	1.00	no	REMOVE:2	SCHPO/gaa1	GPI-anchor transamidase complex; membrane
IPR017964	2	2	1.00	no	MODIFY:1, REMOVE:1	SCHPO/pol5	nucleic acid binding; nucleotide binding
IPR039781	2	2	1.00	no	MODIFY:2	SCHPO/rad21	cohesin complex; sister chromatid cohesion
IPR018936	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	SCHPO/rad3; mouse/Mtor	kinase activity
IPR004589	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	SCHPO/rqh1	DNA recombination; helicase activity
IPR018982	2	2	1.00	no	KEEP_AS_NON_CORE:2	SCHPO/rqh1	DNA repair; DNA replication
IPR004383	2	2	1.00	no	MODIFY:2	STAWA/cfr	RNA methyltransferase activity; rRNA processing
IPR005839	2	2	1.00	no	MODIFY:1, REMOVE:1	STAWA/cfr	tRNA modification; transferase activity
IPR023646	2	2	1.00	no	MODIFY:1, REMOVE:1	VIBPA/priB	DNA replication; replisome
IPR000889	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	XANCP/Q8P365	peroxidase activity; response to oxidative stress
IPR002233	2	2	1.00	no	MODIFY:2	human/ADRB2	G protein-coupled receptor signaling pathway; adrenergic receptor activity
IPR000306	2	2	1.00	no	MODIFY:2	human/ANKFY1; human/ZFYVE26	metal ion binding
IPR026849	2	2	1.00	no	MODIFY:2	human/ATG2A; human/ATG2B	autophagy
IPR023299	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, MODIFY:1	human/ATP13A1; human/ATP7B	nucleotide binding
IPR006544	2	2	1.00	no	MODIFY:2	human/ATP13A1	P-type transmembrane transporter activity; membrane
IPR012493	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	human/ATP6AP2	membrane; signaling receptor activity
IPR006369	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/COX10	heme biosynthetic process; membrane
IPR000537	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/COX10	membrane; transferase activity, transferring alkyl or aryl (other than methyl) groups
IPR005720	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:1, REMOVE:1	human/DHODH	cytoplasm; oxidoreductase activity, acting on the CH-CH group of donors
IPR003604	2	2	1.00	no	KEEP_AS_NON_CORE:1, MARK_AS_OVER_ANNOTATED:1	human/DNAJC21	nucleic acid binding; zinc ion binding
IPR031167	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/DRG2; human/OLA1	GTP binding
IPR011722	2	2	1.00	no	REMOVE:1, UNDECIDED:1	human/FBXO21; human/POLDIP2	DNA binding
IPR036623	2	2	1.00	no	REMOVE:1, UNDECIDED:1	human/FBXO21; human/POLDIP2	DNA binding
IPR001293	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/FBXO30; human/FBXO40	zinc ion binding
IPR031890	2	2	1.00	no	MODIFY:2	human/FBXO30; human/FBXO40	ubiquitin protein ligase activity
IPR000904	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/FBXO8	guanyl-nucleotide exchange factor activity; regulation of ARF protein signal transduction
IPR035999	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/FBXO8	guanyl-nucleotide exchange factor activity; regulation of ARF protein signal transduction
IPR000539	2	2	1.00	no	REMOVE:2	human/FZD7	cell surface receptor signaling pathway; membrane
IPR017946	2	2	1.00	no	MODIFY:2	human/GDPD2	lipid metabolic process; phosphoric diester hydrolase activity
IPR030395	2	2	1.00	no	MODIFY:2	human/GDPD2	lipid metabolic process; phosphoric diester hydrolase activity
IPR000111	2	2	1.00	no	MODIFY:2	human/GLA	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR002241	2	2	1.00	no	MODIFY:2	human/GLA	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR002108	2	2	1.00	no	MODIFY:2	human/GMFB; human/GMFG	actin binding
IPR003090	2	2	1.00	no	REMOVE:2	human/HSPB2; human/HSPB6	structural constituent of eye lens
IPR045252	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	human/LPCAT1; human/LPCAT2	O-acyltransferase activity
IPR036855	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/MKRN1; human/MKRN2	metal ion binding
IPR004567	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/PANK4	ATP binding; coenzyme A biosynthetic process
IPR006782	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/PDGFA; human/PDGFB	membrane
IPR002498	2	2	1.00	no	MODIFY:2	human/PIP5K1B	phosphatidylinositol kinase activity; phosphatidylinositol metabolic process
IPR001353	2	2	1.00	no	MODIFY:2	human/PSMA1; human/PSMB5	protein catabolic process
IPR013524	2	2	1.00	no	MODIFY:2	human/RUNX3	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR000040	2	2	1.00	no	MODIFY:1, REMOVE:1	human/RUNX3	ATP binding; regulation of DNA-templated transcription
IPR019756	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/SEC11A; human/SEC11C	membrane
IPR019758	2	2	1.00	no	KEEP_AS_NON_CORE:2	human/SEC11A; human/SEC11C	membrane
IPR002293	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	human/SLC7A11	transmembrane transport; transmembrane transporter activity
IPR036036	2	2	1.00	no	MARK_AS_OVER_ANNOTATED:2	human/SOCS4; human/SOCS5	intracellular signal transduction
IPR009448	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	human/UGGT1; rat/Uggt1	glycoprotein biosynthetic process
IPR043198	2	2	1.00	no	MODIFY:2	mouse/Ccnt1	cyclin-dependent protein serine/threonine kinase regulator activity; regulation of transcription by RNA polymerase II
IPR008066	2	2	1.00	no	KEEP_AS_NON_CORE:2	mouse/Cyp1a1	heme binding; iron ion binding
IPR002175	2	2	1.00	no	KEEP_AS_NON_CORE:2	mouse/Ednra	membrane; regulation of blood pressure
IPR022413	2	2	1.00	no	MODIFY:2	rat/Ckmt2	kinase activity; transferase activity, transferring phosphorus-containing groups
IPR022414	2	2	1.00	no	MODIFY:2	rat/Ckmt2	kinase activity; transferase activity, transferring phosphorus-containing groups
IPR022415	2	2	1.00	no	MODIFY:2	rat/Ckmt2	kinase activity; transferase activity, transferring phosphorus-containing groups
IPR036802	2	2	1.00	no	MODIFY:2	rat/Ckmt2	kinase activity; transferase activity, transferring phosphorus-containing groups
IPR008069	2	2	1.00	no	KEEP_AS_NON_CORE:2	rat/Cyp2d10	heme binding; iron ion binding
IPR014042	2	2	1.00	no	KEEP_AS_NON_CORE:1, MODIFY:1	rat/Gss	ATP binding; ligase activity
IPR001345	2	2	1.00	no	MODIFY:2	rat/Pfkfb4; rat/Pgam2	catalytic activity
IPR016272	2	2	1.00	no	MODIFY:2	rat/Pnlip	carboxylic ester hydrolase activity; lipid metabolic process
IPR017168	2	2	1.00	no	KEEP_AS_NON_CORE:2	yeast/CRH1	cell wall organization; hydrolase activity, acting on glycosyl bonds
IPR000232	20	1	0.05	no	ACCEPT:19, MODIFY:1	ARATH/AT1G32330; ARATH/AT2G26150; ARATH/AT3G02990; ARATH/AT4G17750; ARATH/AT5G03720; ARATH/AT5G16820; worm/hsf-1	DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding
IPR002553	16	1	0.06	no	ACCEPT:15, MODIFY:1	human/AP1B1; human/AP3B1; human/AP3B2; human/AP4B1; human/COPG1; human/COPG2	intracellular protein transport; membrane coat; vesicle-mediated transport
IPR005225	13	1	0.08	no	ACCEPT:12, KEEP_AS_NON_CORE:1	DANRE/gtpbp3; SCHPO/cdc42; XENTR/F6WPT1; human/ARL6; human/ARL8A; human/ARL8B; human/DNAJC27; human/DRG2	GTP binding
IPR017871	11	1	0.09	no	ACCEPT:10, KEEP_AS_NON_CORE:1	BURCH/A0B297; PSEPK/pvdT; PSEPK/uvrA; STABO/mdr; human/ABCB7; human/ABCD3; human/ABCE1; human/ABCF2	ATP binding; ATP hydrolysis activity
IPR024134	10	1	0.10	no	ACCEPT:9, MODIFY:1	DROME/Ccs; RAMVA/RvY_00650; RAMVA/RvY_00651; RAMVA/RvY_03754; RAMVA/RvY_03757; RAMVA/RvY_09480; RAMVA/RvY_10893; RAMVA/RvY_13070	copper ion binding
IPR003131	9	1	0.11	no	ACCEPT:8, REMOVE:1	human/KCNRG; human/KCTD11; human/KCTD12; human/KCTD14; human/KCTD16; human/KCTD18; human/KCTD4; human/KCTD7	protein homooligomerization
IPR009028	7	1	0.14	no	ACCEPT:6, MODIFY:1	human/AP1B1; human/COPG1; human/COPG2	intracellular protein transport; membrane coat; vesicle-mediated transport
IPR000484	6	1	0.17	no	ACCEPT:5, KEEP_AS_NON_CORE:1	9POAL/psbA; POPTR/psbA; POPTR/psbD	photosynthesis, light reaction; photosynthetic electron transport in photosystem II
IPR036854	6	1	0.17	no	ACCEPT:5, KEEP_AS_NON_CORE:1	9POAL/psbA; POPTR/psbA; POPTR/psbD	photosynthesis, light reaction; photosynthetic electron transport in photosystem II
IPR001294	6	1	0.17	no	ACCEPT:5, KEEP_AS_NON_CORE:1	ARATH/P14713; ARATH/PHYA; ARATH/PHYB	detection of visible light; regulation of DNA-templated transcription
IPR013515	6	1	0.17	no	ACCEPT:5, KEEP_AS_NON_CORE:1	ARATH/P14713; ARATH/PHYA; ARATH/PHYB	detection of visible light; regulation of DNA-templated transcription
IPR028974	6	1	0.17	no	ACCEPT:5, REMOVE:1	PSEPK/oprF; human/COMP; human/THBS1; human/THBS2; human/THBS3; human/THBS4	calcium ion binding
IPR005936	6	1	0.17	no	ACCEPT:5, MODIFY:1	human/AFG3L2; worm/spg-7	ATP-dependent peptidase activity; membrane; metalloendopeptidase activity
IPR003000	6	1	0.17	no	ACCEPT:5, KEEP_AS_NON_CORE:1	human/SIRT1; human/SIRT2; worm/sir-2.1; yeast/HST2; yeast/HST3; yeast/SIR2	NAD+ binding
IPR004764	5	1	0.20	no	ACCEPT:4, KEEP_AS_NON_CORE:1	PSEPK/mexB; PSEPK/ttgB	efflux transmembrane transporter activity; membrane; xenobiotic transport
IPR000642	5	1	0.20	no	ACCEPT:4, KEEP_AS_NON_CORE:1	human/AFG3L2; worm/spg-7	ATP binding; ATP-dependent peptidase activity; metalloendopeptidase activity
IPR037219	5	1	0.20	no	ACCEPT:4, KEEP_AS_NON_CORE:1	human/AFG3L2; worm/spg-7	ATP binding; ATP-dependent peptidase activity; metalloendopeptidase activity
IPR002842	5	1	0.20	no	ACCEPT:4, MARK_AS_OVER_ANNOTATED:1	human/ATP6V1E1; human/ATP6V1E2	proton transmembrane transport; proton-transporting ATPase activity, rotational mechanism; proton-transporting two-sector ATPase complex, catalytic domain
IPR026258	5	1	0.20	no	ACCEPT:4, MARK_AS_OVER_ANNOTATED:1	human/SRP68	7S RNA binding; SRP-dependent cotranslational protein targeting to membrane; endoplasmic reticulum signal sequence receptor activity; signal recognition particle binding; signal recognition particle, endoplasmic reticulum targeting
IPR044273	4	1	0.25	no	ACCEPT:3, MODIFY:1	ARATH/PIF3; ARATH/PIF4	DNA-binding transcription factor activity; regulation of DNA-templated transcription
IPR018194	4	1	0.25	no	ACCEPT:1, MODIFY:1, PENDING:2	DESVH/Q72AS0; DESVH/Q72AS3	ferredoxin hydrogenase activity; nickel cation binding
IPR015881	4	1	0.25	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:1	PSEPK/bena; PSEPK/vanA	2 iron, 2 sulfur cluster binding; iron ion binding
IPR004487	4	1	0.25	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:1	PSEPK/clpX; human/CLPX	ATP binding; ATP-dependent protein folding chaperone; protein folding
IPR005723	4	1	0.25	no	ACCEPT:3, KEEP_AS_NON_CORE:1	human/ATP6V1B1; human/ATP6V1B2	proton-transporting ATPase activity, rotational mechanism; proton-transporting V-type ATPase, V1 domain
IPR036132	4	1	0.25	no	ACCEPT:3, MARK_AS_OVER_ANNOTATED:1	human/ATP6V1C1; human/ATP6V1C2	proton transmembrane transport; proton transmembrane transporter activity; proton-transporting V-type ATPase, V1 domain
IPR001884	4	1	0.25	no	ACCEPT:3, KEEP_AS_NON_CORE:1	human/EIF5A	RNA binding; ribosome binding; translation elongation factor activity; translational elongation
IPR009861	4	1	0.25	no	ACCEPT:3, MODIFY:1	human/HCST	phosphatidylinositol 3-kinase binding; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; regulation of immune response; signaling receptor binding
IPR017328	4	1	0.25	no	ACCEPT:3, KEEP_AS_NON_CORE:1	human/SIRT2; mouse/Sirt2; yeast/HST2	NAD binding; histone deacetylase activity, NAD-dependent
IPR003912	4	1	0.25	no	ACCEPT:3, KEEP_AS_NON_CORE:1	mouse/F2rl2	blood coagulation; membrane; thrombin-activated receptor activity; thrombin-activated receptor signaling pathway
IPR003943	4	1	0.25	no	ACCEPT:3, KEEP_AS_NON_CORE:1	mouse/F2rl2	blood coagulation; membrane; thrombin-activated receptor activity; thrombin-activated receptor signaling pathway
IPR033264	3	1	0.33	no	ACCEPT:2, MODIFY:1	ARATH/BZR1	DNA-binding transcription factor activity; DNA-templated transcription; brassinosteroid mediated signaling pathway
IPR014525	3	1	0.33	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1	ARATH/ETR1	ethylene receptor activity; protein kinase activity; response to ethylene
IPR013654	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	ARATH/P14713; ARATH/PHYA; ARATH/PHYB	regulation of DNA-templated transcription
IPR014879	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	BACSU/spo0A	DNA-binding transcription factor activity; calcium ion binding; regulation of sporulation resulting in formation of a cellular spore
IPR010194	3	1	0.33	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1	BACSU/spoIIAB	negative regulation of DNA-templated transcription; negative regulation of sporulation resulting in formation of a cellular spore; sigma factor antagonist activity
IPR004520	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	DANRE/gtpbp3	GTP binding; GTPase activity; tRNA modification
IPR007046	3	1	0.33	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1	DESVH/Q72BK7; PSEPK/rpoN	DNA binding; DNA-templated transcription initiation
IPR001609	3	1	0.33	no	ACCEPT:2, MODIFY:1	DROME/jar	ATP binding; cytoskeletal motor activity; myosin complex
IPR004009	3	1	0.33	no	ACCEPT:2, MODIFY:1	DROME/jar	ATP binding; cytoskeletal motor activity; myosin complex
IPR044221	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	MAIZE/AM1	meiotic cell cycle; meiotic sister chromatid cohesion; reciprocal meiotic recombination
IPR001002	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	MAIZE/CHIB; POPTR/WIN6.2B; POPTR/WIN8	chitin binding
IPR018371	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	MAIZE/CHIB; POPTR/WIN6.2B; POPTR/WIN8	chitin binding
IPR036861	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	MAIZE/CHIB; POPTR/WIN6.2B; POPTR/WIN8	chitin binding
IPR000792	3	1	0.33	no	ACCEPT:2, MODIFY:1	METEA/mxaB; METEA/mxcE; PSEPK/gacA	regulation of DNA-templated transcription
IPR002433	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	NICAT/NaODC_candidate_DCOR; NICAT/NaODC_candidate_ODC; human/AZIN2	polyamine biosynthetic process
IPR000438	3	1	0.33	no	ACCEPT:2, MODIFY:1	POPTR/accD	acetyl-CoA carboxylase activity; acetyl-CoA carboxylase complex; fatty acid biosynthetic process
IPR006138	3	1	0.33	no	ACCEPT:2, MODIFY:1	POPTR/ndhK	4 iron, 4 sulfur cluster binding; NADH dehydrogenase (ubiquinone) activity; quinone binding
IPR017486	3	1	0.33	no	ACCEPT:2, MODIFY:1	POPTR/psbB	membrane; photosynthetic electron transport in photosystem II; photosystem II
IPR005869	3	1	0.33	no	ACCEPT:2, MODIFY:1	POPTR/psbC	membrane; photosynthetic electron transport in photosystem II; photosystem II
IPR005868	3	1	0.33	no	ACCEPT:2, MODIFY:1	POPTR/psbD	membrane; photosynthesis, light reaction; photosystem II
IPR003686	3	1	0.33	no	ACCEPT:2, MODIFY:1	POPTR/psbI	membrane; photosystem II; photosystem II reaction center
IPR002682	3	1	0.33	no	ACCEPT:2, MODIFY:1	POPTR/psbJ	membrane; photosystem II; photosystem II reaction center
IPR003372	3	1	0.33	no	ACCEPT:2, MODIFY:1	POPTR/psbL	membrane; photosystem II; photosystem II reaction center
IPR007826	3	1	0.33	no	ACCEPT:2, MODIFY:1	POPTR/psbM	membrane; photosynthesis, light reaction; photosystem II
IPR004026	3	1	0.33	no	ACCEPT:2, MODIFY:1	PSEPK/ada	DNA binding; regulation of DNA-templated transcription; zinc ion binding
IPR004105	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	PSEPK/cheA	chemotaxis; cytoplasm; phosphorelay signal transduction system
IPR000090	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	PSEPK/fliG	bacterial-type flagellum; chemotaxis; cytoskeletal motor activity
IPR009012	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	PSEPK/grpE; human/GRPEL1; mouse/Grpel2	protein folding
IPR016863	3	1	0.33	no	ACCEPT:2, UNDECIDED:1	SACEN/eryCV	4 iron, 4 sulfur cluster binding; ammonia-lyase activity; macrolide biosynthetic process
IPR000504	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	SCHPO/mei2; human/CNOT4; human/DNAJC17	RNA binding
IPR011178	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	human/APLP1; human/APP; mouse/App	transition metal ion binding
IPR036669	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	human/APLP1; human/APP; mouse/App	transition metal ion binding
IPR003892	3	1	0.33	no	ACCEPT:2, MODIFY:1	human/ASCC2; human/AUP1; human/TOLLIP	ubiquitin binding
IPR009169	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	human/CALR; human/CALR3	endoplasmic reticulum; protein folding
IPR036972	3	1	0.33	no	ACCEPT:2, MODIFY:1	human/COX5B	mitochondrial electron transport, cytochrome c to oxygen; mitochondrial envelope; respiratory chain complex IV
IPR020892	3	1	0.33	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1	human/CWC27; yeast/CPR6; yeast/CPR7	protein folding
IPR000488	3	1	0.33	no	ACCEPT:2, MODIFY:1	human/FAS; human/TNFRSF1A; mouse/Tnfrsf1a	signal transduction
IPR001519	3	1	0.33	no	ACCEPT:2, MODIFY:1	human/FTH1	ferric iron binding; intracellular iron ion homeostasis; iron ion transport
IPR000294	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	human/GAS6; human/MGP; mouse/Gas6	calcium ion binding
IPR035972	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	human/GAS6; human/MGP; mouse/Gas6	calcium ion binding
IPR016358	3	1	0.33	no	ACCEPT:2, REMOVE:1	human/HPX	heme transmembrane transporter activity; heme transport; intracellular iron ion homeostasis
IPR003443	3	1	0.33	no	ACCEPT:2, MARK_AS_OVER_ANNOTATED:1	human/IL15; human/IL21	cytokine receptor binding; immune response
IPR004405	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	human/PELO	RNA surveillance; nuclear-transcribed mRNA catabolic process, no-go decay; nuclear-transcribed mRNA catabolic process, non-stop decay
IPR011599	3	1	0.33	no	ACCEPT:2, MODIFY:1	human/PFDN5	prefoldin complex; protein folding; unfolded protein binding
IPR004843	3	1	0.33	no	ACCEPT:2, MODIFY:1	human/PPP2CA; human/PPP2CB; human/PPP3CA	hydrolase activity
IPR006186	3	1	0.33	no	ACCEPT:2, MODIFY:1	human/PPP2CA; human/PPP2CB; human/PPP3CA	hydrolase activity
IPR001696	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	human/SCN1A; human/SCN9A	sodium ion transport; voltage-gated sodium channel complex
IPR010526	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	human/SCN1A; human/SCN9A	sodium ion transport; voltage-gated sodium channel complex
IPR010989	3	1	0.33	no	ACCEPT:2, KEEP_AS_NON_CORE:1	human/STX12; human/VTI1A	membrane; vesicle-mediated transport
IPR049636	3	1	0.33	no	ACCEPT:2, REMOVE:1	worm/csr-1; worm/nhr-49; worm/nhr-80	RNA polymerase II cis-regulatory region sequence-specific DNA binding
IPR003890	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	9POAL/NCGR_LOCUS1765; human/UPF2	RNA binding
IPR009051	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	9POAL/NCGR_LOCUS67308; PSEPK/gltD	iron-sulfur cluster binding
IPR005084	2	1	0.50	no	ACCEPT:1, MODIFY:1	ACET2/P10478; RUMJO/fae1A	carbohydrate binding
IPR006584	2	1	0.50	no	ACCEPT:1, MODIFY:1	ACET2/P10478; RUMJO/fae1A	carbohydrate binding
IPR008263	2	1	0.50	no	ACCEPT:1, MODIFY:1	ACET2/Q84C00	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR008264	2	1	0.50	no	ACCEPT:1, MODIFY:1	ACET2/Q84C00	carbohydrate metabolic process; hydrolase activity, hydrolyzing O-glycosyl compounds
IPR000157	2	1	0.50	no	ACCEPT:1, MODIFY:1	ANOGA/TOLL9; worm/tir-1	signal transduction
IPR003340	2	1	0.50	no	ACCEPT:1, MODIFY:1	ARATH/ARF5; MAIZE/VP1	DNA binding
IPR005034	2	1	0.50	no	ACCEPT:1, MODIFY:1	ARATH/DCL1; SCHPO/dcr1	RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism
IPR005804	2	1	0.50	no	ACCEPT:1, MODIFY:1	ARATH/FAD2; DANRE/fads2	lipid metabolic process
IPR012171	2	1	0.50	no	ACCEPT:1, MODIFY:1	ARATH/FAD2; DANRE/fads2	oxidoreductase activity
IPR026211	2	1	0.50	no	ACCEPT:1, KEEP_AS_NON_CORE:1	ARATH/GI; ORYSJ/GI	regulation of photoperiodism, flowering
IPR013623	2	1	0.50	no	ACCEPT:1, REMOVE:1	ARATH/RBOHD	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor; peroxidase activity
IPR005540	2	1	0.50	no	ACCEPT:1, MODIFY:1	ARATH/STM	DNA binding; nucleus
IPR005541	2	1	0.50	no	ACCEPT:1, MODIFY:1	ARATH/STM	DNA binding; nucleus
IPR012481	2	1	0.50	no	ACCEPT:1, MODIFY:1	BACSP/knt	nucleotidyltransferase activity; response to antibiotic
