organism	gene	interpro_ids	go_term_id	go_term_label	action	is_suspect	proposed_replacement_terms	reason
ARATH	PHYB	IPR003661	GO:0000155	phosphorelay sensor kinase activity	ACCEPT	no		PHYB contains a well-characterized histidine kinase domain (residues 934-1153) that is conserved across phytochrome family members. Phosphorelay kinase activity is a core molecular function supported by structural and domain analysis.
ARATH	PHYB	IPR001294,IPR012129,IPR013515,IPR013654,IPR013767	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		Transcriptional regulation is a fundamental biological process for PHYB function. Well-supported by extensive evidence for PHYB role in regulating gene expression through PIF interactions.
ARATH	PHYB	IPR003661	GO:0007165	signal transduction	ACCEPT	no		Signal transduction is the core biological process that defines PHYB function as a photoreceptor. Well-supported by extensive evidence for light signal transduction mechanisms.
ARATH	PHYB	IPR001294,IPR013515	GO:0009584	detection of visible light	ACCEPT	no		Detection of visible light is a fundamental molecular function of PHYB. Specifically detects red (660-670nm) and far-red (720-740nm) light through phytochromobilin chromophore.
ARATH	PHYB	IPR012129	GO:0017006	protein-tetrapyrrole linkage	MODIFY	yes	GO:0017012 protein-phytochromobilin linkage	While accurate, the more specific term GO:0017012 (protein-phytochromobilin linkage) better describes the specific tetrapyrrole (phytochromobilin) that PHYB binds.
ARATH	PHYB	IPR012129	GO:0042803	protein homodimerization activity	ACCEPT	no		Homodimerization activity is a core molecular function of PHYB, confirmed by structural studies and essential for photoreceptor activity. This is more specific than generic protein binding.
ARATH	PI	IPR033896	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	ACCEPT	no		Accurate for a MADS-box TF; PI binds sequence-specific cis-regulatory DNA. Slightly redundant with GO:0000978 but biologically correct.
ARATH	PI	IPR002100,IPR036879	GO:0003677	DNA binding	ACCEPT	no		PI binds DNA via its MADS domain; this is correct, though more specific sequence-specific DNA binding terms better capture the function.
ARATH	PI	IPR002487	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		DNA-binding transcription factor activity is the defining molecular function of this MADS-box protein.
ARATH	PI	IPR002487	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		PI regulates transcription of floral target genes; the term is accurate though general.
ARATH	PI	IPR033896	GO:0045944	positive regulation of transcription by RNA polymerase II	MARK_AS_OVER_ANNOTATED	yes		PI acts as both an activator and a repressor of RNA Pol II targets; the activator-only directional term is not generally accurate and over-states a single regulatory direction inferred electronically from domain signatures.
ARATH	PI	IPR002100,IPR036879	GO:0046983	protein dimerization activity	ACCEPT	no		AP3/PI obligate heterodimerization is essential for PI function; dimerization is therefore a core molecular function, consistent with project guidance to retain PI/AP3 heterodimerization as core.
ARATH	PIF3	IPR044273	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		Supported by direct experimental evidence (IDA) for DNA-binding transcription factor activity and sequence-specific DNA binding; consistent with the bHLH domain and G-box binding.
ARATH	PIF3	IPR044273	GO:0006355	regulation of DNA-templated transcription	ACCEPT	no		PIF3 directly binds promoters and activates/represses transcription of light-responsive genes; the general transcription-regulation term is correct and supported by more specific experimental annotations.
ARATH	PIF3	IPR011598,IPR036638	GO:0046983	protein dimerization activity	ACCEPT	no		PIF3 forms homodimers and heterodimerizes with other PIFs via its HLH domain, supported by interaction data.
ARATH	PIF4	IPR044273	GO:0003700	DNA-binding transcription factor activity	ACCEPT	no		Sequence-specific DNA-binding transcription factor activity is the defining, experimentally established molecular function of PIF4; the IEA InterPro mapping is strongly corroborated by direct evidence.
ARATH	PIF4	IPR044273	GO:0006355	regulation of DNA-templated transcription	MODIFY	yes	GO:0006357 regulation of transcription by RNA polymerase II	The annotation is correct but generic; PIF4 is a Pol II transcription factor, so the RNA polymerase II-specific term better captures its role.
ARATH	PIF4	IPR011598,IPR036638	GO:0046983	protein dimerization activity	ACCEPT	no		Protein dimerization is a core molecular function of bHLH transcription factors and is experimentally documented for PIF4 (homodimerization for DNA binding; HFR1 heterodimerization).
ARATH	PIN1	IPR004776	GO:0016020	membrane	KEEP_AS_NON_CORE	yes		Correct but a broad parent of the more specific (and experimentally supported) plasma membrane term; retained as non-core background.
ARATH	PIN1	IPR004776	GO:0055085	transmembrane transport	KEEP_AS_NON_CORE	yes		Accurate but generic; the more precise auxin-transport terms capture the core function. Retained as a correct broad parent.
ARATH	Q9XIR4	IPR023342	GO:0003723	RNA binding	ACCEPT	no		Computational annotation based on InterPro domain, supported by experimental evidence
ARATH	RBOHD	IPR013623	GO:0004601	peroxidase activity	REMOVE	yes		The catalytic activity of RBOHD is electron transfer from NADPH to O2 to generate superoxide (and downstream H2O2 by dismutation), not peroxidase activity. The InterPro-derived peroxidase keyword is a known mis-mapping for the gp91phox family and over-annotates the gene. The informative catalytic term is GO:0016175 (added as NEW).
ARATH	RBOHD	IPR002048	GO:0005509	calcium ion binding	ACCEPT	no		Well supported by conserved EF-hand domains/Ca2+ binding sites in UniProt and by the calcium-dependence of RBOH oxidase activity. This is a core molecular function contributing to activity regulation.
ARATH	RBOHD	IPR000778,IPR013112,IPR013121,IPR017927	GO:0016491	oxidoreductase activity	ACCEPT	no		Correct but high-level; acceptable as a broad IEA parent of the informative term GO:0016175. Not the core descriptor on its own.
ARATH	RBOHD	IPR013623	GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor	ACCEPT	no		Accurate and reasonably specific; consistent with the NADPH-binding ferredoxin-reductase module and O2-reducing oxidase activity. The product-specific child term GO:0016175 is added as NEW.
ARATH	RCA	IPR003959	GO:0005524	ATP binding	ACCEPT	no		ATP binding is a well-established, structurally and experimentally documented core function of Rubisco activase as an AAA+ ATPase.
ARATH	RCA	IPR003959	GO:0016887	ATP hydrolysis activity	ACCEPT	no		ATP hydrolysis is the energy-yielding step driving Rubisco reactivation and is intrinsic to RCA function.
ARATH	RDR6	IPR035979	GO:0003676	nucleic acid binding	MODIFY	yes	GO:0003968 RNA-directed RNA polymerase activity	RDR6 specifically uses RNA templates to synthesize RNA in secondary-siRNA pathways; RNA-directed RNA polymerase activity is the precise MF term.
ARATH	RDR6	IPR007855	GO:0003968	RNA-directed RNA polymerase activity	ACCEPT	no		RNA-directed RNA polymerase activity is the core molecular function of RDR6.
ARATH	RPM1	IPR002182	GO:0043531	ADP binding	KEEP_AS_NON_CORE	yes		ADP binding is mechanistically relevant, but RPM1's core gene-level role is immune receptor signaling rather than nucleotide binding alone.
ARATH	RPM1	IPR044974	GO:0006952	defense response	MODIFY	yes	GO:0042742 defense response to bacterium	Defense response to bacterium better captures the experimentally supported RPM1 output than generic defense response.
ARATH	RPS2	IPR002182	GO:0043531	ADP binding	KEEP_AS_NON_CORE	yes		ADP binding is plausible and mechanistically relevant for the NLR switch, but the core gene-level role is immune receptor signaling rather than nucleotide binding alone.
ARATH	SEP3	IPR033896	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	ACCEPT	no		SEP3 is a MADS-box transcription factor that binds CArG-box regulatory DNA. This electronically inferred term is consistent with both the domain architecture and direct DNA-binding studies.
ARATH	SEP3	IPR002100,IPR036879	GO:0003677	DNA binding	MODIFY	yes	GO:0000978 RNA polymerase II cis-regulatory region sequence-specific DNA binding	InterPro domain mappings support a MADS-box DNA-binding protein, but SEP3 should be annotated to the more informative RNA-polymerase-II cis-regulatory region sequence-specific DNA-binding term.
ARATH	SEP3	IPR002487	GO:0003700	DNA-binding transcription factor activity	MODIFY	yes	GO:0000981 DNA-binding transcription factor activity, RNA polymerase II-specific	SEP3 regulates transcription of nuclear protein-coding target genes and belongs to the MADS-box/MEF2 transcription-factor family. GO:0000981 is a more specific and current replacement for this generic transcription factor activity.
ARATH	SEP3	IPR002100,IPR036879	GO:0046983	protein dimerization activity	MODIFY	yes	GO:0042803 protein homodimerization activity; GO:0046982 protein heterodimerization activity	UniProt and experimental studies support both SEP3 homomerization and heteromerization with other floral MADS proteins. Using the specific replacement terms improves functional precision.
ARATH	SEP3	IPR002487	GO:0006355	regulation of DNA-templated transcription	MODIFY	yes	GO:0006357 regulation of transcription by RNA polymerase II	SEP3 is a nuclear DNA-binding transcription factor regulating protein-coding floral targets. GO:0006357 is the better general process term and is also present in the phylogenetic GOA set.
ARATH	SEP3	IPR033896	GO:0045944	positive regulation of transcription by RNA polymerase II	ACCEPT	no		The positive-regulation term is supported by SEP3 target-gene and chromatin-remodeler recruitment studies. It should be retained while also recognizing that SEP3 may bind co-repressors in some complexes.
ARATH	SEP3	IPR002487	GO:0005634	nucleus	ACCEPT	no		SEP3 functions at nuclear cis-regulatory DNA. Multiple independent sources support a nuclear location.
ARATH	SOC1	IPR033896	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	ACCEPT	no		This sequence-specific RNA polymerase II regulatory-region DNA-binding activity is consistent with conserved MADS-box domains and with direct SOC1 promoter-binding evidence.
ARATH	SOC1	IPR002100,IPR036879	GO:0003677	DNA binding	MODIFY	yes	GO:0000978 RNA polymerase II cis-regulatory region sequence-specific DNA binding	Replace generic DNA binding with RNA polymerase II cis-regulatory region sequence-specific DNA binding, which captures the MADS-box regulatory DNA-binding activity.
ARATH	SOC1	IPR002487	GO:0003700	DNA-binding transcription factor activity	MODIFY	yes	GO:0000981 DNA-binding transcription factor activity, RNA polymerase II-specific	SOC1 regulates RNA polymerase II-transcribed developmental genes, so GO:0000981 is the better molecular-function term.
ARATH	SOC1	IPR002100,IPR036879	GO:0046983	protein dimerization activity	ACCEPT	no		Protein dimerization is a core molecular mechanism for SOC1 transcription factor function, although partner-specific annotations should preferably use heterodimerization when evidence identifies the partner.
ARATH	SOC1	IPR002487	GO:0006355	regulation of DNA-templated transcription	MODIFY	yes	GO:0006357 regulation of transcription by RNA polymerase II	Replace with regulation of transcription by RNA polymerase II, which matches SOC1's nuclear transcriptional regulatory role.
ARATH	SOC1	IPR033896	GO:0045944	positive regulation of transcription by RNA polymerase II	ACCEPT	no		Positive regulation of RNA polymerase II transcription is a core aspect of SOC1's activity as a floral-transition transcription factor.
ARATH	SOC1	IPR002487	GO:0005634	nucleus	ACCEPT	no		Nuclear localization is well supported for functional SOC1 transcription factor complexes.
ARATH	SOS1	IPR006153,IPR018422	GO:0006812	monoatomic cation transport	ACCEPT	no		InterPro-based generic cation-transport term is accurate; it is broader than the specific sodium transport terms but not misleading, so it is retained.
ARATH	SOS1	IPR006153	GO:0015297	antiporter activity	ACCEPT	no		The InterPro-derived term is a correct parent of GO:0015385 (sodium:proton antiporter activity); the more specific term is also annotated, so this broader term is acceptable as-is.
ARATH	SOS1	IPR018422	GO:0015385	sodium:proton antiporter activity	ACCEPT	no		Strong convergent evidence (InterPro/IBA, UniProt catalytic activity, and functional yeast complementation showing Na+-specific transport) supports GO:0015385 as the central molecular function. It is the most informative MF term available and represents the core activity.
